"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C4)","NodeFlowByCategory(CT)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(DH)","NodeFlowByCategory(PL-AF)","NodeFlowByCategory(PL-DC)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(CT)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(DH)","NodeFlowProfileNameByCategory(PL-AF)","NodeFlowProfileNameByCategory(PL-DC)"
"90101300919814","Nodes","-3145292",21.000000,31.345461,"Default Known Flow Node","Known Flow",546307.164811,180015.951194,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"90101300919908","Nodes","-3145477",21.000000,68.784783,"Default Known Flow Node","Known Flow",546383.664832,180567.826344,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"90101300919909","Nodes","-3145487",21.000000,67.553926,"Default Known Flow Node","Known Flow",546384.414832,180633.951362,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"90101300919914","Nodes","-3145519",21.000000,27.151257,"DDS demands","Known Flow",546340.664820,180727.576388,,0.000000,,,,,-2.300000,,,,,-2.056701,-2.300000,,"",,,,,"D1 PROFILE",,,,
"90101300919801","Nodes",,0.000000,30.000000,"Default Known Flow Node","Known Flow",546463.424642,180803.459691,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"90100700702039","Nodes","-3157336",21.000000,29.768182,"DDS demands","Known Flow",547425.290115,180830.451416,,0.000000,,,,,-4.469999,,,,,-3.997153,-4.469999,,"",,,,,"D1 PROFILE",,,,
"90100700702012","Nodes","702012",21.000000,29.774657,"DDS demands","Known Flow",547443.040120,180802.076408,,0.000000,,,,,-8.020000,,,,,-7.171628,-8.020000,,"",,,,,"D1 PROFILE",,,,
"90100700702080","Nodes","-427770",21.000000,29.727842,"Default Known Flow Node","Known Flow",547485.290132,181002.576462,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"90100700702020","Nodes","702020",21.000000,29.727706,"Default Known Flow Node","Known Flow",547478.790130,181046.951474,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"90100700702016","Nodes","702016",21.000000,29.728954,"DDS demands","Known Flow",547392.415106,180916.826439,,0.000000,,,,,-11.660000,,,,,-10.426580,-11.660000,,"",,,,,"D1 PROFILE",,,,
"90100700702015","Nodes","702015",21.000000,29.688016,"DDS demands","Known Flow",547390.915106,180876.201428,,0.000000,,,,,-6.480000,,,,,-5.794532,-6.480000,,"",,,,,"D1 PROFILE",,,,
"90100700702037","Nodes","-3157318",21.000000,29.755958,"DDS demands","Known Flow",547337.665092,180815.451411,,0.000000,,,,,-5.059999,,,,,-4.524742,-5.059999,,"",,,,,"D1 PROFILE",,,,
"90100700702029","Nodes","702029",21.000000,29.939581,"DDS demands","Known Flow",547386.540105,181087.951486,,0.000000,,,,,-2.049999,,,,,-1.833146,-2.049999,,"",,,,,"D1 PROFILE",,,,
"90100700702076","Nodes","-3157521",21.000000,29.949423,"Default Known Flow Node","Known Flow",547444.290121,181099.201489,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"90100700702053","Nodes","-3157408",21.000000,29.727419,"DDS demands","Known Flow",547437.540119,180951.576449,,0.000000,,,,,-0.720000,,,,,-0.643836,-0.720000,,"",,,,,"D1 PROFILE",,,,
"90100700702061","Nodes","-3157432",21.000000,29.727419,"Default Known Flow Node","Known Flow",547437.790119,180991.701459,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"90100700702070","Nodes","-3157467",21.000000,29.234072,"DDS demands","Known Flow",547327.415089,181037.701472,,0.000000,,,,,-4.050000,,,,,-3.621582,-4.050000,,"",,,,,"D1 PROFILE",,,,
"90100700702051","Nodes","-3157406",21.000000,28.901752,"DDS demands","Known Flow",547352.040096,180950.201448,,0.000000,,,,,-7.739999,,,,,-6.921246,-7.739999,,"",,,,,"D1 PROFILE",,,,
"90100700702043","Nodes","-3157358",21.000000,29.688016,"Default Known Flow Node","Known Flow",547395.290107,180857.451423,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"90100700702014","Nodes","702014",21.000000,29.746452,"DDS demands","Known Flow",547354.540096,180871.326427,,0.000000,,,,,-7.159999,,,,,-6.402599,-7.159999,,"",,,,,"D1 PROFILE",,,,
"90100700702034","Nodes","-3157313",21.000000,29.557880,"DDS demands","Known Flow",547555.290151,180809.951410,,0.000000,,,,,-8.529999,,,,,-7.627678,-8.529999,,"",,,,,"D1 PROFILE",,,,
"90100700702040","Nodes","-3157347",21.000000,29.545006,"DDS demands","Known Flow",547556.415151,180840.201418,,0.000000,,,,,-7.430000,,,,,-6.644039,-7.430000,,"",,,,,"D1 PROFILE",,,,
"90100700702065","Nodes","-3157447",21.000000,29.721951,"Default Known Flow Node","Known Flow",547444.415121,181012.201465,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"90100700702066","Nodes","-3157449",21.000000,29.721951,"Default Known Flow Node","Known Flow",547470.910045,181013.988010,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"90100700000002","Nodes","-3157430",21.000000,29.727861,"Default Known Flow Node","Known Flow",547510.915139,180989.201459,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"90100700702064","Nodes","-3157446",21.000000,29.697051,"Default Known Flow Node","Known Flow",547418.040113,181010.326465,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"90100700702063","Nodes","-3157445",21.000000,29.697051,"Default Known Flow Node","Known Flow",547425.040115,181009.826464,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"90100700702035","Nodes","-3157314",21.000000,29.549671,"Default Known Flow Node","Known Flow",547565.041625,180810.112149,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"90100700702018","Nodes","702018",21.000000,29.727604,"DDS demands","Known Flow",547514.665140,180982.326457,,0.000000,,,,,-3.260000,,,,,-2.915150,-3.260000,,"",,,,,"D1 PROFILE",,,,
"90100700702060","Nodes",,0.000000,29.823729,"DDS demands","Known Flow",547514.378099,181080.762748,,0.000000,,,,,-4.600000,,,,,-4.113402,-4.600000,,"",,,,,"D1 PROFILE",,,,
"90100700702021","Nodes","702021",21.000000,29.745729,"DDS demands","Known Flow",547528.540144,181049.326475,,0.000000,,,,,-4.920000,,,,,-4.399552,-4.920000,,"",,,,,"D1 PROFILE",,,,
"90100700702078","Nodes","-3157541",21.000000,29.954155,"DDS demands","Known Flow",547452.665123,181121.076495,,0.000000,,,,,-5.879999,,,,,-5.258001,-5.879999,,"",,,,,"D1 PROFILE",,,,
"90100700702031","Nodes","-199409",21.000000,29.641853,"DDS demands","Known Flow",547350.790095,181047.201475,,0.000000,,,,,-2.130000,,,,,-1.904684,-2.130000,,"",,,,,"D1 PROFILE",,,,
"90100700702074","Nodes","-3157483",21.000000,29.703861,"DDS demands","Known Flow",547434.290118,181052.576476,,0.000000,,,,,-2.679999,,,,,-2.396503,-2.679999,,"",,,,,"D1 PROFILE",,,,
"90100700702019","Nodes","702019",21.000000,29.720667,"Default Known Flow Node","Known Flow",547460.415125,181044.451474,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"90100700702059","Nodes","-3157428",21.000000,29.725874,"Default Known Flow Node","Known Flow",547482.540131,180988.951459,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"90100700702017","Nodes","702017",21.000000,29.727269,"DDS demands","Known Flow",547502.290136,180961.326451,,0.000000,,,,,-6.229999,,,,,-5.570977,-6.229999,,"",,,,,"D1 PROFILE",,,,
"90100700702072","Nodes","-3157474",21.000000,29.706595,"DDS demands","Known Flow",547369.040100,181048.326475,,0.000000,,,,,-2.319999,,,,,-2.074585,-2.319999,,"",,,,,"D1 PROFILE",,,,
"90100700702033","Nodes","-3157303",21.000000,29.897605,"Default Known Flow Node","Known Flow",547428.540116,180798.201407,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"90100700702011","Nodes","702011",21.000000,29.900996,"DDS demands","Known Flow",547430.663126,180794.200349,,0.000000,,,,,-16.989999,,,,,-15.192761,-16.989999,,"",,,,,"D1 PROFILE",,,,
"90100700702058","Nodes","-3157424",21.000000,29.709678,"DDS demands","Known Flow",547382.540104,180979.451456,,0.000000,,,,,-3.039999,,,,,-2.718422,-3.039999,,"",,,,,"D1 PROFILE",,,,
"90100700702056","Nodes","-3157412",21.000000,29.727844,"Default Known Flow Node","Known Flow",547392.165106,180955.326450,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"90100700702038","Nodes","-3157321",21.000000,29.777802,"DDS demands","Known Flow",547329.915089,180817.826412,,0.000000,,,,,-9.100000,,,,,-8.137383,-9.100000,,"",,,,,"D1 PROFILE",,,,
"90100700702032","Nodes","-3157288",21.000000,29.850992,"DDS demands","Known Flow",547367.665100,180785.701403,,0.000000,,,,,-2.089999,,,,,-1.868915,-2.089999,,"",,,,,"D1 PROFILE",,,,
"90100700702077","Nodes","-3157531",21.000000,29.951443,"Default Known Flow Node","Known Flow",547448.665122,181110.701492,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"90100700702062","Nodes","-3157442",21.000000,29.722580,"Default Known Flow Node","Known Flow",547477.915130,181002.826462,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"90100700702048","Nodes","-3157396",21.000000,29.721826,"DDS demands","Known Flow",547443.540120,180929.951443,,0.000000,,,,,-1.909999,,,,,-1.707956,-1.909999,,"",,,,,"D1 PROFILE",,,,
"90100700702052","Nodes","-3157407",21.000000,29.727374,"DDS demands","Known Flow",547443.415120,180951.201448,,0.000000,,,,,-0.869999,,,,,-0.777969,-0.869999,,"",,,,,"D1 PROFILE",,,,
"90100700702036","Nodes","-3157315",21.000000,29.539440,"DDS demands","Known Flow",547591.540161,180811.076410,,0.000000,,,,,-5.219999,,,,,-4.667817,-5.219999,,"",,,,,"D1 PROFILE",,,,
"90100700702055","Nodes","-3157411",21.000000,29.727269,"Default Known Flow Node","Known Flow",547491.790134,180953.951449,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"90100700702079","Nodes","-427762",21.000000,29.726059,"Default Known Flow Node","Known Flow",547493.389041,180951.065617,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"90100700702075","Nodes","-3157497",21.000000,29.943179,"DDS demands","Known Flow",547437.290119,181074.951482,,0.000000,,,,,-1.869999,,,,,-1.672187,-1.869999,,"",,,,,"D1 PROFILE",,,,
"90100700702067","Nodes","-3157459",21.000000,29.600034,"DDS demands","Known Flow",547392.415106,181027.951469,,0.000000,,,,,-8.079999,,,,,-7.225280,-8.079999,,"",,,,,"D1 PROFILE",,,,
"90100700702068","Nodes","-3157461",21.000000,29.694856,"Default Known Flow Node","Known Flow",547418.540114,181028.576469,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"90100700702071","Nodes","-3157472",21.000000,29.176846,"Default Known Flow Node","Known Flow",547306.540083,181046.326474,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"90100700702069","Nodes","-3157465",21.000000,29.176846,"DDS demands","Known Flow",547307.415083,181035.326471,,0.000000,,,,,-2.799999,,,,,-2.503810,-2.799999,,"",,,,,"D1 PROFILE",,,,
"90100700702054","Nodes","-3157410",21.000000,29.727850,"DDS demands","Known Flow",547392.790107,180952.826449,,0.000000,,,,,-1.090000,,,,,-0.974697,-1.090000,,"",,,,,"D1 PROFILE",,,,
"90100700702013","Nodes","702013",21.000000,29.753509,"DDS demands","Known Flow",547331.290090,180865.826425,,0.000000,,,,,-16.659999,,,,,-14.897669,-16.659999,,"",,,,,"D1 PROFILE",,,,
"90100700702045","Nodes","-3157364",21.000000,29.751840,"Default Known Flow Node","Known Flow",547341.540093,180866.576425,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"90100700702047","Nodes","-3157384",21.000000,29.736450,"Default Known Flow Node","Known Flow",547356.915097,180918.701440,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"90100700702057","Nodes","-3157418",21.000000,29.087259,"DDS demands","Known Flow",547288.790078,180970.076454,,0.000000,,,,,-4.190000,,,,,-3.746773,-4.190000,,"",,,,,"D1 PROFILE",,,,
"90100700702073","Nodes","-3157477",21.000000,29.744761,"DDS demands","Known Flow",547533.790145,181050.076475,,0.000000,,,,,-2.089999,,,,,-1.868915,-2.089999,,"",,,,,"D1 PROFILE",,,,
"90100700702030","Nodes","-199387",21.000000,29.746720,"Default Known Flow Node","Known Flow",547320.915087,180880.951429,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"90100700702046","Nodes","-3157380",21.000000,29.700684,"DDS demands","Known Flow",547320.665087,180904.076436,,0.000000,,,,,-4.159999,,,,,-3.719946,-4.159999,,"",,,,,"D1 PROFILE",,,,
"90100700702049","Nodes","-3157399",21.000000,29.728469,"DDS demands","Known Flow",547391.665106,180932.076443,,0.000000,,,,,-0.779999,,,,,-0.697489,-0.779999,,"",,,,,"D1 PROFILE",,,,
"90100700005485","Nodes","Logger 5485",21.000000,29.730392,"DDS demands","Known Flow",547385.599867,180917.186399,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"90100700702044","Nodes","-3157360",21.000000,29.750597,"Default Known Flow Node","Known Flow",547319.415087,180865.201425,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"90100700702041","Nodes","-3157350",21.000000,29.543936,"DDS demands","Known Flow",547548.665149,180845.951420,,0.000000,,,,,-2.890000,,,,,-2.584289,-2.890000,,"",,,,,"D1 PROFILE",,,,
"90100700702001","Nodes","""CROSSWAY"", 90800100180024",21.000000,30.000000,"Default Known Pressure Node","Known Pressure",547438.915119,180766.451398,,1241.000054,,,,,,,,,,115.860220,129.565983,,"",,,,,,,,,
"90100700702042","Nodes","-3157351",21.000000,29.541727,"DDS demands","Known Flow",547520.415141,180849.576421,,0.000000,,,,,-2.339999,,,,,-2.092469,-2.339999,,"",,,,,"D1 PROFILE",,,,
"90100700702022","Nodes","702022",21.000000,29.977046,"DDS demands","Known Flow",547447.915122,181142.951501,,0.000000,,,,,-4.099999,,,,,-3.666293,-4.099999,,"",,,,,"D1 PROFILE",,,,
"90100700702002","Nodes","""MANORDENE ROAD"", 90800100180042",21.000000,30.000000,"Default Known Pressure Node","Known Pressure",547458.165124,181161.451506,,1241.000054,,,,,,,,,,61.159154,68.394014,,"",,,,,,,,,
"90100700702050","Nodes","-3157400",21.000000,29.719072,"DDS demands","Known Flow",547501.415136,180933.826444,,0.000000,,,,,-2.300000,,,,,-2.056701,-2.300000,,"",,,,,"D1 PROFILE",,,,
"90101400920171","Nodes",,0.000000,29.775197,"Default Known Flow Node","Known Flow",544683.550180,179188.186104,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"90101400920131","Nodes","920131",21.000000,29.730676,"DDS demands","Known Flow",544675.914367,179196.700971,,0.000000,,-0.039999,,,-1.570000,,,,,-1.439690,-1.609999,,"",,"C2 PROFILE",,,"D1 PROFILE",,,,
"90101400920132","Nodes","920132",21.000000,29.362433,"DDS demands","Known Flow",544706.664376,179143.825957,,0.000000,,,,,-6.320000,,,,,-5.651457,-6.320000,,"",,,,,"D1 PROFILE",,,,
"90101400920425","Nodes","-412009",21.000000,29.362433,"Default Known Flow Node","Known Flow",544707.914376,179144.950957,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"90101400920100","Nodes","920100",21.000000,29.954698,"DDS demands","Known Flow",544553.919471,179427.062335,,0.000000,,,,,-1.729999,,-47.750002,,,-1.546996,-1.729999,,"",,,,,"D1 PROFILE",,"DH PROFILE",,
"90101400920006","Nodes","""PIER WAY"", 90800100180057",21.000000,30.000000,"Default Known Pressure Node","Known Pressure",544563.039337,179424.576033,,1241.000054,,,,,,,,,,128.731610,143.960000,,"",,,,,,,,,
"90101400920189","Nodes",,0.000000,37.530861,"Default Known Flow Node","Known Flow",544559.458426,179206.513018,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"90101400920120","Nodes","920120",21.000000,40.263635,"DDS demands","Known Flow",544584.289342,179235.700982,,0.000000,,,,,-6.560000,,,,,-5.866069,-6.560000,,"",,,,,"D1 PROFILE",,,,
"90101400920105","Nodes","920105",21.000000,29.624387,"DDS demands","Known Flow",544516.024312,179485.885442,,0.000000,,,,,-11.609999,,,,,-10.381868,-11.609999,,"",,,,,"D1 PROFILE",,,,
"90101400920104","Nodes","920104",21.000000,29.766885,"DDS demands","Known Flow",544527.164327,179488.701050,,0.000000,,,,,-5.300000,,,,,-4.739355,-5.300000,,"",,,,,"D1 PROFILE",,,,
"90101400920101","Nodes","920101",21.000000,29.663009,"DDS demands","Known Flow",544573.414339,179446.951039,,0.000000,,,,,-6.569999,,,,,-5.875011,-6.569999,,"",,,,,"D1 PROFILE",,,,
"90101400920353","Nodes","-3123786",21.000000,29.937664,"Default Known Flow Node","Known Flow",544551.289333,179430.451035,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"90101400920102","Nodes","920102",21.000000,29.334348,"DDS demands","Known Flow",544599.164346,179470.701046,,0.000000,,,,,-4.090000,,,,,-3.657351,-4.090000,,"",,,,,"D1 PROFILE",,,,
"90101400920388","Nodes","-3134827",21.000000,32.985438,"Default Known Flow Node","Known Flow",544886.310754,179384.947891,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"90101400920020","Nodes","920020",21.000000,32.291833,"DDS demands","Known Flow",544895.789427,179448.826040,,0.000000,,,,,-15.250000,,,,,-13.636823,-15.250000,,"",,,,,"D1 PROFILE",,,,
"90101400920109","Nodes","P07111911, Carrondale Place, 13.57",22.999998,28.166512,"CSEP DDS Matched","Known Flow",544483.516552,179358.311352,,0.000000,,,,,-21.920000,-13.569999,,,,-31.735794,-35.490001,,"",,,,,"D1 PROFILE","DC PROFILE",,,
"90101400920426","Nodes","-412015",21.000000,28.209770,"Default Known Flow Node","Known Flow",544520.414325,179304.826000,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"90101400920358","Nodes","-3123793",21.000000,29.319350,"Default Known Flow Node","Known Flow",544607.039349,179470.201045,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"90101400920374","Nodes","-3134785",21.000000,29.679460,"Default Known Flow Node","Known Flow",544665.789365,179217.700977,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"90101400920377","Nodes","-3134789",21.000000,33.887431,"Default Known Flow Node","Known Flow",544669.623813,179242.408787,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"90101400920376","Nodes","-3134788",21.000000,33.811173,"Default Known Flow Node","Known Flow",544678.164368,179234.200981,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"90101400920368","Nodes","-3134758",21.000000,29.257199,"Default Known Flow Node","Known Flow",544690.789371,179133.325954,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"90101400920342","Nodes","-3123738",21.000000,40.263635,"Default Known Flow Node","Known Flow",544579.539341,179254.950987,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"90101400920341","Nodes","-3123731",21.000000,40.263635,"Default Known Flow Node","Known Flow",544578.164341,179241.075983,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"90101400000001","Nodes","-3134800",21.000000,33.528602,"Default Known Flow Node","Known Flow",544746.662555,179302.278993,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"90101400920011","Nodes","920011",21.000000,33.470323,"DDS demands","Known Flow",544748.664387,179302.201000,,0.000000,,,,,-26.270001,,,,,-23.491104,-26.270001,,"",,,,,"D1 PROFILE",,,,
"90101400920378","Nodes","-3134794",21.000000,33.981228,"Default Known Flow Node","Known Flow",544650.570098,179263.164104,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"90101400920018","Nodes","920018",21.000000,33.935639,"Default Known Flow Node","Known Flow",544658.344424,179254.284629,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"90101400920133","Nodes","920133",21.000000,29.188464,"DDS demands","Known Flow",544678.289368,179133.325954,,0.000000,,,,,-16.489999,,,,,-14.745652,-16.489999,,"",,,,,"D1 PROFILE",,,,
"90101400920021","Nodes","920021",21.000000,31.549237,"DDS demands","Known Flow",544826.414408,179579.451075,,0.000000,,,,,-14.399999,,,,,-12.876737,-14.399999,,"",,,,,"D1 PROFILE",,,,
"90101400920402","Nodes","-3134857",21.000000,31.549237,"Default Known Flow Node","Known Flow",544846.914414,179579.826075,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"90101400920398","Nodes","-3134847",21.000000,32.107473,"Default Known Flow Node","Known Flow",544896.198721,179474.565798,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"90101400920434","Nodes","-934386",21.000000,31.939807,"DDS demands","Known Flow",544902.789756,179503.203865,,0.000000,,,,,-12.220000,,,,,-10.927343,-12.220000,,"",,,,,"D1 PROFILE",,,,
"90101400920394","Nodes","-3134838",21.000000,32.123440,"Default Known Flow Node","Known Flow",544871.789421,179448.451040,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"90101400920331","Nodes","-3123684",21.000000,36.983672,"Default Known Flow Node","Known Flow",544564.776532,179117.610706,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"90101400920332","Nodes","-3123685",21.000000,36.982789,"Default Known Flow Node","Known Flow",544566.039337,179118.075950,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"90101400920005","Nodes","""GARRICK DRIVE"", 90800100180019",21.000000,45.000001,"Default Known Pressure Node","Known Pressure",544628.539354,179252.825986,,1241.000054,,,,,,,,,,243.370329,272.159987,,"",,,,,,,,,
"90101400920263","Nodes",,0.000000,36.933050,"Default Known Flow Node","Known Flow",544548.664333,179213.200976,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"90101400920188","Nodes",,0.000000,37.158186,"Default Known Flow Node","Known Flow",544546.604332,179208.794974,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"90101400920430","Nodes","-87003",21.000000,33.945037,"Default Known Flow Node","Known Flow",544959.893189,179362.206243,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"90101400920179","Nodes",,0.000000,33.945037,"Default Known Flow Node","Known Flow",544960.414445,179364.326017,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"90101400920274","Nodes",,0.000000,32.074390,"Default Known Flow Node","Known Flow",544793.027359,179458.232805,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"90101400920012","Nodes","920012",21.000000,32.078831,"DDS demands","Known Flow",544850.039415,179449.951040,,0.000000,,,,,-24.570000,,,,,-21.970934,-24.570000,,"",,,,,"D1 PROFILE",,,,
"90101400920419","Nodes",,21.000000,31.015537,"DDS demands","Known Flow",545014.205636,179751.540828,,0.000000,,,,,-12.189999,,,,,-10.900516,-12.189999,,"",,,,,"D1 PROFILE",,,,
"90101400920022","Nodes","920022",21.000000,31.012481,"Default Known Flow Node","Known Flow",545015.414460,179752.951122,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"90101400920408","Nodes","-3134867",21.000000,31.015537,"Default Known Flow Node","Known Flow",545023.414462,179648.576094,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"90101400920423","Nodes","-384120",21.000000,31.015537,"Default Known Flow Node","Known Flow",545021.664461,179631.451089,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"90101400920417","Nodes","-3134887",21.000000,31.015537,"Default Known Flow Node","Known Flow",545025.206119,179741.118722,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"90101400920416","Nodes","-3134883",21.000000,31.015537,"Default Known Flow Node","Known Flow",545033.214176,179703.932852,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"90101400920023","Nodes","920023",21.000000,30.956792,"DDS demands","Known Flow",545052.039470,179761.951125,,0.000000,,,,,-15.580000,,,,,-13.931915,-15.580000,,"",,,,,"D1 PROFILE",,,,
"90101400920412","Nodes","-3134874",21.000000,31.015537,"Default Known Flow Node","Known Flow",545016.789460,179670.451100,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"90101400920354","Nodes","-3123788",21.000000,28.556574,"DDS demands","Known Flow",544425.789299,179446.951039,,0.000000,,,,,-4.990000,,,,,-4.462147,-4.990000,,"",,,,,"D1 PROFILE",,,,
"90101400920355","Nodes","-3123790",21.000000,28.556574,"Default Known Flow Node","Known Flow",544428.539300,179448.951040,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"90101400920392","Nodes","-3134835",21.000000,31.713730,"DDS demands","Known Flow",544945.914441,179433.951036,,0.000000,,,,,-3.199999,,,,,-2.861497,-3.199999,,"",,,,,"D1 PROFILE",,,,
"90101400920395","Nodes","-3134843",21.000000,31.618632,"DDS demands","Known Flow",544955.539443,179451.951040,,0.000000,,,,,-8.600000,,,,,-7.690274,-8.600000,,"",,,,,"D1 PROFILE",,,,
"90101400920017","Nodes","920017",21.000000,31.729871,"DDS demands","Known Flow",544864.539419,179536.451063,,0.000000,,,,,-16.079999,,,,,-14.379023,-16.079999,,"",,,,,"D1 PROFILE",,,,
"90101400920404","Nodes","-3134860",21.000000,31.726645,"Default Known Flow Node","Known Flow",544876.664422,179613.326084,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"90101400920016","Nodes","920016",21.000000,31.720873,"DDS demands","Known Flow",544792.664399,179548.076067,,0.000000,,,,,-17.159999,,,,,-15.344779,-17.159999,,"",,,,,"D1 PROFILE",,,,
"90101400920325","Nodes","-180510",21.000000,31.665481,"Default Known Flow Node","Known Flow",544804.039402,179583.076076,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"90101400920121","Nodes","920121",21.000000,37.477876,"DDS demands","Known Flow",544554.539334,179192.075970,,0.000000,,,,,-10.140000,,,,,-9.067369,-10.140000,,"",,,,,"D1 PROFILE",,,,
"90101400920336","Nodes","-3123703",21.000000,37.477876,"Default Known Flow Node","Known Flow",544556.164335,179191.325970,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"90101400920433","Nodes","-934383",21.000000,31.831963,"DDS demands","Known Flow",544858.353037,179502.443863,,0.000000,,,,,-5.769999,,,,,-5.159637,-5.769999,,"",,,,,"D1 PROFILE",,,,
"90101400920108","Nodes","920108",21.000000,28.147929,"DDS demands","Known Flow",544518.789325,179373.076019,,0.000000,,,,,-13.619999,,,,,-12.179247,-13.619999,,"",,,,,"D1 PROFILE",,,,
