"NAME","TYPE","FlowCategoryTotalVolumetricFlow","FlowCategoryTotalThermalFlow","FlowCategoryMultiplier","FlowCategoryType","CategoryActive"
"Base Volumetric","Flow Categories",399.999988,0.000000,1.000000,"Volumetric",-1.000000
"Base Thermal","Flow Categories",,,1.000000,"Thermal",-1.000000
"D1","Flow Categories",-3735.650015,0.000000,1.000000,"Volumetric",-1.000000
"C4","Flow Categories",-42.040001,0.000000,1.000000,"Volumetric",-1.000000
"C2","Flow Categories",-348.699994,0.000000,1.000000,"Volumetric",-1.000000
"Base Diversified Volumetric","Flow Categories",,,1.000000,"Diversified Volumetric",-1.000000
"Base Diversified Thermal","Flow Categories",,,1.000000,"Diversified Thermal",-1.000000
"C1","Flow Categories",-252.770003,0.000000,1.000000,"Volumetric",-1.000000
"DC","Flow Categories",-244.579992,0.000000,1.000000,"Volumetric",-1.000000
"PL-DC","Flow Categories",,,1.000000,"Volumetric",-1.000000
"PL-AF","Flow Categories",,,1.000000,"Volumetric",-1.000000
"DH","Flow Categories",0.000000,0.000000,1.000000,"Volumetric",0.000000
"CT","Flow Categories",-94.179997,0.000000,1.000000,"Volumetric",-1.000000
