"NAME","TYPE","FlowCategoryTotalVolumetricFlow","FlowCategoryTotalThermalFlow","FlowCategoryMultiplier","FlowCategoryType","CategoryActive"
"Base Volumetric","Flow Categories",0.000000,0.000000,1.000000,"Volumetric",-1.000000
"Base Thermal","Flow Categories",,,1.000000,"Thermal",-1.000000
"C1","Flow Categories",-491.299995,0.000000,1.000000,"Volumetric",-1.000000
"D1","Flow Categories",-2739.749996,0.000000,1.000000,"Volumetric",-1.000000
"C2","Flow Categories",-199.010005,0.000000,1.000000,"Volumetric",-1.000000
"C4","Flow Categories",-38.079999,0.000000,1.000000,"Volumetric",-1.000000
"C3","Flow Categories",-161.679998,0.000000,1.000000,"Volumetric",-1.000000
"Base Diversified Volumetric","Flow Categories",,,1.000000,"Diversified Volumetric",-1.000000
"Base Diversified Thermal","Flow Categories",,,1.000000,"Diversified Thermal",-1.000000
"PL-AF","Flow Categories",-837.994009,0.000000,1.000000,"Volumetric",-1.000000
"DM","Flow Categories",,,1.000000,"Volumetric",0.000000
"CM","Flow Categories",,,1.000000,"Volumetric",0.000000
"PL-PL","Flow Categories",0.000000,0.000000,1.000000,"Volumetric",0.000000
"PL-DC","Flow Categories",-44.310001,0.000000,1.000000,"Volumetric",-1.000000
"DC","Flow Categories",,,1.000000,"Volumetric",-1.000000
"CC","Flow Categories",-50.770002,0.000000,1.000000,"Volumetric",-1.000000
