"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(CT)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(DH)","NodeFlowByCategory(DM)","NodeFlowByCategory(I2)","NodeFlowByCategory(PL-AF)","NodeFlowByCategory(PL-DC)","NodeFlowByCategory(PL-PL)","NodeThermalFlow","NodeResultFlow","NodeFlowByCategory(TT)","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(CT)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(DH)","NodeFlowProfileNameByCategory(DM)","NodeFlowProfileNameByCategory(I2)","NodeFlowProfileNameByCategory(PL-AF)","NodeFlowProfileNameByCategory(PL-DC)","NodeFlowProfileNameByCategory(PL-PL)","NodeFlowProfileNameByCategory(TT)"
"90102802308018","Nodes","2308018",21.000000,40.107195,"DDS demands","Known Flow",557202.688888,164050.260210,,0.000000,,,,,,-5.599999,,,,,,,,-5.007620,-5.599999,,,"",,,,,,"D1 PROFILE",,,,,,,,
"90102800256971","Nodes","256971",21.000000,68.272678,"Default Known Flow Node","Known Flow",557460.104589,163016.155737,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,
"90102802308061","Nodes","2308061",21.000000,68.243484,"Default Known Flow Node","Known Flow",557508.162695,163017.559466,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,
"90102802308015","Nodes","2308015",21.000000,58.086441,"DDS demands","Known Flow",556965.347154,163819.079395,,0.000000,-6.000000,,,,,,,,,,,,,-5.365307,-6.000000,,,"","C1 PROFILE",,,,,,,,,,,,,
"90102802308062","Nodes","2308062",21.000000,51.446954,"Default Known Flow Node","Known Flow",557224.711850,162821.240318,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,
"90102802308051","Nodes","2308051",21.000000,53.829225,"Default Known Flow Node","Known Flow",557961.688834,162369.613558,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,
"90102802308058","Nodes","2308058",21.000000,71.481631,"Default Known Flow Node","Known Flow",557338.304813,163102.131592,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,
"90102802308030","Nodes","2308030",21.000000,68.356099,"DDS demands","Known Flow",557358.581818,163116.728596,,0.000000,,,,,,-28.540001,,,,,,,,-25.520980,-28.540001,,,"",,,,,,"D1 PROFILE",,,,,,,,
"90102802308056","Nodes","2308056",21.000000,68.731872,"Default Known Flow Node","Known Flow",557353.764817,163120.496597,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,
"90102800256967","Nodes","256967",21.000000,68.665777,"Default Known Flow Node","Known Flow",557356.800818,163118.060596,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,
"90102802308059","Nodes","KINGSINGFIELD ROAD, Site ID 9511, 90800100120653",21.000000,71.999999,"Default Known Pressure Node","Known Pressure",557345.947815,163095.746590,,361.000000,,,,,,,,,,,,,,263.330859,294.481755,,,"",,,,,,,,,,,,,,
"90102800344872","Nodes","344872",21.000000,52.135858,"DDS demands","Known Flow",557342.778814,163853.889796,,0.000000,,,,,,-19.190000,,,,,,,,-17.160042,-19.190000,,,"",,,,,,"D1 PROFILE",,,,,,,,
"90102800344871","Nodes","344871",21.000000,51.775389,"DDS demands","Known Flow",557285.769799,163850.527795,,0.000000,,,,,,-1.679999,,,,,,,,-1.502286,-1.679999,,,"",,,,,,"D1 PROFILE",,,,,,,,
"90102800000057","Nodes","57",21.000000,43.555639,"DDS demands","Known Flow",557811.885942,162828.466517,,0.000000,,,,,,-5.929999,,,,,,,,-5.302711,-5.929999,,,"",,,,,,"D1 PROFILE",,,,,,,,
"90102801462492","Nodes","1462492",21.000000,58.034130,"Default Known Flow Node","Known Flow",557023.668727,163702.901755,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,
"90102800000176","Nodes","176",21.000000,53.559508,"DDS demands","Known Flow",556862.765339,163527.523507,,0.000000,,,,,,-4.050000,,,,,,,,-3.621582,-4.050000,,,"",,,,,,"D1 PROFILE",,,,,,,,
"90102801462468","Nodes","1462468",21.000000,43.471959,"DDS demands","Known Flow",557856.990954,162812.635513,,0.000000,,,,,,-6.480000,,,,,,,,-5.794532,-6.480000,,,"",,,,,,"D1 PROFILE",,,,,,,,
"90102801462494","Nodes","1462494",21.000000,46.606882,"Default Known Flow Node","Known Flow",557658.309900,163055.682579,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,
"90102800440061","Nodes","440061",21.000000,36.507949,"Default Known Flow Node","Known Flow",557130.069713,163452.225466,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,
"90102890000080","Nodes","90000080",21.000000,46.606882,"DDS demands","Known Flow",557652.980898,163047.003577,,0.000000,,,,,,-6.690000,,,,,,,,-5.982318,-6.690000,,,"",,,,,,"D1 PROFILE",,,,,,,,
"90102802308019","Nodes","2308019",21.000000,33.245052,"DDS demands","Known Flow",557276.705796,164328.423925,,0.000000,,,,,,-18.969999,,,,,,,,-16.963314,-18.969999,,,"",,,,,,"D1 PROFILE",,,,,,,,
"90102800005058","Nodes","Logger 5058",21.000000,34.094045,"Val Log Post","Known Flow",557325.835848,164323.908889,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,
"90102800000007","Nodes","7",21.000000,35.592964,"DDS demands","Known Flow",557422.372969,164305.827454,,0.000000,,,,,,-20.189999,,,,,,,,-18.054258,-20.189999,,,"",,,,,,"D1 PROFILE",,,,,,,,
"90102800252746","Nodes","252746",21.000000,40.014840,"DDS demands","Known Flow",557204.336776,164059.705852,,0.000000,,,,,,-10.540000,,,,,,,,-9.425056,-10.540000,,,"",,,,,,"D1 PROFILE",,,,,,,,
"90102800252750","Nodes","252750",21.000000,39.649172,"DDS demands","Known Flow",557300.929803,164044.821848,,0.000000,,,,,,-10.239999,,,,,,,,-9.156791,-10.239999,,,"",,,,,,"D1 PROFILE",,,,,,,,
"90102800252747","Nodes","252747",21.000000,33.482001,"DDS demands","Known Flow",557227.883059,164180.584702,,0.000000,,,,,,-8.739999,,,,,,,,-7.815464,-8.739999,,,"",,,,,,"D1 PROFILE",,,,,,,,
"90102802308020","Nodes","2308020",21.000000,42.533928,"DDS demands","Known Flow",557392.309828,164175.773884,,0.000000,,,,,,-15.510000,,,,,,,,-13.869319,-15.510000,,,"",,,,,,"D1 PROFILE",,,,,,,,
"90102800252753","Nodes","252753",21.000000,43.133156,"DDS demands","Known Flow",557490.666524,164007.363275,,0.000000,,,,,,-8.270000,,,,,,,,-7.395182,-8.270000,,,"",,,,,,"D1 PROFILE",,,,,,,,
"90102800253544","Nodes","253544",21.000000,42.940946,"DDS demands","Known Flow",557517.408862,164061.206853,,0.000000,,,,,,-7.239999,,,,,,,,-6.474137,-7.239999,,,"",,,,,,"D1 PROFILE",,,,,,,,
"90102800178927","Nodes","178927",21.000000,23.482034,"DDS demands","Known Flow",558112.518023,161774.678230,,0.000000,,,,,,-21.779999,,,,,,,,-19.476065,-21.779999,,,"",,,,,,"D1 PROFILE",,,,,,,,
"90102802308047","Nodes","2308047",21.000000,51.582250,"DDS demands","Known Flow",558076.684268,162969.090939,,0.000000,,,,,,-12.760000,,,,,,,,-11.410220,-12.760000,,,"",,,,,,"D1 PROFILE",,,,,,,,
