"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(CC)","NodeFlowByCategory(CT)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(DH)","NodeFlowByCategory(I2)","NodeFlowByCategory(PL-AF)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(CC)","NodeFlowProfileNameByCategory(CT)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(DH)","NodeFlowProfileNameByCategory(I2)","NodeFlowProfileNameByCategory(PL-AF)"
"64300900003072","Nodes","3072",21.000000,38.403385,"Default Known Flow Node","Known Flow",297177.472020,668861.834213,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64300900000648","Nodes","648",21.000000,41.248713,"DDS demands","Known Flow",297122.847005,668972.959243,,0.000000,,,,,,,-9.379999,,,,,-8.387763,-9.379999,,"",,,,,,,"D1 PROFILE",,,,
"64300900000824","Nodes","MAXIMO 471319 - DIVERSIFIED LOAD ADDED",21.000000,37.550702,"Point Loads","Known Flow",297193.597025,668848.709209,,0.000000,,,,,,,,,,,-26.999998,-22.936687,-25.649999,,"",,,,,,,,,,,"PL-AF PROFILE"
"64300900000826","Nodes","826",21.000000,37.550702,"Default Known Flow Node","Known Flow",297193.347025,668817.584201,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64300900000825","Nodes","825",21.000000,37.404519,"DDS demands","Known Flow",297216.972031,668832.709205,,0.000000,-2.190000,,,-1.529999,,,-4.429999,,,,,-7.287876,-8.149999,,"","C1 PROFILE",,,"C4 PROFILE",,,"D1 PROFILE",,,,
"64300900000654","Nodes","654",21.000000,36.235545,"DDS demands","Known Flow",297301.597054,668851.334210,,0.000000,-43.969999,,,,,,-1.510000,,,,,-40.669031,-45.479999,,"","C1 PROFILE",,,,,,"D1 PROFILE",,,,
"64300900000653","Nodes","653",21.000000,37.109348,"Default Known Flow Node","Known Flow",297241.222038,668863.584213,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64300900000817","Nodes","817",21.000000,36.684099,"Default Known Flow Node","Known Flow",297258.097042,668871.084215,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64300900000823","Nodes","823",21.000000,36.684099,"Default Known Flow Node","Known Flow",297253.972041,668883.834219,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64300900000493","Nodes","493",21.000000,37.059198,"DDS demands","Known Flow",297240.972038,668865.834214,,0.000000,-8.199999,,,-3.950000,,,-1.980000,,,,,-12.635299,-14.129999,,"","C1 PROFILE",,,"C4 PROFILE",,,"D1 PROFILE",,,,
"64300900000816","Nodes","816",21.000000,36.060904,"DDS demands","Known Flow",297288.597051,668880.209218,,0.000000,-22.250000,,,-5.610000,,,,,,,,-24.912911,-27.859999,,"","C1 PROFILE",,,"C4 PROFILE",,,,,,,
"64300900000821","Nodes","North Bridge Street, NA:15272",21.000000,35.999461,"Point Loads","Known Flow",297289.097051,668895.709222,,0.000000,,,,,,,,,,,-18.909999,-16.064176,-17.964498,,"",,,,,,,,,,,"PL-AF PROFILE"
"64300900000822","Nodes","822",21.000000,35.999461,"Default Known Flow Node","Known Flow",297298.097053,668895.334222,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64300900000819","Nodes","819",21.000000,35.574101,"Default Known Flow Node","Known Flow",297291.722051,668926.959231,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64300900000820","Nodes","820",21.000000,35.574101,"Default Known Flow Node","Known Flow",297287.097050,668925.459230,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64300900000652","Nodes","652",21.000000,38.142603,"Default Known Flow Node","Known Flow",297194.472025,668862.459213,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64300900003113","Nodes","3113",21.000000,37.059198,"Default Known Flow Node","Known Flow",297236.472036,668864.459214,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64300900000525","Nodes","525",21.000000,41.274579,"DDS demands","Known Flow",297125.535921,668985.368542,,0.000000,,,,,,,-1.100000,,,,,-0.983639,-1.100000,,"",,,,,,,"D1 PROFILE",,,,
"64300900003161","Nodes","3161",21.000000,41.231128,"Default Known Flow Node","Known Flow",297124.347006,668987.584247,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64300900000216","Nodes","216",21.000000,40.749159,"DDS demands","Known Flow",297121.698439,668992.946706,,0.000000,,,,,,,-3.940000,,,,,-3.523218,-3.940000,,"",,,,,,,"D1 PROFILE",,,,
"64300900000649","Nodes","649",21.000000,41.373550,"Default Known Flow Node","Known Flow",297127.097007,668982.459246,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64300900000650","Nodes","650",21.000000,41.656500,"Default Known Flow Node","Known Flow",297131.972008,668972.459243,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64300900000647","Nodes","647",21.000000,41.403666,"Default Known Flow Node","Known Flow",297121.597005,668979.959245,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64300900000645","Nodes","645",21.000000,41.428594,"Default Known Flow Node","Known Flow",297119.972005,668979.209245,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64300900000646","Nodes","646",21.000000,41.428594,"Default Known Flow Node","Known Flow",297115.222003,668989.709248,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64300900003135","Nodes","3135",21.000000,41.656500,"Default Known Flow Node","Known Flow",297134.472009,668968.459242,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64300900000001","Nodes","MILL ROAD DG, Tel, Profiled, Site ID 5798",21.000000,42.000001,"Default Known Pressure Node","Known Pressure",297119.347005,668966.709241,,999998.967025,,,,,,,,,,,,3313.368594,3705.325621,,"",,,,,,,,,,,
"64300900000644","Nodes","644",21.000000,41.440870,"Default Known Flow Node","Known Flow",297121.722005,668975.334244,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64300900000643","Nodes","643",21.000000,41.604493,"Default Known Flow Node","Known Flow",297120.347005,668974.334244,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64300900000642","Nodes","642",21.000000,41.770476,"Default Known Flow Node","Known Flow",297116.347004,668972.209243,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64300900003128","Nodes","3128",21.000000,41.770476,"Default Known Flow Node","Known Flow",297115.222003,668974.459244,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64300900000481","Nodes","481",21.000000,34.023233,"DDS demands","Known Flow",297313.847057,668990.709248,,0.000000,,,,,,,-6.890000,,,,,-6.161161,-6.890000,,"",,,,,,,"D1 PROFILE",,,,
"64300900003219","Nodes","3219",21.000000,34.023233,"Default Known Flow Node","Known Flow",297307.097056,668987.834247,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64300900000223","Nodes","223",21.000000,34.595430,"DDS demands","Known Flow",297385.972077,668910.584226,,0.000000,-38.719999,,,-5.349999,,,-13.090000,,,,,-51.113495,-57.160001,,"","C1 PROFILE",,,"C4 PROFILE",,,"D1 PROFILE",,,,
"64300900000492","Nodes","492",21.000000,34.592919,"DDS demands","Known Flow",297372.347073,668952.584238,,0.000000,,,,,,,-0.899999,,,,,-0.804796,-0.899999,,"",,,,,,,"D1 PROFILE",,,,
"64300900000815","Nodes","815",21.000000,35.498810,"DDS demands","Known Flow",297319.722059,668889.959221,,0.000000,-19.279999,,,-4.929999,,,-6.610000,,,,,-27.559796,-30.819998,,"","C1 PROFILE",,,"C4 PROFILE",,,"D1 PROFILE",,,,
"64300900000655","Nodes","655",21.000000,35.725955,"Default Known Flow Node","Known Flow",297341.347065,668830.584204,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64300900003400","Nodes","3400",21.000000,35.725955,"Default Known Flow Node","Known Flow",297352.597068,668842.459208,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64300900000656","Nodes","656",21.000000,35.515868,"DDS demands","Known Flow",297354.972069,668822.584202,,0.000000,-18.100000,,,,,,-10.329999,,,,,-25.422615,-28.430001,,"","C1 PROFILE",,,,,,"D1 PROFILE",,,,
"64300900000375","Nodes","375",21.000000,35.136528,"Default Known Flow Node","Known Flow",297279.597048,668722.709175,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64300900003404","Nodes","3404",21.000000,35.530174,"Default Known Flow Node","Known Flow",297317.972059,668889.459220,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64300900000818","Nodes","818",21.000000,35.498810,"Default Known Flow Node","Known Flow",297316.347058,668909.584226,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64300900000021","Nodes","21",21.000000,33.381334,"DDS demands","Known Flow",297291.347051,668702.709170,,0.000000,-39.999997,,,,,,,,,,,-35.768714,-39.999997,,"","C1 PROFILE",,,,,,,,,,
"64300900000250","Nodes","250",21.000000,32.618934,"DDS demands","Known Flow",297478.722102,668762.959186,,0.000000,-26.650000,,,-10.859999,,,,,,-2.230000,,-35.536218,-39.739997,,"","C1 PROFILE",,,"C4 PROFILE",,,,,,"I2 PROFILE",
"64300900000246","Nodes","246",21.000000,32.895017,"DDS demands","Known Flow",297464.847099,668857.084212,,0.000000,-44.490003,-3.729999,,,,,-4.929999,,,,,-47.527684,-53.150005,,"","C1 PROFILE","C2 PROFILE",,,,,"D1 PROFILE",,,,
"64300900000661","Nodes","661",21.000000,32.459166,"DDS demands","Known Flow",297491.222106,668695.459168,,0.000000,-6.929999,,,-2.099999,,,-6.959999,,,,,-14.298543,-15.989998,,"","C1 PROFILE",,,"C4 PROFILE",,,"D1 PROFILE",,,,
"64300900000641","Nodes","641",21.000000,32.221082,"DDS demands","Known Flow",297473.972101,668643.459154,,0.000000,-3.569999,,,,,,,,,,,-3.192357,-3.569999,,"","C1 PROFILE",,,,,,,,,,
"64300900000877","Nodes","877",21.000000,31.752778,"DDS demands","Known Flow",297387.222077,668671.334161,,0.000000,-16.909999,,,,,,,,,,,-15.121224,-16.909999,,"","C1 PROFILE",,,,,,,,,,
"64300900000878","Nodes","878",21.000000,31.060200,"DDS demands","Known Flow",297364.722071,668684.084165,,0.000000,-24.129998,,,,,,,,,,,-21.577475,-24.129998,,"","C1 PROFILE",,,,,,,,,,
"64300900000717","Nodes","717",21.000000,32.021122,"DDS demands","Known Flow",297399.472081,668687.334165,,0.000000,-10.699999,,,,,,,,,,,-9.568131,-10.699999,,"","C1 PROFILE",,,,,,,,,,
"64300900000657","Nodes","657",21.000000,34.404038,"DDS demands","Known Flow",297435.847091,668762.334186,,0.000000,-3.619999,,,-7.699999,,,-2.130000,,,,,-12.027230,-13.449999,,"","C1 PROFILE",,,"C4 PROFILE",,,"D1 PROFILE",,,,
"64300900000929","Nodes","929",21.000000,35.072681,"Default Known Flow Node","Known Flow",297392.097079,668800.209196,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64300900000658","Nodes","658",21.000000,33.014814,"Default Known Flow Node","Known Flow",297460.097097,668741.334180,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64300900000660","Nodes","660",21.000000,32.568386,"DDS demands","Known Flow",297484.597104,668703.834170,,0.000000,-22.000000,,,-6.300000,,,,,,,,-25.306368,-28.300001,,"","C1 PROFILE",,,"C4 PROFILE",,,,,,,
"64300900000659","Nodes","659",21.000000,32.759828,"DDS demands","Known Flow",297435.097090,668731.459177,,0.000000,-30.700001,,,-13.590000,,,-6.639999,,,,,-45.542519,-50.930002,,"","C1 PROFILE",,,"C4 PROFILE",,,"D1 PROFILE",,,,
"64300900000430","Nodes","430",21.000000,32.759828,"Default Known Flow Node","Known Flow",297446.847094,668747.334182,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64300900000251","Nodes","251",21.000000,32.561096,"DDS demands","Known Flow",297484.222104,668707.209171,,0.000000,-25.229998,,,-5.349999,,,-4.889999,,,,,-31.717906,-35.469997,,"","C1 PROFILE",,,"C4 PROFILE",,,"D1 PROFILE",,,,
"64300900000224","Nodes","224",21.000000,33.688531,"DDS demands","Known Flow",297452.579175,668931.751610,,0.000000,-66.260000,,,-14.579999,,,-20.459998,,,,,-90.584275,-101.300001,,"","C1 PROFILE",,,"C4 PROFILE",,,"D1 PROFILE",,,,
"64300900003410","Nodes","3410",21.000000,34.085345,"Default Known Flow Node","Known Flow",297441.972092,668927.834231,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64300900000720","Nodes","720",21.000000,29.916746,"Default Known Flow Node","Known Flow",297249.097040,668538.834125,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64300900000533","Nodes","533",21.000000,40.749159,"Default Known Flow Node","Known Flow",297123.972006,668988.584247,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64300900003399","Nodes","3399",21.000000,35.725955,"Default Known Flow Node","Known Flow",297361.097070,668837.209206,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64300900003423","Nodes","3423",21.000000,34.230724,"Default Known Flow Node","Known Flow",297360.587008,668999.206477,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64300900003182","Nodes","3182",21.000000,34.230724,"Default Known Flow Node","Known Flow",297367.097072,668975.584244,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64300900000930","Nodes","930",21.000000,35.072681,"Default Known Flow Node","Known Flow",297378.222075,668773.834189,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64300900003091","Nodes","3091",21.000000,35.072681,"Default Known Flow Node","Known Flow",297388.347078,668767.709187,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64300900003111","Nodes","3111",21.000000,34.940731,"Default Known Flow Node","Known Flow",297360.097070,668759.584185,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64300900003416","Nodes","3416",21.000000,34.203033,"Default Known Flow Node","Known Flow",297426.597088,668969.959242,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64300900003144","Nodes","3144",21.000000,34.203033,"Default Known Flow Node","Known Flow",297435.597091,668974.084243,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64300900003411","Nodes","3411",21.000000,34.104124,"Default Known Flow Node","Known Flow",297439.597092,668934.584233,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64300900000664","Nodes","664",21.000000,30.364673,"DDS demands","Known Flow",297654.972150,668535.834124,,0.000000,,,-4.880000,,,,-8.079999,,,,,-11.589064,-12.960000,,"",,,"C3  PROFILE",,,,"D1 PROFILE",,,,
"64300900000854","Nodes","854",21.000000,29.106960,"DDS demands","Known Flow",297788.347187,668494.834113,,0.000000,,,,,,,-3.170000,,,,,-2.834670,-3.170000,,"",,,,,,,"D1 PROFILE",,,,
"64300900000275","Nodes","275",21.000000,28.051339,"DDS demands","Known Flow",297880.337212,668487.664111,,0.000000,,,,,,,-33.189998,,,,,-29.679090,-33.189998,,"",,,,,,,"D1 PROFILE",,,,
"64300900000269","Nodes","269",21.000000,29.500156,"DDS demands","Known Flow",297805.309191,668657.088157,,0.000000,,,,,,,-22.009999,,,,,-19.681736,-22.009999,,"",,,,,,,"D1 PROFILE",,,,
"64300900000024","Nodes","24",21.000000,29.233022,"DDS demands","Known Flow",297948.597230,668533.334124,,0.000000,,,,,,,-10.100000,,,,,-9.031600,-10.100000,,"",,,,,,,"D1 PROFILE",,,,
"64300900000252","Nodes","252",21.000000,32.409051,"DDS demands","Known Flow",297532.972117,668726.834176,,0.000000,-2.669999,,,,,,-7.210000,,,,,-8.834872,-9.880000,,"","C1 PROFILE",,,,,,"D1 PROFILE",,,,
"64300900000247","Nodes","247",21.000000,32.983371,"Default Known Flow Node","Known Flow",297503.972109,668870.084215,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64300900000469","Nodes","469",21.000000,32.939191,"Default Known Flow Node","Known Flow",297506.097110,668912.709227,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64300900003365","Nodes","3365",21.000000,31.024927,"Default Known Flow Node","Known Flow",297568.597127,668578.334136,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64300900003124","Nodes","3124",21.000000,29.426350,"Default Known Flow Node","Known Flow",297602.472136,668953.584238,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64300900000497","Nodes","497",21.000000,29.426350,"DDS demands","Known Flow",297599.222135,668952.084237,,0.000000,,,,,,,-0.389999,,,,,-0.348744,-0.389999,,"",,,,,,,"D1 PROFILE",,,,
"64300900003166","Nodes","3166",21.000000,30.364673,"Default Known Flow Node","Known Flow",297656.222151,668531.834123,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64300900000663","Nodes","663",21.000000,30.364673,"Default Known Flow Node","Known Flow",297655.472150,668530.584123,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64300900000827","Nodes","827",21.000000,29.381695,"Default Known Flow Node","Known Flow",297548.347121,668925.584230,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64300900000255","Nodes","255",21.000000,29.374119,"DDS demands","Known Flow",297542.472120,668922.459229,,0.000000,-3.690000,,,,,,,,,,,-3.299664,-3.690000,,"","C1 PROFILE",,,,,,,,,,
"64300900000107","Nodes","107",21.000000,30.284666,"DDS demands","Known Flow",297581.722130,668996.959250,,0.000000,-46.900000,,,-25.469999,,,-11.969999,,,-6.000000,,-80.783649,-90.339998,,"","C1 PROFILE",,,"C4 PROFILE",,,"D1 PROFILE",,,"I2 PROFILE",
"64300900003420","Nodes","3420",21.000000,30.293801,"Default Known Flow Node","Known Flow",297577.597129,668995.459249,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64300900000496","Nodes","496",21.000000,29.614228,"DDS demands","Known Flow",297604.753986,668973.476315,,0.000000,,,,-5.050000,,,-3.629999,,,,,-7.761811,-8.680000,,"",,,,"C4 PROFILE",,,"D1 PROFILE",,,,
"64300900003092","Nodes","3092",21.000000,29.614228,"Default Known Flow Node","Known Flow",297603.222136,668976.334244,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64300900000258","Nodes","258",21.000000,29.427088,"DDS demands","Known Flow",297611.597138,668960.709240,,0.000000,-20.449999,,,,,,-9.840000,,,,,-27.085859,-30.289999,,"","C1 PROFILE",,,,,,"D1 PROFILE",,,,
"64300900000828","Nodes","828",21.000000,29.312563,"DDS demands","Known Flow",297633.347144,668918.334228,,0.000000,,,,,,,-4.739999,,,,,-4.238592,-4.739999,,"",,,,,,,"D1 PROFILE",,,,
"64300900000830","Nodes","830",21.000000,29.235358,"DDS demands","Known Flow",297657.222151,668910.959226,,0.000000,,,,,,,-5.980000,,,,,-5.347423,-5.980000,,"",,,,,,,"D1 PROFILE",,,,
"64300900000715","Nodes","715",21.000000,24.112503,"DDS demands","Known Flow",297751.597177,668919.834229,,0.000000,,,,,,,-3.579999,,,,,-3.201299,-3.579999,,"",,,,,,,"D1 PROFILE",,,,
"64300900000716","Nodes","716",21.000000,24.202433,"Default Known Flow Node","Known Flow",297776.722183,668934.959233,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64300900000832","Nodes","832",21.000000,28.693580,"Default Known Flow Node","Known Flow",297631.847144,668796.584195,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64300900000836","Nodes","836",21.000000,28.649040,"Default Known Flow Node","Known Flow",297611.722138,668768.209187,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64300900000833","Nodes","833",21.000000,28.592595,"Default Known Flow Node","Known Flow",297598.847135,668786.084192,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64300900000829","Nodes","829",21.000000,28.941623,"DDS demands","Known Flow",297666.597153,668842.959208,,0.000000,,,,,,,-1.789999,,,,,-1.600649,-1.789999,,"",,,,,,,"D1 PROFILE",,,,
"64300900000831","Nodes","831",21.000000,28.941623,"Default Known Flow Node","Known Flow",297657.847151,668840.084207,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64300900000259","Nodes","259",21.000000,28.814622,"DDS demands","Known Flow",297676.722156,668810.334199,,0.000000,-15.999999,,,,,,-20.930000,,,,,-33.023467,-36.930000,,"","C1 PROFILE",,,,,,"D1 PROFILE",,,,
"64300900003396","Nodes","3396",21.000000,28.784156,"Default Known Flow Node","Known Flow",297674.507541,668817.470182,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64300900000260","Nodes","260",21.000000,28.563345,"DDS demands","Known Flow",297581.847130,668780.334191,,0.000000,,,,,,,-12.180000,,,,,-10.891574,-12.180000,,"",,,,,,,"D1 PROFILE",,,,
"64300900000505","Nodes","505",21.000000,28.474268,"Default Known Flow Node","Known Flow",297566.597126,668785.084192,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64300900000835","Nodes","835",21.000000,28.592595,"Default Known Flow Node","Known Flow",297593.597134,668809.834199,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64300900000834","Nodes","834",21.000000,28.474268,"Default Known Flow Node","Known Flow",297564.847126,668784.209192,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64300900000503","Nodes","503",21.000000,30.275968,"Default Known Flow Node","Known Flow",297647.847148,668521.459120,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64300900000504","Nodes","504",21.000000,30.275968,"Default Known Flow Node","Known Flow",297630.722144,668497.959114,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64300900000499","Nodes","499",21.000000,29.296503,"DDS demands","Known Flow",297715.722167,668645.084154,,0.000000,-6.000000,,,,,,-6.010000,,,,,-10.739557,-12.010000,,"","C1 PROFILE",,,,,,"D1 PROFILE",,,,
"64300900000838","Nodes","838",21.000000,29.084725,"DDS demands","Known Flow",297729.722171,668649.959155,,0.000000,,,-16.240000,,,,,,,,,-14.522098,-16.240000,,"",,,"C3  PROFILE",,,,,,,,
"64300900000043","Nodes","43",21.000000,29.359353,"DDS demands","Known Flow",297982.722239,668546.334127,,0.000000,-33.259997,,,,,,,,,,,-29.741685,-33.259997,,"","C1 PROFILE",,,,,,,,,,
"64300900000044","Nodes","44",21.000000,29.359353,"Default Known Flow Node","Known Flow",297996.722243,668553.584129,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64300900000268","Nodes","268",21.000000,29.616649,"DDS demands","Known Flow",297733.347172,668620.459147,,0.000000,,,,,,,-1.299999,,,,,-1.162483,-1.299999,,"",,,,,,,"D1 PROFILE",,,,
"64300900000270","Nodes","270",21.000000,29.810918,"DDS demands","Known Flow",297860.864206,668684.716165,,0.000000,,,,,,,-5.619999,,,,,-5.025504,-5.619999,,"",,,,,,,"D1 PROFILE",,,,
"64300900003369","Nodes","3369",21.000000,31.223552,"Default Known Flow Node","Known Flow",297580.972130,668593.584140,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64300900000662","Nodes","662",21.000000,30.517182,"DDS demands","Known Flow",297624.097142,668558.584130,,0.000000,-12.170000,,,0.000000,,,-11.629999,,,,,-21.282385,-23.799999,,"","C1 PROFILE",,,"C4 PROFILE",,,"D1 PROFILE",,,,
"64300900000668","Nodes","668",21.000000,30.415612,"DDS demands","Known Flow",297581.972130,668573.959135,,0.000000,,,,,,,-5.379999,,,,,-4.810892,-5.379999,,"",,,,,,,"D1 PROFILE",,,,
"64300900000487","Nodes","487",21.000000,23.580012,"DDS demands","Known Flow",297696.096315,668996.960744,,0.000000,,,,,,,-18.309999,,,,,-16.373129,-18.309999,,"",,,,,,,"D1 PROFILE",,,,
"64300900003070","Nodes","3070",21.000000,25.807384,"Default Known Flow Node","Known Flow",297974.788237,668577.209135,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64300900000706","Nodes","OPR 0073, BT, Marjoribanks Street",21.000000,27.146848,"OPR","Known Flow",298037.097254,668471.459107,,0.000000,,,,,,,-5.909999,,,,,-5.284827,-5.909999,,"",,,,,,,"D1 PROFILE",,,,
"64300900000288","Nodes","288",21.000000,27.426855,"DDS demands","Known Flow",298047.847257,668564.709132,,0.000000,,,,,,,,,-4.269999,,,-3.818310,-4.269999,,"",,,,,,,,,"DH PROFILE",,
"64300900000292","Nodes","292",21.000000,26.206792,"DDS demands","Known Flow",298179.597293,668544.834127,,0.000000,,,,,,,-6.579999,,,,,-5.883953,-6.579999,,"",,,,,,,"D1 PROFILE",,,,
"64300900000046","Nodes","46",21.000000,26.271867,"DDS demands","Known Flow",298271.972318,668514.209118,,0.000000,,,,,,,-11.230000,,,,,-10.042066,-11.230000,,"",,,,,,,"D1 PROFILE",,,,
"64300900003362","Nodes","3362",21.000000,29.359353,"Default Known Flow Node","Known Flow",298007.722246,668553.084129,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64300900000510","Nodes","510",21.000000,26.017878,"DDS demands","Known Flow",298176.097292,668505.834116,,0.000000,,,,,,,-15.609999,,,,,-13.958741,-15.609999,,"",,,,,,,"D1 PROFILE",,,,
"64300900000841","Nodes","841",21.000000,26.346779,"DDS demands","Known Flow",298188.972296,668586.959138,,0.000000,,,,,,,-1.510000,,,,,-1.350269,-1.510000,,"",,,,,,,"D1 PROFILE",,,,
"64300900003352","Nodes","3352",21.000000,26.502740,"Default Known Flow Node","Known Flow",298106.222273,668420.334093,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64300900003368","Nodes","3368",21.000000,26.340459,"Default Known Flow Node","Known Flow",298189.097296,668590.209139,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64300900000297","Nodes","297",21.000000,26.575308,"DDS demands","Known Flow",298298.597325,668666.459160,,0.000000,,,,,,,-10.620000,,,,,-9.496594,-10.620000,,"",,,,,,,"D1 PROFILE",,,,
