"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(D1)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(D1)"
"64308300000016","Nodes","16",21.000000,42.433986,"DDS demands","Known Flow",304269.750000,675486.000000,,0.000000,,,-16.479999,-14.736710,-16.479999,,"",,,"D1 PROFILE"
"64308300000017","Nodes","17",21.000000,41.917735,"DDS demands","Known Flow",304159.750000,675461.250000,,0.000000,,,-33.490002,-29.947360,-33.490002,,"",,,"D1 PROFILE"
"64308300000015","Nodes","15",21.000000,42.880675,"DDS demands","Known Flow",304303.750000,675472.500000,,0.000000,,,-20.449999,-18.286756,-20.449999,,"",,,"D1 PROFILE"
"64308300000046","Nodes","-22",21.000000,41.740163,"Default Known Flow Node","Known Flow",304306.875000,675422.250000,,0.000000,,,,0.000000,0.000000,,"",,,
"64308300000039","Nodes","-1462479",21.000000,41.658604,"Default Known Flow Node","Known Flow",304159.250000,675538.250000,,0.000000,,,,0.000000,0.000000,,"",,,
"64308300000038","Nodes","-1462469",21.000000,42.304587,"Default Known Flow Node","Known Flow",304170.625000,675548.250000,,0.000000,,,,0.000000,0.000000,,"",,,
"64308300000011","Nodes","11",21.000000,47.172009,"DDS demands","Known Flow",304342.250000,675753.250000,,0.000000,,,-26.000000,-23.249666,-26.000000,,"",,,"D1 PROFILE"
"64308300000018","Nodes","18",21.000000,44.295567,"DDS demands","Known Flow",304158.625000,675708.375000,,0.000000,,,-13.090000,-11.705312,-13.090000,,"",,,"D1 PROFILE"
"64308300000021","Nodes","21",21.000000,38.132197,"DDS demands","Known Flow",304144.125000,675578.625000,,0.000000,,,-28.059998,-25.091753,-28.059998,,"",,,"D1 PROFILE"
"64308300000054","Nodes","-35",21.000000,41.438342,"Default Known Flow Node","Known Flow",304181.000000,675671.625000,,0.000000,,,,0.000000,0.000000,,"",,,
"64308300000043","Nodes","-1462495",21.000000,44.769683,"Default Known Flow Node","Known Flow",304402.750000,675626.875000,,0.000000,,,,0.000000,0.000000,,"",,,
"64308300000052","Nodes","-31",21.000000,44.898161,"Default Known Flow Node","Known Flow",304326.875000,675638.250000,,0.000000,,,,0.000000,0.000000,,"",,,
"64308300000012","Nodes","12",21.000000,47.018988,"DDS demands","Known Flow",304337.625000,675714.500000,,0.000000,,,-6.900000,-6.170103,-6.900000,,"",,,"D1 PROFILE"
"64308300000062","Nodes","-53",21.000000,47.179077,"Default Known Flow Node","Known Flow",304342.375000,675745.500000,,0.000000,,,,0.000000,0.000000,,"",,,
"64308300000013","Nodes","13",21.000000,45.289724,"DDS demands","Known Flow",304329.625000,675656.000000,,0.000000,,,-27.860001,-24.912911,-27.860001,,"",,,"D1 PROFILE"
"64308300000053","Nodes","-34",21.000000,36.710890,"Default Known Flow Node","Known Flow",304066.125000,675669.750000,,0.000000,,,,0.000000,0.000000,,"",,,
"64308300000020","Nodes","20",21.000000,44.090293,"DDS demands","Known Flow",304245.875000,675724.000000,,0.000000,,,-21.280001,-19.028959,-21.280001,,"",,,"D1 PROFILE"
"64308300000061","Nodes","-52",21.000000,44.218069,"Default Known Flow Node","Known Flow",304247.375000,675723.625000,,0.000000,,,,0.000000,0.000000,,"",,,
"64308300000014","Nodes","14",21.000000,44.126486,"DDS demands","Known Flow",304319.125000,675589.750000,,0.000000,,,-30.379998,-27.166339,-30.379998,,"",,,"D1 PROFILE"
"64308300000051","Nodes",,21.000000,43.931757,"DDS demands","Known Flow",304319.125000,675589.250000,,0.000000,,,-23.280001,-20.817393,-23.280001,,"",,,"D1 PROFILE"
"64308300000022","Nodes","22",21.000000,36.539963,"DDS demands","Known Flow",304062.625000,675621.750000,,0.000000,,,-11.090000,-9.916877,-11.090000,,"",,,"D1 PROFILE"
"64308300000058","Nodes","-4904541",21.000000,44.939208,"Default Known Flow Node","Known Flow",304285.875000,675674.500000,,0.000000,,,,0.000000,0.000000,,"",,,
"64308300000042","Nodes","-1462484",21.000000,43.931757,"Default Known Flow Node","Known Flow",304171.500000,675611.250000,,0.000000,,,,0.000000,0.000000,,"",,,
"64308300000050","Nodes","-28",21.000000,43.718239,"Default Known Flow Node","Known Flow",304331.750000,675587.000000,,0.000000,,,,0.000000,0.000000,,"",,,
