"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(D1)","NodeFlowByCategory(DH)","NodeFlowByCategory(PL-AF)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DH)","NodeFlowProfileNameByCategory(PL-AF)"
"64308200000033","Nodes","33",21.000000,43.860637,"DDS demands","Known Flow",259975.961898,556362.928601,,0.000000,,,,,-7.979999,,,-7.135858,-7.979999,,"",,,,,"D1 PROFILE",,
"64308200000037","Nodes","37",21.000000,46.266180,"DDS demands","Known Flow",260026.586911,556489.303635,,0.000000,,,,,-11.870000,,,-10.614366,-11.870000,,"",,,,,"D1 PROFILE",,
"64308200000039","Nodes","39",21.000000,44.006642,"DDS demands","Known Flow",260316.836990,556329.428592,,0.000000,,,,-2.349999,-3.110000,,,-4.882429,-5.460000,,"",,,,"C4 PROFILE","D1 PROFILE",,
"64308200000049","Nodes","Cally Park RRI",21.000000,49.999998,"Default Known Pressure Node","Known Pressure",260527.963819,556259.558506,,999998.967025,,,,,,,,10.077835,11.270000,,"",,,,,,,
"64308200000019","Nodes","19",21.000000,50.109404,"DDS demands","Known Flow",259881.836872,556998.553774,,0.000000,,,,,-3.700000,,,-3.308606,-3.700000,,"",,,,,"D1 PROFILE",,
"64308200000018","Nodes","18",21.000000,49.989178,"DDS demands","Known Flow",260003.961905,556760.928709,,0.000000,,,,,-7.300000,,,-6.527790,-7.300000,,"",,,,,"D1 PROFILE",,
"64308200000029","Nodes","29",21.000000,45.517987,"DDS demands","Known Flow",260248.836972,556539.803649,,0.000000,,,,,-6.979999,,,-6.241640,-6.979999,,"",,,,,"D1 PROFILE",,
"64308200000023","Nodes","23",21.000000,47.142683,"DDS demands","Known Flow",260125.336938,556563.803656,,0.000000,,,,,-15.460000,,,-13.824608,-15.460000,,"",,,,,"D1 PROFILE",,
"64308200000042","Nodes","42",21.000000,48.620181,"DDS demands","Known Flow",260036.961914,556633.428675,,0.000000,,,,,-0.999999,,,-0.894217,-0.999999,,"",,,,,"D1 PROFILE",,
"64308200000043","Nodes","43, Birtwhistle Gardens(REF:5786)",21.000000,48.294759,"Point Loads","Known Flow",260075.836925,556609.553668,,0.000000,,,,,,,-12.720000,-11.374452,-12.720000,,"",,,,,,,"PL-AF PROFILE"
"64308200000020","Nodes","20",21.000000,49.483973,"DDS demands","Known Flow",260071.586924,556663.428683,,0.000000,,,,,-2.130000,,,-1.904684,-2.130000,,"",,,,,"D1 PROFILE",,
"64308200000024","Nodes","24",21.000000,49.196125,"DDS demands","Known Flow",260105.712513,556667.927618,,0.000000,,,,,-2.030000,,,-1.815262,-2.030000,,"",,,,,"D1 PROFILE",,
"64308200000025","Nodes","25",21.000000,49.321660,"Default Known Flow Node","Known Flow",260129.711939,556620.928671,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"64308200000040","Nodes","40",21.000000,49.746017,"DDS demands","Known Flow",260048.086917,556707.678695,,0.000000,,,,,-2.970000,,,-2.655827,-2.970000,,"",,,,,"D1 PROFILE",,
"64308200000041","Nodes","41",21.000000,49.651217,"DDS demands","Known Flow",260002.024905,556672.755685,,0.000000,,,,,-0.680000,,,-0.608068,-0.680000,,"",,,,,"",,
"64308200000046","Nodes","46",21.000000,49.975974,"Default Known Flow Node","Known Flow",260030.086912,556742.928704,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"64308200000026","Nodes","26",21.000000,49.194349,"DDS demands","Known Flow",260100.836932,556719.178698,,0.000000,,,,,-4.389999,,,-3.925616,-4.389999,,"",,,,,"D1 PROFILE",,
"64308200000027","Nodes","27",21.000000,49.380600,"Default Known Flow Node","Known Flow",260150.711945,556645.553678,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"64308200001006","Nodes","1006",21.000000,69.559425,"DDS demands","Known Flow",258871.711597,556836.678730,,0.000000,,,,,-3.000000,,,-2.682653,-3.000000,,"",,,,,"D1 PROFILE",,
"64308200001004","Nodes","1004",21.000000,69.533346,"DDS demands","Known Flow",258974.961625,556579.428660,,0.000000,,,,,-3.000000,,,-2.682653,-3.000000,,"",,,,,"D1 PROFILE",,
"64308200001000","Nodes","1000",21.000000,46.356899,"Default Known Flow Node","Known Flow",259629.961803,556531.178647,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"64308200001002","Nodes","1002",21.000000,44.861997,"DDS demands","Known Flow",259593.507978,556596.954142,,0.000000,,,,,-10.949999,,,-9.791686,-10.949999,,"",,,,,"D1 PROFILE",,
"64308200001001","Nodes","1001, Riverbank Wynd(REF:5783)",21.000000,44.822524,"Point Loads","Known Flow",259573.086788,556581.553660,,0.000000,,,,,,,-11.390000,-10.185142,-11.390000,,"",,,,,,,"PL-AF PROFILE"
"64308200000054","Nodes","Digby Street(REF:5783)",21.000000,45.124428,"Point Loads","Known Flow",260012.298761,556443.231201,,0.000000,,,,,,,-8.579998,-7.672388,-8.579998,,"",,,,,,,"PL-AF PROFILE"
"64308200000053","Nodes","Castramont Road(REF:5783)",21.000000,49.639127,"Point Loads","Known Flow",260057.216236,556690.488381,,0.000000,,,,,,,-10.020000,-8.960063,-10.020000,,"",,,,,,,"PL-AF PROFILE"
"64308200000052","Nodes","Castramont Road(REF:5783)",21.000000,47.713329,"Point Loads","Known Flow",260111.842715,556588.819057,,0.000000,,,,,,,-7.060000,-6.313178,-7.060000,,"",,,,,,,"PL-AF PROFILE"
"64308210000081","Nodes","-81",21.000000,46.801217,"Default Known Flow Node","Known Flow",259580.336790,556396.053610,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"64308200002113","Nodes",,21.000000,69.999999,"Default Known Flow Node","Known Flow",258991.961630,556983.803770,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"64308210000036","Nodes","-36",21.000000,48.785773,"Default Known Flow Node","Known Flow",259725.711829,556278.928578,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"64308200000087","Nodes","-87",21.000000,44.946108,"Default Known Flow Node","Known Flow",259568.561787,556654.119680,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"64308200000080","Nodes","-80",21.000000,45.030244,"Default Known Flow Node","Known Flow",259501.366768,556622.103672,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"64308201462473","Nodes","-1462473",21.000000,49.856290,"Default Known Flow Node","Known Flow",259585.961791,556097.053529,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"64308200000060","Nodes","-60",21.000000,45.402836,"Default Known Flow Node","Known Flow",259994.961903,556463.678628,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"64308200002160","Nodes",,21.000000,47.228208,"Default Known Flow Node","Known Flow",259723.227405,556514.118017,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"64308210000042","Nodes","-42",21.000000,48.124786,"Default Known Flow Node","Known Flow",259672.336815,556356.303599,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"64308201462510","Nodes","-1462510",21.000000,44.988174,"Default Known Flow Node","Known Flow",259527.844776,556602.194666,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"64308210000039","Nodes","-39",21.000000,47.987061,"Default Known Flow Node","Known Flow",259629.461803,556337.928594,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"64308210000044","Nodes","-44",21.000000,44.412416,"Default Known Flow Node","Known Flow",260043.097859,556367.916200,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"64308201462489","Nodes","-1462489",21.000000,46.356899,"Default Known Flow Node","Known Flow",259648.461808,556539.178649,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"64308210000045","Nodes","-45",21.000000,44.412416,"Default Known Flow Node","Known Flow",260039.336915,556371.928603,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"64308210000031","Nodes","-31",21.000000,49.102631,"Default Known Flow Node","Known Flow",259790.836847,556196.678556,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"64308210000025","Nodes","West Fleet Street DG, Tel, Constant, Site ID 6200",21.000000,49.999998,"Default Known Pressure Node","Known Pressure",259562.836785,556068.803521,,349.999985,,,,,,,,196.069800,219.264000,,"",,,,,,,
"64308210000030","Nodes","-30",21.000000,49.102631,"Default Known Flow Node","Known Flow",259802.086850,556195.553555,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"64308200000086","Nodes","-86",21.000000,49.273960,"Default Known Flow Node","Known Flow",260077.461925,556652.553680,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"64308200000095","Nodes","East Memory Lane DG, Tel, Constant, Site ID 6199",21.000000,49.999998,"Default Known Pressure Node","Known Pressure",260003.336905,556762.928710,,349.999985,,,,,,,,213.548173,238.809992,,"",,,,,,,
"64308201462509","Nodes","-1462509",21.000000,44.904051,"Default Known Flow Node","Known Flow",259597.994795,556648.973679,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"64308200002177","Nodes",,21.000000,49.736602,"Default Known Flow Node","Known Flow",260048.887173,556706.171830,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"64308200000090","Nodes","-90",21.000000,49.255019,"Default Known Flow Node","Known Flow",260122.711937,556677.178687,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"64308200000070","Nodes","-70",21.000000,46.723463,"Default Known Flow Node","Known Flow",260136.461941,556531.178647,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"64308200000059","Nodes","-59",21.000000,45.751798,"Default Known Flow Node","Known Flow",260149.086945,556458.303627,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"64308210000041","Nodes","-41",21.000000,44.088452,"Default Known Flow Node","Known Flow",260277.461980,556344.678596,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"64308201462491","Nodes","-1462491",21.000000,44.088452,"Default Known Flow Node","Known Flow",260291.711983,556368.928603,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"64308201462482","Nodes","-1462482",21.000000,46.292897,"Default Known Flow Node","Known Flow",260141.336943,556501.928639,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"64308200000066","Nodes","-66",21.000000,46.292897,"Default Known Flow Node","Known Flow",260141.735900,556499.682894,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"64308201462484","Nodes","-1462484",21.000000,46.723463,"Default Known Flow Node","Known Flow",260136.836941,556527.553646,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"64308201462470","Nodes","-1462470",21.000000,48.646322,"Default Known Flow Node","Known Flow",260361.587002,556193.428555,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"64308200000056","Nodes","-56",21.000000,45.668772,"Default Known Flow Node","Known Flow",260140.711942,556450.553625,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"64308200000058","Nodes","-58",21.000000,45.668772,"Default Known Flow Node","Known Flow",260135.211941,556456.678627,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"64308204904540","Nodes","-4904540",21.000000,49.852871,"Default Known Flow Node","Known Flow",260524.844401,556258.306502,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"64308210000035","Nodes","-35",21.000000,48.858168,"Default Known Flow Node","Known Flow",259729.836831,556272.928577,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"64308200000068","Nodes","-68",21.000000,46.363619,"Default Known Flow Node","Known Flow",259627.211803,556530.053646,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"64308200002195","Nodes",,21.000000,49.999998,"Default Known Flow Node","Known Flow",260532.293049,556268.624575,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"64308210000046","Nodes","-46",21.000000,44.454551,"Default Known Flow Node","Known Flow",260040.344452,556370.853701,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"64308201462494","Nodes","-1462494",21.000000,49.102631,"Default Known Flow Node","Known Flow",259798.212066,556195.941034,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"64308204904539","Nodes","-4904539",21.000000,46.287653,"Default Known Flow Node","Known Flow",260141.813162,556499.247985,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"64308201462505","Nodes","-1462505",21.000000,45.584608,"Default Known Flow Node","Known Flow",260138.860458,556452.615506,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"64308201462496","Nodes","-1462496",21.000000,45.668772,"Default Known Flow Node","Known Flow",260137.064218,556454.615863,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"64308200000055","Nodes","multi-supply Granary/knocktinkle/Office NA:13057",21.000000,44.101360,"Point Loads","Known Flow",260212.907226,556401.977877,,0.000000,,,,,,,-16.620000,-14.861901,-16.620000,,"",,,,,,,"PL-AF PROFILE"
