"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(CT)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(I2)","NodeFlowByCategory(PL-AF)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(CT)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(I2)","NodeFlowProfileNameByCategory(PL-AF)"
"64302000000221","Nodes","221",21.000000,28.226761,"DDS demands","Known Flow",364910.183451,619861.244879,,0.000000,,,,,,-4.039999,,,,-3.612640,-4.039999,,"",,,,,,"D1 PROFILE",,,
"64302000001001","Nodes","Monklaw Road RRI",21.000000,49.999998,"Default Known Pressure Node","Known Pressure",365381.668958,623257.793368,,283.000006,,,,,,,,,,18.572906,20.770000,,"",,,,,,,,,
"64302000009304","Nodes",,21.000000,31.925196,"DDS demands","Known Flow",365613.602088,621521.032540,,0.000000,,,,,,-1.230000,,,,-1.099888,-1.230000,,"",,,,,,"D1 PROFILE",,,
"64302000000210","Nodes","210",21.000000,31.937342,"DDS demands","Known Flow",365621.657651,621490.146734,,0.000000,-2.180000,,,,,-2.959999,,-17.989999,,-20.683259,-23.129999,,"","C1 PROFILE",,,,,"D1 PROFILE",,"I2 PROFILE",
"64302000000317","Nodes","317",21.000000,33.776819,"Default Known Flow Node","Known Flow",365065.044493,620475.553047,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"64302000001000","Nodes","1000",21.000000,33.711666,"OPR","Known Flow",365071.861090,620481.746727,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"64302000000041","Nodes","41",21.000000,30.101037,"DDS demands","Known Flow",364717.912399,620597.505080,,0.000000,,,,,,-8.680000,,,,-7.761811,-8.680000,,"",,,,,,"D1 PROFILE",,,
"64302000000201","Nodes","201",21.000000,29.860122,"DDS demands","Known Flow",364596.250366,620449.070039,,0.000000,,,,,,-4.070000,,,,-3.639466,-4.070000,,"",,,,,,"D1 PROFILE",,,
"64302000000204","Nodes","204",21.000000,32.639780,"Default Known Flow Node","Known Flow",365042.926185,619979.148336,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"64302000000203","Nodes","203",21.000000,32.579739,"Default Known Flow Node","Known Flow",365029.871617,619965.884161,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"64302000000265","Nodes","265",21.000000,32.263271,"Default Known Flow Node","Known Flow",365487.973569,619950.007062,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"64302000002052","Nodes","-197659",21.000000,30.483523,"Default Known Flow Node","Known Flow",365540.153427,619708.405873,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"64302000000046","Nodes","46",21.000000,33.592181,"DDS demands","Known Flow",364925.874543,620472.032690,,0.000000,,,,-1.179999,,-10.540000,,,,-10.480234,-11.719999,,"",,,,"C4 PROFILE",,"D1 PROFILE",,,
"64302000002048","Nodes","-197634",21.000000,29.596403,"Default Known Flow Node","Known Flow",364822.202546,620145.271675,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"64302000000283","Nodes","283",21.000000,29.590364,"DDS demands","Known Flow",364823.839096,620140.658816,,0.000000,,,,,,-7.010000,,,,-6.268468,-7.010000,,"",,,,,,"D1 PROFILE",,,
"64302000000281","Nodes","281",21.000000,29.598934,"DDS demands","Known Flow",364785.162422,620258.897160,,0.000000,,,,,,-10.739999,,,,-9.603899,-10.739999,,"",,,,,,"D1 PROFILE",,,
"64302000002047","Nodes","-197633",21.000000,29.607556,"Default Known Flow Node","Known Flow",364768.213006,620242.182914,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"64302000000202","Nodes","202",21.000000,32.238047,"DDS demands","Known Flow",364861.094339,620369.467088,,0.000000,,,-0.990000,,,-27.900000,,,,-25.833956,-28.890000,,"",,,"C3  PROFILE",,,"D1 PROFILE",,,
"64302000002049","Nodes","-197636",21.000000,32.149892,"DDS demands","Known Flow",364859.012786,620365.915301,,0.000000,,,,,,-9.639999,,,,-8.620260,-9.639999,,"",,,,,,"D1 PROFILE",,,
"64302000009723","Nodes","Logger 10039,75 Castle Gate",21.000000,30.621994,"Val Log Cath","Known Flow",364829.783488,620319.118979,,0.000000,,,,,,-7.259999,,,,-6.492022,-7.259999,,"",,,,,,"D1 PROFILE",,,
"64302000002055","Nodes","-252166",21.000000,29.948871,"Default Known Flow Node","Known Flow",364562.254241,620420.332109,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"64302000000126","Nodes","126",21.000000,28.278104,"DDS demands","Known Flow",365434.761768,620390.705969,,0.000000,,,,,,-4.900000,,,,-4.381668,-4.900000,,"",,,,,,"D1 PROFILE",,,
"64302000000111","Nodes","111",21.000000,32.657895,"DDS demands","Known Flow",365336.949229,620294.157786,,0.000000,,,,,,-13.699999,,,,-12.250785,-13.699999,,"",,,,,,"D1 PROFILE",,,
"64302000002031","Nodes","-197556",21.000000,32.436187,"Default Known Flow Node","Known Flow",365299.466093,620246.042375,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"64302000000137","Nodes","137",21.000000,32.827792,"DDS demands","Known Flow",365075.144785,620340.429821,,0.000000,,,,,,-1.890000,,,,-1.690071,-1.890000,,"",,,,,,"D1 PROFILE",,,
"64302000000324","Nodes","324",21.000000,33.586339,"Default Known Flow Node","Known Flow",365078.136322,620427.562644,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"64302000002029","Nodes","-197545",21.000000,31.877818,"Default Known Flow Node","Known Flow",365203.195867,620302.715384,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"64302000000140","Nodes","140",21.000000,31.883298,"DDS demands","Known Flow",365197.503220,620298.551183,,0.000000,,,,,,-2.059999,,,,-1.842088,-2.059999,,"",,,,,,"D1 PROFILE",,,
"64302000002039","Nodes","-197581",21.000000,32.690507,"Default Known Flow Node","Known Flow",365402.327097,620275.511995,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
