"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C4)","NodeFlowByCategory(CT)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(DH)","NodeFlowByCategory(I2)","NodeFlowByCategory(IH)","NodeFlowByCategory(PL-AF)","NodeFlowByCategory(PL-DC)","NodeFlowByCategory(PL-PL)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(CT)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(DH)","NodeFlowProfileNameByCategory(I2)","NodeFlowProfileNameByCategory(IH)","NodeFlowProfileNameByCategory(PL-AF)","NodeFlowProfileNameByCategory(PL-DC)","NodeFlowProfileNameByCategory(PL-PL)"
"64405100000083","Nodes","83",21.000000,61.294692,"DDS demands","Known Flow",284006.190601,689094.394763,,0.000000,,,,,-12.700000,,,,,,,,-11.356567,-12.700000,,"",,,,,"D1 PROFILE",,,,,,,
"64405100000041","Nodes","41",21.000000,64.200948,"DDS demands","Known Flow",284094.642356,689107.139231,,0.000000,,,,,-16.330000,,,,,,,,-14.602578,-16.330000,,"",,,,,"D1 PROFILE",,,,,,,
"64405100002003","Nodes","2003",21.000000,63.989325,"Default Known Flow Node","Known Flow",284139.749323,689075.133884,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"64405100000036","Nodes","36",21.000000,62.769716,"DDS demands","Known Flow",284102.769078,689206.088470,,0.000000,,,,,-19.700000,,,,,,,,-17.616093,-19.700000,,"",,,,,"D1 PROFILE",,,,,,,
"64405100000038","Nodes","38",21.000000,62.122710,"DDS demands","Known Flow",284136.256986,689147.200299,,0.000000,,,,,-8.770000,,,,,,,,-7.842291,-8.770000,,"",,,,,"D1 PROFILE",,,,,,,
"64405100000037","Nodes","37",21.000000,61.308586,"DDS demands","Known Flow",284210.090459,689309.494160,,0.000000,,,,,-14.319999,,,,,,,,-12.805199,-14.319999,,"",,,,,"D1 PROFILE",,,,,,,
"64405100000105","Nodes","105",21.000000,62.276700,"DDS demands","Known Flow",284164.690116,689116.997996,,0.000000,,,,,-6.150000,,,,,,,,-5.499440,-6.150000,,"",,,,,"D1 PROFILE",,,,,,,
"64405100000039","Nodes","39",21.000000,61.598218,"DDS demands","Known Flow",284222.440962,689205.962100,,0.000000,,,,,-18.100000,,,,,,,,-16.185344,-18.100000,,"",,,,,"D1 PROFILE",,,,,,,
"64405100000040","Nodes","40",21.000000,61.218155,"DDS demands","Known Flow",284218.523509,689270.410528,,0.000000,,,,,-8.270000,,,,,,,,-7.395182,-8.270000,,"",,,,,"D1 PROFILE",,,,,,,
"64405100000048","Nodes","48",21.000000,63.721876,"DDS demands","Known Flow",284102.435961,689291.322482,,0.000000,,,,,-12.579999,,,,,,,,-11.249261,-12.579999,,"",,,,,"D1 PROFILE",,,,,,,
"64405100000032","Nodes","32",21.000000,63.740703,"DDS demands","Known Flow",284022.705607,689335.353140,,0.000000,,,,,-6.059999,,,,,,,,-5.418960,-6.059999,,"",,,,,"D1 PROFILE",,,,,,,
"64405100000008","Nodes","8",21.000000,61.374714,"DDS demands","Known Flow",284086.455179,689384.463788,,0.000000,,,,,-15.259999,,,,,,,,-13.645765,-15.259999,,"",,,,,"D1 PROFILE",,,,,,,
"64405100000034","Nodes","34",21.000000,60.741298,"DDS demands","Known Flow",284154.148605,689360.901790,,0.000000,,,,,-11.660000,,,,,,,,-10.426580,-11.660000,,"",,,,,"D1 PROFILE",,,,,,,
"64405100002014","Nodes","2014",21.000000,60.724157,"Default Known Flow Node","Known Flow",284087.997956,689412.935036,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"64405100000009","Nodes","9",21.000000,59.790814,"DDS demands","Known Flow",284083.058101,689436.733741,,0.000000,,,,,-12.640000,,,,,,,,-11.302914,-12.640000,,"",,,,,"D1 PROFILE",,,,,,,
"64405100000043","Nodes","43",21.000000,59.161935,"DDS demands","Known Flow",284226.500000,689483.125000,,0.000000,,,,,-6.969999,,,,,,,,-6.232698,-6.969999,,"",,,,,"D1 PROFILE",,,,,,,
"64405100002016","Nodes","2016",21.000000,59.313135,"Default Known Flow Node","Known Flow",284083.197545,689447.482165,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"64405100000010","Nodes","10",21.000000,57.463299,"DDS demands","Known Flow",284026.148113,689454.912571,,0.000000,,,,,-13.760000,,,,,,,,-12.304439,-13.760000,,"",,,,,"D1 PROFILE",,,,,,,
