"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C4)","NodeFlowByCategory(CT)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(DH)","NodeFlowByCategory(I2)","NodeFlowByCategory(IH)","NodeFlowByCategory(PL-AF)","NodeFlowByCategory(PL-DC)","NodeFlowByCategory(PL-PL)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(CT)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(DH)","NodeFlowProfileNameByCategory(I2)","NodeFlowProfileNameByCategory(IH)","NodeFlowProfileNameByCategory(PL-AF)","NodeFlowProfileNameByCategory(PL-DC)","NodeFlowProfileNameByCategory(PL-PL)"
"64405100002017","Nodes","2017",21.000000,59.020179,"Default Known Flow Node","Known Flow",284034.671125,689452.377245,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"64405100000033","Nodes","33",21.000000,63.326899,"DDS demands","Known Flow",283994.309316,689365.389454,,0.000000,,,,,-12.149999,,,,,,,,-10.864747,-12.149999,,"",,,,,"D1 PROFILE",,,,,,,
"64405100002015","Nodes","2015",21.000000,59.891873,"Default Known Flow Node","Known Flow",284079.380815,689437.097006,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"64405100000094","Nodes","94",21.000000,58.800652,"DDS demands","Known Flow",284094.721995,689447.234302,,0.000000,,,,,-5.440000,,,,,,,,-4.864545,-5.440000,,"",,,,,"D1 PROFILE",,,,,,,
"64405100002035","Nodes","2035",21.000000,59.313135,"Default Known Flow Node","Known Flow",284083.297252,689450.577338,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"64405100002038","Nodes","2038",21.000000,60.724157,"Default Known Flow Node","Known Flow",284110.561673,689416.913102,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"64405100000042","Nodes","42",21.000000,62.535218,"DDS demands","Known Flow",284361.494260,688912.218963,,0.000000,,,,,-27.569998,,,,,,,,-24.653586,-27.569998,,"",,,,,"D1 PROFILE",,,,,,,
"64405100000125","Nodes","125",21.000000,34.799755,"DDS demands","Known Flow",283624.016111,689929.415497,,0.000000,,,,,,,,-6.000000,,,,,-5.365307,-6.000000,,"",,,,,,,,"I2 PROFILE",,,,
"64405100000120","Nodes","120",21.000000,34.985911,"DDS demands","Known Flow",283633.171975,689884.693285,,0.000000,,,,,-1.389999,,,,,,,,-1.242962,-1.389999,,"",,,,,"D1 PROFILE",,,,,,,
"64405100000090","Nodes","90",21.000000,39.541817,"DDS demands","Known Flow",283751.734824,689578.220709,,0.000000,,,,,-3.589999,,,,,,,,-3.210242,-3.589999,,"",,,,,"D1 PROFILE",,,,,,,
"64405100002001","Nodes","2001",21.000000,39.910752,"Default Known Flow Node","Known Flow",283756.671892,689589.293175,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"64405100000101","Nodes","101",21.000000,51.592101,"DDS demands","Known Flow",283871.352490,689576.082406,,0.000000,,,,,-7.620000,,,,,,,,-6.813940,-7.620000,,"",,,,,"D1 PROFILE",,,,,,,
"64405100000016","Nodes","16",21.000000,51.567509,"DDS demands","Known Flow",283911.087399,689580.488330,,0.000000,,,,,-12.099999,,,,,,,,-10.820037,-12.099999,,"",,,,,"D1 PROFILE",,,,,,,
"64405100000017","Nodes","17",21.000000,51.308017,"DDS demands","Known Flow",283883.999125,689630.340546,,0.000000,,,,,-9.279999,,,,,,,,-8.298341,-9.279999,,"",,,,,"D1 PROFILE",,,,,,,
"64405100000082","Nodes","82",21.000000,53.808784,"DDS demands","Known Flow",283974.483751,689557.642798,,0.000000,,,,,-14.310000,,,,,,,,-12.796258,-14.310000,,"",,,,,"D1 PROFILE",,,,,,,
"64405100000022","Nodes","22",21.000000,39.924717,"DDS demands","Known Flow",283772.361108,689590.065567,,0.000000,,,,,-15.250000,,,,,,,,-13.636823,-15.250000,,"",,,,,"D1 PROFILE",,,,,,,
"64405100000091","Nodes","91",21.000000,39.835082,"DDS demands","Known Flow",283772.568057,689557.005019,,0.000000,,,,,-1.799999,,,,,,,,-1.609592,-1.799999,,"",,,,,"D1 PROFILE",,,,,,,
"64405100000092","Nodes","92",21.000000,39.766226,"DDS demands","Known Flow",283784.715400,689556.728878,,0.000000,,,,,-1.649999,,,,,,,,-1.475459,-1.649999,,"",,,,,"D1 PROFILE",,,,,,,
"64405100000023","Nodes","23",21.000000,39.803849,"DDS demands","Known Flow",283774.101055,689539.050585,,0.000000,,,,,-2.559999,,,,,,,,-2.289197,-2.559999,,"",,,,,"D1 PROFILE",,,,,,,
"64405100000093","Nodes","93",21.000000,39.649513,"DDS demands","Known Flow",283786.113092,689539.193020,,0.000000,,,,,-2.580000,,,,,,,,-2.307082,-2.580000,,"",,,,,"D1 PROFILE",,,,,,,
"64405100000165","Nodes","165",21.000000,58.966487,"DDS demands","Known Flow",284244.155282,689508.189363,,0.000000,,,,,-1.529999,,,,,,,,-1.368153,-1.529999,,"",,,,,"D1 PROFILE",,,,,,,
"64405100000018","Nodes","18",21.000000,51.041329,"DDS demands","Known Flow",283930.316587,689642.662786,,0.000000,,,,,-20.780001,,,,,,,,-18.581849,-20.780001,,"",,,,,"D1 PROFILE",,,,,,,
"64405100000013","Nodes","13",21.000000,52.973813,"DDS demands","Known Flow",284031.292860,689610.258558,,0.000000,,,,,-9.850000,,,,,,,,-8.808046,-9.850000,,"",,,,,"D1 PROFILE",,,,,,,
"64405100000011","Nodes","11",21.000000,55.196319,"DDS demands","Known Flow",284062.669183,689528.531332,,0.000000,,,,,-24.670000,,,,,,,,-22.060355,-24.670000,,"",,,,,"D1 PROFILE",,,,,,,
"64405100000087","Nodes","87",21.000000,53.597304,"DDS demands","Known Flow",284176.313407,689543.471968,,0.000000,,,,,-11.360000,,,,,,,,-10.158315,-11.360000,,"",,,,,"D1 PROFILE",,,,,,,
"64405100000019","Nodes","19",21.000000,53.584971,"DDS demands","Known Flow",284174.409290,689564.856773,,0.000000,,,,,-2.859999,,,,,,,,-2.557463,-2.859999,,"",,,,,"D1 PROFILE",,,,,,,
"64405100000088","Nodes","88",21.000000,53.284223,"DDS demands","Known Flow",284191.437863,689536.419463,,0.000000,,,,,-3.260000,,,,,,,,-2.915150,-3.260000,,"",,,,,"D1 PROFILE",,,,,,,
"64405100000014","Nodes","14",21.000000,52.489279,"DDS demands","Known Flow",284094.611303,689592.883314,,0.000000,,,,,-16.989999,,,,,,,,-15.192761,-16.989999,,"",,,,,"D1 PROFILE",,,,,,,
"64405100000102","Nodes","102",21.000000,52.428839,"DDS demands","Known Flow",284084.116409,689625.367511,,0.000000,,,,,-7.580000,,,,,,,,-6.778171,-7.580000,,"",,,,,"D1 PROFILE",,,,,,,
"64405100000015","Nodes","15",21.000000,52.121688,"DDS demands","Known Flow",284170.463988,689599.445081,,0.000000,,,,,-7.929999,,,,,,,,-7.091147,-7.929999,,"",,,,,"D1 PROFILE",,,,,,,
"64405100002057","Nodes","2057",21.000000,26.316909,"Default Known Flow Node","Known Flow",283777.543405,686378.822229,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"64405100000078","Nodes","78",21.000000,25.274464,"DDS demands","Known Flow",283908.553711,686349.782458,,0.000000,,,,,-12.520000,,,,,,,,-11.195608,-12.520000,,"",,,,,"D1 PROFILE",,,,,,,
"64405100002039","Nodes","2039",21.000000,27.178323,"Default Known Flow Node","Known Flow",283733.592317,686471.918474,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"64405100002004","Nodes","2004",21.000000,27.178323,"Default Known Flow Node","Known Flow",283733.770164,686471.207089,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"64405100000112","Nodes","112",21.000000,27.334473,"DDS demands","Known Flow",283729.655385,686487.714847,,0.000000,,,,,-7.139999,,,,,,,,-6.384715,-7.139999,,"",,,,,"D1 PROFILE",,,,,,,
"64405100002044","Nodes","2044",21.000000,27.334473,"Default Known Flow Node","Known Flow",283729.893370,686486.842236,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"64405100000163","Nodes","163",21.000000,28.689750,"DDS demands","Known Flow",283716.838206,686527.877609,,0.000000,,,,,-8.499999,,,,,,,,-7.600851,-8.499999,,"",,,,,"D1 PROFILE",,,,,,,
"64405100002056","Nodes","2056",21.000000,73.263840,"Default Known Flow Node","Known Flow",282877.396598,687190.582514,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"64405100000164","Nodes","164",21.000000,73.382517,"DDS demands","Known Flow",282912.039778,687231.965836,,0.000000,,,,,-3.960000,,,,,,,,-3.541102,-3.960000,,"",,,,,"D1 PROFILE",,,,,,,
"64405100002058","Nodes","2058",21.000000,73.301574,"Default Known Flow Node","Known Flow",282928.517839,687212.797479,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"64405100002055","Nodes","2055",21.000000,73.263840,"Default Known Flow Node","Known Flow",282888.005242,687182.357458,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"64405100000119","Nodes","119",21.000000,73.421829,"DDS demands","Known Flow",282932.941473,687262.850161,,0.000000,,,,,,,,-56.160000,,,,,-50.219279,-56.160000,,"",,,,,,,,"I2 PROFILE",,,,
"64405100000073","Nodes","73",21.000000,61.017763,"DDS demands","Known Flow",283493.452503,687377.232112,,0.000000,,,,,-33.380001,,,,,,,,-29.848994,-33.380001,,"",,,,,"D1 PROFILE",,,,,,,
"64405100000074","Nodes","74",21.000000,59.174749,"DDS demands","Known Flow",283616.051670,687312.668223,,0.000000,,,,,-14.770000,,,,,,,,-13.207598,-14.770000,,"",,,,,"D1 PROFILE",,,,,,,
"64405100000059","Nodes","59",21.000000,42.283464,"DDS demands","Known Flow",283583.262132,687069.229791,,0.000000,,,,,-2.339999,,,,,,,,-2.092469,-2.339999,,"",,,,,"D1 PROFILE",,,,,,,
"64405100000169","Nodes","Logger 9656, 23 Ochre Crescent, Cowie",21.000000,38.969893,"Val Log Cath","Known Flow",283456.706484,689486.554737,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"64405100000168","Nodes","168",21.000000,39.098170,"DDS demands","Known Flow",283478.960344,689472.088797,,0.000000,,,,,-5.320000,,,,,,,,-4.757239,-5.320000,,"",,,,,"D1 PROFILE",,,,,,,
"64405100002023","Nodes","2023",21.000000,39.098170,"Default Known Flow Node","Known Flow",283478.086257,689474.557710,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"64405100000046","Nodes","46",21.000000,41.082295,"DDS demands","Known Flow",283681.816581,689497.165179,,0.000000,,,,,-11.319999,,,,,,,,-10.122546,-11.319999,,"",,,,,"D1 PROFILE",,,,,,,
"64405100002018","Nodes","2018",21.000000,39.304213,"Default Known Flow Node","Known Flow",283527.633798,689453.021636,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"64405100000047","Nodes","47",21.000000,39.294132,"DDS demands","Known Flow",283525.892876,689452.346741,,0.000000,,,,,-10.239999,,,,,,,,-9.156791,-10.239999,,"",,,,,"D1 PROFILE",,,,,,,
"64405100000020","Nodes","20",21.000000,42.035935,"DDS demands","Known Flow",283844.861742,689518.111537,,0.000000,,,,,-16.629998,,,,,,,,-14.870842,-16.629998,,"",,,,,"D1 PROFILE",,,,,,,
"64405100000021","Nodes","21",21.000000,41.333223,"DDS demands","Known Flow",283729.823548,689501.368618,,0.000000,,,,,-5.320000,,,,,,,,-4.757239,-5.320000,,"",,,,,"D1 PROFILE",,,,,,,
"64405100000012","Nodes","12",21.000000,54.261370,"DDS demands","Known Flow",284008.571560,689558.154156,,0.000000,,,,,-12.080000,,,,,,,,-10.802152,-12.080000,,"",,,,,"D1 PROFILE",,,,,,,
"64405100000080","Nodes","Logger 9849, Newlands, Main Street, Plean",21.000000,29.448663,"Val Log Cath","Known Flow",283697.724376,686575.266118,,0.000000,,,,,-5.980000,,,,,,,,-5.347423,-5.980000,,"",,,,,"D1 PROFILE",,,,,,,
"64405100002031","Nodes","2031",21.000000,29.365094,"DDS demands","Known Flow",283644.860959,686516.870250,,0.000000,,,,,-2.559999,,,,,,,,-2.289197,-2.559999,,"",,,,,"D1 PROFILE",,,,,,,
"64405100002059","Nodes","2059",21.000000,73.263840,"Default Known Flow Node","Known Flow",282885.333964,687178.896080,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"64405100002022","Nodes","2022",21.000000,70.707868,"DDS demands","Known Flow",283826.196525,689301.452158,,0.000000,,,-7.920000,,,,,,,,,,-7.082205,-7.920000,,"",,,"C4 PROFILE",,,,,,,,,
"64405100002010","Nodes","2010",21.000000,70.746696,"Default Known Flow Node","Known Flow",283825.983457,689310.017471,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"64405100002012","Nodes","2012",21.000000,70.767811,"Default Known Flow Node","Known Flow",283823.895396,689314.108366,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"64405100002045","Nodes","2045",21.000000,42.035935,"Default Known Flow Node","Known Flow",283834.322892,689516.011039,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"64405100002048","Nodes","2048",21.000000,40.227253,"Default Known Flow Node","Known Flow",283844.411124,689593.605766,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"64405100002020","Nodes","2020",21.000000,41.970708,"Default Known Flow Node","Known Flow",283823.610592,689514.551838,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"64405100002073","Nodes","2073",21.000000,40.284347,"Default Known Flow Node","Known Flow",283847.159148,689593.605766,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"64405100002043","Nodes","2043",21.000000,41.928136,"Default Known Flow Node","Known Flow",283826.007225,689514.861612,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"64405100001005","Nodes","Logger 9669, 25 Hilton, Cowie",21.000000,54.054275,"Val Log Cath","Known Flow",283994.473592,689551.360276,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"64405100001003","Nodes","Logger 9721, 44 Berryhill, Cowie",21.000000,64.265268,"Val Log Cath","Known Flow",284023.622079,689317.002358,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"64405100001002","Nodes","Logger 9053, 3 Bruce Street, Plean",21.000000,68.333985,"Val Log Cath","Known Flow",283443.124886,687445.217789,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"64405100000024","Nodes","24",21.000000,36.075891,"DDS demands","Known Flow",283691.195951,689595.758919,,0.000000,,,,,-5.949999,,,,,,,,-5.320596,-5.949999,,"",,,,,"D1 PROFILE",,,,,,,
"64405100000100","Nodes","Logger 9635, 14 Farm Road, Cowie",21.000000,37.381206,"Val Log Cath","Known Flow",283704.246029,689561.275134,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"64405100000113","Nodes","113",21.000000,58.821689,"DDS demands","Known Flow",283600.135917,687293.462025,,0.000000,,,,,-12.890000,,,,,,,,-11.526469,-12.890000,,"",,,,,"D1 PROFILE",,,,,,,
"64405100000029","Nodes","29",21.000000,67.028835,"DDS demands","Known Flow",283888.019376,689166.443921,,0.000000,,,,,-12.099999,,,,,,,,-10.820037,-12.099999,,"",,,,,"D1 PROFILE",,,,,,,
"64405100000026","Nodes","26",21.000000,54.211364,"DDS demands","Known Flow",283867.405898,689285.003211,,0.000000,,-40.990002,,,,,,,,,,,-36.653995,-40.990002,,"",,"C2 PROFILE",,,,,,,,,,
"64405100001001","Nodes","1001",21.000000,59.697304,"DDS demands","Known Flow",283650.551569,687383.943327,,0.000000,,,,,-27.549999,,,,,,,,-24.635702,-27.549999,,"",,,,,"D1 PROFILE",,,,,,,
"64405100001000","Nodes","1000",21.000000,63.109806,"DDS demands","Known Flow",283544.406250,687454.250000,,0.000000,,,,,-29.729998,,,,,,,,-26.585097,-29.729998,,"",,,,,"D1 PROFILE",,,,,,,
"64405100002006","Nodes","2006",21.000000,71.954736,"DDS demands","Known Flow",283762.385941,689219.930291,,0.000000,,,,,-8.560000,,,,,,,,-7.654505,-8.560000,,"",,,,,"D1 PROFILE",,,,,,,
"64405100002061","Nodes","2061",21.000000,52.013034,"Default Known Flow Node","Known Flow",283446.213553,687231.709562,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"64405100002060","Nodes","2060",21.000000,71.886394,"DDS demands","Known Flow",283751.766779,689227.748795,,0.000000,,,-6.000000,,,,,,,,,,-5.365307,-6.000000,,"",,,"C4 PROFILE",,,,,,,,,
"64405100002081","Nodes","2081",21.000000,74.829349,"Default Known Flow Node","Known Flow",283208.386971,687618.889754,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"64405100002046","Nodes","2046",21.000000,74.829333,"Default Known Flow Node","Known Flow",283211.728033,687613.343791,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"64405100000049","Nodes","MAIN ST/BURNSIDE DG, Site ID 5586",21.000000,74.999996,"Default Known Pressure Node","Known Pressure",283235.045961,687642.042353,,999998.967025,,,,,,,,,,,,,808.050930,903.639974,,"",,,,,,,,,,,,
"64405100001004","Nodes","P00093845, HILTON SITE, 204 HILTON, 114.56",35.000000,39.873466,"CSEP DDS Matched","Known Flow",283865.237577,689633.776608,,0.000000,,,,,,-114.559996,,,,,,,-102.441597,-114.559996,,"",,,,,,"DC PROFILE",,,,,,
"64405100000099","Nodes","P00008720, COWIEHALL ROAD, 79.48",35.000000,39.901029,"CSEP DDS Matched","Known Flow",283861.073056,689629.226968,,0.000000,,,,,,-79.480004,,,,,,,-71.072444,-79.480004,,"",,,,,,"DC PROFILE",,,,,,
"64405100001006","Nodes","1006",21.000000,73.885030,"Default Known Flow Node","Known Flow",283125.660950,687342.586464,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"64405100000108","Nodes","P12129628, GILLESPIE TERRACE CSEP, 17.63 SCMH",22.999998,27.868569,"CSEP Unmatched","Known Flow",283721.270919,686513.320456,,0.000000,,,,,,,,,,,-17.629998,,-15.765060,-17.629998,,"",,,,,,,,,,,"DC PROFILE",
"64405100000121","Nodes","121",21.000000,74.367537,"Default Known Flow Node","Known Flow",283721.659706,689124.241142,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"64405100000124","Nodes","124",21.000000,41.477605,"Default Known Flow Node","Known Flow",283750.350165,689503.289064,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"64405100000499","Nodes","499",21.000000,33.994630,"Default Known Flow Node","Known Flow",283624.125959,686783.426867,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"64405100000494","Nodes","494",21.000000,42.062524,"Default Known Flow Node","Known Flow",283846.989748,689517.651763,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"64405100000500","Nodes","500",21.000000,33.987066,"DDS demands","Known Flow",283609.613423,686764.908065,,0.000000,,,,,-1.869999,,,,,,,,-1.672187,-1.869999,,"",,,,,"D1 PROFILE",,,,,,,
"64405100000130","Nodes","130",21.000000,38.297173,"Default Known Flow Node","Known Flow",283589.207169,687169.741167,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"64405100000122","Nodes","122",21.000000,74.821828,"Default Known Flow Node","Known Flow",283219.261257,687612.894127,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"64405100000128","Nodes","128",21.000000,74.641927,"Default Known Flow Node","Known Flow",283225.901481,687598.932981,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"64405100000129","Nodes","129",21.000000,38.171600,"Default Known Flow Node","Known Flow",283586.725169,687143.397918,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"64405100000131","Nodes","131",21.000000,38.297173,"Default Known Flow Node","Known Flow",283608.166402,687165.103314,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"64405100000136","Nodes","136",21.000000,50.182641,"Default Known Flow Node","Known Flow",283463.368598,687207.482233,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"64405100003002","Nodes","3002",21.000000,74.988867,"Default Known Flow Node","Known Flow",283237.875356,687640.954283,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"64405100003000","Nodes","3000",21.000000,74.813346,"Default Known Flow Node","Known Flow",283202.508599,687629.028059,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"64405100002052","Nodes","2052",21.000000,73.342045,"Default Known Flow Node","Known Flow",282947.574100,687165.119462,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"64405100003001","Nodes","3001",21.000000,74.874283,"Default Known Flow Node","Known Flow",283222.591601,687614.519290,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"644051-2005","Nodes","-2005",21.000000,40.834778,"Default Known Flow Node","Known Flow",283569.059335,687032.924155,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"644051-497","Nodes","-497",21.000000,39.915018,"Default Known Flow Node","Known Flow",283865.178405,689630.672403,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"644051-108","Nodes","-108",21.000000,74.367537,"Default Known Flow Node","Known Flow",283697.006873,689138.339708,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
