"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(CC)","NodeFlowByCategory(CT)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(I2)","NodeFlowByCategory(PL-AF)","NodeFlowByCategory(PL-CC)","NodeFlowByCategory(PL-DC)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(CC)","NodeFlowProfileNameByCategory(CT)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(I2)","NodeFlowProfileNameByCategory(PL-AF)","NodeFlowProfileNameByCategory(PL-CC)","NodeFlowProfileNameByCategory(PL-DC)"
"64301100000668","Nodes","668",21.000000,21.900863,"DDS demands","Known Flow",332531.215640,665299.845244,,0.000000,,,,,,,-8.350000,,,,,,-7.466719,-8.350000,,"",,,,,,,"D1 PROFILE",,,,,
"64301100000667","Nodes","667",21.000000,22.707424,"DDS demands","Known Flow",332626.856666,665277.458238,,0.000000,,,,,,,-19.319998,,,,,,-17.276288,-19.319998,,"",,,,,,,"D1 PROFILE",,,,,
"64301100001018","Nodes","P09120393, IRONMILLS ROAD, 16.80",24.000000,24.393692,"CSEP DDS Matched","Known Flow",332744.770392,667436.780366,,0.000000,,,,,,-3.229999,,-16.799999,,,,,-17.911183,-20.029999,,"",,,,,,"CT PROFILE",,"DC PROFILE",,,,
"64301100000238","Nodes","238",21.000000,29.508472,"DDS demands","Known Flow",332782.606709,666933.458688,,0.000000,,,,,,,-4.709999,,,,,,-4.211766,-4.709999,,"",,,,,,,"D1 PROFILE",,,,,
"64301100010636","Nodes","P10125341, WILSON AVENUE, 72.46",24.000000,32.676750,"CSEP DDS Matched","Known Flow",334217.214168,667367.310650,,0.000000,,,,,,,,-76.709999,,,,,-68.595455,-76.709999,,"",,,,,,,,"DC PROFILE",,,,
"64301100010826","Nodes","10826",21.000000,24.738770,"Default Known Flow Node","Known Flow",332911.981744,667665.458887,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"64301100000221","Nodes","221",21.000000,30.453414,"Default Known Flow Node","Known Flow",332311.231581,666715.708629,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"64301100000311","Nodes","311",21.000000,32.747123,"DDS demands","Known Flow",332220.606556,666432.458552,,0.000000,,,,,,,-19.180000,,,,,,-17.151099,-19.180000,,"",,,,,,,"D1 PROFILE",,,,,
"64301100000308","Nodes","308",21.000000,31.810994,"DDS demands","Known Flow",332265.481568,666485.708566,,0.000000,,,,,,,-16.430000,,,,,,-14.692001,-16.430000,,"",,,,,,,"D1 PROFILE",,,,,
"64301100000220","Nodes","220",21.000000,33.580656,"DDS demands","Known Flow",332415.231609,666704.208626,,0.000000,,,,,,,-5.630000,,,,,,-5.034446,-5.630000,,"",,,,,,,"D1 PROFILE",,,,,
"64301100000570","Nodes","570",21.000000,33.582256,"DDS demands","Known Flow",332417.856610,666699.208624,,0.000000,-3.410000,,,,,,-9.319999,,,,,,-11.383394,-12.729999,,"","C1 PROFILE",,,,,,"D1 PROFILE",,,,,
"64301100000782","Nodes","782",21.000000,43.060724,"DDS demands","Known Flow",333851.308938,666974.986908,,0.000000,,,,,,,-3.489999,,,,,,-3.120820,-3.489999,,"",,,,,,,"D1 PROFILE",,,,,
"64301100000745","Nodes","745",21.000000,37.249099,"DDS demands","Known Flow",332720.481692,666370.708535,,0.000000,,,,,,,-6.679999,,,,,,-5.973375,-6.679999,,"",,,,,,,"D1 PROFILE",,,,,
"64301100001015","Nodes","Logger 10005, 2 Ancrum Bank",21.000000,37.434980,"Val Log Cath","Known Flow",332773.022698,666386.721238,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"64301100000743","Nodes","743",21.000000,37.472603,"DDS demands","Known Flow",332795.231712,666405.708545,,0.000000,,,,,,,-1.980000,,,,,,-1.770551,-1.980000,,"",,,,,,,"D1 PROFILE",,,,,
"64301100000206","Nodes","206",21.000000,32.768146,"DDS demands","Known Flow",332120.749546,666209.213568,,0.000000,,,,,,,-15.250000,,,,,,-13.636823,-15.250000,,"",,,,,,,"D1 PROFILE",,,,,
"64301100001013","Nodes","P09122637, DEV @ 14 ST ANDREW STREET, 18.02",24.000000,31.549696,"CSEP DDS Matched","Known Flow",333250.650155,667237.065732,,0.000000,,,,,-11.819999,,,-6.199999,,,,,-16.113805,-18.019998,,"",,,,,"CC PROFILE",,,"DC PROFILE",,,,
"64301100001000","Nodes","1000",21.000000,43.138449,"Default Known Flow Node","Known Flow",333781.536661,667191.489736,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"64301100001012","Nodes","1012",21.000000,31.330743,"DDS demands","Known Flow",331964.081378,666301.529737,,0.000000,,,,,,,-0.959999,,,,,,-0.858449,-0.959999,,"",,,,,,,"D1 PROFILE",,,,,
"64301100000205","Nodes","205",21.000000,31.981600,"DDS demands","Known Flow",332043.856508,666253.708503,,0.000000,,,,,,,-9.390000,,,,,,-8.396706,-9.390000,,"",,,,,,,"D1 PROFILE",,,,,
"64301100000727","Nodes","727",21.000000,31.477219,"DDS demands","Known Flow",334205.982096,667556.208858,,0.000000,,,,,,,-5.420000,,,,,,-4.846660,-5.420000,,"",,,,,,,"D1 PROFILE",,,,,
"64301100001011","Nodes","1011",21.000000,31.080639,"Default Known Flow Node","Known Flow",334215.218441,667582.214100,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"64301100010818","Nodes","10818",21.000000,31.027222,"Default Known Flow Node","Known Flow",334216.482099,667585.708866,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"64301100010599","Nodes","10599",21.000000,25.811461,"DDS demands","Known Flow",332068.981515,666731.583633,,0.000000,,,,,,,-9.060000,,,,,,-8.101614,-9.060000,,"",,,,,,,"D1 PROFILE",,,,,
"64301100001010","Nodes","1010",21.000000,28.013707,"DDS demands","Known Flow",332212.667001,666712.965555,,0.000000,,,,,,,-7.539999,,,,,,-6.742402,-7.539999,,"",,,,,,,"D1 PROFILE",,,,,
"64301100000754","Nodes","754",21.000000,39.914192,"DDS demands","Known Flow",334036.107050,667211.333764,,0.000000,,,,,,,-8.290000,,,,,,-7.413066,-8.290000,,"",,,,,,,"D1 PROFILE",,,,,
"64301100000876","Nodes","876",21.000000,27.369347,"DDS demands","Known Flow",333029.064636,667180.132027,,0.000000,,,,,,,-0.850000,,,,,,-0.760085,-0.850000,,"",,,,,,,"D1 PROFILE",,,,,
"64301100000673","Nodes","673",21.000000,24.362494,"DDS demands","Known Flow",332971.615760,665804.119381,,0.000000,,,,,,,-16.079999,,,,,,-14.379023,-16.079999,,"",,,,,,,"D1 PROFILE",,,,,
"64301100000676","Nodes","676",21.000000,24.304892,"DDS demands","Known Flow",333007.277688,665813.493819,,0.000000,,,,,,,-6.249999,,,,,,-5.588861,-6.249999,,"",,,,,,,"D1 PROFILE",,,,,
"64301100010827","Nodes","10827",21.000000,33.499947,"DDS demands","Known Flow",332483.312988,666320.074597,,0.000000,,,,,,,-2.039999,,,,,,-1.824204,-2.039999,,"",,,,,,,"D1 PROFILE",,,,,
"64301100000870","Nodes","870",21.000000,33.419995,"DDS demands","Known Flow",332493.062928,666295.718949,,0.000000,,,,,,,-11.620000,,,,,,-10.390811,-11.620000,,"",,,,,,,"D1 PROFILE",,,,,
"64301100010773","Nodes","10773",21.000000,33.385456,"Default Known Flow Node","Known Flow",332496.935631,666284.642512,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"64301100000373","Nodes","373",21.000000,32.858961,"DDS demands","Known Flow",332278.106572,666288.333513,,0.000000,,,,,,,-6.569999,,,,,,-5.875011,-6.569999,,"",,,,,,,"D1 PROFILE",,,,,
"64301100010831","Nodes","10831",21.000000,32.309221,"Default Known Flow Node","Known Flow",332304.271407,666226.214278,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"64301100000661","Nodes","661",21.000000,31.778654,"DDS demands","Known Flow",332342.731589,666183.458484,,0.000000,,,,,,,-13.550000,,,,,,-12.116652,-13.550000,,"",,,,,,,"D1 PROFILE",,,,,
"64301100000684","Nodes","684",21.000000,32.365621,"DDS demands","Known Flow",332289.606575,666232.208497,,0.000000,,,,,,,-4.010000,,,,,,-3.585814,-4.010000,,"",,,,,,,"D1 PROFILE",,,,,
"64301100010523","Nodes","10523",21.000000,32.426938,"Default Known Flow Node","Known Flow",332345.106590,666238.458499,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"64301100010684","Nodes","10684",21.000000,32.182970,"Default Known Flow Node","Known Flow",332298.231577,666205.833490,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"64301100010715","Nodes","10715",21.000000,39.464467,"DDS demands","Known Flow",334072.243027,667082.355709,,0.000000,,,,,,,-0.980000,,,,,,-0.876333,-0.980000,,"",,,,,,,"D1 PROFILE",,,,,
"64301100001005","Nodes","1005",21.000000,38.586431,"Default Known Flow Node","Known Flow",334105.104903,667065.959805,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"64301100010712","Nodes","10712",21.000000,38.503705,"Default Known Flow Node","Known Flow",334106.474290,667068.794012,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"64301100010719","Nodes","10719",21.000000,30.500689,"Default Known Flow Node","Known Flow",333424.613243,667092.331020,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"64301100001008","Nodes","1008",21.000000,32.302687,"Default Known Flow Node","Known Flow",333233.495745,667075.260721,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"64301100000621","Nodes","621",21.000000,32.437952,"DDS demands","Known Flow",333235.981644,667061.210208,,0.000000,,,,,,,-3.329999,,,,,,-2.977745,-3.329999,,"",,,,,,,"D1 PROFILE",,,,,
"64301100000811","Nodes","811",21.000000,32.116888,"Default Known Flow Node","Known Flow",333237.731854,667137.611672,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"64301100010727","Nodes","10727",21.000000,32.116888,"Default Known Flow Node","Known Flow",333239.606833,667137.708744,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"64301100010803","Nodes","10803",21.000000,25.251730,"Default Known Flow Node","Known Flow",333013.486772,667488.711839,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"64301100000023","Nodes","23",21.000000,25.251730,"DDS demands","Known Flow",332983.942668,667509.557371,,0.000000,,,,,,,-7.989999,,,,,,-7.144800,-7.989999,,"",,,,,,,"D1 PROFILE",,,,,
"64301100010809","Nodes","10809",21.000000,25.263498,"DDS demands","Known Flow",332979.963763,667515.994847,,0.000000,,,,,,,-1.249999,,-6.000000,,,,-6.483080,-7.250000,,"",,,,,,,"D1 PROFILE",,"I2 PROFILE",,,
"64301100000616","Nodes","616",21.000000,28.075429,"DDS demands","Known Flow",333483.981900,667606.083871,,0.000000,,,,,,,-7.869999,,,,,,-7.037494,-7.869999,,"",,,,,,,"D1 PROFILE",,,,,
"64301100001003","Nodes","1003",21.000000,27.909441,"Default Known Flow Node","Known Flow",333515.189830,667596.825045,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"64301100000155","Nodes","155",21.000000,49.563000,"DDS demands","Known Flow",334546.357189,667384.583811,,0.000000,,,,,,,-11.870000,,,,,,-10.614366,-11.870000,,"",,,,,,,"D1 PROFILE",,,,,
"64301100001002","Nodes","Logger 1018930, Cowden Park",21.000000,49.603685,"Val Log Cath","Known Flow",334534.811082,667355.890022,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"64301100000154","Nodes","154",21.000000,49.730380,"DDS demands","Known Flow",334534.107185,667292.583786,,0.000000,,,,,,,-18.639999,,,,,,-16.668221,-18.639999,,"",,,,,,,"D1 PROFILE",,,,,
"64301100000040","Nodes","40",21.000000,25.443248,"DDS demands","Known Flow",333105.356797,667284.083784,,0.000000,-1.990000,,,,,,-2.009999,,-18.799998,,,,-20.388167,-22.799998,,"","C1 PROFILE",,,,,,"D1 PROFILE",,"I2 PROFILE",,,
"64301100000603","Nodes","603",21.000000,25.431044,"DDS demands","Known Flow",333043.981780,667318.208793,,0.000000,,,,,,,-1.570000,,,,,,-1.403922,-1.570000,,"",,,,,,,"D1 PROFILE",,,,,
"64301100000665","Nodes","665",21.000000,23.766413,"DDS demands","Known Flow",332629.707667,665368.312262,,0.000000,,,,,,,-8.830000,,,,,,-7.895944,-8.830000,,"",,,,,,,"D1 PROFILE",,,,,
"64301100000666","Nodes","666",21.000000,23.632473,"DDS demands","Known Flow",332691.275343,665354.966530,,0.000000,,,,,,,-5.500000,,,,,,-4.918198,-5.500000,,"",,,,,,,"D1 PROFILE",,,,,
"64301100000310","Nodes","310",21.000000,32.735240,"DDS demands","Known Flow",332184.481915,666462.208831,,0.000000,,,,,,,-12.600000,,,,,,-11.267146,-12.600000,,"",,,,,,,"D1 PROFILE",,,,,
"64301100000202","Nodes","202",21.000000,31.758360,"DDS demands","Known Flow",332114.481527,666316.583520,,0.000000,,,,,,,-6.699999,,,,,,-5.991259,-6.699999,,"",,,,,,,"D1 PROFILE",,,,,
"64301100010403","Nodes","10403",21.000000,31.721713,"Default Known Flow Node","Known Flow",332157.731539,666366.833534,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"64301100000201","Nodes","201",21.000000,31.769064,"DDS demands","Known Flow",332132.856532,666396.083542,,0.000000,,,,,,,-10.509999,,,,,,-9.398229,-10.509999,,"",,,,,,,"D1 PROFILE",,,,,
"64301100000203","Nodes","203",21.000000,32.342172,"DDS demands","Known Flow",332051.426510,666321.680522,,0.000000,,,,,,,-15.750000,,,,,,-14.083932,-15.750000,,"",,,,,,,"D1 PROFILE",,,,,
"64301100000312","Nodes","312",21.000000,34.205222,"DDS demands","Known Flow",332260.851704,666376.926174,,0.000000,-8.869999,,,,,,-9.119999,,,,,,-16.086979,-17.989999,,"","C1 PROFILE",,,,,,"D1 PROFILE",,,,,
"64301100000213","Nodes","213",21.000000,33.567772,"DDS demands","Known Flow",332225.246762,666333.037700,,0.000000,,,,,,,-16.209998,,,,,,-14.495270,-16.209998,,"",,,,,,,"D1 PROFILE",,,,,
"64301100010479","Nodes","10479",21.000000,32.778746,"Default Known Flow Node","Known Flow",332167.606542,666443.333555,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"64301100010698","Nodes","10698",21.000000,33.127098,"Default Known Flow Node","Known Flow",332460.356621,666215.333493,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"64301100000692","Nodes","692",21.000000,33.027356,"DDS demands","Known Flow",332468.981624,666199.833489,,0.000000,,,,,,,-0.199999,,-5.859999,,,,-5.418960,-6.059999,,"",,,,,,,"D1 PROFILE",,"I2 PROFILE",,,
"64301100010662","Nodes","10662",21.000000,32.983895,"Default Known Flow Node","Known Flow",332482.940476,666176.184193,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"64301100010661","Nodes","10661",21.000000,33.114293,"Default Known Flow Node","Known Flow",332470.981624,666168.958480,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"64301100000710","Nodes","710",21.000000,34.177005,"DDS demands","Known Flow",332259.932567,666375.845536,,0.000000,,,,,,,-9.580000,,,,,,-8.566607,-9.580000,,"",,,,,,,"D1 PROFILE",,,,,
"64301100000204","Nodes","204",21.000000,32.602054,"DDS demands","Known Flow",332075.644516,666259.052505,,0.000000,,,,,,,-6.730000,,,,,,-6.018086,-6.730000,,"",,,,,,,"D1 PROFILE",,,,,
"64301100000207","Nodes","207",21.000000,31.629214,"DDS demands","Known Flow",332044.964508,666119.036467,,0.000000,,,,,,,-5.449999,,,,,,-4.873487,-5.449999,,"",,,,,,,"D1 PROFILE",,,,,
"64301100000210","Nodes","210",21.000000,32.498920,"DDS demands","Known Flow",332251.723915,666208.143333,,0.000000,,,,,,,-3.459999,,,,,,-3.093993,-3.459999,,"",,,,,,,"D1 PROFILE",,,,,
"64301100010754","Nodes","10754",21.000000,33.182917,"Default Known Flow Node","Known Flow",332176.646109,666272.167917,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"64301100010419","Nodes","10419",21.000000,31.808707,"DDS demands","Known Flow",332092.106521,666448.708556,,0.000000,,,,,,,-10.549999,,,,,,-9.433998,-10.549999,,"",,,,,,,"D1 PROFILE",,,,,
"64301100000715","Nodes","715",21.000000,33.016597,"DDS demands","Known Flow",332277.356571,666298.208515,,0.000000,,,,,,,-4.650000,,,,,,-4.158113,-4.650000,,"",,,,,,,"D1 PROFILE",,,,,
"64301100000678","Nodes","678",21.000000,32.769631,"DDS demands","Known Flow",332323.231584,666303.708517,,0.000000,,,,,,,-9.560000,,,,,,-8.548724,-9.560000,,"",,,,,,,"D1 PROFILE",,,,,
"64301100010778","Nodes","10778",21.000000,32.858961,"Default Known Flow Node","Known Flow",332275.231571,666287.333512,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"64301100010678","Nodes","10678",21.000000,33.020025,"DDS demands","Known Flow",332463.981622,666197.208488,,0.000000,,,,,,,,,-4.369999,,,,-3.907732,-4.369999,,"",,,,,,,,,"I2 PROFILE",,,
"64301100010566","Nodes","10566",21.000000,32.735240,"Default Known Flow Node","Known Flow",332183.231546,666463.333560,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"64301100010509","Nodes","10509",21.000000,32.735240,"Default Known Flow Node","Known Flow",332179.356545,666476.958564,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"64301100010735","Nodes","10735",21.000000,32.945923,"Default Known Flow Node","Known Flow",332257.231566,666268.083507,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"64301100010543","Nodes","10543",21.000000,32.945923,"Default Known Flow Node","Known Flow",332273.356570,666259.833505,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"64301100010705","Nodes","10705",21.000000,33.092658,"Default Known Flow Node","Known Flow",332453.878470,666226.346349,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"64301100010529","Nodes","10529",21.000000,33.092658,"Default Known Flow Node","Known Flow",332451.606619,666230.208497,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"64301100000872","Nodes","872",21.000000,33.101931,"DDS demands","Known Flow",332446.106617,666229.958497,,0.000000,-130.320008,,,,,,,,-20.579999,,,,-134.937486,-150.900006,,"","C1 PROFILE",,,,,,,,"I2 PROFILE",,,
"64301100010535","Nodes","10535",21.000000,33.020025,"Default Known Flow Node","Known Flow",332443.981617,666185.333485,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"64301100010569","Nodes","10569",21.000000,33.114293,"Default Known Flow Node","Known Flow",332458.606621,666161.833478,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"64301100010821","Nodes","10821",21.000000,33.462721,"Default Known Flow Node","Known Flow",332262.747189,666319.754708,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"64301100010553","Nodes","10553",21.000000,33.462721,"Default Known Flow Node","Known Flow",332256.231566,666310.458519,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"64301100000874","Nodes","874",21.000000,33.255338,"DDS demands","Known Flow",332477.606626,666101.958462,,0.000000,-11.419999,,,,,,-1.510000,,-6.000000,,,,-16.927544,-18.929998,,"","C1 PROFILE",,,,,,"D1 PROFILE",,"I2 PROFILE",,,
"64301100000923","Nodes","923",21.000000,33.163507,"DDS demands","Known Flow",332522.606638,666127.333469,,0.000000,,-8.050000,,,,,,,,,,,-7.198454,-8.050000,,"",,"C2 PROFILE",,,,,,,,,,
"64301100000568","Nodes","568",21.000000,37.322364,"Default Known Flow Node","Known Flow",332783.481709,666294.833514,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"64301100000569","Nodes","569",21.000000,37.069193,"DDS demands","Known Flow",332792.481712,666286.958512,,0.000000,-75.120001,,,,,,,,,,,,-67.173650,-75.120001,,"","C1 PROFILE",,,,,,,,,,,
"64301100000249","Nodes","249",21.000000,37.364763,"Default Known Flow Node","Known Flow",332729.297694,666234.605498,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"64301100010501","Nodes","10501",21.000000,33.238045,"Default Known Flow Node","Known Flow",332510.981635,666254.958504,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"64301100010725","Nodes","10725",21.000000,33.238045,"Default Known Flow Node","Known Flow",332512.231635,666251.958503,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"64301100000713","Nodes","P00004228, DALHOUSIE ROAD, 23.26",25.000000,33.253326,"CSEP DDS Matched","Known Flow",332524.852701,666234.899195,,0.000000,,,,,,,,-23.259999,,,,,-20.799507,-23.259999,,"",,,,,,,,"DC PROFILE",,,,
"64301100000885","Nodes","885",21.000000,37.364763,"DDS demands","Known Flow",332743.106698,666249.708502,,0.000000,,,,,,,-2.829999,,,,,,-2.530636,-2.829999,,"",,,,,,,"D1 PROFILE",,,,,
"64301100000742","Nodes","742",21.000000,37.756054,"DDS demands","Known Flow",332822.731720,666397.333542,,0.000000,,,,,,,-3.800000,,,,,,-3.398028,-3.800000,,"",,,,,,,"D1 PROFILE",,,,,
"64301100000082","Nodes","82",21.000000,38.314318,"DDS demands","Known Flow",332856.854480,666472.282084,,0.000000,,,,,,,-1.940000,,,,,,-1.734782,-1.940000,,"",,,,,,,"D1 PROFILE",,,,,
"64301100010418","Nodes","10418",21.000000,37.458072,"Default Known Flow Node","Known Flow",332795.606712,666412.708547,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"64301100000567","Nodes","567",21.000000,39.080293,"Default Known Flow Node","Known Flow",332945.481753,666391.458541,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"64301100010657","Nodes","10657",21.000000,39.080293,"Default Known Flow Node","Known Flow",332938.856751,666382.083538,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"64301100000560","Nodes","560",21.000000,39.080293,"Default Known Flow Node","Known Flow",332898.856741,666443.208555,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"64301100000565","Nodes","565",21.000000,39.080293,"Default Known Flow Node","Known Flow",332893.231739,666465.833561,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"64301100010768","Nodes","10768",21.000000,37.069193,"Default Known Flow Node","Known Flow",332797.231713,666283.208511,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"64301100000871","Nodes","871",21.000000,33.238045,"DDS demands","Known Flow",332511.106635,666261.208505,,0.000000,,,,,,,-2.720000,,-28.010000,,,,-27.479317,-30.729999,,"",,,,,,,"D1 PROFILE",,"I2 PROFILE",,,
"64301100000744","Nodes","744",21.000000,37.448455,"DDS demands","Known Flow",332800.231714,666412.333546,,0.000000,,,,,,,-5.800000,,,,,,-5.186464,-5.800000,,"",,,,,,,"D1 PROFILE",,,,,
"64301100010520","Nodes","10520",21.000000,37.458072,"Default Known Flow Node","Known Flow",332790.981711,666412.583546,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"64301100010522","Nodes","10522",21.000000,33.120040,"Default Known Flow Node","Known Flow",332539.981643,666137.583472,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"64301100000924","Nodes","924",21.000000,33.250458,"Default Known Flow Node","Known Flow",332566.356650,666097.708461,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"64301100000864","Nodes","864",21.000000,25.620234,"DDS demands","Known Flow",331995.838495,666775.103645,,0.000000,,,,,,,-20.750000,,,,,,-18.555022,-20.750000,,"",,,,,,,"D1 PROFILE",,,,,
"64301100000879","Nodes","879",21.000000,23.988239,"DDS demands","Known Flow",331951.001483,666726.334632,,0.000000,,,,,,,-2.230000,,,,,,-1.994105,-2.230000,,"",,,,,,,"D1 PROFILE",,,,,
"64301100000880","Nodes","880",21.000000,23.788338,"DDS demands","Known Flow",331959.207485,666669.723616,,0.000000,,,,,,,-4.230000,,,,,,-3.782541,-4.230000,,"",,,,,,,"D1 PROFILE",,,,,
"64301100000926","Nodes","926",21.000000,24.053089,"DDS demands","Known Flow",331856.839457,666717.229629,,0.000000,,,,,,,-1.869999,,,,,,-1.672187,-1.869999,,"",,,,,,,"D1 PROFILE",,,,,
"64301100000881","Nodes","881",21.000000,23.695917,"DDS demands","Known Flow",331963.765486,666639.806608,,0.000000,,,,,,,-8.970000,,,,,,-8.021135,-8.970000,,"",,,,,,,"D1 PROFILE",,,,,
"64301100000928","Nodes","928",21.000000,23.506204,"DDS demands","Known Flow",331990.954493,666680.605619,,0.000000,,,,,,,-4.730000,,,,,,-4.229650,-4.730000,,"",,,,,,,"D1 PROFILE",,,,,
"64301100000882","Nodes","882",21.000000,23.500081,"DDS demands","Known Flow",331939.056479,666569.455589,,0.000000,,,,,,,-8.329999,,,,,,-7.448834,-8.329999,,"",,,,,,,"D1 PROFILE",,,,,
"64301100000929","Nodes","929",21.000000,23.402887,"DDS demands","Known Flow",331899.249469,666595.314596,,0.000000,,,,,,,-6.469999,,,,,,-5.785589,-6.469999,,"",,,,,,,"D1 PROFILE",,,,,
"64301100000883","Nodes","883",21.000000,23.188723,"DDS demands","Known Flow",331967.501487,666513.694574,,0.000000,,,,,,,-11.759999,,,,,,-10.516002,-11.759999,,"",,,,,,,"D1 PROFILE",,,,,
"64301100000931","Nodes","931",21.000000,23.195274,"DDS demands","Known Flow",331921.317475,666468.724562,,0.000000,,,,,,,-5.059999,,,,,,-4.524742,-5.059999,,"",,,,,,,"D1 PROFILE",,,,,
"64301100000215","Nodes","215",21.000000,31.207640,"DDS demands","Known Flow",332305.231579,666546.958583,,0.000000,,,,,,,-7.040000,,,,,,-6.295294,-7.040000,,"",,,,,,,"D1 PROFILE",,,,,
"64301100000884","Nodes","884",21.000000,23.058116,"DDS demands","Known Flow",332009.481498,666540.333581,,0.000000,,,,,,,-5.739999,,-5.030000,,,,-9.630726,-10.769999,,"",,,,,,,"D1 PROFILE",,"I2 PROFILE",,,
"64301100000571","Nodes","571",21.000000,32.893764,"DDS demands","Known Flow",332344.981590,666711.083628,,0.000000,,,,,,,-5.550000,,,,,,-4.962909,-5.550000,,"",,,,,,,"D1 PROFILE",,,,,
