"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(DH)","NodeFlowByCategory(DM)","NodeFlowByCategory(I2)","NodeFlowByCategory(PL-AF)","NodeFlowByCategory(PL-DC)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(DH)","NodeFlowProfileNameByCategory(DM)","NodeFlowProfileNameByCategory(I2)","NodeFlowProfileNameByCategory(PL-AF)","NodeFlowProfileNameByCategory(PL-DC)"
"64304600000135","Nodes","135",21.000000,32.326426,"DDS demands","Known Flow",326959.480124,665414.582275,,0.000000,,,,,,,,,-50.990003,,,-45.596173,-50.990003,,"",,,,,,,,,"I2 PROFILE",,
"64304600000136","Nodes","136",21.000000,31.854381,"DDS demands","Known Flow",326976.605129,665453.833286,,0.000000,-2.630000,,,,,,,,,,,-2.351793,-2.630000,,"","C1 PROFILE",,,,,,,,,,
"64304600880155","Nodes","-219802",21.000000,29.399348,"Default Known Flow Node","Known Flow",327570.855291,665472.083291,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64304600000068","Nodes","68",21.000000,29.165148,"DDS demands","Known Flow",327374.722454,665427.618813,,0.000000,,,,,-6.489999,,,,,,,-5.803474,-6.489999,,"",,,,,"D1 PROFILE",,,,,,
"64304600000341","Nodes","341",21.000000,30.846488,"DDS demands","Known Flow",327369.852593,665333.845183,,0.000000,,-6.000000,,,-3.029999,,,,,,,-8.074787,-9.029999,,"",,"C2 PROFILE",,,"D1 PROFILE",,,,,,
"64304600880200","Nodes","Logger ?, 7 Lawrie Terrace",21.000000,30.610051,"Val Log Cath","Known Flow",327633.099652,665393.607805,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64304600000126","Nodes","126",21.000000,33.631771,"DDS demands","Known Flow",328302.418312,665401.703034,,0.000000,,,,,-7.450000,,,,,,,-6.661923,-7.450000,,"",,,,,"D1 PROFILE",,,,,,
"64304600000321","Nodes","321",21.000000,34.229370,"DDS demands","Known Flow",328232.338471,665456.418286,,0.000000,,,,,-3.970000,,,,,,,-3.550045,-3.970000,,"",,,,,"D1 PROFILE",,,,,,
"64304600000317","Nodes","317",21.000000,39.096193,"DDS demands","Known Flow",328509.412546,665759.088369,,0.000000,,,,,-4.280000,,,,,,,-3.827252,-4.280000,,"",,,,,"D1 PROFILE",,,,,,
"64304600000361","Nodes","361",21.000000,38.827430,"DDS demands","Known Flow",328527.155551,665778.707374,,0.000000,,,,,,,,,-36.209998,,,-32.379628,-36.209998,,"",,,,,,,,,"I2 PROFILE",,
