"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(DH)","NodeFlowByCategory(DM)","NodeFlowByCategory(I2)","NodeFlowByCategory(PL-AF)","NodeFlowByCategory(PL-DC)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(DH)","NodeFlowProfileNameByCategory(DM)","NodeFlowProfileNameByCategory(I2)","NodeFlowProfileNameByCategory(PL-AF)","NodeFlowProfileNameByCategory(PL-DC)"
"64304600000408","Nodes","408",21.000000,27.598954,"DDS demands","Known Flow",328045.866420,665901.854407,,0.000000,,-15.999999,,,,,,,,,,-14.307486,-15.999999,,"",,"C2 PROFILE",,,,,,,,,
"64304600000334","Nodes","334",21.000000,26.734561,"DDS demands","Known Flow",328150.970449,666046.452447,,0.000000,,0.000000,,-20.079999,-12.060000,,,,,,,-28.740163,-32.140000,,"",,"C2 PROFILE",,"C4 PROFILE","D1 PROFILE",,,,,,
"64304600001002","Nodes","1002",21.000000,25.994776,"Default Known Flow Node","Known Flow",327384.359414,665503.808990,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64304600000431","Nodes","431",21.000000,26.036435,"DDS demands","Known Flow",327373.086723,665501.379107,,0.000000,,,,,-4.480000,,,,,,,-4.006096,-4.480000,,"",,,,,"D1 PROFILE",,,,,,
"64304600000270","Nodes","270",21.000000,31.096062,"DDS demands","Known Flow",327023.974142,665585.093321,,0.000000,,,,,,,,,-19.739999,,,-17.651861,-19.739999,,"",,,,,,,,,"I2 PROFILE",,
"64304600000138","Nodes","P10124066, Academy Lane, 39.14",24.000000,39.239125,"CSEP DDS Matched","Known Flow",328424.480523,665596.158324,,0.000000,,,,,,-39.140000,,,,,,-34.999686,-39.140000,,"",,,,,,"DC PROFILE",,,,,
"64304600880188","Nodes","-219870",21.000000,39.578697,"Default Known Flow Node","Known Flow",328463.329534,665535.213308,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64304600880180","Nodes","-219854",21.000000,32.154131,"Default Known Flow Node","Known Flow",328252.500032,665254.214634,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64304600001000","Nodes","1000",21.000000,32.019688,"Default Known Flow Node","Known Flow",328283.449043,665224.542268,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64304600000060","Nodes","60",21.000000,25.928350,"DDS demands","Known Flow",327555.906639,665542.631845,,0.000000,,,,,-17.320000,,,,,,,-15.487854,-17.320000,,"",,,,,"D1 PROFILE",,,,,,
"64304600880144","Nodes","-219776",21.000000,30.833510,"Default Known Flow Node","Known Flow",327026.617143,665591.332323,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64304600000397","Nodes","397",21.000000,30.629366,"Default Known Flow Node","Known Flow",327028.621143,665596.203324,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64304600000271","Nodes","271",21.000000,30.500629,"DDS demands","Known Flow",327030.374144,665600.447325,,0.000000,-74.260003,,,,,,,,-5.709999,,,-71.510607,-79.970002,,"","C1 PROFILE",,,,,,,,"I2 PROFILE",,
"64304600880210","Nodes","-54073",21.000000,74.989903,"Default Known Flow Node","Known Flow",327223.890196,666584.335593,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64304600000391","Nodes","Straiton Road RRI",21.000000,74.999996,"Default Known Pressure Node","Known Pressure",327223.891196,666585.590594,,499.999994,,,,,,,,,,,,11.714255,13.100000,,"",,,,,,,,,,,
"64304600880129","Nodes","-219760",21.000000,32.912957,"Default Known Flow Node","Known Flow",326942.105120,665373.208264,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64304600880131","Nodes","-219763",21.000000,31.709658,"Default Known Flow Node","Known Flow",326977.942904,665466.423917,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64304600880135","Nodes","-219767",21.000000,31.681532,"Default Known Flow Node","Known Flow",326979.354130,665470.208290,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64304600000134","Nodes","134",21.000000,33.403234,"Default Known Flow Node","Known Flow",326918.492113,665248.578230,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64304600880096","Nodes","-144039",21.000000,33.051695,"Default Known Flow Node","Known Flow",326932.274673,665349.564842,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64304600880137","Nodes","-219769",21.000000,32.844241,"Default Known Flow Node","Known Flow",326986.107132,665254.706231,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64304600000269","Nodes","269",21.000000,33.923339,"DDS demands","Known Flow",326851.655095,665238.558227,,0.000000,,,-3.170000,,,,,,,,,-2.834670,-3.170000,,"",,,"C3  PROFILE",,,,,,,,
"64304600000410","Nodes","410",21.000000,33.534394,"Default Known Flow Node","Known Flow",326900.087108,665245.725229,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64304600880134","Nodes","-219766",21.000000,32.326426,"Default Known Flow Node","Known Flow",326979.230130,665406.708273,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64304600000252","Nodes","252",21.000000,31.600675,"Default Known Flow Node","Known Flow",326983.977131,665481.833293,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64304600880136","Nodes","-219768",21.000000,31.583922,"Default Known Flow Node","Known Flow",326980.107130,665483.583294,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64304600880140","Nodes","-219772",21.000000,31.585679,"Default Known Flow Node","Known Flow",326987.480132,665480.457293,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64304600880132","Nodes","-219764",21.000000,31.853888,"Default Known Flow Node","Known Flow",326978.556941,665457.982606,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64304600880130","Nodes","-219762",21.000000,31.771546,"Default Known Flow Node","Known Flow",326975.649016,665460.566101,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64304600880128","Nodes","-219759",21.000000,32.983945,"Default Known Flow Node","Known Flow",326939.980119,665368.208262,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64304600880127","Nodes","-219758",21.000000,32.912957,"Default Known Flow Node","Known Flow",326933.728117,665377.334265,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64304600880133","Nodes","-219765",21.000000,31.583922,"Default Known Flow Node","Known Flow",326978.730130,665480.083293,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64304600880139","Nodes","-219771",21.000000,32.888526,"Default Known Flow Node","Known Flow",326986.730132,665283.583239,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64304600880138","Nodes","-219770",21.000000,31.585679,"Default Known Flow Node","Known Flow",326986.355132,665477.583292,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64304600000411","Nodes","411",21.000000,33.534394,"Default Known Flow Node","Known Flow",326964.480126,665198.583216,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64304600880095","Nodes","-144038",21.000000,33.095974,"Default Known Flow Node","Known Flow",326922.831114,665353.266258,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64304600000355","Nodes","355",21.000000,31.853752,"Default Known Flow Node","Known Flow",327071.855155,665405.958273,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64304600000352","Nodes","352",21.000000,31.437958,"DDS demands","Known Flow",327032.980144,665442.833283,,0.000000,-5.300000,,,,,,,,,,,-4.739355,-5.300000,,"","C1 PROFILE",,,,,,,,,,
"64304600000351","Nodes","351",21.000000,31.536120,"DDS demands","Known Flow",327002.605136,665460.332287,,0.000000,,,,-4.500000,,,,,,,,-4.023980,-4.500000,,"",,,,"C4 PROFILE",,,,,,,
"64304600000353","Nodes","353",21.000000,30.456897,"DDS demands","Known Flow",327126.605170,665402.833272,,0.000000,-27.200000,,,,,,,,-9.600000,,,-32.907219,-36.800002,,"","C1 PROFILE",,,,,,,,"I2 PROFILE",,
"64304600000398","Nodes","398",21.000000,30.278423,"Default Known Flow Node","Known Flow",327165.355180,665426.333278,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64304600000073","Nodes","73",21.000000,31.204699,"DDS demands","Known Flow",327201.053190,665280.031238,,0.000000,-15.999999,,,,-13.189999,,,,,,,-26.102220,-29.189999,,"","C1 PROFILE",,,,"D1 PROFILE",,,,,,
"64304600000072","Nodes","72",21.000000,30.987497,"DDS demands","Known Flow",327271.272209,665302.470244,,0.000000,,,,,-6.150000,,,,,,,-5.499440,-6.150000,,"",,,,,"D1 PROFILE",,,,,,
"64304600000345","Nodes","345",21.000000,30.273625,"DDS demands","Known Flow",327236.230200,665313.833247,,0.000000,,,,,-0.620000,,,,,,,-0.554415,-0.620000,,"",,,,,"D1 PROFILE",,,,,,
"64304600000344","Nodes","344",21.000000,30.274414,"DDS demands","Known Flow",327263.685207,665323.561250,,0.000000,,,,,-5.870000,,,,,,,-5.249059,-5.870000,,"",,,,,"D1 PROFILE",,,,,,
"64304600000340","Nodes","340",21.000000,30.156362,"DDS demands","Known Flow",327329.549225,665401.648271,,0.000000,,,,-8.830000,-7.369999,,,,,,,-14.486329,-16.200000,,"",,,,"C4 PROFILE","D1 PROFILE",,,,,,
"64304600880150","Nodes","-219791",21.000000,30.851893,"Default Known Flow Node","Known Flow",327362.800234,665332.413253,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64304600000306","Nodes","306",21.000000,30.122076,"DDS demands","Known Flow",327295.295216,665412.027274,,0.000000,,,,,-3.110000,,,,,,,-2.781017,-3.110000,,"",,,,,"D1 PROFILE",,,,,,
"64304600880147","Nodes","-219787",21.000000,30.150600,"Default Known Flow Node","Known Flow",327323.529776,665401.805547,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64304600000337","Nodes","337",21.000000,27.142409,"DDS demands","Known Flow",327261.725636,665492.473958,,0.000000,,,,,-1.330000,,,,,,,-1.189309,-1.330000,,"",,,,,"D1 PROFILE",,,,,,
"64304600880213","Nodes","-769074",21.000000,27.821016,"Default Known Flow Node","Known Flow",327277.855211,665478.708292,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64304600000417","Nodes","417",21.000000,29.422754,"DDS demands","Known Flow",327406.105246,665274.958237,,0.000000,,,,,-2.030000,,,,,,,-1.815262,-2.030000,,"",,,,,"D1 PROFILE",,,,,,
"64304600000364","Nodes","364",21.000000,29.431489,"DDS demands","Known Flow",327419.969250,665248.333230,,0.000000,,,,,-5.500000,,,,,,,-4.918198,-5.500000,,"",,,,,"D1 PROFILE",,,,,,
"64304600000350","Nodes","350",21.000000,31.432905,"DDS demands","Known Flow",327037.851146,665461.835288,,0.000000,,,,,,,,,-6.000000,,,-5.365307,-6.000000,,"",,,,,,,,,"I2 PROFILE",,
"64304600000349","Nodes","349",21.000000,31.388524,"Default Known Flow Node","Known Flow",327044.480147,665475.958292,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64304600000347","Nodes","347",21.000000,31.536120,"Default Known Flow Node","Known Flow",327008.854138,665474.457291,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64304600000348","Nodes","348",21.000000,31.536120,"Default Known Flow Node","Known Flow",327014.230139,665486.708295,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64304600000074","Nodes","74",21.000000,30.585843,"DDS demands","Known Flow",327191.856188,665336.331254,,0.000000,,,,,-8.669999,,,,,,,-7.752868,-8.669999,,"",,,,,"D1 PROFILE",,,,,,
"64304600000305","Nodes","305",21.000000,30.259759,"DDS demands","Known Flow",327313.007221,665337.370254,,0.000000,,,,,-4.019999,,,,,,,-3.594755,-4.019999,,"",,,,,"D1 PROFILE",,,,,,
"64304600000339","Nodes","339",21.000000,28.236190,"DDS demands","Known Flow",327297.275216,665463.134288,,0.000000,,,,,-3.280000,,,,,,,-2.933034,-3.280000,,"",,,,,"D1 PROFILE",,,,,,
"64304600880149","Nodes","-219790",21.000000,30.148213,"Default Known Flow Node","Known Flow",327328.450225,665403.694272,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64304600000343","Nodes","343",21.000000,26.987044,"DDS demands","Known Flow",327321.855223,665478.208292,,0.000000,,,,,-5.110000,,,,,,,-4.569453,-5.110000,,"",,,,,"D1 PROFILE",,,,,,
"64304600000354","Nodes","354",21.000000,28.811094,"DDS demands","Known Flow",327183.856185,665415.833275,,0.000000,,,,,,,,,-6.489999,,,-5.803474,-6.489999,,"",,,,,,,,,"I2 PROFILE",,
"64304600880148","Nodes","-219788",21.000000,30.150600,"Default Known Flow Node","Known Flow",327324.867224,665402.352272,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64304600880157","Nodes","-219804",21.000000,29.496246,"DDS demands","Known Flow",327599.730299,665300.833244,,0.000000,,,,,-7.620000,,,,,,,-6.813940,-7.620000,,"",,,,,"D1 PROFILE",,,,,,
"64304600000080","Nodes","80",21.000000,30.421443,"DDS demands","Known Flow",327591.557407,665401.011202,,0.000000,,,,,-9.189999,,,,,,,-8.217862,-9.189999,,"",,,,,"D1 PROFILE",,,,,,
"64304600000064","Nodes","64",21.000000,29.404152,"DDS demands","Known Flow",327573.714291,665472.741291,,0.000000,,,,,-3.370000,,,,,,,-3.013514,-3.370000,,"",,,,,"D1 PROFILE",,,,,,
"64304600880158","Nodes","-219808",21.000000,29.622879,"Default Known Flow Node","Known Flow",327661.383315,665311.836247,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64304600000082","Nodes","82",21.000000,29.626436,"DDS demands","Known Flow",327676.730320,665315.958248,,0.000000,,,,,-18.159999,,,,,,,-16.238996,-18.159999,,"",,,,,"D1 PROFILE",,,,,,
"64304600000424","Nodes","424",21.000000,32.758311,"DDS demands","Known Flow",327840.516364,665271.994236,,0.000000,,,,,-10.499999,,,,,,,-9.389287,-10.499999,,"",,,,,"D1 PROFILE",,,,,,
"64304600000425","Nodes","425",21.000000,33.462749,"DDS demands","Known Flow",327913.230384,665286.957240,,0.000000,,,,,-3.859999,,,,,,,-3.451680,-3.859999,,"",,,,,"D1 PROFILE",,,,,,
"64304600000363","Nodes","363",21.000000,30.597365,"DDS demands","Known Flow",327718.730331,665412.708274,,0.000000,,,,,-2.890000,,,,,,,-2.584289,-2.890000,,"",,,,,"D1 PROFILE",,,,,,
"64304600000103","Nodes","103",21.000000,30.788260,"DDS demands","Known Flow",327907.605382,665456.958286,,0.000000,-27.759999,,,-3.280000,-12.199999,,,,,,,-38.665980,-43.239999,,"","C1 PROFILE",,,"C4 PROFILE","D1 PROFILE",,,,,,
"64304600000081","Nodes","81",21.000000,29.961282,"DDS demands","Known Flow",327733.729335,665352.958258,,0.000000,,,,,-12.029999,,,,,,,-10.757440,-12.029999,,"",,,,,"D1 PROFILE",,,,,,
"64304600880160","Nodes","-219814",21.000000,29.947116,"Default Known Flow Node","Known Flow",327761.480343,665328.083251,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64304600880159","Nodes","-219810",21.000000,29.873708,"Default Known Flow Node","Known Flow",327718.732331,665328.457251,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64304600000413","Nodes","413",21.000000,29.368179,"DDS demands","Known Flow",327622.246305,665255.452232,,0.000000,,,,,-6.159999,,,,,,,-5.508382,-6.159999,,"",,,,,"D1 PROFILE",,,,,,
"64304600000414","Nodes","414",21.000000,29.330052,"DDS demands","Known Flow",327646.980311,665257.958232,,0.000000,,,,,-8.979999,,,,,,,-8.030076,-8.979999,,"",,,,,"D1 PROFILE",,,,,,
"64304600000416","Nodes","416",21.000000,29.837299,"DDS demands","Known Flow",327731.568334,665286.791240,,0.000000,,,,,-3.440000,,,,,,,-3.076109,-3.440000,,"",,,,,"D1 PROFILE",,,,,,
"64304600000415","Nodes","415",21.000000,29.884584,"DDS demands","Known Flow",327749.730339,665283.958239,,0.000000,,,,,-7.050000,,,,,,,-6.304236,-7.050000,,"",,,,,"D1 PROFILE",,,,,,
"64304600000092","Nodes","92",21.000000,33.675859,"DDS demands","Known Flow",327963.367398,665290.698241,,0.000000,,,,,-16.410000,,,,,,,-14.674116,-16.410000,,"",,,,,"D1 PROFILE",,,,,,
"64304600000093","Nodes","93",21.000000,32.704751,"DDS demands","Known Flow",328037.625418,665231.269225,,0.000000,,,,,-14.500000,,,,,,,-12.966160,-14.500000,,"",,,,,"D1 PROFILE",,,,,,
"64304600000097","Nodes","97",21.000000,33.875628,"DDS demands","Known Flow",328046.885420,665326.941251,,0.000000,,,,,-11.969999,,,,,,,-10.703788,-11.969999,,"",,,,,"D1 PROFILE",,,,,,
"64304600000323","Nodes","323",21.000000,34.213369,"DDS demands","Known Flow",328162.934452,665460.424287,,0.000000,,,,,-6.670000,,,,,,,-5.964433,-6.670000,,"",,,,,"D1 PROFILE",,,,,,
"64304600000322","Nodes","322",21.000000,34.216727,"DDS demands","Known Flow",328172.805454,665427.724278,,0.000000,,,,,-2.710000,,,,,,,-2.423330,-2.710000,,"",,,,,"D1 PROFILE",,,,,,
"64304600000357","Nodes","357",21.000000,33.338463,"DDS demands","Known Flow",328330.588497,665378.173265,,0.000000,,,,,-0.810000,,,,,,,-0.724316,-0.810000,,"",,,,,"D1 PROFILE",,,,,,
"64304600000358","Nodes","358",21.000000,33.370212,"Default Known Flow Node","Known Flow",328331.123498,665367.439262,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64304600880184","Nodes","-219859",21.000000,35.097134,"Default Known Flow Node","Known Flow",328287.207486,665496.314297,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64304600000262","Nodes","262",21.000000,36.419490,"DDS demands","Known Flow",328431.149525,665458.541287,,0.000000,,,,,-10.130000,,,,,,,-9.058427,-10.130000,,"",,,,,"D1 PROFILE",,,,,,
"64304600000261","Nodes","261",21.000000,36.894153,"DDS demands","Known Flow",328358.274505,665491.039296,,0.000000,,,,,-10.939999,,,,,,,-9.782743,-10.939999,,"",,,,,"D1 PROFILE",,,,,,
"64304600880179","Nodes","-219852",21.000000,34.206946,"Default Known Flow Node","Known Flow",328232.386471,665454.333286,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64304600000124","Nodes","124",21.000000,35.279912,"DDS demands","Known Flow",328288.863486,665497.675298,,0.000000,-6.000000,-0.970000,,,-6.130000,,,,,,,-11.714255,-13.100000,,"","C1 PROFILE","C2 PROFILE",,,"D1 PROFILE",,,,,,
"64304600000427","Nodes","427",21.000000,32.744961,"DDS demands","Known Flow",328309.950292,665328.303933,,0.000000,,,,,-6.249999,,,,,,,-5.588861,-6.249999,,"",,,,,"D1 PROFILE",,,,,,
"64304600880189","Nodes","-219874",21.000000,27.285220,"DDS demands","Known Flow",328486.056540,665027.956170,,0.000000,,,,,-4.990000,,,,,,,-4.462147,-4.990000,,"",,,,,"D1 PROFILE",,,,,,
"64304600000428","Nodes","428",21.000000,30.549636,"DDS demands","Known Flow",328469.442535,665092.169187,,0.000000,,,,,-5.249999,,,,,,,-4.694643,-5.249999,,"",,,,,"D1 PROFILE",,,,,,
"64304600880174","Nodes","-219840",21.000000,33.449204,"Default Known Flow Node","Known Flow",328081.926430,665398.540271,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64304600000098","Nodes","98",21.000000,34.003605,"DDS demands","Known Flow",328061.264712,665342.896239,,0.000000,,,,,-2.949999,,,,,,,-2.637942,-2.949999,,"",,,,,"D1 PROFILE",,,,,,
"64304600000101","Nodes","101",21.000000,34.167987,"DDS demands","Known Flow",328077.484429,665352.037258,,0.000000,,,,,-10.869999,,,,,,,-9.720147,-10.869999,,"",,,,,"D1 PROFILE",,,,,,
"64304600000095","Nodes","95",21.000000,32.706631,"DDS demands","Known Flow",328061.644424,665233.528226,,0.000000,,,,,-12.749999,,,,,,,-11.401277,-12.749999,,"",,,,,"D1 PROFILE",,,,,,
"64304600000096","Nodes","96",21.000000,32.632326,"DDS demands","Known Flow",328039.956418,665281.353239,,0.000000,,,,,-5.610000,,,,,,,-5.016562,-5.610000,,"",,,,,"D1 PROFILE",,,,,,
"64304600000094","Nodes","94",21.000000,32.447942,"DDS demands","Known Flow",328063.818425,665167.013208,,0.000000,,,,,-6.459999,,,,,,,-5.776647,-6.459999,,"",,,,,"D1 PROFILE",,,,,,
"64304600000146","Nodes","146",21.000000,32.899778,"DDS demands","Known Flow",328274.642482,665362.067261,,0.000000,,,,,-19.969998,,,,,,,-17.857530,-19.969998,,"",,,,,"D1 PROFILE",,,,,,
"64304600000360","Nodes","360",21.000000,33.366406,"DDS demands","Known Flow",328350.420503,665351.988258,,0.000000,,,,,-1.479999,,,,,,,-1.323442,-1.479999,,"",,,,,"D1 PROFILE",,,,,,
"64304600000359","Nodes","359",21.000000,33.358649,"DDS demands","Known Flow",328336.431499,665349.858257,,0.000000,,,,,-2.570000,,,,,,,-2.298140,-2.570000,,"",,,,,"D1 PROFILE",,,,,,
"64304600000127","Nodes","127",21.000000,33.266323,"DDS demands","Known Flow",328351.819503,665362.715261,,0.000000,,,,,-9.130000,,,,,,,-8.164209,-9.130000,,"",,,,,"D1 PROFILE",,,,,,
"64304600000329","Nodes","329",21.000000,32.888863,"DDS demands","Known Flow",328418.023521,665379.917265,,0.000000,,,,,-10.060000,,,,,,,-8.995832,-10.060000,,"",,,,,"D1 PROFILE",,,,,,
"64304600000128","Nodes","128",21.000000,32.448925,"DDS demands","Known Flow",328441.147269,665293.275963,,0.000000,-3.049999,,,,-8.939999,,,,,,,-10.721671,-11.989999,,"","C1 PROFILE",,,,"D1 PROFILE",,,,,,
"64304600880185","Nodes","-219860",21.000000,35.279912,"Default Known Flow Node","Known Flow",328291.964487,665499.564298,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64304600000100","Nodes","100",21.000000,33.398206,"DDS demands","Known Flow",328112.791438,665404.005272,,0.000000,,,,,-5.509999,,,,,,,-4.927140,-5.509999,,"",,,,,"D1 PROFILE",,,,,,
"64304600000426","Nodes","426",21.000000,31.342632,"DDS demands","Known Flow",328312.938493,665313.057247,,0.000000,,,,,-10.310000,,,,,,,-9.219387,-10.310000,,"",,,,,"D1 PROFILE",,,,,,
"64304600000133","Nodes","133",21.000000,29.875161,"DDS demands","Known Flow",328318.836494,665249.448230,,0.000000,,,,,-13.810000,,,,,,,-12.349149,-13.810000,,"",,,,,"D1 PROFILE",,,,,,
"64304600000251","Nodes","251",21.000000,30.540917,"Default Known Flow Node","Known Flow",328609.346573,665053.499177,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64304600000253","Nodes","253",21.000000,31.297182,"DDS demands","Known Flow",327000.479135,665529.459306,,0.000000,-6.139999,,,-6.910000,,,,,-23.159999,,,-32.379630,-36.209998,,"","C1 PROFILE",,,"C4 PROFILE",,,,,"I2 PROFILE",,
