"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(PL-AF)","NodeFlowByCategory(PL-DC)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(PL-AF)","NodeFlowProfileNameByCategory(PL-DC)"
"64306400001127","Nodes","-207789",21.000000,29.425339,"Default Known Flow Node","Known Flow",308687.475152,667189.833758,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64306400000136","Nodes","136",21.000000,32.372063,"DDS demands","Known Flow",308699.225156,667246.083773,,0.000000,,,,,-6.199999,,,,-5.544150,-6.199999,,"",,,,,"D1 PROFILE",,,
"64306400001130","Nodes","-207792",21.000000,32.290163,"Default Known Flow Node","Known Flow",308693.225154,667242.208772,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64306400000133","Nodes","133",21.000000,36.164063,"DDS demands","Known Flow",308848.725196,667089.208731,,0.000000,,,,,-18.870000,,,,-16.873891,-18.870000,,"",,,,,"D1 PROFILE",,,
"64306400000131","Nodes","131",21.000000,38.699515,"DDS demands","Known Flow",308871.350202,667200.708761,,0.000000,,,,,-9.540000,,,,-8.530839,-9.540000,,"",,,,,"D1 PROFILE",,,
"64306400000130","Nodes","130",21.000000,39.891737,"DDS demands","Known Flow",308930.475218,667223.833767,,0.000000,,,,,-8.579999,,,,-7.672389,-8.579999,,"",,,,,"D1 PROFILE",,,
"64306400000389","Nodes","389",21.000000,37.367780,"DDS demands","Known Flow",308955.225225,667164.333751,,0.000000,,,,,-21.409999,,,,-19.145205,-21.409999,,"",,,,,"D1 PROFILE",,,
"64306400000125","Nodes","125",21.000000,41.941928,"DDS demands","Known Flow",308991.725235,667249.708774,,0.000000,,,,,-20.940001,,,,-18.724923,-20.940001,,"",,,,,"D1 PROFILE",,,
"64306400000251","Nodes","251",21.000000,47.754503,"DDS demands","Known Flow",308864.100200,667061.333723,,0.000000,,,,,-5.619999,,,,-5.025504,-5.619999,,"",,,,,"D1 PROFILE",,,
"64306400000240","Nodes","240",21.000000,48.896445,"DDS demands","Known Flow",308975.721426,667080.085484,,0.000000,,,,,-12.109999,,,,-10.828979,-12.109999,,"",,,,,"D1 PROFILE",,,
"64306400001143","Nodes","-207808",21.000000,48.889035,"Default Known Flow Node","Known Flow",308974.100230,667080.833728,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64306400001121","Nodes","-207781",21.000000,29.306356,"Default Known Flow Node","Known Flow",308639.225139,667167.833752,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64306400000139","Nodes","139",21.000000,29.250112,"DDS demands","Known Flow",308694.850154,667165.833751,,0.000000,,,,,-6.520000,,,,-5.830300,-6.520000,,"",,,,,"D1 PROFILE",,,
"64306400001126","Nodes","-207787",21.000000,29.425339,"Default Known Flow Node","Known Flow",308682.475151,667183.208756,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64306400000134","Nodes","134",21.000000,36.702383,"DDS demands","Known Flow",308880.975205,667156.833749,,0.000000,,,,,-11.289999,,,,-10.095719,-11.289999,,"",,,,,"D1 PROFILE",,,
"64306400001141","Nodes","-207806",21.000000,37.367780,"Default Known Flow Node","Known Flow",308961.850227,667148.333747,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64306400001084","Nodes","-206717",21.000000,44.024326,"Default Known Flow Node","Known Flow",309249.725305,667020.083712,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64306400000126","Nodes","126",21.000000,40.836587,"DDS demands","Known Flow",309033.100246,667263.333778,,0.000000,,,,,-12.210000,,,,-10.918401,-12.210000,,"",,,,,"D1 PROFILE",,,
"64306400001070","Nodes","-206694",21.000000,49.154778,"Default Known Flow Node","Known Flow",309033.850247,667151.208747,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64306400001074","Nodes","-206699",21.000000,40.188557,"Default Known Flow Node","Known Flow",309059.100253,667283.333783,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64306400000127","Nodes","127",21.000000,39.400768,"DDS demands","Known Flow",309099.600264,667286.833784,,0.000000,,,,,-15.189999,,,,-13.583169,-15.189999,,"",,,,,"D1 PROFILE",,,
"64306400000128","Nodes","128",21.000000,34.670118,"DDS demands","Known Flow",309160.100281,667233.333770,,0.000000,,,,,-27.209999,,,,-24.331667,-27.209999,,"",,,,,"D1 PROFILE",,,
"64306400000129","Nodes","129",21.000000,33.957954,"DDS demands","Known Flow",309059.725254,667220.333766,,0.000000,,,,,-11.029999,,,,-9.863223,-11.029999,,"",,,,,"D1 PROFILE",,,
"64306400000158","Nodes","158",21.000000,49.517421,"DDS demands","Known Flow",309100.850265,667169.958753,,0.000000,,,,,-8.430000,,,,-7.538257,-8.430000,,"",,,,,"D1 PROFILE",,,
"64306400000388","Nodes","388",21.000000,49.494444,"DDS demands","Known Flow",309188.850289,667122.333740,,0.000000,,,,,-15.359999,,,,-13.735186,-15.359999,,"",,,,,"D1 PROFILE",,,
"64306400001077","Nodes","-206702",21.000000,49.443465,"Default Known Flow Node","Known Flow",309113.100268,667139.958744,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64306400000160","Nodes","160",21.000000,49.378751,"DDS demands","Known Flow",309118.100269,667084.333729,,0.000000,,,,,-12.250000,,,,-10.954169,-12.250000,,"",,,,,"D1 PROFILE",,,
"64306400000161","Nodes","161",21.000000,49.166967,"DDS demands","Known Flow",309072.975257,667050.083720,,0.000000,,,,,-15.489999,,,,-13.851434,-15.489999,,"",,,,,"D1 PROFILE",,,
"64306400000162","Nodes","162",21.000000,49.094112,"DDS demands","Known Flow",309050.350251,667078.333728,,0.000000,,,,,-4.190000,,,,-3.746773,-4.190000,,"",,,,,"D1 PROFILE",,,
"64306400001076","Nodes","-206701",21.000000,49.166967,"Default Known Flow Node","Known Flow",309067.350256,667026.458714,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64306400000124","Nodes","124",21.000000,49.178564,"DDS demands","Known Flow",309036.850247,667153.083748,,0.000000,,,,,-10.609999,,,,-9.487651,-10.609999,,"",,,,,"D1 PROFILE",,,
"64306400001075","Nodes","-206700",21.000000,49.608773,"Default Known Flow Node","Known Flow",309065.225255,667160.333750,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64306400000159","Nodes","159",21.000000,49.481261,"DDS demands","Known Flow",309180.475286,667053.708721,,0.000000,,,,,-12.689999,,,,-11.347624,-12.689999,,"",,,,,"D1 PROFILE",,,
"64306400000384","Nodes","384",21.000000,49.461929,"DDS demands","Known Flow",309235.975302,667056.833722,,0.000000,,,,,-2.200000,,,,-1.967279,-2.200000,,"",,,,,"D1 PROFILE",,,
"64306400000349","Nodes","349",21.000000,48.790470,"DDS demands","Known Flow",309179.725286,667019.333712,,0.000000,,,,,-9.960000,,,,-8.906410,-9.960000,,"",,,,,"D1 PROFILE",,,
"64306400000163","Nodes","163",21.000000,49.012960,"DDS demands","Known Flow",309019.725243,667112.333737,,0.000000,,,,,-4.940000,,,,-4.417436,-4.940000,,"",,,,,"D1 PROFILE",,,
"64306400001072","Nodes","-206697",21.000000,40.188557,"Default Known Flow Node","Known Flow",309051.350251,667293.333786,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64306400001078","Nodes","-206705",21.000000,49.486356,"Default Known Flow Node","Known Flow",309135.350274,667144.083746,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64306400001081","Nodes","-206710",21.000000,49.471011,"Default Known Flow Node","Known Flow",309175.225285,667095.583732,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64306400001079","Nodes","-206706",21.000000,49.471011,"Default Known Flow Node","Known Flow",309143.975277,667091.958731,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64306400000387","Nodes","387",21.000000,48.764654,"DDS demands","Known Flow",309129.725273,667022.708712,,0.000000,,,,,-2.679999,,,,-2.396503,-2.679999,,"",,,,,"D1 PROFILE",,,
"64306400001082","Nodes","-206714",21.000000,49.494444,"Default Known Flow Node","Known Flow",309197.350291,667121.583739,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64306400001083","Nodes","-206716",21.000000,49.461929,"Default Known Flow Node","Known Flow",309242.475303,667046.458719,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64306400001085","Nodes","-206718",21.000000,49.461929,"Default Known Flow Node","Known Flow",309250.475306,667066.458724,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64306400000224","Nodes","224",21.000000,28.755021,"DDS demands","Known Flow",307312.349778,667739.208907,,0.000000,,,,,-6.409999,,,,-5.731936,-6.409999,,"",,,,,"D1 PROFILE",,,
"64306400000222","Nodes","222",21.000000,29.111670,"DDS demands","Known Flow",307380.974797,667691.333894,,0.000000,,,,,-16.450000,,,,-14.709884,-16.450000,,"",,,,,"D1 PROFILE",,,
"64306400000206","Nodes","206",21.000000,44.113710,"DDS demands","Known Flow",307452.352710,667507.095565,,0.000000,,,,,-29.649998,,,,-26.513560,-29.649998,,"",,,,,"D1 PROFILE",,,
"64306400001167","Nodes","-436",21.000000,47.748421,"Default Known Flow Node","Known Flow",307442.224813,667465.208833,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64306400000207","Nodes","207 - (C1 -3.31)",21.000000,38.657494,"DDS demands","Known Flow",307478.099823,667577.083863,,0.000000,-3.309999,,,-18.379999,-17.379999,,,,-34.937094,-39.069998,,"","C1 PROFILE",,,"C4 PROFILE","D1 PROFILE",,,
"64306400000217","Nodes","217",21.000000,29.528878,"DDS demands","Known Flow",307369.254766,667585.466189,,0.000000,,,,,-4.380000,,,,-3.916674,-4.380000,,"",,,,,"D1 PROFILE",,,
"64306400001176","Nodes","-447",21.000000,29.467318,"Default Known Flow Node","Known Flow",307368.974794,667580.583864,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64306400000214","Nodes","214",21.000000,29.877614,"DDS demands","Known Flow",307373.599795,667608.583872,,0.000000,,,,,-4.709999,,,,-4.211766,-4.709999,,"",,,,,"D1 PROFILE",,,
"64306400000364","Nodes","364",21.000000,25.677180,"Default Known Flow Node","Known Flow",307322.599781,667621.583875,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64306400000212","Nodes","212",21.000000,36.747239,"DDS demands","Known Flow",307426.099809,667620.833875,,0.000000,,,,-6.959999,-6.619999,,,,-12.143478,-13.579999,,"",,,,"C4 PROFILE","D1 PROFILE",,,
"64306400001179","Nodes","-453",21.000000,36.917491,"Default Known Flow Node","Known Flow",307427.224809,667619.958875,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64306400000213","Nodes","213",21.000000,31.506204,"DDS demands","Known Flow",307380.474797,667633.708879,,0.000000,,,,,-1.940000,,,,-1.734782,-1.940000,,"",,,,,"D1 PROFILE",,,
"64306400000223","Nodes","223",21.000000,28.921983,"DDS demands","Known Flow",307454.224817,667707.458899,,0.000000,,,,,-6.320000,,,,-5.651457,-6.320000,,"",,,,,"D1 PROFILE",,,
"64306400001174","Nodes","-444",21.000000,27.129659,"Default Known Flow Node","Known Flow",307307.974777,667558.583858,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64306400000221","Nodes","221",21.000000,27.200449,"DDS demands","Known Flow",307285.349771,667497.833842,,0.000000,,,,,-3.670000,,,,-3.281779,-3.670000,,"",,,,,"D1 PROFILE",,,
"64306400000400","Nodes","400",21.000000,26.165449,"DDS demands","Known Flow",307351.974789,667512.833846,,0.000000,,,,,-19.420000,,,,-17.365711,-19.420000,,"",,,,,"D1 PROFILE",,,
"64306400001059","Nodes","-1462528",21.000000,26.165449,"Default Known Flow Node","Known Flow",307370.724794,667510.833845,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64306400001170","Nodes","-440",21.000000,26.774300,"Default Known Flow Node","Known Flow",307356.839869,667533.459959,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64306400001057","Nodes","-1462526",21.000000,26.774300,"Default Known Flow Node","Known Flow",307373.599795,667532.833851,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64306400001172","Nodes","-442",21.000000,27.356875,"Default Known Flow Node","Known Flow",307359.099791,667553.708857,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64306400001173","Nodes","-443",21.000000,27.768658,"Default Known Flow Node","Known Flow",307366.349793,667555.583857,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64306400001171","Nodes","-441",21.000000,27.759333,"Default Known Flow Node","Known Flow",307417.599807,667552.333857,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64306400000219","Nodes","219",21.000000,27.735609,"DDS demands","Known Flow",307418.099807,667529.583850,,0.000000,,,,,-3.849999,,,,-3.442738,-3.849999,,"",,,,,"D1 PROFILE",,,
"64306400000215","Nodes","215",21.000000,25.740622,"DDS demands","Known Flow",307328.724783,667645.958882,,0.000000,,,,,-4.249999,,,,-3.800425,-4.249999,,"",,,,,"D1 PROFILE",,,
"64306400001055","Nodes","-1462512",21.000000,25.740622,"Default Known Flow Node","Known Flow",307329.224783,667647.708883,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64306400000216","Nodes","216",21.000000,25.530209,"DDS demands","Known Flow",307292.474773,667696.583896,,0.000000,,,,,-2.570000,,,,-2.298140,-2.570000,,"",,,,,"D1 PROFILE",,,
"64306400000401","Nodes","401",21.000000,22.561776,"DDS demands","Known Flow",307284.724771,667603.583871,,0.000000,,-39.999997,,,,,,,-35.768714,-39.999997,,"",,"C2 PROFILE",,,,,,
"64306400000208","Nodes","208",21.000000,38.235792,"DDS demands","Known Flow",307515.849834,667602.083870,,0.000000,-0.019999,,,-6.619999,-8.260000,,,,-13.323847,-14.900000,,"","C1 PROFILE",,,"C4 PROFILE","D1 PROFILE",,,
"64306400000210","Nodes","210",21.000000,32.633053,"DDS demands","Known Flow",307539.849840,667686.208893,,0.000000,,,,,-8.830000,,,,-7.895944,-8.830000,,"",,,,,"D1 PROFILE",,,
"64306400001184","Nodes","-463",21.000000,32.906579,"Default Known Flow Node","Known Flow",307558.474845,667646.708882,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64306400000290","Nodes","290",21.000000,28.271087,"DDS demands","Known Flow",307634.724060,667634.201828,,0.000000,,,,,-0.820000,,,,-0.733258,-0.820000,,"",,,,,"D1 PROFILE",,,
"64306400001182","Nodes","-459",21.000000,28.233595,"Default Known Flow Node","Known Flow",307636.849866,667633.958879,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64306400001175","Nodes","-445",21.000000,27.365188,"Default Known Flow Node","Known Flow",307729.099892,667576.083863,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64306400000211","Nodes","211",21.000000,27.161580,"DDS demands","Known Flow",307666.854048,667687.470346,,0.000000,,,,,-6.469999,,,,-5.785589,-6.469999,,"",,,,,"D1 PROFILE",,,
"64306400000292","Nodes","292",21.000000,25.806934,"DDS demands","Known Flow",307678.724878,667787.583921,,0.000000,,,,,-13.650000,,,,-12.206074,-13.650000,,"",,,,,"D1 PROFILE",,,
"64306400000321","Nodes","321",21.000000,27.116445,"DDS demands","Known Flow",307726.096267,667512.964908,,0.000000,,,,,-2.599999,,,,-2.324966,-2.599999,,"",,,,,"D1 PROFILE",,,
"64306400000209","Nodes","209",21.000000,32.988712,"DDS demands","Known Flow",307545.599842,667632.333878,,0.000000,,,,-0.810000,-17.299999,,,,-16.194285,-18.109999,,"",,,,"C4 PROFILE","D1 PROFILE",,,
"64306400001181","Nodes","-456",21.000000,31.925730,"Default Known Flow Node","Known Flow",307563.599846,667624.833876,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64306400001183","Nodes","-461",21.000000,29.967162,"Default Known Flow Node","Known Flow",307602.599857,667635.083879,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64306400001185","Nodes","-464",21.000000,27.360230,"Default Known Flow Node","Known Flow",307659.224873,667685.083893,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64306400001186","Nodes","-465",21.000000,27.274229,"Default Known Flow Node","Known Flow",307660.849873,667689.708894,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64306400000293","Nodes","293",21.000000,27.360230,"Default Known Flow Node","Known Flow",307628.724864,667700.458897,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64306400001169","Nodes","-439",21.000000,27.117376,"Default Known Flow Node","Known Flow",307719.224889,667524.458849,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64306400000291","Nodes","291",21.000000,27.324417,"DDS demands","Known Flow",307735.849893,667574.958863,,0.000000,,,,,-10.729999,,,,-9.594957,-10.729999,,"",,,,,"D1 PROFILE",,,
"64306400000270","Nodes","270",21.000000,39.865456,"DDS demands","Known Flow",308473.350094,667436.708825,,0.000000,,,,-3.270000,-18.450001,,,,-19.422413,-21.720001,,"",,,,"C4 PROFILE","D1 PROFILE",,,
"64306400000260","Nodes","260",21.000000,46.723578,"DDS demands","Known Flow",308390.475071,667755.458912,,0.000000,-6.000000,,,,-2.809999,,,,-7.878059,-8.810000,,"","C1 PROFILE",,,,"D1 PROFILE",,,
"64306400001096","Nodes","-207743",21.000000,46.724852,"Default Known Flow Node","Known Flow",308394.100072,667752.833911,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64306400001102","Nodes","-207754",21.000000,45.562502,"Default Known Flow Node","Known Flow",308471.975094,667784.958920,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64306400001105","Nodes","-207758",21.000000,45.605460,"Default Known Flow Node","Known Flow",308484.100097,667792.958922,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64306400000283","Nodes","283",21.000000,44.070090,"DDS demands","Known Flow",308286.600043,667790.583921,,0.000000,,,,,-15.930000,,,,-14.244891,-15.930000,,"",,,,,"D1 PROFILE",,,
"64306400001091","Nodes","-207730",21.000000,44.063433,"Default Known Flow Node","Known Flow",308284.725043,667791.208922,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64306400000278","Nodes","278",21.000000,34.698014,"DDS demands","Known Flow",308449.850088,667943.208963,,0.000000,,,,,-11.920000,,,,-10.659077,-11.920000,,"",,,,,"D1 PROFILE",,,
"64306400001095","Nodes","-207741",21.000000,34.223810,"Default Known Flow Node","Known Flow",308377.350068,667918.958956,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64306400000261","Nodes","261",21.000000,45.619346,"DDS demands","Known Flow",308480.962465,667797.352699,,0.000000,,,,,-5.449999,,,,-4.873487,-5.449999,,"",,,,,"D1 PROFILE",,,
"64306400000259","Nodes","259",21.000000,47.586975,"DDS demands","Known Flow",308412.725078,667689.583894,,0.000000,,,,,-20.909998,,,,-18.698094,-20.909998,,"",,,,,"D1 PROFILE",,,
"64306400001097","Nodes","-207744",21.000000,47.060512,"Default Known Flow Node","Known Flow",308402.583177,667725.327068,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64306400000276","Nodes","276",21.000000,43.545566,"DDS demands","Known Flow",308340.600058,667838.208934,,0.000000,,,,,-7.739999,,,,-6.921246,-7.739999,,"",,,,,"D1 PROFILE",,,
"64306400000277","Nodes","277",21.000000,34.094331,"DDS demands","Known Flow",308389.100071,667869.708943,,0.000000,,,,,-7.639999,,,,-6.831824,-7.639999,,"",,,,,"D1 PROFILE",,,
"64306400000399","Nodes","399",21.000000,34.127820,"DDS demands","Known Flow",308340.475058,667900.833951,,0.000000,,,,,-4.289999,,,,-3.836194,-4.289999,,"",,,,,"D1 PROFILE",,,
"64306400001098","Nodes","-207746",21.000000,47.060512,"Default Known Flow Node","Known Flow",308410.475077,667732.083906,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64306400001103","Nodes","-207755",21.000000,36.416289,"Default Known Flow Node","Known Flow",308473.975094,667890.083949,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64306400000398","Nodes","398",21.000000,36.371297,"DDS demands","Known Flow",308442.350086,667870.458943,,0.000000,,,,,-7.949999,,,,-7.109032,-7.949999,,"",,,,,"D1 PROFILE",,,
"64306400000012","Nodes","12",21.000000,25.818006,"DDS demands","Known Flow",308705.350157,667506.708844,,0.000000,,,,,-5.610000,,,,-5.016562,-5.610000,,"",,,,,"D1 PROFILE",,,
"64306400000013","Nodes","13",21.000000,25.649025,"DDS demands","Known Flow",308780.600178,667528.583850,,0.000000,,,,,-8.939999,,,,-7.994307,-8.939999,,"",,,,,"D1 PROFILE",,,
"64306400000271","Nodes","271",21.000000,45.735331,"DDS demands","Known Flow",308532.725110,667521.083848,,0.000000,,,,,-15.149999,,,,-13.547400,-15.149999,,"",,,,,"D1 PROFILE",,,
"64306400001114","Nodes","-207770",21.000000,44.820096,"Default Known Flow Node","Known Flow",308536.884605,667838.538012,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64306400000272","Nodes","272",21.000000,45.525232,"DDS demands","Known Flow",308509.475104,667811.083927,,0.000000,,,,,-6.599999,,,,-5.901837,-6.599999,,"",,,,,"D1 PROFILE",,,
"64306400000372","Nodes","372",21.000000,24.083958,"DDS demands","Known Flow",308604.100130,667875.458945,,0.000000,,,-14.829999,,,,,,-13.261251,-14.829999,,"",,,"C3  PROFILE",,,,,
"64306400000181","Nodes","181",21.000000,24.451054,"DDS demands","Known Flow",308669.725147,667801.958925,,0.000000,,,,,-2.509999,,,,-2.244486,-2.509999,,"",,,,,"D1 PROFILE",,,
"64306400000023","Nodes","23",21.000000,25.128405,"DDS demands","Known Flow",308752.975170,667730.833905,,0.000000,,,,,-15.060000,,,,-13.466921,-15.060000,,"",,,,,"D1 PROFILE",,,
"64306400000024","Nodes",,21.000000,25.123272,"DDS demands","Known Flow",308779.925177,667729.083905,,0.000000,,,,,-9.659999,,,,-8.638144,-9.659999,,"",,,,,"D1 PROFILE",,,
"64306400001115","Nodes","-207771",21.000000,44.701558,"Default Known Flow Node","Known Flow",308541.100112,667835.333934,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64306400001116","Nodes","-207772",21.000000,44.701558,"Default Known Flow Node","Known Flow",308548.725115,667841.333935,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64306400001131","Nodes","-207793",21.000000,25.137054,"Default Known Flow Node","Known Flow",308696.100155,667714.583901,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64306400000021","Nodes","21",21.000000,25.197426,"DDS demands","Known Flow",308696.600155,667678.833891,,0.000000,,,,,-21.110000,,,,-18.876939,-21.110000,,"",,,,,"D1 PROFILE",,,
"64306400001133","Nodes","-207796",21.000000,25.194161,"Default Known Flow Node","Known Flow",308709.100158,667684.958893,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64306400000262","Nodes","262",21.000000,44.715367,"DDS demands","Known Flow",308545.100114,667844.708936,,0.000000,-7.389999,,,,-4.670000,,,,-10.784268,-12.059999,,"","C1 PROFILE",,,,"D1 PROFILE",,,
"64306400000263","Nodes","263",21.000000,44.547999,"DDS demands","Known Flow",308558.600117,667861.083941,,0.000000,,,,,-2.829999,,,,-2.530636,-2.829999,,"",,,,,"D1 PROFILE",,,
"64306400000284","Nodes","284",21.000000,38.444165,"DDS demands","Known Flow",308511.793689,667916.035903,,0.000000,,,,,-12.440000,,,,-11.124070,-12.440000,,"",,,,,"D1 PROFILE",,,
"64306400000286","Nodes","286",21.000000,44.273515,"DDS demands","Known Flow",308592.475126,667889.083948,,0.000000,,,,-3.670000,-7.949999,,,,-10.390811,-11.620000,,"",,,,"C4 PROFILE","D1 PROFILE",,,
"64306400001111","Nodes","-207765",21.000000,38.442957,"Default Known Flow Node","Known Flow",308510.475104,667917.583956,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64306400001193","Nodes","-912106",21.000000,44.091029,"DDS demands","Known Flow",308620.475134,667914.833955,,0.000000,,,,,-0.529999,,,,-0.473935,-0.529999,,"",,,,,"D1 PROFILE",,,
"64306400000287","Nodes","287",21.000000,44.273515,"Default Known Flow Node","Known Flow",308601.475129,667879.708946,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64306400001123","Nodes",,21.000000,24.451054,"Default Known Flow Node","Known Flow",308676.225149,667806.833926,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64306400000316","Nodes","Logger 9677, 6 Manse Court",21.000000,24.316175,"Default Known Flow Node","Known Flow",308702.225156,667813.333928,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64306400001129","Nodes","-207791",21.000000,24.626607,"Default Known Flow Node","Known Flow",308691.850154,667775.333917,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64306400000022","Nodes","22",21.000000,24.968945,"DDS demands","Known Flow",308696.039341,667729.969740,,0.000000,,,,,-8.729999,,,,-7.806521,-8.729999,,"",,,,,"D1 PROFILE",,,
"64306400000019","Nodes","19",21.000000,25.340995,"DDS demands","Known Flow",308623.975135,667651.833884,,0.000000,,,,,-5.700000,,,,-5.097042,-5.700000,,"",,,,,"D1 PROFILE",,,
"64306400000182","Nodes","182",21.000000,24.262098,"DDS demands","Known Flow",308714.975160,667820.583930,,0.000000,,,,,-8.039999,,,,-7.189511,-8.039999,,"",,,,,"D1 PROFILE",,,
"64306400001134","Nodes","-207797",21.000000,24.217550,"Default Known Flow Node","Known Flow",308722.600162,667826.083931,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64306400000025","Nodes","25",21.000000,25.127111,"DDS demands","Known Flow",308723.600162,667765.583915,,0.000000,,,,,-8.449999,,,,-7.556141,-8.449999,,"",,,,,"D1 PROFILE",,,
"64306400000274","Nodes","274",21.000000,39.774909,"DDS demands","Known Flow",308771.479951,667984.845324,,0.000000,,,,,-3.069999,,,,-2.745248,-3.069999,,"",,,,,"D1 PROFILE",,,
"64306400001135","Nodes","-207798",21.000000,39.774909,"Default Known Flow Node","Known Flow",308769.725175,667984.583974,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64306400000020","Nodes","20",21.000000,24.908152,"DDS demands","Known Flow",308632.600137,667707.583899,,0.000000,,-64.999999,,,-6.690000,,,,-64.106480,-71.689997,,"",,"C2 PROFILE",,,"D1 PROFILE",,,
"64306400000017","Nodes","17",21.000000,25.356650,"DDS demands","Known Flow",308613.475132,667639.833880,,0.000000,,,,,-13.959999,,,,-12.483281,-13.959999,,"",,,,,"D1 PROFILE",,,
