"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C4)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(DH)","NodeFlowByCategory(PL-AF)","NodeFlowByCategory(PL-PL)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(DH)","NodeFlowProfileNameByCategory(PL-AF)","NodeFlowProfileNameByCategory(PL-PL)"
"64404500007432","Nodes","7432,",21.000000,39.192633,"Default Known Flow Node","Known Flow",272629.012375,668136.284813,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64404500007437","Nodes","7437,",21.000000,42.219494,"Default Known Flow Node","Known Flow",272702.930764,668289.284229,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64404500007435","Nodes","7435,",21.000000,42.299524,"Default Known Flow Node","Known Flow",272695.406060,668266.816759,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64404500007411","Nodes","7411,",21.000000,21.994504,"Default Known Flow Node","Known Flow",271418.263011,668863.724213,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64404500007415","Nodes","7415,",21.000000,21.822599,"DDS demands","Known Flow",271442.370018,668879.956218,,0.000000,,,-0.519999,-10.130000,,,,,-9.523421,-10.650000,,"",,,"C4 PROFILE","D1 PROFILE",,,,
"64404500007409","Nodes","7409,",21.000000,22.006952,"Default Known Flow Node","Known Flow",271422.672012,668857.722212,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64404500001006","Nodes","1006,",21.000000,35.923795,"Default Known Flow Node","Known Flow",272341.281723,668542.202676,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64404500007417","Nodes","7417,",21.000000,21.983141,"Default Known Flow Node","Known Flow",271397.728005,668891.654221,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64404500007414","Nodes","7414,",21.000000,21.987939,"Default Known Flow Node","Known Flow",271406.398297,668879.861612,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64404500007386","Nodes","7386,",21.000000,21.822599,"Default Known Flow Node","Known Flow",271405.240008,668931.000232,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64404500007422","Nodes","7422,",21.000000,21.974336,"Default Known Flow Node","Known Flow",271375.243999,668921.843229,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64404500007423","Nodes","7423,",21.000000,21.885156,"Default Known Flow Node","Known Flow",271370.416998,668927.401231,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64404500007385","Nodes","7385,",21.000000,21.974336,"Default Known Flow Node","Known Flow",271347.285992,668902.180224,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64404500007439","Nodes","7439,",21.000000,28.047626,"Default Known Flow Node","Known Flow",271755.614103,668496.285113,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64404500007420","Nodes","7420,",21.000000,21.974336,"Default Known Flow Node","Known Flow",271385.850002,668907.634225,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64404500007419","Nodes","7419,",21.000000,21.974336,"Default Known Flow Node","Known Flow",271374.923999,668899.395223,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64404500007418","Nodes","7418,",21.000000,21.974336,"DDS demands","Known Flow",271395.725005,668894.404222,,0.000000,,,,-6.540000,,,,,-5.848185,-6.540000,,"",,,,"D1 PROFILE",,,,
"64404500007416","Nodes","7416,",21.000000,21.974336,"Default Known Flow Node","Known Flow",271384.377002,668886.177220,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64404500007412","Nodes","7412,",21.000000,21.987939,"Default Known Flow Node","Known Flow",271394.707005,668871.700216,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64404500007406","Nodes","7406,",21.000000,28.047626,"Default Known Flow Node","Known Flow",271751.090102,668488.423111,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64404500007453","Nodes","7453,",21.000000,34.531066,"Default Known Flow Node","Known Flow",272149.847210,668650.067155,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64404500007446","Nodes","7446,",21.000000,23.263954,"Default Known Flow Node","Known Flow",271487.032284,668735.607403,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64404500000139","Nodes","Low Point, Gayne Drive, ID: 6484",21.000000,21.311935,"Low Point","Known Flow",271192.193307,668794.484171,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64404500007006","Nodes","7006,",21.000000,23.911400,"Default Known Flow Node","Known Flow",271377.488000,668578.676136,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64404500007007","Nodes","7007,",21.000000,27.759907,"Default Known Flow Node","Known Flow",271712.741091,668521.562120,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64404500007011","Nodes","7011,",21.000000,20.760357,"Default Known Flow Node","Known Flow",271118.991930,668782.391191,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64404500007190","Nodes","7190,",21.000000,20.760357,"Default Known Flow Node","Known Flow",271102.632925,668765.848187,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64404500007016","Nodes","7016,",21.000000,21.489751,"Default Known Flow Node","Known Flow",271238.063962,668815.469200,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64404500007017","Nodes","7017,",21.000000,21.847732,"Default Known Flow Node","Known Flow",271331.927988,668830.947205,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64404500007018","Nodes","7018,",21.000000,21.803136,"Default Known Flow Node","Known Flow",271312.639982,668815.990200,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64404500007020","Nodes","7020,",21.000000,21.978411,"Default Known Flow Node","Known Flow",271373.479999,668747.451182,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64404500007021","Nodes","7021,",21.000000,21.954906,"Default Known Flow Node","Known Flow",271366.955997,668793.523194,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64404500007022","Nodes","7022,",21.000000,21.954906,"Default Known Flow Node","Known Flow",271376.461000,668800.729196,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64404500007023","Nodes","7023,",21.000000,21.898621,"Default Known Flow Node","Known Flow",271379.214000,668726.564176,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64404500007024","Nodes","7024,",21.000000,22.061398,"Default Known Flow Node","Known Flow",271384.216002,668644.504154,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64404500007025","Nodes","7025,",21.000000,22.361246,"Default Known Flow Node","Known Flow",271392.042004,668648.763155,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64404500007031","Nodes","7031,",21.000000,22.438408,"Default Known Flow Node","Known Flow",271450.255020,668708.559171,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64404500007036","Nodes","7036,",21.000000,25.172727,"Default Known Flow Node","Known Flow",271505.608035,668609.497144,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64404500007180","Nodes","7180,",21.000000,25.172727,"Default Known Flow Node","Known Flow",271506.878792,668610.227432,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64404500007038","Nodes","7038,",21.000000,25.480873,"Default Known Flow Node","Known Flow",271559.856050,668656.808157,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64404500007041","Nodes","7041,",21.000000,22.747246,"Default Known Flow Node","Known Flow",271677.970082,669020.888256,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64404500007042","Nodes","7042,",21.000000,22.309387,"Default Known Flow Node","Known Flow",271448.333019,669014.237254,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64404500007046","Nodes","7046,",21.000000,21.809925,"Default Known Flow Node","Known Flow",271572.591053,669057.718266,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64404500007048","Nodes","7048,",21.000000,21.160839,"DDS demands","Known Flow",271199.167951,668701.298169,,0.000000,,,,,,-6.199999,,,-5.544150,-6.199999,,"",,,,,,"DH PROFILE",,
"64404500007049","Nodes","7049,",21.000000,20.760357,"Default Known Flow Node","Known Flow",271118.775930,668785.748192,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64404500007050","Nodes","7050,",21.000000,22.087268,"Default Known Flow Node","Known Flow",271216.068956,668597.191141,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64404500007052","Nodes","7052,",21.000000,21.998352,"Default Known Flow Node","Known Flow",271160.391941,668584.401137,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64404500007057","Nodes","7057,",21.000000,21.701979,"Default Known Flow Node","Known Flow",271336.414989,668673.520162,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64404500007058","Nodes","7058,",21.000000,21.701979,"Default Known Flow Node","Known Flow",271343.685991,668672.485161,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64404500007059","Nodes","7059,",21.000000,22.352427,"Default Known Flow Node","Known Flow",271358.305995,668667.863160,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64404500007103","Nodes","7103,",21.000000,22.366128,"Default Known Flow Node","Known Flow",271373.303999,668667.640160,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64404500007063","Nodes","7063,",21.000000,22.564334,"Default Known Flow Node","Known Flow",271381.221001,668675.520162,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64404500007064","Nodes","7064,",21.000000,22.564334,"Default Known Flow Node","Known Flow",271391.863004,668675.515162,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64404500007069","Nodes","7069,",21.000000,22.496298,"Default Known Flow Node","Known Flow",271409.747009,668722.441175,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64404500007071","Nodes","7071,",21.000000,24.236948,"Default Known Flow Node","Known Flow",271428.149014,668624.076148,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64404500007072","Nodes","7072,",21.000000,24.962618,"Default Known Flow Node","Known Flow",271438.633017,668593.989140,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64404500007075","Nodes","7075,",21.000000,23.866566,"Default Known Flow Node","Known Flow",271497.321033,668707.220171,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64404500007076","Nodes","7076,",21.000000,23.866566,"Default Known Flow Node","Known Flow",271499.598033,668708.318171,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64404500007078","Nodes","7078,",21.000000,21.441788,"DDS demands","Known Flow",271551.829047,668918.524228,,0.000000,,,,-9.350000,,,,,-8.360937,-9.350000,,"",,,,"D1 PROFILE",,,,
"64404500007113","Nodes","7113,",21.000000,21.974336,"Default Known Flow Node","Known Flow",271353.138993,668913.440227,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64404500007082","Nodes","7082,",21.000000,22.371335,"Default Known Flow Node","Known Flow",271461.688023,669024.949257,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64404500007131","Nodes","7131,",21.000000,22.827835,"Default Known Flow Node","Known Flow",271440.565772,669048.200056,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64404500007086","Nodes","7086,",21.000000,22.840404,"Default Known Flow Node","Known Flow",271459.698022,669057.200266,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64404500007087","Nodes","7087,",21.000000,22.481612,"DDS demands","Known Flow",271584.147056,669138.254288,,0.000000,,,,,,-15.810000,,,-14.137584,-15.810000,,"",,,,,,"DH PROFILE",,
"64404500007088","Nodes","7088,",21.000000,21.748968,"Default Known Flow Node","Known Flow",271562.459050,669120.427283,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64404500007160","Nodes","7160,",21.000000,21.570776,"Default Known Flow Node","Known Flow",271579.714569,669093.862217,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64404500007091","Nodes","7091,",21.000000,21.654513,"DDS demands","Known Flow",271605.618062,669012.133254,,0.000000,,,,-10.209999,,,,,-9.129964,-10.209999,,"",,,,"D1 PROFILE",,,,
"64404500007094","Nodes","7094,",21.000000,21.323187,"Default Known Flow Node","Known Flow",271196.424951,668784.860192,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64404500007096","Nodes","7096,",21.000000,22.063025,"Default Known Flow Node","Known Flow",271237.055962,668600.696142,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64404500007097","Nodes","7097,",21.000000,21.817282,"Default Known Flow Node","Known Flow",271335.551989,668853.822211,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64404500007098","Nodes","7098,",21.000000,21.814666,"Default Known Flow Node","Known Flow",271334.757988,668853.227211,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64404500007099","Nodes","7099,",21.000000,21.800342,"Default Known Flow Node","Known Flow",271319.914984,668872.585216,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64404500007101","Nodes","7101,",21.000000,22.352427,"Default Known Flow Node","Known Flow",271354.420994,668653.266156,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64404500007062","Nodes","7062,",21.000000,22.382998,"Default Known Flow Node","Known Flow",271391.770004,668667.838160,,0.000000,,,,0.000000,,,,,0.000000,0.000000,,"",,,,"D1 PROFILE",,,,
"64404500007102","Nodes","7102,",21.000000,22.366128,"Default Known Flow Node","Known Flow",271361.114995,668674.219162,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64404500007104","Nodes","7104,",21.000000,22.787167,"Default Known Flow Node","Known Flow",271399.736006,668679.913163,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64404500007077","Nodes","7077,",21.000000,25.327168,"Default Known Flow Node","Known Flow",271517.967038,668649.020155,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64404500007107","Nodes","7107,",21.000000,25.631744,"Default Known Flow Node","Known Flow",271518.573038,668636.320152,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64404500007168","Nodes","7168,",21.000000,25.631744,"Default Known Flow Node","Known Flow",271522.220985,668638.253238,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64404500007108","Nodes","7108,",21.000000,21.836777,"DDS demands","Known Flow",271561.022050,668824.703203,,0.000000,,,,-5.330000,,,,,-4.766181,-5.330000,,"",,,,"D1 PROFILE",,,,
"64404500007111","Nodes","7111,",21.000000,24.923897,"Default Known Flow Node","Known Flow",271543.279045,668688.763166,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64404500007114","Nodes","7114,",21.000000,21.974336,"Default Known Flow Node","Known Flow",271349.329992,668917.339228,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64404500007089","Nodes","7089,",21.000000,21.621872,"Default Known Flow Node","Known Flow",271595.285059,669069.891270,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64404500007095","Nodes","7095,",21.000000,21.292168,"Default Known Flow Node","Known Flow",271212.974955,668756.746184,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64404500007118","Nodes","7118,",21.000000,21.797607,"Default Known Flow Node","Known Flow",271318.482984,668874.863216,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64404500007120","Nodes","7120,",21.000000,21.869958,"Default Known Flow Node","Known Flow",271359.021995,668823.898203,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64404500007121","Nodes","7121,",21.000000,21.869958,"Default Known Flow Node","Known Flow",271348.251992,668816.036200,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64404500007122","Nodes","7122,",21.000000,22.275711,"Default Known Flow Node","Known Flow",271396.996005,668730.868177,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64404500007123","Nodes","7123,",21.000000,22.084483,"Default Known Flow Node","Known Flow",271397.089005,668779.347190,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64404500007174","Nodes","7174,",21.000000,21.906246,"Default Known Flow Node","Known Flow",271402.425201,668772.101145,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64404500007125","Nodes","7125,",21.000000,22.432260,"Default Known Flow Node","Known Flow",271470.883025,668718.547174,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64404500007129","Nodes","7129,",21.000000,21.802849,"DDS demands","Known Flow",271665.839078,668942.787235,,0.000000,,,,-9.079999,,,,,-8.119498,-9.079999,,"",,,,"D1 PROFILE",,,,
"64404500007083","Nodes","7083,",21.000000,22.783322,"Default Known Flow Node","Known Flow",271410.712009,669071.692270,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64404500007135","Nodes","7135,",21.000000,22.038587,"Default Known Flow Node","Known Flow",271652.171075,669010.118253,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64404500007159","Nodes","7159,",21.000000,22.621706,"Default Known Flow Node","Known Flow",271611.456011,669113.798757,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64404500007137","Nodes","7137,",21.000000,21.274085,"Default Known Flow Node","Known Flow",271181.872947,668834.586206,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64404500007140","Nodes","7140,",21.000000,22.454067,"Default Known Flow Node","Known Flow",271293.588977,668702.441170,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64404500007144","Nodes","7144,",21.000000,21.840809,"Default Known Flow Node","Known Flow",271323.448985,668808.918199,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64404500007145","Nodes","7145,",21.000000,21.840809,"Default Known Flow Node","Known Flow",271339.954990,668820.440202,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64404500007146","Nodes","7146,",21.000000,21.827219,"Default Known Flow Node","Known Flow",271341.469990,668848.254209,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64404500007100","Nodes","7100,",21.000000,21.825310,"Default Known Flow Node","Known Flow",271339.745990,668847.320209,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64404500007149","Nodes","7149,",21.000000,21.997676,"Default Known Flow Node","Known Flow",271381.646001,668795.185195,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64404500007150","Nodes","7150,",21.000000,21.997676,"Default Known Flow Node","Known Flow",271394.581005,668782.543191,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64404500007151","Nodes","7151,",21.000000,21.949580,"Default Known Flow Node","Known Flow",271365.075997,668793.319194,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64404500007153","Nodes","7153,",21.000000,22.454236,"Default Known Flow Node","Known Flow",271288.404976,668701.219169,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64404500007198","Nodes","7198,",21.000000,22.454236,"Default Known Flow Node","Known Flow",271299.604027,668697.859056,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64404500007029","Nodes","7029,",21.000000,22.186681,"Default Known Flow Node","Known Flow",271426.988013,668755.535184,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64404500007162","Nodes","7162,",21.000000,22.454236,"Default Known Flow Node","Known Flow",271277.402973,668684.065165,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64404500007163","Nodes","7163,",21.000000,22.591938,"Default Known Flow Node","Known Flow",271391.928004,668683.938165,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64404500007164","Nodes","7164,",21.000000,22.591938,"Default Known Flow Node","Known Flow",271405.081007,668683.837164,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64404500007181","Nodes","7181,",21.000000,25.417423,"Default Known Flow Node","Known Flow",271519.227477,668645.829932,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64404500007170","Nodes","7170,",21.000000,21.423393,"Default Known Flow Node","Known Flow",271322.797985,668728.148177,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64404500007147","Nodes","7147,",21.000000,21.828414,"Default Known Flow Node","Known Flow",271327.949986,668836.534206,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64404500007172","Nodes","7172,",21.000000,22.500165,"Default Known Flow Node","Known Flow",271392.789004,668706.006171,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64404500007173","Nodes","7173,",21.000000,21.906246,"Default Known Flow Node","Known Flow",271399.683006,668770.178188,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64404500007124","Nodes","7124,",21.000000,21.906246,"Default Known Flow Node","Known Flow",271408.905008,668763.302186,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64404500007175","Nodes","7175,",21.000000,22.633084,"Default Known Flow Node","Known Flow",271478.217027,668759.929185,,0.000000,,,,0.000000,,,,,0.000000,0.000000,,"",,,,"D1 PROFILE",,,,
"64404500007177","Nodes","7177,",21.000000,25.417423,"Default Known Flow Node","Known Flow",271502.387034,668639.053152,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64404500007178","Nodes","7178,",21.000000,25.417423,"Default Known Flow Node","Known Flow",271480.741028,668648.157155,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64404500007179","Nodes","7179,",21.000000,25.001575,"Default Known Flow Node","Known Flow",271446.763019,668580.411136,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64404500007183","Nodes","7183,",21.000000,21.661211,"Default Known Flow Node","Known Flow",271524.850040,668896.186222,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64404500007186","Nodes","7186,",21.000000,21.719479,"Default Known Flow Node","Known Flow",271635.389070,669034.744260,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64404500007189","Nodes","7189,",21.000000,20.760357,"Default Known Flow Node","Known Flow",271102.567468,668764.517378,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64404500007012","Nodes","7012,",21.000000,20.760357,"Default Known Flow Node","Known Flow",271101.760925,668763.716186,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64404500007014","Nodes","7014,",21.000000,21.045908,"Default Known Flow Node","Known Flow",271180.366946,668861.774213,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64404500007196","Nodes","7196,",21.000000,22.454074,"Default Known Flow Node","Known Flow",271297.594847,668701.425834,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64404500007141","Nodes","7141,",21.000000,22.454082,"Default Known Flow Node","Known Flow",271300.240979,668700.843169,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64404500007197","Nodes","7197,",21.000000,22.454074,"Default Known Flow Node","Known Flow",271299.821979,668707.974171,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64404500007079","Nodes","7079,",21.000000,21.562076,"Default Known Flow Node","Known Flow",271527.839041,668898.264223,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64404500007109","Nodes","7109,",21.000000,22.094918,"Default Known Flow Node","Known Flow",271552.422048,668896.967222,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64404500007188","Nodes","7188,",21.000000,22.139059,"Default Known Flow Node","Known Flow",271655.593076,669011.059254,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64404500007206","Nodes","7206,",21.000000,31.003756,"Default Known Flow Node","Known Flow",271831.489123,668490.042112,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64404500007207","Nodes","7207,",21.000000,31.003756,"Default Known Flow Node","Known Flow",271830.950123,668491.388112,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64404500007212","Nodes","7212,",21.000000,34.519978,"Default Known Flow Node","Known Flow",272155.438212,668557.158130,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64404500007217","Nodes","7217,",21.000000,31.737247,"Default Known Flow Node","Known Flow",271891.855140,668525.447121,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64404500007008","Nodes","7008,",21.000000,26.196117,"Default Known Flow Node","Known Flow",271578.953055,668601.563142,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64404500007218","Nodes","7218,",21.000000,31.780994,"Default Known Flow Node","Known Flow",271894.741141,668518.444119,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64404500007226","Nodes","7226,",21.000000,32.286002,"DDS demands","Known Flow",271950.975743,668544.505435,,0.000000,,,,,,-47.810002,,,-42.752559,-47.810002,,"",,,,,,"DH PROFILE",,
"64404500007257","Nodes","7257,",21.000000,32.920127,"Default Known Flow Node","Known Flow",272007.120171,668573.207134,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64404500007225","Nodes","7225,",21.000000,34.865122,"Default Known Flow Node","Known Flow",272175.283217,668592.094140,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64404500007229","Nodes","7229,",21.000000,35.625254,"Default Known Flow Node","Known Flow",272294.395249,668562.772132,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64404500007230","Nodes","7230,",21.000000,35.625254,"Default Known Flow Node","Known Flow",272292.594249,668558.901130,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64404500007231","Nodes","7231,",21.000000,35.560893,"Default Known Flow Node","Known Flow",272279.817245,668564.791132,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64404500007237","Nodes","7237,",21.000000,35.560893,"Default Known Flow Node","Known Flow",272282.538919,668563.524831,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64404500007010","Nodes","7010,",21.000000,27.843771,"Default Known Flow Node","Known Flow",271715.023092,668519.963120,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64404500007233","Nodes","7233,",21.000000,29.874918,"Default Known Flow Node","Known Flow",271805.067116,668484.295110,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64404500007235","Nodes","7235,",21.000000,29.945640,"Default Known Flow Node","Known Flow",271809.362117,668483.010110,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64404500007228","Nodes","7228,",21.000000,35.480789,"Default Known Flow Node","Known Flow",272274.547244,668570.201134,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
