"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C4)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(PL-AF)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(PL-AF)"
"64305700000104","Nodes","104",21.000000,74.530721,"Default Known Flow Node","Known Flow",311882.435022,674946.360869,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"64305700001003","Nodes","P10124365, NEW LISTON ROAD, 179.27SCMH",25.000000,25.779110,"CSEP DDS Matched","Known Flow",312386.032178,674126.231278,,0.000000,,,,,-104.999997,,-93.892876,-104.999997,,"",,,,,"DC PROFILE",
"64305700000021","Nodes","21",21.000000,28.208331,"DDS demands","Known Flow",312284.614131,674313.600696,,0.000000,,,,-4.829999,,,-4.319072,-4.829999,,"",,,,"D1 PROFILE",,
"64305710000023","Nodes","10000023",21.000000,28.117421,"Default Known Flow Node","Known Flow",312273.785128,674317.344697,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"64305700000200","Nodes","Logger 9674, Toddshill Road",21.000000,27.798371,"Val Log Cath","Known Flow",312221.831763,674304.561255,,0.000000,,,,-4.419999,,,-3.952443,-4.419999,,"",,,,"D1 PROFILE",,
"64305700000053","Nodes","53",21.000000,27.528185,"DDS demands","Known Flow",312184.396901,674320.208301,,0.000000,,,,-6.890000,,,-6.161161,-6.890000,,"",,,,"D1 PROFILE",,
"64305700000065","Nodes","65",21.000000,26.501175,"Default Known Flow Node","Known Flow",312387.969159,674186.814662,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"64305701462511","Nodes","1462511",21.000000,27.940164,"Default Known Flow Node","Known Flow",312382.720158,674256.200681,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"64305700000049","Nodes","49",21.000000,27.135275,"DDS demands","Known Flow",312213.923112,674486.895744,,0.000000,,,,-14.630000,,,-13.082408,-14.630000,,"",,,,"D1 PROFILE",,
"64305700000048","Nodes","48",21.000000,26.604260,"DDS demands","Known Flow",312137.200166,674468.846372,,0.000000,,,,-14.959999,,,-13.377499,-14.959999,,"",,,,"D1 PROFILE",,
"64305700000113","Nodes","113",21.000000,28.848682,"DDS demands","Known Flow",312280.959195,674453.973081,,0.000000,,,,-8.399999,,,-7.511430,-8.399999,,"",,,,"D1 PROFILE",,
"64305700000114","Nodes","114",21.000000,28.029726,"DDS demands","Known Flow",312388.430159,674473.608740,,0.000000,,,,-10.989999,,,-9.827454,-10.989999,,"",,,,"D1 PROFILE",,
"64305710000055","Nodes","10000055",21.000000,27.814301,"Default Known Flow Node","Known Flow",312420.033168,674462.921737,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"64305710000045","Nodes","10000045",21.000000,27.370712,"Default Known Flow Node","Known Flow",312445.403175,674448.423733,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"64305710000043","Nodes","10000043",21.000000,27.105918,"Default Known Flow Node","Known Flow",312424.444169,674432.525729,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"64305700000055","Nodes","55",21.000000,27.372900,"DDS demands","Known Flow",312377.232156,674261.375682,,0.000000,,,,-12.170000,,,-10.882632,-12.170000,,"",,,,"D1 PROFILE",,
"64305701462527","Nodes","1462527",21.000000,27.416525,"Default Known Flow Node","Known Flow",312372.876155,674270.253685,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"64305700000101","Nodes","101",21.000000,27.523223,"Default Known Flow Node","Known Flow",312387.997159,674266.820684,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"64305700000118","Nodes","118",21.000000,28.470287,"DDS demands","Known Flow",312271.742128,674352.137707,,0.000000,,,,-4.159999,,,-3.719946,-4.159999,,"",,,,"D1 PROFILE",,
"64305700000031","Nodes","31",21.000000,27.931690,"DDS demands","Known Flow",312304.511137,674352.295707,,0.000000,,,,-5.160000,,,-4.614164,-5.160000,,"",,,,"D1 PROFILE",,
"64305700000054","Nodes","54",21.000000,28.215949,"DDS demands","Known Flow",312282.967192,674317.072904,,0.000000,,,,-15.959999,,,-14.271717,-15.959999,,"",,,,"D1 PROFILE",,
"64305700000056","Nodes","56",21.000000,26.215907,"DDS demands","Known Flow",312108.496083,674466.774738,,0.000000,,,,-13.409999,,,-11.991461,-13.409999,,"",,,,"D1 PROFILE",,
"64305710000051","Nodes","10000051",21.000000,28.242875,"Default Known Flow Node","Known Flow",312351.332012,674453.940231,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
