"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C4)","NodeFlowByCategory(D1)","NodeFlowByCategory(PL-AF)","NodeFlowByCategory(PL-DC)","NodeThermalFlow","NodeResultFlow","NodeFlowByCategory(TT)","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(PL-AF)","NodeFlowProfileNameByCategory(PL-DC)","NodeFlowProfileNameByCategory(TT)"
"624042-164779","Nodes","-164779",21.000000,36.578351,"Default Known Flow Node","Known Flow",261605.500000,674413.750000,,0.000000,,,,,,0.000000,0.000000,,,"",,,,,,
"624042-550177","Nodes","-550177",21.000000,36.578351,"Default Known Flow Node","Known Flow",261607.125000,674411.750000,,0.000000,,,,,,0.000000,0.000000,,,"",,,,,,
"62404200000004","Nodes","4, ""WEST BALGROCHAN DG""",21.000000,38.000000,"Default Known Pressure Node","Known Pressure",261796.500000,674413.625000,,999998.967025,,,,,,189.279084,211.670004,,,"",,,,,,
"624042-173533","Nodes","-173533",21.000000,24.228788,"Default Known Flow Node","Known Flow",262122.500000,674026.875000,,0.000000,,,,,,0.000000,0.000000,,,"",,,,,,
"624042-551831","Nodes","-551831",21.000000,31.523267,"Default Known Flow Node","Known Flow",262341.375000,674000.625000,,0.000000,,,,,,0.000000,0.000000,,,"",,,,,,
"62404200000036","Nodes","36",21.000000,22.312956,"DDS demands","Known Flow",262034.250000,674434.375000,,0.000000,,,-11.854999,,,-10.600952,-11.854999,,,"",,,"D1 PROFILE",,,
"62404200000122","Nodes","122",21.000000,23.369720,"DDS demands","Known Flow",262125.375000,674365.125000,,0.000000,,,-22.745999,,,-20.339880,-22.745999,,,"",,,"D1 PROFILE",,,
"62404200000051","Nodes","51",21.000000,33.952539,"DDS demands","Known Flow",262120.375000,674205.125000,,0.000000,,,-1.378999,,,-1.233126,-1.378999,,,"",,,"D1 PROFILE",,,
"62404200000065","Nodes","65",21.000000,33.969662,"DDS demands","Known Flow",262053.875000,674268.375000,,0.000000,,,-8.904000,,,-7.962116,-8.904000,,,"",,,"D1 PROFILE",,,
"62404200000053","Nodes","53",21.000000,24.052593,"DDS demands","Known Flow",262127.500000,674025.875000,,0.000000,,,-14.218999,,,-12.714883,-14.218999,,,"",,,"D1 PROFILE",,,
"62404200000055","Nodes","55",21.000000,23.764552,"DDS demands","Known Flow",262190.750000,674004.625000,,0.000000,,,-9.522000,,,-8.514743,-9.522000,,,"",,,"D1 PROFILE",,,
"62404200000131","Nodes","131",21.000000,28.669042,"DDS demands","Known Flow",262292.375000,674060.375000,,0.000000,,,-12.036999,,,-10.763700,-12.036999,,,"",,,"D1 PROFILE",,,
"62404200000129","Nodes","129",21.000000,28.803707,"DDS demands","Known Flow",262291.000000,674072.750000,,0.000000,,,-0.476999,,,-0.426541,-0.476999,,,"",,,"D1 PROFILE",,,
"624042-173545","Nodes","-173545",21.000000,29.766300,"Default Known Flow Node","Known Flow",262377.375000,674076.875000,,0.000000,,,,,,0.000000,0.000000,,,"",,,,,,
"624042-173528","Nodes","-173528",21.000000,31.205055,"Default Known Flow Node","Known Flow",262365.000000,674008.375000,,0.000000,,,,,,0.000000,0.000000,,,"",,,,,,
"624042-173536","Nodes","-173536",21.000000,30.856964,"Default Known Flow Node","Known Flow",262373.750000,674030.250000,,0.000000,,,,,,0.000000,0.000000,,,"",,,,,,
"624042-173540","Nodes","-173540",21.000000,30.336516,"Default Known Flow Node","Known Flow",262378.250000,674050.625000,,0.000000,,,,,,0.000000,0.000000,,,"",,,,,,
"624042-551841","Nodes","-551841",21.000000,33.969662,"Default Known Flow Node","Known Flow",262053.625000,674269.000000,,0.000000,,,,,,0.000000,0.000000,,,"",,,,,,
"62404200000003","Nodes","3, ""SCHOOL ROAD DG""",21.000000,33.999999,"Default Known Pressure Node","Known Pressure",262026.125000,674267.000000,,999998.967025,,,,,,65.345856,73.075999,,,"",,,,,,
"624042-2597441","Nodes","-2597441",21.000000,23.226711,"Default Known Flow Node","Known Flow",262160.750000,674383.875000,,0.000000,,,,,,0.000000,0.000000,,,"",,,,,,
