"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(CC)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(CC)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)"
"64305800101081","Nodes","101081,",21.000000,26.514268,"Default Known Flow Node","Known Flow",346370.073406,679926.681224,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"64305810000026","Nodes","10000026,",21.000000,27.018620,"Default Known Flow Node","Known Flow",346031.771295,679712.608481,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"64305801000188","Nodes","1000188,",21.000000,27.702136,"Default Known Flow Node","Known Flow",346176.235353,679767.494180,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"64305800100026","Nodes","100026,",21.000000,26.981032,"Default Known Flow Node","Known Flow",346179.812354,679662.030152,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"64305800100188","Nodes","100188,",21.000000,27.041171,"Default Known Flow Node","Known Flow",346115.364951,679771.620800,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"64305800000010","Nodes","10,",21.000000,26.580757,"Default Known Flow Node","Known Flow",346207.735472,679586.443513,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"64305800000009","Nodes","9,",21.000000,26.574401,"Default Known Flow Node","Known Flow",346208.014635,679586.471430,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"64305810000225","Nodes","10000225,",21.000000,28.699358,"Default Known Flow Node","Known Flow",346493.176440,679708.447164,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"64305800000015","Nodes","15,",21.000000,26.145088,"Default Known Flow Node","Known Flow",346636.738167,679622.150905,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"64305800000004","Nodes","4,",21.000000,26.894699,"Default Known Flow Node","Known Flow",346185.271579,679645.843844,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"64305810001069","Nodes","10001069,",21.000000,26.597660,"Default Known Flow Node","Known Flow",346400.739415,679947.713229,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"643058-000001","Nodes",,21.000000,27.582128,"Default Known Flow Node","Known Flow",346165.117900,679768.616716,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
