"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(D1)","NodeFlowByCategory(PL-AF)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(PL-AF)"
"64306100000528","Nodes",,21.000000,30.372543,"DDS demands","Known Flow",344166.998807,676776.172366,,0.000000,,-11.220000,,-10.033124,-11.220000,,"",,"D1 PROFILE",
"64306100000530","Nodes",,21.000000,31.711166,"Default Known Flow Node","Known Flow",343863.842724,676438.106274,,0.000000,,,,0.000000,0.000000,,"",,,
"64306100000532","Nodes",,21.000000,29.819928,"DDS demands","Known Flow",343941.714745,676506.867293,,0.000000,,-13.669999,,-12.223958,-13.669999,,"",,"D1 PROFILE",
"64306100000538","Nodes",,21.000000,30.598092,"Default Known Flow Node","Known Flow",344277.145837,676552.798306,,0.000000,,,,0.000000,0.000000,,"",,,
"64306100000540","Nodes",,21.000000,29.160525,"Default Known Flow Node","Known Flow",344396.421869,676591.469316,,0.000000,,,,0.000000,0.000000,,"",,,
"64306100000533","Nodes",,21.000000,29.819928,"Default Known Flow Node","Known Flow",343935.395744,676512.629295,,0.000000,,,,0.000000,0.000000,,"",,,
"64306100000542","Nodes",,21.000000,29.776720,"Default Known Flow Node","Known Flow",343921.753740,676541.343303,,0.000000,,,,0.000000,0.000000,,"",,,
"64306100000543","Nodes",,21.000000,31.343073,"Default Known Flow Node","Known Flow",344190.876813,676524.188298,,0.000000,,,,0.000000,0.000000,,"",,,
"64306100000544","Nodes",,21.000000,30.417553,"DDS demands","Known Flow",344156.248804,676766.779364,,0.000000,,-12.319999,,-11.016764,-12.319999,,"",,"D1 PROFILE",
"64306100000545","Nodes",,21.000000,30.417553,"Default Known Flow Node","Known Flow",344149.241802,676774.135366,,0.000000,,,,0.000000,0.000000,,"",,,
"64306100000546","Nodes",,21.000000,31.221191,"Default Known Flow Node","Known Flow",344226.511823,676650.472332,,0.000000,,,,0.000000,0.000000,,"",,,
"64306100000541","Nodes",,21.000000,29.973335,"Default Known Flow Node","Known Flow",344323.913849,676560.860308,,0.000000,,,,0.000000,0.000000,,"",,,
"64306100000531","Nodes",,21.000000,31.929909,"Default Known Flow Node","Known Flow",343914.386738,676435.530274,,0.000000,,,,0.000000,0.000000,,"",,,
"64306100000529","Nodes",,21.000000,31.215964,"Default Known Flow Node","Known Flow",344235.316825,676536.165301,,0.000000,,,,0.000000,0.000000,,"",,,
"64306100000487","Nodes",,21.000000,31.425528,"Default Known Flow Node","Known Flow",344143.097800,676546.825304,,0.000000,,,,0.000000,0.000000,,"",,,
"64306100000555","Nodes",,21.000000,31.411718,"Default Known Flow Node","Known Flow",344149.433802,676551.719305,,0.000000,,,,0.000000,0.000000,,"",,,
"64306100000556","Nodes",,21.000000,31.144461,"Default Known Flow Node","Known Flow",344163.147806,676450.899278,,0.000000,,,,0.000000,0.000000,,"",,,
"64306100000557","Nodes",,21.000000,31.045401,"DDS demands","Known Flow",344166.635807,676448.880277,,0.000000,-24.440000,,,-21.854686,-24.440000,,"","C1 PROFILE",,
"64306100000535","Nodes",,21.000000,31.846856,"Default Known Flow Node","Known Flow",344134.992798,676444.027276,,0.000000,,,,0.000000,0.000000,,"",,,
"64306100000562","Nodes",,21.000000,28.556951,"Default Known Flow Node","Known Flow",344473.008890,676619.173324,,0.000000,,,,0.000000,0.000000,,"",,,
"64306100000564","Nodes",,21.000000,30.526145,"Default Known Flow Node","Known Flow",344386.369866,676767.771364,,0.000000,,,,0.000000,0.000000,,"",,,
"64306100000565","Nodes",,21.000000,28.677421,"Default Known Flow Node","Known Flow",344446.304883,676625.340325,,0.000000,,,,0.000000,0.000000,,"",,,
"64306100000547","Nodes",,21.000000,30.542516,"Default Known Flow Node","Known Flow",344393.892868,676751.983360,,0.000000,,,,0.000000,0.000000,,"",,,
"64306100000537","Nodes",,21.000000,28.300547,"Default Known Flow Node","Known Flow",344441.187881,676551.983305,,0.000000,,,,0.000000,0.000000,,"",,,
"64306100000554","Nodes",,21.000000,30.675891,"Default Known Flow Node","Known Flow",344008.121763,676576.204312,,0.000000,,,,0.000000,0.000000,,"",,,
"64306100000421","Nodes",,21.000000,24.486067,"Default Known Flow Node","Known Flow",343612.119656,675710.559077,,0.000000,,,,0.000000,0.000000,,"",,,
"64306100000449","Nodes",,21.000000,21.156294,"Default Known Flow Node","Known Flow",343513.123629,675928.797136,,0.000000,,,,0.000000,0.000000,,"",,,
"64306100000502","Nodes",,21.000000,28.595371,"Default Known Flow Node","Known Flow",343882.297729,676351.532251,,0.000000,,,,0.000000,0.000000,,"",,,
"64306100000492","Nodes",,21.000000,31.110027,"Default Known Flow Node","Known Flow",344274.597836,676096.861182,,0.000000,,,,0.000000,0.000000,,"",,,
"64306100000482","Nodes",,21.000000,25.272358,"DDS demands","Known Flow",343801.631707,675930.424136,,0.000000,,-9.119999,,-8.155266,-9.119999,,"",,"D1 PROFILE",
"64306100000551","Nodes",,21.000000,30.685076,"Default Known Flow Node","Known Flow",344007.601763,676579.234313,,0.000000,,,,0.000000,0.000000,,"",,,
"64306100000485","Nodes",,21.000000,33.330560,"Default Known Flow Node","Known Flow",344372.395863,676418.270269,,0.000000,,,,0.000000,0.000000,,"",,,
"64306100000570","Nodes",,21.000000,28.376767,"Default Known Flow Node","Known Flow",344480.548892,676570.709311,,0.000000,,,,0.000000,0.000000,,"",,,
"64306100000423","Nodes",,21.000000,33.561616,"Default Known Flow Node","Known Flow",343969.596131,676366.328043,,0.000000,,,,0.000000,0.000000,,"",,,
"64306100000402","Nodes",,21.000000,31.348455,"Default Known Flow Node","Known Flow",343938.863905,676504.284475,,0.000000,,,,0.000000,0.000000,,"",,,
"64306100000407","Nodes",,21.000000,29.819928,"Default Known Flow Node","Known Flow",343938.052067,676503.119665,,0.000000,,,,0.000000,0.000000,,"",,,
"64306100000445","Nodes",,21.000000,31.303009,"Default Known Flow Node","Known Flow",344175.098061,676615.269289,,0.000000,,,,0.000000,0.000000,,"",,,
"64306100000455","Nodes",,21.000000,31.303009,"Default Known Flow Node","Known Flow",344191.239264,676585.350628,,0.000000,,,,0.000000,0.000000,,"",,,
"64306100000165","Nodes","165",21.000000,26.793576,"DDS demands","Known Flow",343764.855697,675664.842064,,0.000000,,-2.750000,,-2.459099,-2.750000,,"",,"D1 PROFILE",
"64306100000081","Nodes","81",21.000000,26.777976,"DDS demands","Known Flow",343729.895688,675704.757075,,0.000000,,-8.760000,,-7.833349,-8.760000,,"",,"D1 PROFILE",
"64306100000160","Nodes","160",21.000000,24.513096,"DDS demands","Known Flow",343506.306627,675613.888050,,0.000000,,-20.700001,,-18.510311,-20.700001,,"",,"D1 PROFILE",
"64306100000154","Nodes","154",21.000000,24.438848,"DDS demands","Known Flow",343336.834581,675748.406087,,0.000000,,-7.600000,,-6.796056,-7.600000,,"",,"D1 PROFILE",
"64306100000159","Nodes","159",21.000000,24.431198,"DDS demands","Known Flow",343498.677625,675755.539089,,0.000000,,-20.360000,,-18.206278,-20.360000,,"",,"D1 PROFILE",
"64306100000052","Nodes","52",21.000000,24.549904,"DDS demands","Known Flow",343468.131617,675820.149106,,0.000000,,-16.940001,,-15.148052,-16.940001,,"",,"D1 PROFILE",
"64306100000213","Nodes","213",21.000000,25.763188,"DDS demands","Known Flow",343265.625561,675964.498146,,0.000000,,-5.630000,,-5.034446,-5.630000,,"",,"D1 PROFILE",
"64306100000057","Nodes","57",21.000000,25.385557,"DDS demands","Known Flow",343707.157682,676098.761182,,0.000000,,-19.209998,,-17.177924,-19.209998,,"",,"D1 PROFILE",
"64306100000149","Nodes","149",21.000000,24.128565,"DDS demands","Known Flow",343296.550570,675879.947123,,0.000000,,-5.130000,,-4.587338,-5.130000,,"",,"D1 PROFILE",
"64306100000056","Nodes","56",21.000000,25.259604,"DDS demands","Known Flow",343637.495663,676020.355161,,0.000000,,-9.569999,,-8.557664,-9.569999,,"",,"D1 PROFILE",
"64306100000025","Nodes","25",21.000000,25.588148,"DDS demands","Known Flow",343748.213693,676166.909201,,0.000000,,-5.670000,,-5.070216,-5.670000,,"",,"D1 PROFILE",
"64306100000026","Nodes","26",21.000000,25.809503,"DDS demands","Known Flow",343773.100700,676131.629191,,0.000000,,-7.389999,,-6.608270,-7.389999,,"",,"D1 PROFILE",
"64306100000027","Nodes","27",21.000000,25.828374,"DDS demands","Known Flow",343795.029705,676101.416183,,0.000000,,-3.059999,,-2.736306,-3.059999,,"",,"D1 PROFILE",
"64306100000029","Nodes","29",21.000000,31.233197,"DDS demands","Known Flow",343919.256739,676276.476231,,0.000000,,-1.640000,,-1.466517,-1.640000,,"",,"D1 PROFILE",
"64306100000146","Nodes","146",21.000000,31.024872,"DDS demands","Known Flow",343801.184707,676449.820278,,0.000000,-37.819998,,,-33.819321,-37.819998,,"","C1 PROFILE",,
"64306100000035","Nodes","35",21.000000,33.554354,"DDS demands","Known Flow",343969.103782,676367.005365,,0.000000,,-20.109999,,-17.982721,-20.109999,,"",,"D1 PROFILE",
"64306100000177","Nodes","177",21.000000,48.043116,"DDS demands","Known Flow",342585.061376,675238.105948,,0.000000,,-5.500000,,-4.918198,-5.500000,,"",,"D1 PROFILE",
"64306100000148","Nodes","148",21.000000,24.166390,"DDS demands","Known Flow",343309.079573,675861.544118,,0.000000,,-3.450000,,-3.085051,-3.450000,,"",,"D1 PROFILE",
"64306100000080","Nodes","80",21.000000,24.998193,"DDS demands","Known Flow",343822.313592,675734.805506,,0.000000,,-7.280000,,-6.509906,-7.280000,,"",,"D1 PROFILE",
"64306100000041","Nodes","41",21.000000,35.701248,"DDS demands","Known Flow",344116.216793,676173.488202,,0.000000,,-2.390000,,-2.137181,-2.390000,,"",,"D1 PROFILE",
"64306100000182","Nodes","182",21.000000,33.707864,"DDS demands","Known Flow",344198.148815,676387.687261,,0.000000,,-4.819999,,-4.310130,-4.819999,,"",,"D1 PROFILE",
"64306100000185","Nodes","185",21.000000,33.688070,"DDS demands","Known Flow",344197.441815,676354.980252,,0.000000,,-3.339999,,-2.986687,-3.339999,,"",,"D1 PROFILE",
"64306100000168","Nodes","168",21.000000,30.883660,"DDS demands","Known Flow",344203.975817,676165.771200,,0.000000,,-11.430000,,-10.220911,-11.430000,,"",,"D1 PROFILE",
"64306100000032","Nodes","32",21.000000,35.993950,"DDS demands","Known Flow",344035.782771,676135.492192,,0.000000,,-11.459999,,-10.247737,-11.459999,,"",,"D1 PROFILE",
"64306100000210","Nodes","210",21.000000,33.504330,"DDS demands","Known Flow",344321.766849,676274.280230,,0.000000,,-9.689999,,-8.664970,-9.689999,,"",,"D1 PROFILE",
"64306100000170","Nodes","170",21.000000,28.815290,"DDS demands","Known Flow",344127.849796,676297.231236,,0.000000,-8.839999,-5.050000,,-12.420687,-13.889999,,"","C1 PROFILE","D1 PROFILE",
"64306100000169","Nodes","169",21.000000,29.037933,"DDS demands","Known Flow",344167.964807,676227.426217,,0.000000,,-11.100000,,-9.925818,-11.100000,,"",,"D1 PROFILE",
"64306100000042","Nodes","42",21.000000,31.110027,"DDS demands","Known Flow",344252.364830,676091.535180,,0.000000,-7.070000,-2.740000,,-8.772278,-9.809999,,"","C1 PROFILE","D1 PROFILE",
"64306100000030","Nodes","30",21.000000,34.782030,"DDS demands","Known Flow",344032.815770,676273.711230,,0.000000,,-13.770000,,-12.313380,-13.770000,,"",,"D1 PROFILE",
"64306100000186","Nodes","186",21.000000,33.654834,"DDS demands","Known Flow",344206.857818,676333.305246,,0.000000,,-2.009999,,-1.797377,-2.009999,,"",,"D1 PROFILE",
"64306100000211","Nodes","211",21.000000,33.452769,"DDS demands","Known Flow",344334.272852,676239.247220,,0.000000,,-6.800000,,-6.080681,-6.800000,,"",,"D1 PROFILE",
"64306100000187","Nodes","187",21.000000,33.730029,"DDS demands","Known Flow",344183.940811,676325.050244,,0.000000,,-0.569999,,-0.509704,-0.569999,,"",,"D1 PROFILE",
"64306100000167","Nodes","167",21.000000,31.222786,"DDS demands","Known Flow",344187.982812,676147.037195,,0.000000,-2.369999,-7.020000,,-8.396705,-9.390000,,"","C1 PROFILE","D1 PROFILE",
"64306100000203","Nodes","203",21.000000,31.203386,"DDS demands","Known Flow",344207.813818,676549.957305,,0.000000,,-3.400000,,-3.040340,-3.400000,,"",,"D1 PROFILE",
"64306100000201","Nodes","201",21.000000,26.095188,"DDS demands","Known Flow",344229.888824,676464.094282,,0.000000,,-13.950000,,-12.474339,-13.950000,,"",,"D1 PROFILE",
"64306100000204","Nodes","204",21.000000,30.535871,"DDS demands","Known Flow",344248.445829,676563.422309,,0.000000,,-2.529999,,-2.262371,-2.529999,,"",,"D1 PROFILE",
"64306100000205","Nodes","205",21.000000,29.751185,"DDS demands","Known Flow",344338.008853,676598.139318,,0.000000,,-6.659999,,-5.955491,-6.659999,,"",,"D1 PROFILE",
"64306100000202","Nodes","202",21.000000,31.325084,"DDS demands","Known Flow",344198.725815,676502.593292,,0.000000,,-3.359999,,-3.004572,-3.359999,,"",,"D1 PROFILE",
"64306100000037","Nodes","37",21.000000,31.081557,"DDS demands","Known Flow",344355.791858,676687.508342,,0.000000,,-15.160000,,-13.556343,-15.160000,,"",,"D1 PROFILE",
"64306100000189","Nodes","189",21.000000,33.307867,"DDS demands","Known Flow",344364.757861,676162.283199,,0.000000,,-7.289999,,-6.518848,-7.289999,,"",,"D1 PROFILE",
"64306100000208","Nodes","208",21.000000,28.495845,"DDS demands","Known Flow",344484.909893,676661.108335,,0.000000,,-3.890000,,-3.478507,-3.890000,,"",,"D1 PROFILE",
"64306100000039","Nodes","39",21.000000,30.375005,"DDS demands","Known Flow",344331.522851,676856.005388,,0.000000,,-12.689999,,-11.347624,-12.689999,,"",,"D1 PROFILE",
"64306100000207","Nodes","207",21.000000,28.601706,"DDS demands","Known Flow",344432.268879,676655.799334,,0.000000,,-6.090000,,-5.445787,-6.090000,,"",,"D1 PROFILE",
"64306100000040","Nodes","40",21.000000,30.609893,"DDS demands","Known Flow",344427.269878,676667.795337,,0.000000,,-6.390000,,-5.714052,-6.390000,,"",,"D1 PROFILE",
"64306100000034","Nodes","34",21.000000,35.747226,"DDS demands","Known Flow",343834.475502,676053.242650,,0.000000,,-7.659999,,-6.849708,-7.659999,,"",,"D1 PROFILE",
"64306100000188","Nodes","188",21.000000,32.568855,"DDS demands","Known Flow",344195.403989,676296.018207,,0.000000,,-11.119999,,-9.943702,-11.119999,,"",,"D1 PROFILE",
"64306100000206","Nodes","206",21.000000,29.081824,"DDS demands","Known Flow",344385.156973,676618.466276,,0.000000,,-6.760000,,-6.044912,-6.760000,,"",,"D1 PROFILE",
"64306100000460","Nodes",,21.000000,49.185912,"Default Known Flow Node","Known Flow",342627.627553,675222.554288,,0.000000,,,,0.000000,0.000000,,"",,,
"64306100000179","Nodes","179",21.000000,48.186734,"DDS demands","Known Flow",342599.748380,675473.323012,,0.000000,,-1.409999,,-1.260847,-1.409999,,"",,"D1 PROFILE",
"64306100000011","Nodes",,21.000000,22.741454,"DDS demands","Known Flow",343441.469609,675871.948120,,0.000000,,-10.229999,,-9.147848,-10.229999,,"",,"D1 PROFILE",
"64306100000004","Nodes","Links Road DG, GCU, Tel, Clocked, Site ID 6145",21.000000,39.000000,"Default Known Pressure Node","Known Pressure",344081.044783,676199.785210,,1998.000022,,,,1144.581082,1279.980059,,"",,,
"64306100000012","Nodes",,21.000000,23.687145,"DDS demands","Known Flow",343473.197911,675969.445341,,0.000000,,-10.430000,,-9.326693,-10.430000,,"",,"D1 PROFILE",
"64306100000209","Nodes","Maximo 389988",21.000000,27.620213,"Point Loads","Known Flow",344501.423247,676543.876989,,0.000000,,,-22.150000,-19.806927,-22.150000,,"",,,"PL-AF PROFILE"
"64306100000003","Nodes","The Steading RRI",21.000000,49.999998,"Default Known Pressure Node","Known Pressure",342623.104569,675214.464976,,999998.967025,,,,46.079046,51.530000,,"",,,
"64306100000019","Nodes",,21.000000,28.177442,"Default Known Flow Node","Known Flow",343765.042697,675840.342112,,0.000000,,,,0.000000,0.000000,,"",,,
"64306100000017","Nodes",,21.000000,25.280746,"DDS demands","Known Flow",343688.667576,676022.262316,,0.000000,,-10.169999,,-9.094195,-10.169999,,"",,"D1 PROFILE",
"64306100000061","Nodes",,21.000000,31.129551,"DDS demands","Known Flow",344276.245461,676635.258180,,0.000000,,-13.950000,,-12.474339,-13.950000,,"",,"D1 PROFILE",
"64306100000062","Nodes",,21.000000,30.847808,"DDS demands","Known Flow",344307.164862,676706.287142,,0.000000,,-5.760000,,-5.150695,-5.760000,,"",,"D1 PROFILE",
"64306100000063","Nodes",,21.000000,33.176639,"DDS demands","Known Flow",343893.306469,676023.040550,,0.000000,,-6.220000,,-5.562035,-6.220000,,"",,"D1 PROFILE",
"64306100000018","Nodes",,21.000000,30.547445,"DDS demands","Known Flow",344041.503577,676639.268318,,0.000000,,-11.490000,,-10.274563,-11.490000,,"",,"D1 PROFILE",
"64306100000060","Nodes",,21.000000,32.827883,"DDS demands","Known Flow",344028.142538,676415.100090,,0.000000,,-7.070000,,-6.322121,-7.070000,,"",,"D1 PROFILE",
"64306100000020","Nodes",,21.000000,30.444512,"DDS demands","Known Flow",344107.256774,676721.698473,,0.000000,,-10.119999,,-9.049484,-10.119999,,"",,"D1 PROFILE",
"64306100000067","Nodes",,21.000000,28.922033,"DDS demands","Known Flow",343869.225205,675875.902415,,0.000000,,-8.579999,,-7.672389,-8.579999,,"",,"D1 PROFILE",
"64306100000068","Nodes",,21.000000,31.562232,"DDS demands","Known Flow",344009.682174,675907.745468,,0.000000,,-5.969999,,-5.338480,-5.969999,,"",,"D1 PROFILE",
"64306100000065","Nodes",,21.000000,33.909388,"DDS demands","Known Flow",344079.487105,676024.986698,,0.000000,,-12.010000,,-10.739556,-12.010000,,"",,"D1 PROFILE",
"64306100000064","Nodes",,21.000000,35.414452,"DDS demands","Known Flow",344063.260491,676113.560765,,0.000000,,-7.289999,,-6.518848,-7.289999,,"",,"D1 PROFILE",
"64306100000066","Nodes",,21.000000,32.399449,"DDS demands","Known Flow",344050.849736,675943.527126,,0.000000,,-8.290000,,-7.413066,-8.290000,,"",,"D1 PROFILE",
"64306100000069","Nodes",,21.000000,48.540533,"DDS demands","Known Flow",342623.024796,675263.082693,,0.000000,,-14.310000,,-12.796258,-14.310000,,"",,"D1 PROFILE",
"64306100000071","Nodes",,21.000000,30.450161,"DDS demands","Known Flow",344364.021585,676809.117759,,0.000000,,-8.960000,,-8.012192,-8.960000,,"",,"D1 PROFILE",
"64306100000072","Nodes",,21.000000,30.563972,"DDS demands","Known Flow",344409.794130,676717.024023,,0.000000,,-7.649999,,-6.840766,-7.649999,,"",,"D1 PROFILE",
"64306100000070","Nodes",,21.000000,47.542793,"Default Known Flow Node","Known Flow",342505.061140,675191.192664,,0.000000,,,,0.000000,0.000000,,"",,,
"64306100000075","Nodes",,21.000000,33.368085,"Default Known Flow Node","Known Flow",344137.595567,675990.848769,,0.000000,,,,0.000000,0.000000,,"",,,
"64306100000077","Nodes",,21.000000,33.570867,"Default Known Flow Node","Known Flow",344015.213073,676259.119209,,0.000000,,,,0.000000,0.000000,,"",,,
"64306100000002","Nodes",,21.000000,34.365019,"Default Known Flow Node","Known Flow",344020.325434,676263.095124,,0.000000,,,,0.000000,0.000000,,"",,,
