"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(DM)","NodeFlowByCategory(I2)","NodeFlowByCategory(PL-AF)","NodeFlowByCategory(PL-DC)","NodeFlowByCategory(PL-PL)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(DM)","NodeFlowProfileNameByCategory(I2)","NodeFlowProfileNameByCategory(PL-AF)","NodeFlowProfileNameByCategory(PL-DC)","NodeFlowProfileNameByCategory(PL-PL)"
"64402100000400","Nodes","400",21.000000,32.437827,"DDS demands","Known Flow",288026.192127,660473.742724,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64402100000153","Nodes","153",21.000000,32.111660,"Default Known Flow Node","Known Flow",288575.913552,659732.064987,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64402100000678","Nodes","678",21.000000,39.154073,"Default Known Flow Node","Known Flow",287980.265196,660201.911545,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64402100000088","Nodes","88",21.000000,38.791989,"DDS demands","Known Flow",287990.220128,660276.824759,,0.000000,,,,,-8.729999,,,,,,,-7.806521,-8.729999,,"",,,,,"D1 PROFILE",,,,,,
"64402100001002","Nodes","Logger 10345, Benhar Road",21.000000,38.796045,"Val Log Cath","Known Flow",287994.630074,660304.504467,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64402100000679","Nodes","679",21.000000,38.779442,"DDS demands","Known Flow",287998.669181,660330.090186,,0.000000,,,,,-10.289999,,,,,,,-9.201502,-10.289999,,"",,,,,"D1 PROFILE",,,,,,
"64402100000339","Nodes","339,",21.000000,23.692248,"DDS demands","Known Flow",288639.007886,659976.239944,,0.000000,-7.999999,,,,-7.780000,,,,,,,-14.110759,-15.779999,,"","C1 PROFILE",,,,"D1 PROFILE",,,,,,
"64402100006071","Nodes","-1462667",21.000000,23.828624,"Default Known Flow Node","Known Flow",288623.368237,659976.970804,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64402100000586","Nodes","586,",21.000000,38.605191,"DDS demands","Known Flow",287414.818848,660324.935951,,0.000000,,,,,-9.880000,,,,,,,-8.834873,-9.880000,,"",,,,,"D1 PROFILE",,,,,,
"64402100001000","Nodes","Logger 10336, Inverkip Drive",21.000000,38.560528,"Val Log Cath","Known Flow",287426.691110,660327.584651,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64402100000611","Nodes","611",21.000000,38.560528,"Default Known Flow Node","Known Flow",287438.348254,660330.393443,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64402100000401","Nodes","401,",21.000000,31.028202,"DDS demands","Known Flow",287975.185782,660473.909528,,0.000000,-6.000000,,,,,,,,,,,-5.365307,-6.000000,,"","C1 PROFILE",,,,,,,,,,
"64402100000163","Nodes","163",21.000000,40.129773,"DDS demands","Known Flow",285403.675817,660712.036995,,0.000000,,,,,-4.099999,,,,,,,-3.666293,-4.099999,,"",,,,,"D1 PROFILE",,,,,,
"64402100000659","Nodes","659",21.000000,40.152236,"Default Known Flow Node","Known Flow",285422.015882,660716.788790,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"64402100000162","Nodes","162",21.000000,40.088985,"DDS demands","Known Flow",285443.263827,660722.293998,,0.000000,,,,,-3.530000,,,,,,,-3.156589,-3.530000,,"",,,,,"D1 PROFILE",,,,,,
