"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C4)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(PL-AF)","NodeFlowByCategory(PL-DC)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(PL-AF)","NodeFlowProfileNameByCategory(PL-DC)"
"64300588800011","Nodes","1005",21.000000,44.202263,"DDS","Known Flow",318225.625000,673138.500000,,0.000000,,,,-44.610000,,,,-39.891061,-44.610000,,"",,,,"D1 PROFILE",,,
"64300588800012","Nodes","1004, P10122973, BUGHTLIN MARKET MAYBURY DRIVE, -19.39SCMH",24.000000,29.787285,"CSEP Unmatched","Known Flow",318690.255720,673789.769370,,0.000000,,,,,,-19.390000,,-17.338884,-19.390000,,"",,,,,,"PL-AF PROFILE",
"64300588800013","Nodes","1003, ""EAST CRAIGS REINF RRI""",21.000000,49.999998,"Default Known Pressure Node","Known Pressure",318248.468750,673180.562500,,999998.967025,,,,,,,,54.955762,61.456794,,"",,,,,,,
"64300588800014","Nodes","176",21.000000,27.599104,"DDS","Known Flow",318477.250000,673506.250000,,0.000000,,,,-6.079999,,,,-5.436844,-6.079999,,"",,,,"D1 PROFILE",,,
"64300588800015","Nodes","1000",21.000000,27.287262,"Default Known Flow Node","Known Flow",318484.562500,673470.750000,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"64300588800016","Nodes","178",21.000000,26.923701,"DDS","Known Flow",318466.000000,673424.500000,,0.000000,,,,-5.330000,,,,-4.766181,-5.330000,,"",,,,"D1 PROFILE",,,
"64300588800017","Nodes","349",21.000000,26.690117,"DDS","Known Flow",318426.000000,673362.875000,,0.000000,,,,-0.330000,,,,-0.295091,-0.330000,,"",,,,"D1 PROFILE",,,
"64300588800018","Nodes","331",21.000000,26.558960,"Default Known Flow Node","Known Flow",318481.625000,673324.750000,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"64300588800019","Nodes","-216321",21.000000,26.558960,"Default Known Flow Node","Known Flow",318479.500000,673319.125000,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"64300588800020","Nodes","332",21.000000,26.558960,"Default Known Flow Node","Known Flow",318494.625000,673319.875000,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"64300588800021","Nodes","180",21.000000,26.684567,"DDS","Known Flow",318479.000000,673388.250000,,0.000000,,,,-3.400000,,,,-3.040340,-3.400000,,"",,,,"D1 PROFILE",,,
"64300588800022","Nodes","-216318",21.000000,26.923312,"Default Known Flow Node","Known Flow",318465.625000,673421.750000,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"64300588800023","Nodes","179",21.000000,26.825557,"DDS","Known Flow",318429.000000,673429.250000,,0.000000,,,,-3.469999,,,,-3.102936,-3.469999,,"",,,,"D1 PROFILE",,,
"64300588800024","Nodes","-216324",21.000000,26.622034,"Default Known Flow Node","Known Flow",318502.125000,673385.125000,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"64300588800025","Nodes","345",21.000000,27.555298,"Default Known Flow Node","Known Flow",318525.875000,673499.750000,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"64300588800026","Nodes","347",21.000000,27.599104,"Default Known Flow Node","Known Flow",318533.750000,673462.375000,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"64300588800027","Nodes","183",21.000000,26.530529,"DDS","Known Flow",318551.750000,673378.500000,,0.000000,,,,-5.840000,,,,-5.222232,-5.840000,,"",,,,"D1 PROFILE",,,
"64300588800028","Nodes","334",21.000000,26.515324,"Default Known Flow Node","Known Flow",318548.625000,673355.375000,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"64300588800029","Nodes","343",21.000000,27.599104,"Default Known Flow Node","Known Flow",318518.500000,673499.750000,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"64300588800030","Nodes","346",21.000000,27.599104,"Default Known Flow Node","Known Flow",318529.625000,673463.250000,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"64300588800031","Nodes","348",21.000000,27.599104,"Default Known Flow Node","Known Flow",318533.875000,673441.875000,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"64300588800032","Nodes","229",21.000000,26.460138,"DDS","Known Flow",318568.500000,673424.875000,,0.000000,,,,-4.190000,,,,-3.746773,-4.190000,,"",,,,"D1 PROFILE",,,
"64300588800033","Nodes","333",21.000000,26.583773,"DDS","Known Flow",318517.375000,673383.125000,,0.000000,,,,-1.700000,,,,-1.520170,-1.700000,,"",,,,"D1 PROFILE",,,
"64300588800034","Nodes","182",21.000000,26.568718,"DDS","Known Flow",318521.750000,673415.125000,,0.000000,,,,-2.580000,,,,-2.307082,-2.580000,,"",,,,"D1 PROFILE",,,
"64300588800035","Nodes","335",21.000000,26.515324,"Default Known Flow Node","Known Flow",318558.750000,673353.500000,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"64300588800036","Nodes","184",21.000000,26.508001,"DDS","Known Flow",318547.000000,673344.250000,,0.000000,,,,-3.049999,,,,-2.727364,-3.049999,,"",,,,"D1 PROFILE",,,
"64300588800037","Nodes","-216323",21.000000,26.622034,"Default Known Flow Node","Known Flow",318501.000000,673376.375000,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"64300588800038","Nodes","14",21.000000,30.611993,"Default Known Flow Node","Known Flow",318263.250000,673679.625000,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"64300588800039","Nodes","275",21.000000,30.454733,"DDS","Known Flow",318182.750000,673699.750000,,0.000000,-7.389999,,,-3.079999,,,,-9.362461,-10.469999,,"","C1 PROFILE",,,"D1 PROFILE",,,
"64300588800040","Nodes","26",21.000000,30.800420,"DDS","Known Flow",318395.875000,673745.125000,,0.000000,,,,-3.029999,,,,-2.709480,-3.029999,,"",,,,"D1 PROFILE",,,
"64300588800041","Nodes","273",21.000000,30.843934,"Default Known Flow Node","Known Flow",318472.375000,673757.125000,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"64300588800042","Nodes","257",21.000000,21.771363,"DDS","Known Flow",318318.125000,673965.625000,,0.000000,,,,-14.340000,,,,-12.823084,-14.340000,,"",,,,"D1 PROFILE",,,
"64300588800043","Nodes","-216309",21.000000,21.912431,"Default Known Flow Node","Known Flow",318325.375000,673983.125000,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"64300588800044","Nodes","270",21.000000,21.291652,"DDS","Known Flow",318370.500000,673940.625000,,0.000000,,,,-2.840000,,,,-2.539578,-2.840000,,"",,,,"D1 PROFILE",,,
"64300588800045","Nodes","267",21.000000,21.346534,"DDS","Known Flow",318388.000000,673933.500000,,0.000000,,,,-23.569999,,,,-21.076716,-23.569999,,"",,,,"D1 PROFILE",,,
"64300588800046","Nodes","190",21.000000,28.364938,"Default Known Flow Node","Known Flow",318436.000000,673890.750000,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"64300588800047","Nodes","195",21.000000,29.431604,"DDS","Known Flow",318408.000000,673819.500000,,0.000000,,,,-1.809999,,,,-1.618534,-1.809999,,"",,,,"D1 PROFILE",,,
"64300588800048","Nodes","277",21.000000,30.220733,"DDS","Known Flow",318167.500000,673758.625000,,0.000000,,,,-3.859999,,,,-3.451680,-3.859999,,"",,,,"D1 PROFILE",,,
"64300588800049","Nodes","278",21.000000,30.127558,"DDS","Known Flow",318215.500000,673770.000000,,0.000000,,,,-2.759999,,,,-2.468041,-2.759999,,"",,,,"D1 PROFILE",,,
"64300588800050","Nodes","17",21.000000,30.060495,"DDS","Known Flow",318223.875000,673724.125000,,0.000000,,,,-7.780000,,,,-6.957015,-7.780000,,"",,,,"D1 PROFILE",,,
"64300588800051","Nodes","18",21.000000,29.988875,"DDS","Known Flow",318221.000000,673814.500000,,0.000000,,,,-18.030000,,,,-16.122749,-18.030000,,"",,,,"D1 PROFILE",,,
"64300588800052","Nodes","12",21.000000,30.756720,"DDS","Known Flow",318270.125000,673719.750000,,0.000000,,,,-6.760000,,,,-6.044912,-6.760000,,"",,,,"D1 PROFILE",,,
"64300588800053","Nodes","13",21.000000,30.620220,"DDS","Known Flow",318269.750000,673745.125000,,0.000000,,,,-11.260000,,,,-10.068893,-11.260000,,"",,,,"D1 PROFILE",,,
"64300588800054","Nodes","10",21.000000,30.921336,"DDS","Known Flow",318344.500000,673749.250000,,0.000000,,,,-1.529999,,,,-1.368153,-1.529999,,"",,,,"D1 PROFILE",,,
"64300588800055","Nodes","11",21.000000,30.755740,"DDS","Known Flow",318323.125000,673725.250000,,0.000000,,,,-7.440000,,,,-6.652981,-7.440000,,"",,,,"D1 PROFILE",,,
"64300588800056","Nodes","21",21.000000,30.842303,"Default Known Flow Node","Known Flow",318378.125000,673746.000000,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"64300588800057","Nodes","22",21.000000,30.809408,"DDS","Known Flow",318387.625000,673743.000000,,0.000000,,,,-2.470000,,,,-2.208718,-2.470000,,"",,,,"D1 PROFILE",,,
"64300588800058","Nodes","234",21.000000,29.988875,"Default Known Flow Node","Known Flow",318187.500000,673811.125000,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"64300588800059","Nodes","226",21.000000,28.244644,"DDS","Known Flow",318306.750000,673860.250000,,0.000000,,,,-10.249999,,,,-9.165733,-10.249999,,"",,,,"D1 PROFILE",,,
"64300588800060","Nodes","196",21.000000,28.011973,"DDS","Known Flow",318260.875000,673887.375000,,0.000000,,,,-10.979999,,,,-9.818512,-10.979999,,"",,,,"D1 PROFILE",,,
"64300588800061","Nodes","227",21.000000,27.932401,"DDS","Known Flow",318307.875000,673940.250000,,0.000000,,,,-4.460000,,,,-3.988211,-4.460000,,"",,,,"D1 PROFILE",,,
"64300588800062","Nodes","224",21.000000,28.437881,"Default Known Flow Node","Known Flow",318329.125000,673851.125000,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"64300588800063","Nodes","225",21.000000,28.331399,"DDS","Known Flow",318360.000000,673909.625000,,0.000000,,,,-4.849999,,,,-4.336956,-4.849999,,"",,,,"D1 PROFILE",,,
"64300588800064","Nodes","222",21.000000,28.769591,"DDS","Known Flow",318367.375000,673835.875000,,0.000000,,,,-6.370000,,,,-5.696168,-6.370000,,"",,,,"D1 PROFILE",,,
"64300588800065","Nodes","223",21.000000,28.532852,"DDS","Known Flow",318389.375000,673889.625000,,0.000000,,,,-8.619999,,,,-7.708158,-8.619999,,"",,,,"D1 PROFILE",,,
"64300588800066","Nodes","228",21.000000,27.782606,"DDS","Known Flow",318245.375000,673936.875000,,0.000000,,,,-3.849999,,,,-3.442738,-3.849999,,"",,,,"D1 PROFILE",,,
"64300588800067","Nodes","256",21.000000,22.065037,"DDS","Known Flow",318327.000000,673987.375000,,0.000000,,,,-0.710000,,,,-0.634894,-0.710000,,"",,,,"D1 PROFILE",,,
"64300588800068","Nodes","-216313",21.000000,22.241386,"Default Known Flow Node","Known Flow",318363.125000,673973.000000,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"64300588800069","Nodes","266",21.000000,22.715113,"DDS","Known Flow",318407.625000,673981.500000,,0.000000,,,,-8.319999,,,,-7.439892,-8.319999,,"",,,,"D1 PROFILE",,,
"64300588800070","Nodes","269",21.000000,21.390710,"Default Known Flow Node","Known Flow",318411.000000,673923.750000,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"64300588800071","Nodes","268",21.000000,22.803233,"Default Known Flow Node","Known Flow",318425.250000,673975.000000,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"64300588800072","Nodes","191",21.000000,27.951412,"DDS","Known Flow",318469.375000,673872.375000,,0.000000,,,,-14.970000,,,,-13.386442,-14.970000,,"",,,,"D1 PROFILE",,,
"64300588800073","Nodes","235",21.000000,27.842695,"Default Known Flow Node","Known Flow",318454.125000,673821.250000,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"64300588800074","Nodes","236",21.000000,27.842695,"Default Known Flow Node","Known Flow",318427.625000,673802.500000,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"64300588800075","Nodes","274",21.000000,30.887455,"Default Known Flow Node","Known Flow",318486.000000,673759.625000,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"64300588800076","Nodes","342",21.000000,30.747646,"DDS","Known Flow",318357.000000,673643.375000,,0.000000,,,,-9.989999,,,,-8.933236,-9.989999,,"",,,,"D1 PROFILE",,,
"64300588800077","Nodes","174",21.000000,27.700544,"DDS","Known Flow",318425.500000,673506.500000,,0.000000,,,,-8.989999,,,,-8.039018,-8.989999,,"",,,,"D1 PROFILE",,,
"64300588800078","Nodes","-216319",21.000000,27.602891,"Default Known Flow Node","Known Flow",318475.375000,673505.750000,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"64300588800079","Nodes","175",21.000000,27.700544,"Default Known Flow Node","Known Flow",318422.250000,673484.000000,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"64300588800080","Nodes","-216322",21.000000,27.599104,"Default Known Flow Node","Known Flow",318480.000000,673508.625000,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"64300588800081","Nodes","177",21.000000,27.599104,"Default Known Flow Node","Known Flow",318486.500000,673504.500000,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"64300588800082","Nodes","50",21.000000,21.435321,"DDS","Known Flow",318294.500000,673994.750000,,0.000000,,,,-7.840000,,,,-7.010668,-7.840000,,"",,,,"D1 PROFILE",,,
"64300588800083","Nodes","258",21.000000,22.065037,"Default Known Flow Node","Known Flow",318366.375000,673981.625000,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"64300588800084","Nodes","28",21.000000,30.317653,"DDS","Known Flow",318503.625000,673806.625000,,0.000000,,,,-5.050000,,,,-4.515800,-5.050000,,"",,,,"D1 PROFILE",,,
"64300588800085","Nodes","192",21.000000,28.023620,"DDS","Known Flow",318575.750000,673849.125000,,0.000000,,,,-9.949999,,,,-8.897467,-9.949999,,"",,,,"D1 PROFILE",,,
"64300588800086","Nodes","193",21.000000,27.648097,"DDS","Known Flow",318521.250000,673828.750000,,0.000000,,,,-12.680000,,,,-11.338683,-12.680000,,"",,,,"D1 PROFILE",,,
"64300588800089","Nodes","336",21.000000,25.058084,"DDS","Known Flow",318518.375000,673923.375000,,0.000000,,,,-12.170000,,,,-10.882632,-12.170000,,"",,,,"D1 PROFILE",,,
"64300588800090","Nodes","56",21.000000,23.748594,"DDS","Known Flow",318601.250000,673903.125000,,0.000000,,,,-14.300000,,,,-12.787315,-14.300000,,"",,,,"D1 PROFILE",,,
"64300588800091","Nodes","344",21.000000,27.555298,"Default Known Flow Node","Known Flow",318531.000000,673520.875000,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"64300588800092","Nodes","111",21.000000,28.469418,"DDS","Known Flow",318612.625000,673645.625000,,0.000000,,,,-4.999999,,,,-4.471089,-4.999999,,"",,,,"D1 PROFILE",,,
"64300588800093","Nodes","-216348",21.000000,28.690862,"Default Known Flow Node","Known Flow",318615.125000,673648.750000,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"64300588800094","Nodes","104",21.000000,29.254992,"DDS","Known Flow",318709.250000,673634.750000,,0.000000,,,,-4.570000,,,,-4.086576,-4.570000,,"",,,,"D1 PROFILE",,,
"64300588800095","Nodes","112",21.000000,27.560945,"DDS","Known Flow",318627.250000,673619.375000,,0.000000,,,,-11.660000,,,,-10.426580,-11.660000,,"",,,,"D1 PROFILE",,,
"64300588800096","Nodes","319",21.000000,29.497203,"Default Known Flow Node","Known Flow",318790.250000,673702.750000,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"64300588800097","Nodes","321",21.000000,29.087181,"DDS","Known Flow",318796.500000,673645.500000,,0.000000,,,,-5.270000,,,,-4.712528,-5.270000,,"",,,,"D1 PROFILE",,,
"64300588800098","Nodes","307",21.000000,24.527515,"DDS","Known Flow",318955.250000,673919.125000,,0.000000,,,,-7.340000,,,,-6.563559,-7.340000,,"",,,,"D1 PROFILE",,,
"64300588800099","Nodes","308",21.000000,24.571625,"Default Known Flow Node","Known Flow",318976.875000,673918.375000,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"64300588800100","Nodes","85",21.000000,24.685981,"DDS","Known Flow",318931.250000,673967.250000,,0.000000,,,,-7.360000,,,,-6.581443,-7.360000,,"",,,,"D1 PROFILE",,,
"64300588800101","Nodes","86",21.000000,24.646276,"DDS","Known Flow",318977.375000,673965.750000,,0.000000,,,,-4.340000,,,,-3.880905,-4.340000,,"",,,,"D1 PROFILE",,,
"64300588800102","Nodes","-216369",21.000000,28.553250,"Default Known Flow Node","Known Flow",318758.750000,673608.375000,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"64300588800103","Nodes","129",21.000000,28.514500,"DDS","Known Flow",318735.000000,673613.750000,,0.000000,,,,-4.249999,,,,-3.800425,-4.249999,,"",,,,"D1 PROFILE",,,
"64300588800104","Nodes","231",21.000000,23.133675,"DDS","Known Flow",318726.000000,673957.000000,,0.000000,-35.279999,,,,,,,-31.548007,-35.279999,,"","C1 PROFILE",,,,,,
"64300588800105","Nodes","-216367",21.000000,23.133675,"Default Known Flow Node","Known Flow",318729.500000,673958.000000,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"64300588800106","Nodes","60",21.000000,25.354355,"DDS","Known Flow",318588.125000,673946.750000,,0.000000,,,,-8.109999,,,,-7.252106,-8.109999,,"",,,,"D1 PROFILE",,,
"64300588800107","Nodes","-216342",21.000000,25.354355,"Default Known Flow Node","Known Flow",318590.375000,673937.125000,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"64300588800108","Nodes","-216346",21.000000,25.354355,"Default Known Flow Node","Known Flow",318599.500000,673950.000000,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"64300588800109","Nodes","65, P10124823, Bughltin Market Phase 2, Maybury Drive, -47.45 (-81.42 Cond16)",24.000000,25.759144,"CSEP Unmatched","Known Flow",318657.125000,673991.625000,,0.000000,,,,,,,-47.449998,-42.430638,-47.449998,,"",,,,,,,""
"64300588800110","Nodes","-216347",21.000000,23.739220,"Default Known Flow Node","Known Flow",318603.500000,673895.000000,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"64300588800111","Nodes","-216326",21.000000,25.387199,"Default Known Flow Node","Known Flow",318507.500000,673967.625000,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"64300588800112","Nodes","337",21.000000,25.058084,"Default Known Flow Node","Known Flow",318511.750000,673908.125000,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"64300588800113","Nodes","271",21.000000,28.023620,"Default Known Flow Node","Known Flow",318583.125000,673830.500000,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"64300588800114","Nodes","101",21.000000,29.983798,"Default Known Flow Node","Known Flow",318622.500000,673800.125000,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"64300588800115","Nodes","119",21.000000,29.883532,"DDS","Known Flow",318661.875000,673812.000000,,0.000000,-4.839999,,,,,,,-4.328014,-4.839999,,"","C1 PROFILE",,,,,,
"64300588800116","Nodes","114",21.000000,30.027409,"Default Known Flow Node","Known Flow",318625.625000,673781.875000,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"64300588800117","Nodes","350",21.000000,29.818411,"DDS","Known Flow",318694.250000,673833.250000,,0.000000,,-6.000000,,,,,,-5.365307,-6.000000,,"",,"C2 PROFILE",,,,,
"64300588800118","Nodes","102",21.000000,29.693911,"DDS","Known Flow",318697.500000,673744.500000,,0.000000,,,,-0.220000,,,,-0.196727,-0.220000,,"",,,,"D1 PROFILE",,,
"64300588800119","Nodes","117",21.000000,28.178874,"DDS","Known Flow",318596.000000,673748.750000,,0.000000,,,,-3.970000,,,,-3.550045,-3.970000,,"",,,,"D1 PROFILE",,,
"64300588800120","Nodes","110",21.000000,28.019161,"DDS","Known Flow",318603.875000,673774.000000,,0.000000,,,,-9.109999,,,,-8.146324,-9.109999,,"",,,,"D1 PROFILE",,,
"64300588800121","Nodes","118",21.000000,28.148898,"DDS","Known Flow",318583.750000,673746.750000,,0.000000,,,,-1.070000,,,,-0.956813,-1.070000,,"",,,,"D1 PROFILE",,,
"64300588800122","Nodes","325",21.000000,28.835624,"DDS","Known Flow",318621.125000,673698.750000,,0.000000,,,,-4.880000,,,,-4.363783,-4.880000,,"",,,,"D1 PROFILE",,,
"64300588800123","Nodes","-216345",21.000000,28.297286,"Default Known Flow Node","Known Flow",318598.250000,673736.500000,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"64300588800124","Nodes","-216349",21.000000,27.560945,"Default Known Flow Node","Known Flow",318628.000000,673614.625000,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"64300588800125","Nodes","115",21.000000,26.986974,"DDS","Known Flow",318645.500000,673622.750000,,0.000000,,,,-4.309999,,,,-3.854079,-4.309999,,"",,,,"D1 PROFILE",,,
"64300588800126","Nodes","314",21.000000,27.437643,"DDS","Known Flow",318711.750000,673548.750000,,0.000000,,,,-14.340000,,,,-12.823084,-14.340000,,"",,,,"D1 PROFILE",,,
"64300588800127","Nodes","315",21.000000,27.437643,"Default Known Flow Node","Known Flow",318697.250000,673575.500000,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"64300588800128","Nodes","106",21.000000,27.253208,"DDS","Known Flow",318658.250000,673563.250000,,0.000000,,,,-5.530000,,,,-4.945025,-5.530000,,"",,,,"D1 PROFILE",,,
"64300588800129","Nodes","313",21.000000,27.957474,"Default Known Flow Node","Known Flow",318734.625000,673567.625000,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"64300588800130","Nodes","323",21.000000,28.682287,"Default Known Flow Node","Known Flow",318790.125000,673609.000000,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"64300588800131","Nodes","324",21.000000,28.682287,"Default Known Flow Node","Known Flow",318797.500000,673572.250000,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"64300588800132","Nodes","128",21.000000,28.571244,"DDS","Known Flow",318773.125000,673610.000000,,0.000000,,,,-18.219999,,,,-16.292649,-18.219999,,"",,,,"D1 PROFILE",,,
"64300588800133","Nodes","103",21.000000,29.576691,"DDS","Known Flow",318707.625000,673664.875000,,0.000000,,,,-4.380000,,,,-3.916674,-4.380000,,"",,,,"D1 PROFILE",,,
"64300588800134","Nodes","322",21.000000,29.081261,"DDS","Known Flow",318787.750000,673653.250000,,0.000000,,,,-2.259999,,,,-2.020932,-2.259999,,"",,,,"D1 PROFILE",,,
"64300588800135","Nodes","-216370",21.000000,29.081261,"Default Known Flow Node","Known Flow",318780.250000,673652.250000,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"64300588800136","Nodes","311",21.000000,29.579062,"Default Known Flow Node","Known Flow",318707.375000,673672.250000,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"64300588800137","Nodes","312",21.000000,29.579062,"Default Known Flow Node","Known Flow",318692.125000,673670.125000,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"64300588800138","Nodes","124",21.000000,29.585488,"DDS","Known Flow",318706.625000,673692.250000,,0.000000,,,,-4.790000,,,,-4.283303,-4.790000,,"",,,,"D1 PROFILE",,,
"64300588800139","Nodes","121",21.000000,29.547055,"DDS","Known Flow",318751.875000,673717.750000,,0.000000,,,,-8.810000,,,,-7.878060,-8.810000,,"",,,,"D1 PROFILE",,,
"64300588800140","Nodes","309",21.000000,29.623615,"Default Known Flow Node","Known Flow",318703.125000,673723.375000,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"64300588800141","Nodes","310",21.000000,29.623615,"Default Known Flow Node","Known Flow",318689.125000,673721.125000,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"64300588800142","Nodes","316",21.000000,29.545958,"Default Known Flow Node","Known Flow",318788.125000,673722.375000,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"64300588800143","Nodes","130",21.000000,29.475994,"DDS","Known Flow",318744.250000,673657.500000,,0.000000,,,,-2.339999,,,,-2.092469,-2.339999,,"",,,,"D1 PROFILE",,,
