"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(CT)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(DH)","NodeFlowByCategory(DM)","NodeFlowByCategory(I2)","NodeFlowByCategory(PL-AF)","NodeFlowByCategory(PL-DC)","NodeFlowByCategory(PL-PL)","NodeThermalFlow","NodeResultFlow","NodeFlowByCategory(TT)","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(CT)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(DH)","NodeFlowProfileNameByCategory(DM)","NodeFlowProfileNameByCategory(I2)","NodeFlowProfileNameByCategory(PL-AF)","NodeFlowProfileNameByCategory(PL-DC)","NodeFlowProfileNameByCategory(PL-PL)","NodeFlowProfileNameByCategory(TT)"
"64305300000133","Nodes","133",21.000000,23.532366,"Default Known Flow Node","Known Flow",379471.706253,653579.124976,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,
"64305300001476","Nodes","-202",21.000000,27.163216,"Default Known Flow Node","Known Flow",378693.687051,654233.954873,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,
"64305300000220","Nodes","220",21.000000,27.291409,"DDS demands","Known Flow",378750.473760,654149.552113,,0.000000,,,,,,-9.779999,,,,,,,,-8.745450,-9.779999,,,"",,,,,,"D1 PROFILE",,,,,,,,
"64305300000151","Nodes","Logger 10071, 8 Ainslie Terrace",21.000000,29.213056,"Val Log Cath","Known Flow",379188.495454,653614.137361,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,
"64305300000205","Nodes","205",21.000000,29.086285,"DDS demands","Known Flow",379214.946073,653643.550474,,0.000000,,,,,,-8.879999,,,,,,,,-7.940654,-8.879999,,,"",,,,,,"D1 PROFILE",,,,,,,,
"64305300000077","Nodes","77",21.000000,39.093415,"DDS demands","Known Flow",378713.843207,653477.601027,,0.000000,,,,,,-6.769999,,,,-4.219999,,,,-9.827454,-10.989999,,,"",,,,,,"D1 PROFILE",,,,"I2 PROFILE",,,,
"64305300000150","Nodes","Logger 10068, Braeside, Todlaw Road",21.000000,38.501740,"Val Log Cath","Known Flow",378646.403967,653405.024572,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,
"64305300000078","Nodes","78",21.000000,37.993663,"DDS demands","Known Flow",378581.381160,653347.537554,,0.000000,,,,,,-21.860000,,,,,,,,-19.547602,-21.860000,,,"",,,,,,"D1 PROFILE",,,,,,,,
"64305300000040","Nodes","40",21.000000,27.095656,"DDS demands","Known Flow",377286.562093,653257.706082,,0.000000,,,,,,-4.019999,,,,,,,,-3.594755,-4.019999,,,"",,,,,,"D1 PROFILE",,,,,,,,
"64305300000289","Nodes","Logger 10058, Clockmill Cottage",21.000000,27.169150,"Val Log Cath","Known Flow",377486.935136,653310.318757,,0.000000,,,,,,-8.810000,,,,-4.519999,,,,-11.919925,-13.330000,,,"",,,,,,"D1 PROFILE",,,,"I2 PROFILE",,,,
