"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(CC)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(I2)","NodeFlowByCategory(PL-AF)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(CC)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(I2)","NodeFlowProfileNameByCategory(PL-AF)"
"64401600000608","Nodes","608",21.000000,21.900632,"Default Known Flow Node","Known Flow",288152.375000,642476.000000,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"64401600000609","Nodes","609",21.000000,21.842233,"DDS demands","Known Flow",288178.875000,642429.000000,,0.000000,,,,,,-1.879999,,,,-1.681129,-1.879999,,"",,,,,,"D1 PROFILE",,,
"64401600000595","Nodes","P09122511, 22 CLEGHORN ROAD, -30.00SCMH",24.000000,36.096328,"CSEP DDS Matched","Known Flow",288187.557910,644192.529481,,0.000000,,,,,,,-29.999999,,,-26.826536,-29.999999,,"",,,,,,,"DC PROFILE",,
"64401600011115","Nodes","11115",21.000000,26.753742,"Default Known Flow Node","Known Flow",287907.125000,643560.625000,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"64401600000589","Nodes","589",21.000000,26.741722,"DDS demands","Known Flow",289387.750000,643726.125000,,0.000000,,,,,,-10.750000,,,,-9.612842,-10.750000,,"",,,,,,"D1 PROFILE",,,
"64401600000597","Nodes","597",21.000000,26.514841,"DDS demands","Known Flow",289366.781250,643708.625000,,0.000000,,,,,,-1.169999,,,,-1.046234,-1.169999,,"",,,,,,"D1 PROFILE",,,
"64401600000379","Nodes","379",21.000000,23.277612,"DDS demands","Known Flow",287818.500000,642776.125000,,0.000000,,,,,,-4.169999,,,,-3.728888,-4.169999,,"",,,,,,"D1 PROFILE",,,
"64401600000346","Nodes","346",21.000000,23.069449,"DDS demands","Known Flow",287857.375000,642745.000000,,0.000000,,,,,,-10.770000,,,,-9.630727,-10.770000,,"",,,,,,"D1 PROFILE",,,
"64401600000607","Nodes","607",21.000000,21.749907,"DDS demands","Known Flow",287825.125000,642712.625000,,0.000000,,,,,,-2.539999,,,,-2.271313,-2.539999,,"",,,,,,"D1 PROFILE",,,
"64401600000606","Nodes","606",21.000000,22.170896,"DDS demands","Known Flow",287879.625000,642686.125000,,0.000000,,,,,,-4.179999,,,,-3.737830,-4.179999,,"",,,,,,"D1 PROFILE",,,
"64401600000345","Nodes","345",21.000000,21.463809,"Default Known Flow Node","Known Flow",288066.250000,642574.000000,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"64401600000453","Nodes","453",21.000000,22.982327,"DDS demands","Known Flow",287995.250000,642644.250000,,0.000000,-5.760000,,,,,,,,,-5.150695,-5.760000,,"","C1 PROFILE",,,,,,,,
"64401600001119","Nodes","1119",21.000000,21.954049,"DDS demands","Known Flow",287961.375000,642644.375000,,0.000000,,,,,,-4.570000,,,,-4.086576,-4.570000,,"",,,,,,"D1 PROFILE",,,
"64401600002116","Nodes","2116",21.000000,22.003078,"DDS demands","Known Flow",288052.250000,642586.125000,,0.000000,,,-3.690000,,,,,,,-3.299664,-3.690000,,"",,,"C3  PROFILE",,,,,,
