"NAME","TYPE","FlowCategoryTotalVolumetricFlow","FlowCategoryTotalThermalFlow","FlowCategoryMultiplier","FlowCategoryType","CategoryActive"
"Base Volumetric","Flow Categories",0.000000,0.000000,1.000000,"Volumetric",-1.000000
"Base Thermal","Flow Categories",,,1.000000,"Thermal",-1.000000
"D1","Flow Categories",-4604.799991,0.000000,1.000000,"Volumetric",-1.000000
"C1","Flow Categories",-495.349993,0.000000,1.000000,"Volumetric",-1.000000
"I2","Flow Categories",-211.699998,0.000000,1.000000,"Volumetric",-1.000000
"C4","Flow Categories",-94.210000,0.000000,1.000000,"Volumetric",-1.000000
"DC","Flow Categories",-629.269003,0.000000,1.000000,"Volumetric",-1.000000
"C2","Flow Categories",-364.880003,0.000000,1.000000,"Volumetric",-1.000000
"Base Diversified Volumetric","Flow Categories",,,1.000000,"Diversified Volumetric",-1.000000
"Base Diversified Thermal","Flow Categories",,,1.000000,"Diversified Thermal",-1.000000
"CC","Flow Categories",-41.500001,0.000000,1.000000,"Volumetric",-1.000000
"PL-DC","Flow Categories",-275.079997,0.000000,1.000000,"Volumetric",-1.000000
"PL-AF","Flow Categories",-58.470000,0.000000,1.000000,"Volumetric",-1.000000
