"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(DM)","NodeFlowByCategory(I2)","NodeFlowByCategory(PL-AF)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(DM)","NodeFlowProfileNameByCategory(I2)","NodeFlowProfileNameByCategory(PL-AF)"
"64402200000469","Nodes","469",21.000000,34.258969,"DDS demands","Known Flow",269948.909895,643975.939449,,0.000000,,,,,-14.430000,,,,,-12.903564,-14.430000,,"",,,,,"D1 PROFILE",,,,
"64402200000139","Nodes",,21.000000,36.570703,"DDS demands","Known Flow",270417.748568,644897.908541,,0.000000,,,,,-12.979999,,,,,-11.606948,-12.979999,,"",,,,,"D1 PROFILE",,,,
"64402200001001","Nodes","1001",21.000000,37.018349,"Default Known Flow Node","Known Flow",270436.345303,644886.905412,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"64402200004035","Nodes","-127079",21.000000,37.599512,"Default Known Flow Node","Known Flow",270474.537754,644886.845689,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"64402200000674","Nodes","674",21.000000,25.695864,"DDS demands","Known Flow",269611.369328,644399.633125,,0.000000,,,,,-5.509999,,,,,-4.927140,-5.509999,,"",,,,,"D1 PROFILE",,,,
"64402200000361","Nodes","361",21.000000,28.166391,"DDS demands","Known Flow",269539.280640,645108.574953,,0.000000,,,,,-13.780000,,,,,-12.322322,-13.780000,,"",,,,,"D1 PROFILE",,,,
"64402200000679","Nodes","679",21.000000,28.155326,"Default Known Flow Node","Known Flow",269470.101123,645171.911015,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"64402200000405","Nodes","405",21.000000,24.224387,"DDS demands","Known Flow",269434.880043,644414.593590,,0.000000,,,,,-28.959999,,,,,-25.896550,-28.959999,,"",,,,,"D1 PROFILE",,,,
"64402200000206","Nodes","206",21.000000,24.680556,"DDS demands","Known Flow",269356.571794,644282.333703,,0.000000,,,,,-4.949999,,,,,-4.426378,-4.949999,,"",,,,,"D1 PROFILE",,,,
"64402200000097","Nodes","97",21.000000,24.131865,"DDS demands","Known Flow",269176.545679,644337.665114,,0.000000,,,,,-7.719999,,,,,-6.903361,-7.719999,,"",,,,,"D1 PROFILE",,,,
