"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C4)","NodeFlowByCategory(D1)","NodeFlowByCategory(PL-DC)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(PL-DC)"
"64307200000018","Nodes","18",21.000000,46.613478,"DDS demands","Known Flow",335414.500000,669917.875000,,0.000000,,,,-24.139999,,-21.586418,-24.139999,,"",,,,"D1 PROFILE",
"64307200000014","Nodes","14",21.000000,48.547971,"DDS demands","Known Flow",335268.000000,670150.750000,,0.000000,,,,-15.999999,,-14.307486,-15.999999,,"",,,,"D1 PROFILE",
"64307200000048","Nodes","48",21.000000,48.848075,"DDS demands","Known Flow",335210.375000,670068.000000,,0.000000,,-28.929999,,-14.060000,,-38.442427,-42.989999,,"",,"C2 PROFILE",,"D1 PROFILE",
"64307200000011","Nodes","11",21.000000,49.165003,"DDS demands","Known Flow",335114.625000,670153.875000,,0.000000,,,,-17.589999,,-15.729293,-17.589999,,"",,,,"D1 PROFILE",
"64307200000019","Nodes","19",21.000000,46.480512,"DDS demands","Known Flow",335493.125000,669880.625000,,0.000000,,,,-15.010000,,-13.422211,-15.010000,,"",,,,"D1 PROFILE",
"64307200000022","Nodes","22",21.000000,44.112555,"DDS demands","Known Flow",335409.125000,669863.375000,,0.000000,,,,-0.939999,,-0.840564,-0.939999,,"",,,,"D1 PROFILE",
"64307200000023","Nodes","23",21.000000,41.561351,"DDS demands","Known Flow",335386.375000,669865.125000,,0.000000,,,,-17.059999,,-15.255356,-17.059999,,"",,,,"D1 PROFILE",
"64307200000021","Nodes","21",21.000000,44.746608,"DDS demands","Known Flow",335427.875000,669832.750000,,0.000000,,,,-4.719999,,-4.220708,-4.719999,,"",,,,"D1 PROFILE",
"64307200000025","Nodes","25",21.000000,44.664112,"DDS demands","Known Flow",335406.625000,669807.750000,,0.000000,,,,-7.199999,,-6.438368,-7.199999,,"",,,,"D1 PROFILE",
"64307200000026","Nodes","26",21.000000,39.659138,"DDS demands","Known Flow",335267.375000,669848.875000,,0.000000,,,,-13.619999,,-12.179247,-13.619999,,"",,,,"D1 PROFILE",
"64307200000020","Nodes","20",21.000000,46.519237,"DDS demands","Known Flow",335479.625000,669801.750000,,0.000000,,,,-10.450000,,-9.344577,-10.450000,,"",,,,"D1 PROFILE",
"64307200000027","Nodes","27",21.000000,46.465052,"DDS demands","Known Flow",335467.125000,669752.875000,,0.000000,,,,-3.270000,,-2.924092,-3.270000,,"",,,,"D1 PROFILE",
"64307200000028","Nodes","28",21.000000,44.807697,"DDS demands","Known Flow",335436.375000,669725.750000,,0.000000,,,,-12.919999,,-11.553295,-12.919999,,"",,,,"D1 PROFILE",
"64307200000029","Nodes","29",21.000000,46.465048,"DDS demands","Known Flow",335459.125000,669732.500000,,0.000000,,,,-0.739999,,-0.661721,-0.739999,,"",,,,"D1 PROFILE",
"64307200000024","Nodes","24",21.000000,38.965381,"DDS demands","Known Flow",335327.625000,669762.875000,,0.000000,,,,-13.930000,,-12.456455,-13.930000,,"",,,,"D1 PROFILE",
"64307200000051","Nodes","51",21.000000,39.231194,"DDS demands","Known Flow",335303.750000,669797.125000,,0.000000,,,,-6.239999,,-5.579919,-6.239999,,"",,,,"D1 PROFILE",
"64307200000001","Nodes","COWPITS ROAD DG, GCM, Site ID 5745",21.000000,49.999998,"Default Known Pressure Node","Known Pressure",334973.375000,670144.375000,,2124.000044,,,,,,429.206652,479.980009,,"",,,,,
"64307200000041","Nodes","41",21.000000,42.950912,"DDS demands","Known Flow",335420.625000,670017.250000,,0.000000,,,,-12.760000,,-11.410220,-12.760000,,"",,,,"D1 PROFILE",
"64307200000043","Nodes","43",21.000000,49.453435,"DDS demands","Known Flow",335053.125000,670115.125000,,0.000000,,,,-7.809999,,-6.983841,-7.809999,,"",,,,"D1 PROFILE",
"64307200000016","Nodes","16",21.000000,48.259605,"DDS demands","Known Flow",335195.625000,670202.500000,,0.000000,,,,-1.139999,,-1.019408,-1.139999,,"",,,,"D1 PROFILE",
"64307200000015","Nodes","15",21.000000,48.309755,"DDS demands","Known Flow",335280.125000,670167.750000,,0.000000,,,,-10.470000,,-9.362461,-10.470000,,"",,,,"D1 PROFILE",
"64307200000033","Nodes","33",21.000000,43.619383,"DDS demands","Known Flow",335499.375000,670048.875000,,0.000000,,,,-11.289999,,-10.095719,-11.289999,,"",,,,"D1 PROFILE",
"64307200000032","Nodes","32",21.000000,44.484991,"DDS demands","Known Flow",335443.750000,670229.875000,,0.000000,,,,-19.790001,,-17.696573,-19.790001,,"",,,,"D1 PROFILE",
"64307200000044","Nodes","44",21.000000,49.439108,"DDS demands","Known Flow",335102.750000,670110.375000,,0.000000,,,,-1.779999,,-1.591707,-1.779999,,"",,,,"D1 PROFILE",
"64307200000010","Nodes","10",21.000000,49.301297,"DDS demands","Known Flow",335087.250000,670131.625000,,0.000000,,,,-10.739999,,-9.603899,-10.739999,,"",,,,"D1 PROFILE",
"64307200000017","Nodes","17",21.000000,47.362341,"DDS demands","Known Flow",335355.625000,670152.250000,,0.000000,,,,-13.560000,,-12.125594,-13.560000,,"",,,,"D1 PROFILE",
"64307200000035","Nodes","35",21.000000,39.665475,"DDS demands","Known Flow",335408.750000,670292.750000,,0.000000,,,,-15.899999,,-14.218064,-15.899999,,"",,,,"D1 PROFILE",
"64307200000036","Nodes","36",21.000000,39.590389,"DDS demands","Known Flow",335372.625000,670262.625000,,0.000000,,,,-6.510000,,-5.821358,-6.510000,,"",,,,"D1 PROFILE",
"64307200000037","Nodes","37",21.000000,38.392869,"DDS demands","Known Flow",335370.000000,670345.750000,,0.000000,,,,-4.679999,,-4.184939,-4.679999,,"",,,,"D1 PROFILE",
"64307200000031","Nodes","31",21.000000,45.714800,"DDS demands","Known Flow",335423.750000,670212.250000,,0.000000,,,,-17.410000,,-15.568333,-17.410000,,"",,,,"D1 PROFILE",
"64307200000030","Nodes","30",21.000000,46.732730,"DDS demands","Known Flow",335373.875000,670170.250000,,0.000000,,,,-3.140000,,-2.807844,-3.140000,,"",,,,"D1 PROFILE",
"64307200000049","Nodes","49",21.000000,46.909652,"DDS demands","Known Flow",335273.125000,670037.000000,,0.000000,,,,-23.749999,,-21.237674,-23.749999,,"",,,,"D1 PROFILE",
