"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(CC)","NodeFlowByCategory(CT)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(DM)","NodeFlowByCategory(I2)","NodeFlowByCategory(PL-AF)","NodeFlowByCategory(PL-CC)","NodeFlowByCategory(PL-DC)","NodeFlowByCategory(PL-PL)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(CC)","NodeFlowProfileNameByCategory(CT)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(DM)","NodeFlowProfileNameByCategory(I2)","NodeFlowProfileNameByCategory(PL-AF)","NodeFlowProfileNameByCategory(PL-CC)","NodeFlowProfileNameByCategory(PL-DC)","NodeFlowProfileNameByCategory(PL-PL)"
"64401500031633","Nodes","31633",21.000000,32.915466,"Default Known Flow Node","Known Flow",269533.339498,656879.705952,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,
"64401500031880","Nodes","31880",21.000000,32.962741,"Default Known Flow Node","Known Flow",269583.214512,656932.205967,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,
"64401500030671","Nodes","30671",21.000000,33.003383,"Default Known Flow Node","Known Flow",269543.464501,656945.330970,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,
"64401500031654","Nodes","31654",21.000000,33.273032,"Default Known Flow Node","Known Flow",269542.214501,656978.830979,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,
"64401500031878","Nodes","31878",21.000000,32.832603,"Default Known Flow Node","Known Flow",269590.089514,656915.330962,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,
"64401500031289","Nodes","31289",21.000000,32.832603,"Default Known Flow Node","Known Flow",269601.589517,656918.955963,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,
"64401500030562","Nodes","30562",21.000000,32.832603,"Default Known Flow Node","Known Flow",269580.714511,656909.455961,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,
"64401500000399","Nodes","399",21.000000,39.841732,"Default Known Flow Node","Known Flow",269624.964523,656559.455865,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,
"64401500031296","Nodes","31296",21.000000,32.854831,"Default Known Flow Node","Known Flow",269669.589535,656966.830976,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,
"64401500006960","Nodes","6960",21.000000,32.898223,"Default Known Flow Node","Known Flow",269610.839519,656967.080976,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,
"64401500031108","Nodes","31108",21.000000,32.794615,"Default Known Flow Node","Known Flow",269662.839533,656944.580970,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,
"64401500032508","Nodes","32508",21.000000,32.587367,"Default Known Flow Node","Known Flow",269756.464559,656948.955971,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,
"64401500031003","Nodes","31003",21.000000,32.646984,"Default Known Flow Node","Known Flow",269713.214547,656933.205967,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,
"64401500032512","Nodes","32512",21.000000,32.587367,"Default Known Flow Node","Known Flow",269757.464559,656964.330976,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,
"64401500031796","Nodes","31796",21.000000,32.587367,"Default Known Flow Node","Known Flow",269771.714563,656964.205975,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,
"64401500030657","Nodes","30657",21.000000,32.587367,"Default Known Flow Node","Known Flow",269743.964555,656965.205976,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,
"64401500030431","Nodes","30431",21.000000,32.527025,"Default Known Flow Node","Known Flow",269813.839574,656947.205971,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,
"64401500032487","Nodes","32487",21.000000,35.965721,"Default Known Flow Node","Known Flow",269833.464580,656668.455895,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,
"64401500006872","Nodes","6872",21.000000,35.953368,"Default Known Flow Node","Known Flow",269842.214582,656630.955885,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,
"64401500006341","Nodes","6341",21.000000,35.606037,"DDS demands","Known Flow",269917.214603,656713.705907,,0.000000,-59.189996,,,,,,,,,,,,,,-52.928756,-59.189996,,"","C1 PROFILE",,,,,,,,,,,,,
"64401500032505","Nodes","32505",21.000000,32.384022,"Default Known Flow Node","Known Flow",269906.589600,656923.205964,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,
"64401500031508","Nodes","31508",21.000000,36.027468,"Default Known Flow Node","Known Flow",269898.214597,656713.205907,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,
"64401500004136","Nodes","4136",21.000000,32.384007,"DDS demands","Known Flow",269908.214600,656898.830958,,0.000000,,,,,,,-0.460000,,,,,,,,-0.411340,-0.460000,,"",,,,,,,"D1 PROFILE",,,,,,,
"64401500030204","Nodes","30204",21.000000,32.384016,"Default Known Flow Node","Known Flow",269867.339589,656890.330955,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,
"64401500031111","Nodes","31111",21.000000,32.384022,"Default Known Flow Node","Known Flow",269924.089604,656895.080957,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,
"64401500007679","Nodes","7679",21.000000,32.399256,"DDS demands","Known Flow",269773.714564,656897.080957,,0.000000,,,,,,,-2.589999,,,,,,,,-2.316024,-2.589999,,"",,,,,,,"D1 PROFILE",,,,,,,
"64401500007685","Nodes","7685",21.000000,32.375950,"DDS demands","Known Flow",269748.089557,656916.330962,,0.000000,,,,,,,-2.750000,,,,,,,,-2.459099,-2.750000,,"",,,,,,,"D1 PROFILE",,,,,,,
"64401500007680","Nodes","7680",21.000000,32.270169,"DDS demands","Known Flow",269760.589560,656868.080949,,0.000000,,,,,,,-2.679999,,,,,,,,-2.396503,-2.679999,,"",,,,,,,"D1 PROFILE",,,,,,,
"64401500007692","Nodes","7692",21.000000,32.245124,"DDS demands","Known Flow",269750.089557,656843.330943,,0.000000,,,,,,,-2.970000,,,,,,,,-2.655827,-2.970000,,"",,,,,,,"D1 PROFILE",,,,,,,
"64401500007681","Nodes","7681",21.000000,32.248045,"DDS demands","Known Flow",269737.089554,656860.830947,,0.000000,,,,,,,-4.340000,,,,,,,,-3.880905,-4.340000,,"",,,,,,,"D1 PROFILE",,,,,,,
"64401500007686","Nodes","7686",21.000000,31.935932,"DDS demands","Known Flow",269731.714552,656888.830955,,0.000000,,,,,,,-7.159999,,,,,,,,-6.402599,-7.159999,,"",,,,,,,"D1 PROFILE",,,,,,,
"64401500007687","Nodes","7687",21.000000,31.851161,"DDS demands","Known Flow",269664.839534,656890.080955,,0.000000,,,,,,,-5.519999,,,,,,,,-4.936082,-5.519999,,"",,,,,,,"D1 PROFILE",,,,,,,
"64401500007690","Nodes","7690",21.000000,32.307240,"DDS demands","Known Flow",269530.714497,656838.580941,,0.000000,,,,,,,-7.960000,,,,,,,,-7.117974,-7.960000,,"",,,,,,,"D1 PROFILE",,,,,,,
"64401500007689","Nodes","7689",21.000000,31.533625,"DDS demands","Known Flow",269538.089499,656866.705949,,0.000000,,,,,,,-7.889999,,,,,,,,-7.055379,-7.889999,,"",,,,,,,"D1 PROFILE",,,,,,,
"64401500006066","Nodes","6066",21.000000,35.706956,"Default Known Flow Node","Known Flow",269931.464606,656794.705929,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,
"64401500006067","Nodes","6067",21.000000,35.698470,"Default Known Flow Node","Known Flow",269959.964614,656791.705929,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,
"64401500032493","Nodes","32493",21.000000,35.697969,"Default Known Flow Node","Known Flow",269961.714615,656791.455928,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,
"64401500006068","Nodes","6068",21.000000,35.698470,"Default Known Flow Node","Known Flow",269970.339617,656809.955934,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,
"64401500032496","Nodes","32496",21.000000,35.698470,"Default Known Flow Node","Known Flow",269971.589617,656816.580935,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,
"64401500006873","Nodes","6873",21.000000,35.953368,"Default Known Flow Node","Known Flow",269841.714582,656626.830884,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,
"64401500001940","Nodes","1940",21.000000,33.157361,"DDS demands","Known Flow",267902.589054,657040.330996,,0.000000,-6.000000,,,,,,-12.640000,,,,,,,,-16.668221,-18.640000,,"","C1 PROFILE",,,,,,"D1 PROFILE",,,,,,,
"64401500030953","Nodes","30953",21.000000,32.988397,"Default Known Flow Node","Known Flow",267946.214066,657394.456093,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,
"64401500000136","Nodes","136",21.000000,32.988397,"DDS demands","Known Flow",267946.089066,657395.831093,,0.000000,,,,,,,-10.869999,,,,,,,,-9.720147,-10.869999,,"",,,,,,,"D1 PROFILE",,,,,,,
"64401500031521","Nodes","31521",21.000000,32.094899,"Default Known Flow Node","Known Flow",267947.339067,657488.081118,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,
"64401500000150","Nodes","150",21.000000,32.094899,"DDS demands","Known Flow",267948.589067,657490.456119,,0.000000,,,,,,,-15.840000,,,,,,,,-14.164411,-15.840000,,"",,,,,,,"D1 PROFILE",,,,,,,
"64401500007067","Nodes","7067",21.000000,33.028084,"Default Known Flow Node","Known Flow",267947.089067,657390.081091,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,
"64401500033209","Nodes","33209",21.000000,32.997915,"Default Known Flow Node","Known Flow",267947.822691,657395.583276,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,
"64401500001939","Nodes","1939",21.000000,32.913058,"DDS demands","Known Flow",267938.589064,657430.956102,,0.000000,,,,-2.809999,,,-4.880000,,,,,,,,-6.876535,-7.690000,,"",,,,"C4 PROFILE",,,"D1 PROFILE",,,,,,,
"64401500030952","Nodes","30952",21.000000,32.913058,"Default Known Flow Node","Known Flow",267937.839064,657435.331104,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,
"64401500030331","Nodes","30331",21.000000,32.997915,"Default Known Flow Node","Known Flow",267948.089067,657397.581093,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,
"64401500032993","Nodes","32993",21.000000,35.294797,"Default Known Flow Node","Known Flow",267958.089070,657086.706009,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,
"64401500032984","Nodes","32984",21.000000,35.311543,"Default Known Flow Node","Known Flow",267964.464071,657071.831005,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,
"64401500001936","Nodes","1936",21.000000,35.294172,"DDS demands","Known Flow",267970.839073,657062.831002,,0.000000,,,,,,,-4.909999,,,,,,,,-4.390609,-4.909999,,"",,,,,,,"D1 PROFILE",,,,,,,
"64401500030649","Nodes","30649",21.000000,35.311543,"Default Known Flow Node","Known Flow",267947.964067,657060.456002,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,
"64401500032995","Nodes","32995",21.000000,35.319520,"Default Known Flow Node","Known Flow",267970.089073,657096.706012,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,
"64401500030809","Nodes","30809",21.000000,35.362897,"Default Known Flow Node","Known Flow",267978.714075,657085.331008,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,
"64401500005076","Nodes","5076",21.000000,35.955135,"DDS demands","Known Flow",268247.839148,657062.206002,,0.000000,-19.559999,,,,,,,,,,,,,,-17.490900,-19.559999,,"","C1 PROFILE",,,,,,,,,,,,,
"64401500000144","Nodes","144",21.000000,35.493705,"DDS demands","Known Flow",268051.589095,657009.705988,,0.000000,,,,,,,-12.499999,,,,,,,,-11.177723,-12.499999,,"",,,,,,,"D1 PROFILE",,,,,,,
"64401500000145","Nodes","145",21.000000,35.846350,"DDS demands","Known Flow",268237.214145,657048.955999,,0.000000,,,,,,,-19.260000,,,,,,,,-17.222636,-19.260000,,"",,,,,,,"D1 PROFILE",,,,,,,
"64401500001942","Nodes","1942",21.000000,36.319611,"DDS demands","Known Flow",268153.589123,657134.456022,,0.000000,,,,,,,-15.299999,,,,,,,,-13.681533,-15.299999,,"",,,,,,,"D1 PROFILE",,,,,,,
"64401500001934","Nodes","1934",21.000000,35.431630,"DDS demands","Known Flow",268005.964083,657121.581018,,0.000000,,,,,,,-11.729999,,,,,,,,-10.489175,-11.729999,,"",,,,,,,"D1 PROFILE",,,,,,,
"64401500001933","Nodes","1933",21.000000,35.594863,"DDS demands","Known Flow",268012.214084,657134.081022,,0.000000,,,,,,,-10.479999,,,,,,,,-9.371402,-10.479999,,"",,,,,,,"D1 PROFILE",,,,,,,
"64401500033080","Nodes","33080",21.000000,36.092034,"Default Known Flow Node","Known Flow",268100.961532,657226.960420,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,
"64401500000143","Nodes","143,",21.000000,36.460854,"DDS demands","Known Flow",268133.464117,657155.831028,,0.000000,-12.619999,,,,,,-8.720000,,,,,,,,-19.082610,-21.340000,,"","C1 PROFILE",,,,,,"D1 PROFILE",,,,,,,
"64401500030516","Nodes","30516",21.000000,36.460854,"Default Known Flow Node","Known Flow",268131.714117,657154.081027,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,
"64401500032972","Nodes","32972",21.000000,35.863101,"Default Known Flow Node","Known Flow",268235.714145,657053.581000,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,
"64401500030758","Nodes","30758",21.000000,35.846350,"Default Known Flow Node","Known Flow",268240.214146,657049.830999,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,
"64401500006272","Nodes","6272",21.000000,37.874727,"Default Known Flow Node","Known Flow",268193.964134,657210.081042,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,
"64401500006273","Nodes","6273",21.000000,37.874727,"Default Known Flow Node","Known Flow",268203.339136,657199.581040,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,
"64401500006220","Nodes","6220",21.000000,40.218277,"Default Known Flow Node","Known Flow",268296.589162,657297.456066,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,
"64401500001943","Nodes","1943",21.000000,33.339899,"DDS demands","Known Flow",268000.589081,657353.081081,,0.000000,,,,,,,-11.920000,,,,,,,,-10.659077,-11.920000,,"",,,,,,,"D1 PROFILE",,,,,,,
"64401500006254","Nodes","6254",21.000000,39.697834,"Default Known Flow Node","Known Flow",268089.964105,657361.081083,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,
"64401500006249","Nodes","6249",21.000000,39.442821,"DDS demands","Known Flow",268062.339098,657417.456099,,0.000000,,,,,,,-1.019999,,,,,,,,-0.912102,-1.019999,,"",,,,,,,"D1 PROFILE",,,,,,,
"64401500006247","Nodes","6247",21.000000,39.314618,"DDS demands","Known Flow",268034.214090,657468.956113,,0.000000,,,,,,,-10.270000,,,,,,,,-9.183618,-10.270000,,"",,,,,,,"D1 PROFILE",,,,,,,
"64401500006250","Nodes","6250",21.000000,39.389771,"Default Known Flow Node","Known Flow",268051.214095,657410.956097,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,
"64401500006248","Nodes","6248",21.000000,39.287754,"DDS demands","Known Flow",268006.714083,657474.706114,,0.000000,,,,,,,-3.180000,,,,,,,,-2.843613,-3.180000,,"",,,,,,,"D1 PROFILE",,,,,,,
"64401500006245","Nodes","6245",21.000000,39.286332,"DDS demands","Known Flow",268031.464089,657497.206121,,0.000000,,,,,,,-0.649999,,,,,,,,-0.581241,-0.650000,,"",,,,,,,"D1 PROFILE",,,,,,,
"64401500006253","Nodes","6253",21.000000,39.389771,"Default Known Flow Node","Known Flow",268009.839084,657421.581100,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,
"64401500006251","Nodes","6251",21.000000,39.279284,"DDS demands","Known Flow",268063.214098,657386.956091,,0.000000,,,,,,,-8.709999,,,,,,,,-7.788637,-8.709999,,"",,,,,,,"D1 PROFILE",,,,,,,
"64401500006252","Nodes","6252",21.000000,39.389771,"Default Known Flow Node","Known Flow",268038.839091,657434.206103,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,
"64401500033433","Nodes","33433",21.000000,39.166525,"Default Known Flow Node","Known Flow",268020.464086,657499.081121,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,
"64401500006255","Nodes","6255",21.000000,39.935188,"DDS demands","Known Flow",268150.964122,657399.081094,,0.000000,,,,,,,-9.220000,,,,,,,,-8.244689,-9.220000,,"",,,,,,,"D1 PROFILE",,,,,,,
"64401500006256","Nodes","6256",21.000000,39.946522,"DDS demands","Known Flow",268170.339127,657394.206092,,0.000000,,,,,,,-11.799999,,,,,,,,-10.551771,-11.799999,,"",,,,,,,"D1 PROFILE",,,,,,,
"64401500006257","Nodes","6257",21.000000,39.463558,"DDS demands","Known Flow",268160.589125,657498.206121,,0.000000,,,,,,,-14.590000,,,,,,,,-13.046639,-14.590000,,"",,,,,,,"D1 PROFILE",,,,,,,
"64401500006277","Nodes","6277",21.000000,39.969865,"Default Known Flow Node","Known Flow",268227.214143,657369.706086,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,
"64401500006223","Nodes","6223",21.000000,39.988703,"DDS demands","Known Flow",268242.089147,657354.831082,,0.000000,,,,,,,-7.450000,,,,,,,,-6.661923,-7.450000,,"",,,,,,,"D1 PROFILE",,,,,,,
"64401500006224","Nodes","6224",21.000000,39.882260,"DDS demands","Known Flow",268260.839152,657407.456096,,0.000000,,,,,,,-1.019999,,,,,,,,-0.912102,-1.019999,,"",,,,,,,"D1 PROFILE",,,,,,,
"64401500006221","Nodes","6221",21.000000,40.155959,"DDS demands","Known Flow",268274.214156,657321.081073,,0.000000,,,,,,,-3.800000,,,,,,,,-3.398028,-3.800000,,"",,,,,,,"D1 PROFILE",,,,,,,
"64401500006222","Nodes","6222",21.000000,40.029893,"DDS demands","Known Flow",268324.214169,657380.456089,,0.000000,,,,,,,-2.720000,,,,,,,,-2.432272,-2.720000,,"",,,,,,,"D1 PROFILE",,,,,,,
"64401500033243","Nodes","33243",21.000000,39.845488,"Default Known Flow Node","Known Flow",268273.089155,657409.331097,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,
"64401500006226","Nodes","6226",21.000000,39.864651,"DDS demands","Known Flow",268258.839151,657431.081103,,0.000000,,,,,,,-2.180000,,,,,,,,-1.949395,-2.180000,,"",,,,,,,"D1 PROFILE",,,,,,,
"64401500006227","Nodes","6227",21.000000,39.741988,"DDS demands","Known Flow",268256.964151,657451.831108,,0.000000,,,,,,,-12.789999,,,,,,,,-11.437046,-12.789999,,"",,,,,,,"D1 PROFILE",,,,,,,
"64401500033408","Nodes","33408",21.000000,39.717449,"Default Known Flow Node","Known Flow",268268.964154,657452.956108,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,
"64401500033112","Nodes","33112",21.000000,40.377849,"Default Known Flow Node","Known Flow",268299.964163,657300.456067,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,
"64401500006746","Nodes","6746",21.000000,40.376057,"Default Known Flow Node","Known Flow",268323.714169,657271.331059,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,
"64401500006748","Nodes","6748",21.000000,40.376057,"Default Known Flow Node","Known Flow",268300.214163,657251.706054,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,
"64401500006747","Nodes","6747",21.000000,40.284746,"DDS demands","Known Flow",268347.714176,657270.706059,,0.000000,,,,,,,-0.829999,,,,,,,,-0.742200,-0.829999,,"",,,,,,,"D1 PROFILE",,,,,,,
"64401500006214","Nodes","6214, MAXIMO, 410353",21.000000,43.044668,"Point Loads","Known Flow",268389.589187,657380.331089,,0.000000,,,,,,,,,,,-1.330000,,,,-1.189309,-1.330000,,"",,,,,,,,,,,"PL-AF PROFILE",,,
"64401500006215","Nodes","6215",21.000000,42.766321,"Default Known Flow Node","Known Flow",268374.339183,657397.456093,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,
"64401500006312","Nodes","6312, MAXIMO, 410353",21.000000,42.441601,"DDS demands","Known Flow",268344.089175,657425.956101,,0.000000,,,,,,,-8.339999,,,,-1.330000,,,,-8.647087,-9.670000,,"",,,,,,,"D1 PROFILE",,,,"PL-AF PROFILE",,,
"64401500033231","Nodes","33231, MAXIMO, 410353",21.000000,42.762779,"Point Loads","Known Flow",268379.464184,657402.581095,,0.000000,,,,,,,,,,,-2.660000,,,,-2.378619,-2.660000,,"",,,,,,,,,,,"PL-AF PROFILE",,,
"64401500030380","Nodes","30380",21.000000,42.441601,"Default Known Flow Node","Known Flow",268338.714173,657431.706103,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,
"64401500006217","Nodes","6217, MAXIMO, 410353",21.000000,42.432659,"Point Loads","Known Flow",268349.964176,657431.581103,,0.000000,,,,,,,,,,,-1.330000,,,,-1.189309,-1.330000,,"",,,,,,,,,,,"PL-AF PROFILE",,,
"64401500006218","Nodes","6218, MAXIMO, 410353",21.000000,42.419529,"Point Loads","Known Flow",268330.589171,657450.206108,,0.000000,,,,,,,,,,,-2.660000,,,,-2.378619,-2.660000,,"",,,,,,,,,,,"PL-AF PROFILE",,,
"64401500006219","Nodes","6219",21.000000,42.432659,"Default Known Flow Node","Known Flow",268373.589183,657443.706106,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,
"64401500006210","Nodes","6210",21.000000,43.128948,"DDS demands","Known Flow",268399.464190,657470.331113,,0.000000,,,,,,,-6.740000,,,,,,,,-6.027028,-6.740000,,"",,,,,,,"D1 PROFILE",,,,,,,
"64401500006211","Nodes","6211, MAXIMO, 410353",21.000000,43.088209,"Point Loads","Known Flow",268383.464185,657454.081109,,0.000000,,,,,,,,,,,-5.320000,,,,-4.757239,-5.320000,,"",,,,,,,,,,,"PL-AF PROFILE",,,
"64401500006208","Nodes","6208",21.000000,43.482188,"DDS demands","Known Flow",268421.964196,657447.706107,,0.000000,,,,,,,-4.019999,,,,,,,,-3.594755,-4.019999,,"",,,,,,,"D1 PROFILE",,,,,,,
"64401500033402","Nodes","33402, MAXIMO, 410353",21.000000,43.438622,"Point Loads","Known Flow",268426.839197,657452.456108,,0.000000,,,,,,,,,,,-1.330000,,,,-1.189309,-1.330000,,"",,,,,,,,,,,"PL-AF PROFILE",,,
"64401500006246","Nodes","6246",21.000000,38.859238,"DDS demands","Known Flow",267979.839075,657492.831119,,0.000000,,,,,,,-11.770000,,,,,,,,-10.524945,-11.770000,,"",,,,,,,"D1 PROFILE",,,,,,,
"64401500033000","Nodes","33000",21.000000,35.515766,"Default Known Flow Node","Known Flow",268023.464087,657103.831013,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,
"64401500031135","Nodes","31135",21.000000,35.863101,"Default Known Flow Node","Known Flow",268232.464144,657052.706000,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,
"64401500006228","Nodes","6228",21.000000,39.614101,"DDS demands","Known Flow",268243.089147,657494.706120,,0.000000,,,,,,,-5.739999,,,,,,,,-5.132810,-5.739999,,"",,,,,,,"D1 PROFILE",,,,,,,
"64401500030728","Nodes","30728",21.000000,39.717449,"Default Known Flow Node","Known Flow",268269.464154,657445.581106,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,
"64401500031616","Nodes","31616",21.000000,39.845488,"Default Known Flow Node","Known Flow",268271.589155,657421.331100,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,
"64401500006225","Nodes","6225",21.000000,39.815586,"DDS demands","Known Flow",268272.089155,657399.831094,,0.000000,,,,,,,-7.179999,,,,,,,,-6.420484,-7.179999,,"",,,,,,,"D1 PROFILE",,,,,,,
"64401500006216","Nodes","6216",21.000000,42.762779,"Default Known Flow Node","Known Flow",268384.964186,657397.831093,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,
"64401500030200","Nodes","30200",21.000000,42.762779,"Default Known Flow Node","Known Flow",268375.589183,657406.956096,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,
"64401500006209","Nodes","6209",21.000000,43.481358,"Default Known Flow Node","Known Flow",268421.839196,657457.956110,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,
"64401500030447","Nodes","30447",21.000000,43.438622,"Default Known Flow Node","Known Flow",268432.214199,657447.581107,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,
"64401500004813","Nodes","4813",21.000000,31.873244,"DDS demands","Known Flow",268784.863156,657027.697019,,0.000000,,,,,,,-16.809999,,,,,,,,-15.031803,-16.809999,,"",,,,,,,"D1 PROFILE",,,,,,,
"64401500003967","Nodes","3967",21.000000,32.520442,"DDS demands","Known Flow",268890.214323,656995.455984,,0.000000,,,,,,,-15.550000,,,,,,,,-13.905088,-15.550000,,"",,,,,,,"D1 PROFILE",,,,,,,
"64401500000232","Nodes","232",21.000000,33.170978,"DDS demands","Known Flow",268951.214340,657038.955996,,0.000000,,,,,,,-14.710000,,,,,,,,-13.153945,-14.710000,,"",,,,,,,"D1 PROFILE",,,,,,,
