"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C4)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(DM)","NodeFlowByCategory(PL-AF)","NodeFlowByCategory(PL-PL)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(DM)","NodeFlowProfileNameByCategory(PL-AF)","NodeFlowProfileNameByCategory(PL-PL)"
"64310300000165","Nodes",,21.000000,59.874457,"Default Known Flow Node","Known Flow",341044.563957,669208.821307,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64310300000166","Nodes",,21.000000,59.797878,"Default Known Flow Node","Known Flow",341044.250957,669194.172303,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64310300000169","Nodes",,21.000000,63.483368,"Default Known Flow Node","Known Flow",341186.966996,669233.732314,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64310300000177","Nodes",,21.000000,59.207050,"Default Known Flow Node","Known Flow",340782.506886,669229.796313,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64310300000186","Nodes",,21.000000,51.493450,"Default Known Flow Node","Known Flow",340701.701864,668927.437231,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64310300000210","Nodes",,21.000000,55.645272,"Default Known Flow Node","Known Flow",341213.563995,669192.386821,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64310300000206","Nodes",,21.000000,55.943119,"Default Known Flow Node","Known Flow",341249.484013,669161.716295,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64310300000211","Nodes",,21.000000,55.645272,"Default Known Flow Node","Known Flow",341222.917006,669202.245306,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64310300000212","Nodes",,21.000000,68.246385,"Default Known Flow Node","Known Flow",341313.514030,669262.997322,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64310300000213","Nodes",,21.000000,68.246385,"Default Known Flow Node","Known Flow",341314.956031,669256.190320,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64310300000216","Nodes",,21.000000,71.687086,"Default Known Flow Node","Known Flow",341430.034062,669264.665323,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64310300000217","Nodes",,21.000000,71.687086,"Default Known Flow Node","Known Flow",341436.310064,669266.571323,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64310300000218","Nodes",,21.000000,67.696731,"Default Known Flow Node","Known Flow",341429.981062,669176.797299,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64310300000226","Nodes",,21.000000,71.464437,"Default Known Flow Node","Known Flow",341413.794058,669259.484321,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64310300000237","Nodes",,21.000000,71.732366,"Default Known Flow Node","Known Flow",341428.385770,669293.065814,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64310300000233","Nodes",,21.000000,68.487491,"Default Known Flow Node","Known Flow",341356.528042,669179.465299,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64310300000235","Nodes",,21.000000,55.950685,"Default Known Flow Node","Known Flow",341246.256012,669157.066293,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64310300000236","Nodes",,21.000000,55.950685,"Default Known Flow Node","Known Flow",341248.883013,669151.889292,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64310300000245","Nodes",,21.000000,71.687086,"Default Known Flow Node","Known Flow",341425.372044,669294.469397,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64310300000238","Nodes",,21.000000,71.773133,"Default Known Flow Node","Known Flow",341431.222062,669334.710342,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64310300000234","Nodes",,21.000000,69.098937,"Default Known Flow Node","Known Flow",341343.805038,669257.790321,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64310300000244","Nodes",,21.000000,67.893671,"Default Known Flow Node","Known Flow",341426.015061,669175.820298,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64310300000246","Nodes",,21.000000,71.687086,"Default Known Flow Node","Known Flow",341426.444061,669263.576322,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64310300000103","Nodes",,21.000000,50.219319,"Default Known Flow Node","Known Flow",340594.096834,668907.877225,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64310300000240","Nodes",,21.000000,70.379298,"Default Known Flow Node","Known Flow",341344.082039,669397.284359,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64310300000088","Nodes","88",21.000000,59.207050,"Default Known Flow Node","Known Flow",340821.605896,669165.558296,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64310300000089","Nodes","89",21.000000,59.207050,"Default Known Flow Node","Known Flow",340808.349893,669161.993295,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64310300000008","Nodes","8",21.000000,68.487491,"DDS demands","Known Flow",341356.966545,669181.305794,,0.000000,,,,-2.230000,,,,,-1.994105,-2.230000,,"",,,,"D1 PROFILE",,,,
"64310300000087","Nodes","87",21.000000,59.207050,"Default Known Flow Node","Known Flow",340850.235904,669190.549302,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64310300000071","Nodes","71",21.000000,58.237822,"DDS demands","Known Flow",340857.780906,669055.813266,,0.000000,,,,-2.039999,,,,,-1.824204,-2.039999,,"",,,,"D1 PROFILE",,,,
"64310300000061","Nodes","61",21.000000,50.447246,"DDS demands","Known Flow",340699.646863,668972.758243,,0.000000,,,,-4.190000,,,,,-3.746773,-4.190000,,"",,,,"D1 PROFILE",,,,
"64310300000090","Nodes","90",21.000000,59.207050,"Default Known Flow Node","Known Flow",340798.386890,669181.704300,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64310300000002","Nodes","2",21.000000,74.317285,"DDS demands","Known Flow",341603.544109,669399.148359,,0.000000,,,,-6.789999,,,,,-6.071739,-6.789999,,"",,,,"D1 PROFILE",,,,
"64310310000064","Nodes",,22.999998,50.219319,"Default Known Flow Node","Known Flow",340597.806025,668910.340899,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
