"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(D1)","NodeFlowByCategory(DM)","NodeFlowByCategory(I2)","NodeFlowByCategory(PL-AF)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DM)","NodeFlowProfileNameByCategory(I2)","NodeFlowProfileNameByCategory(PL-AF)"
"64403200000244","Nodes","244",21.000000,27.292077,"DDS demands","Known Flow",288019.817528,696892.082840,,0.000000,,,,,-7.329999,,,,-6.554617,-7.329999,,"",,,,,"D1 PROFILE",,,
"64403200000358","Nodes","358",21.000000,28.137770,"Default Known Flow Node","Known Flow",288097.764550,696943.323854,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64403200005080","Nodes","5080",21.000000,28.137770,"Default Known Flow Node","Known Flow",288093.497548,696943.145854,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64403200000398","Nodes","398",21.000000,28.676649,"DDS demands","Known Flow",288159.659566,696791.636813,,0.000000,,,,,-5.270000,,,,-4.712528,-5.270000,,"",,,,,"D1 PROFILE",,,
"64403200005102","Nodes","5102",21.000000,28.810313,"Default Known Flow Node","Known Flow",288210.666580,696791.890813,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64403200000154","Nodes","154",21.000000,28.851662,"DDS demands","Known Flow",288251.188591,696745.858800,,0.000000,,,,,-1.450000,,,,-1.296616,-1.450000,,"",,,,,"D1 PROFILE",,,
"64403200000152","Nodes","152",21.000000,28.853731,"DDS demands","Known Flow",288247.574590,696757.126803,,0.000000,,,,,-1.440000,,,,-1.287673,-1.440000,,"",,,,,"D1 PROFILE",,,
"64403200000166","Nodes","166",21.000000,29.154210,"DDS demands","Known Flow",288288.668602,696739.525799,,0.000000,,,,,-1.710000,,,,-1.529112,-1.710000,,"",,,,,"D1 PROFILE",,,
"64403200005131","Nodes","5131",21.000000,29.159543,"Default Known Flow Node","Known Flow",288310.671113,696736.978615,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64403200005149","Nodes","5149",21.000000,30.199297,"Default Known Flow Node","Known Flow",288408.921634,696786.636812,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64403200000100","Nodes","100",21.000000,30.199297,"DDS demands","Known Flow",288409.165634,696783.262811,,0.000000,,,,,-2.130000,,,,-1.904684,-2.130000,,"",,,,,"D1 PROFILE",,,
"64403200005156","Nodes","5156",21.000000,30.092121,"Default Known Flow Node","Known Flow",288414.163636,696768.920807,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64403200005154","Nodes","5154",21.000000,30.092121,"Default Known Flow Node","Known Flow",288413.529916,696770.374194,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64403200000400","Nodes","400",21.000000,25.305447,"DDS demands","Known Flow",288115.073554,696872.885835,,0.000000,,,,,-20.440001,,,,-18.277815,-20.440001,,"",,,,,"D1 PROFILE",,,
"64403200000246","Nodes","246",21.000000,24.458749,"DDS demands","Known Flow",288068.646542,696871.491835,,0.000000,,,,,-14.930000,,,,-13.350673,-14.930000,,"",,,,,"D1 PROFILE",,,
"64403200005073","Nodes","5073",21.000000,24.430199,"Default Known Flow Node","Known Flow",288054.028538,696866.260833,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64403200000098","Nodes","98",21.000000,24.409296,"Default Known Flow Node","Known Flow",288037.276533,696865.728833,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64403200005065","Nodes","5065",21.000000,24.365671,"Default Known Flow Node","Known Flow",288018.911528,696865.789833,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64403200000401","Nodes","401",21.000000,28.923459,"DDS demands","Known Flow",288246.805590,696876.486836,,0.000000,,,,,-25.449999,,,,-22.757845,-25.449999,,"",,,,,"D1 PROFILE",,,
"64403200005110","Nodes","5110",21.000000,28.804422,"DDS demands","Known Flow",288247.371590,696840.448826,,0.000000,,,,,-3.589999,,,,-3.210242,-3.589999,,"",,,,,"D1 PROFILE",,,
"64403200005101","Nodes","5101",21.000000,27.806789,"Default Known Flow Node","Known Flow",288208.869899,696875.070899,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64403200000430","Nodes","430",21.000000,30.246194,"DDS demands","Known Flow",288405.574633,696804.640816,,0.000000,-4.199999,,,,-7.809999,,,,-10.739556,-12.010000,,"","C1 PROFILE",,,,"D1 PROFILE",,,
"64403200000431","Nodes","431",21.000000,30.046208,"DDS demands","Known Flow",288463.967649,696799.045815,,0.000000,,-45.259998,,,,,,,-40.472298,-45.259998,,"",,"C2 PROFILE",,,,,,
"64403200005151","Nodes","5151",21.000000,30.092121,"DDS demands","Known Flow",288410.275635,696770.390807,,0.000000,,,,,-2.920000,,,,-2.611116,-2.920000,,"",,,,,"D1 PROFILE",,,
"64403200000150","Nodes","150",21.000000,28.932489,"DDS demands","Known Flow",288255.189592,696792.106813,,0.000000,-2.140000,,,,-22.280000,,,,-21.836802,-24.420000,,"","C1 PROFILE",,,,"D1 PROFILE",,,
"64403200000151","Nodes","151",21.000000,28.864342,"DDS demands","Known Flow",288255.444593,696757.134803,,0.000000,,,,,-2.750000,,,,-2.459099,-2.750000,,"",,,,,"D1 PROFILE",,,
"64403200005122","Nodes","5122",21.000000,28.707380,"Default Known Flow Node","Known Flow",288298.045604,696792.907813,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64403200000101","Nodes","101",21.000000,30.028315,"Default Known Flow Node","Known Flow",288413.526636,696729.141796,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64403200000215","Nodes","215",21.000000,29.983605,"DDS demands","Known Flow",288415.049636,696716.145792,,0.000000,,,,,-2.519999,,,,-2.253428,-2.519999,,"",,,,,"D1 PROFILE",,,
"64403200000170","Nodes","170",21.000000,29.779378,"DDS demands","Known Flow",288385.628628,696729.740796,,0.000000,,,,,-3.329999,,,,-2.977745,-3.329999,,"",,,,,"D1 PROFILE",,,
"64403200000172","Nodes","172",21.000000,29.876092,"DDS demands","Known Flow",288455.775647,696721.396794,,0.000000,,,,,-5.789999,,,,-5.177521,-5.789999,,"",,,,,"D1 PROFILE",,,
"64403200000216","Nodes","MAXIMO, 820089",21.000000,29.982678,"Point Loads","Known Flow",288415.887636,696699.878788,,0.000000,,,,,,,,-11.079999,-9.907934,-11.079999,,"",,,,,,,,"PL-AF PROFILE"
"64403200000217","Nodes","217",21.000000,29.898694,"DDS demands","Known Flow",288418.024637,696675.187781,,0.000000,,,,,-4.590000,,,,-4.104460,-4.590000,,"",,,,,"D1 PROFILE",,,
"64403200000171","Nodes","171",21.000000,29.720919,"DDS demands","Known Flow",288388.154629,696676.311781,,0.000000,,,,,-1.860000,,,,-1.663245,-1.860000,,"",,,,,"D1 PROFILE",,,
"64403200000168","Nodes","168",21.000000,29.421474,"Default Known Flow Node","Known Flow",288354.834620,696698.272787,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64403200000169","Nodes","169",21.000000,29.329672,"DDS demands","Known Flow",288316.440609,696678.005782,,0.000000,,,,,-4.439999,,,,-3.970327,-4.439999,,"",,,,,"D1 PROFILE",,,
"64403200000153","Nodes","153",21.000000,28.981581,"DDS demands","Known Flow",288246.930590,696775.252808,,0.000000,,,,,-1.179999,,,,-1.055177,-1.179999,,"",,,,,"D1 PROFILE",,,
"64403200000156","Nodes","156",21.000000,28.824806,"DDS demands","Known Flow",288201.665578,696714.460792,,0.000000,,,,,-7.669999,,,,-6.858651,-7.669999,,"",,,,,"D1 PROFILE",,,
"64403200000160","Nodes","160",21.000000,28.787776,"DDS demands","Known Flow",288135.172560,696712.902791,,0.000000,,,,,-2.599999,,,,-2.324966,-2.599999,,"",,,,,"D1 PROFILE",,,
"64403200000161","Nodes","161",21.000000,28.775279,"DDS demands","Known Flow",288202.154578,696669.161780,,0.000000,,,,,-3.140000,,,,-2.807844,-3.140000,,"",,,,,"D1 PROFILE",,,
"64403200000157","Nodes","157",21.000000,28.789780,"DDS demands","Known Flow",288203.262578,696721.881794,,0.000000,,,,,-3.119999,,,,-2.789959,-3.119999,,"",,,,,"D1 PROFILE",,,
"64403200000158","Nodes","158",21.000000,28.788483,"DDS demands","Known Flow",288215.794582,696722.349794,,0.000000,,,,,-1.120000,,,,-1.001524,-1.120000,,"",,,,,"D1 PROFILE",,,
"64403200000159","Nodes","159",21.000000,28.685975,"DDS demands","Known Flow",288137.410560,696720.763794,,0.000000,,,,,-4.469999,,,,-3.997153,-4.469999,,"",,,,,"D1 PROFILE",,,
"64403200000162","Nodes","162",21.000000,28.746043,"DDS demands","Known Flow",288251.180591,696667.265779,,0.000000,,,,,-2.689999,,,,-2.405446,-2.689999,,"",,,,,"D1 PROFILE",,,
"64403200000163","Nodes","163",21.000000,28.725049,"DDS demands","Known Flow",288134.419560,696671.372780,,0.000000,,,,,-3.000000,,,,-2.682653,-3.000000,,"",,,,,"D1 PROFILE",,,
"64403200005070","Nodes","5070",21.000000,28.050950,"Default Known Flow Node","Known Flow",288032.812532,696941.636854,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64403200005179","Nodes","5179",21.000000,27.964152,"Default Known Flow Node","Known Flow",288024.030530,696941.372854,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64403200005069","Nodes","5069",21.000000,28.050950,"Default Known Flow Node","Known Flow",288032.549532,696955.091857,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64403200005300","Nodes","5300",21.000000,24.409296,"Default Known Flow Node","Known Flow",288041.654534,696865.941833,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64403200005072","Nodes","5072",21.000000,24.430199,"Default Known Flow Node","Known Flow",288053.898538,696855.054830,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64403200005079","Nodes","5079",21.000000,28.137770,"Default Known Flow Node","Known Flow",288085.065546,696942.919854,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64403200005077","Nodes","5077",21.000000,28.137770,"Default Known Flow Node","Known Flow",288080.833545,696925.899849,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64403200005088","Nodes","5088",21.000000,25.204638,"DDS demands","Known Flow",288115.582613,696927.222874,,0.000000,,,,,-4.249999,,,,-3.800425,-4.249999,,"",,,,,"D1 PROFILE",,,
"64403200000404","Nodes","404",21.000000,25.165936,"DDS demands","Known Flow",288115.324554,696938.641853,,0.000000,,,,,-7.730000,,,,-6.912304,-7.730000,,"",,,,,"D1 PROFILE",,,
"64403200005095","Nodes","5095",21.000000,25.248274,"Default Known Flow Node","Known Flow",288139.599561,696934.503852,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64403200005090","Nodes","5090",21.000000,25.330891,"Default Known Flow Node","Known Flow",288117.454903,696872.924755,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64403200005091","Nodes","5091",21.000000,25.354006,"Default Known Flow Node","Known Flow",288118.831339,696872.947250,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64403200005093","Nodes","5093",21.000000,25.078983,"Default Known Flow Node","Known Flow",288119.691556,696840.053826,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64403200000403","Nodes","403",21.000000,24.681150,"DDS demands","Known Flow",288120.249556,696802.897816,,0.000000,,,,,-13.139999,,,,-11.750022,-13.139999,,"",,,,,"D1 PROFILE",,,
"64403200005074","Nodes","5074",21.000000,25.035397,"Default Known Flow Node","Known Flow",288064.072540,696839.451826,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64403200005096","Nodes","5096",21.000000,27.035410,"Default Known Flow Node","Known Flow",288177.789571,696873.910835,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64403200005097","Nodes","5097",21.000000,27.035410,"Default Known Flow Node","Known Flow",288196.933577,696850.796829,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64403200005100","Nodes","5100",21.000000,27.780866,"DDS demands","Known Flow",288208.767580,696844.145827,,0.000000,,,,,-3.469999,,,,-3.102936,-3.469999,,"",,,,,"D1 PROFILE",,,
"64403200005105","Nodes","5105",21.000000,28.830469,"Default Known Flow Node","Known Flow",288222.046583,696791.906813,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64403200005103","Nodes","5103",21.000000,28.680372,"Default Known Flow Node","Known Flow",288210.949580,696772.771808,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64403200005112","Nodes","5112",21.000000,28.924293,"Default Known Flow Node","Known Flow",288250.561591,696792.106813,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64403200005107","Nodes","5107",21.000000,28.873792,"Default Known Flow Node","Known Flow",288237.702588,696816.100820,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64403200005111","Nodes","5111",21.000000,28.924293,"Default Known Flow Node","Known Flow",288249.703591,696811.758818,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64403200005143","Nodes","5143",21.000000,28.467022,"Default Known Flow Node","Known Flow",288343.794617,696793.771813,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64403200005121","Nodes","5121",21.000000,28.577390,"Default Known Flow Node","Known Flow",288297.651604,696772.295808,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64403200000165","Nodes","165",21.000000,29.158731,"DDS demands","Known Flow",288312.552608,696736.760798,,0.000000,,,,,-2.279999,,,,-2.038816,-2.279999,,"",,,,,"D1 PROFILE",,,
"64403200000399","Nodes","399",21.000000,28.306845,"DDS demands","Known Flow",288374.272625,696794.510814,,0.000000,,,,,-10.029999,,,,-8.969005,-10.029999,,"",,,,,"D1 PROFILE",,,
"64403200005137","Nodes","5137",21.000000,28.336978,"Default Known Flow Node","Known Flow",288330.281613,696772.295808,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64403200005152","Nodes","5152",21.000000,31.039257,"Default Known Flow Node","Known Flow",288410.442635,696917.222847,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64403200005153","Nodes","5153",21.000000,31.039257,"Default Known Flow Node","Known Flow",288410.427635,696919.665848,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64403200005150","Nodes","5150",21.000000,31.039257,"Default Known Flow Node","Known Flow",288408.943634,696917.221847,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64403200005157","Nodes","5157",21.000000,30.178552,"Default Known Flow Node","Known Flow",288415.798636,696777.722809,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64403200005155","Nodes","5155",21.000000,30.092121,"Default Known Flow Node","Known Flow",288413.440302,696771.364951,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64403200005261","Nodes","5261",21.000000,33.491297,"Default Known Flow Node","Known Flow",288474.163652,696971.329862,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64403200005262","Nodes","5262",21.000000,33.529436,"Default Known Flow Node","Known Flow",288481.429654,696954.971857,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64403200005260","Nodes","5260",21.000000,33.558100,"DDS demands","Known Flow",288468.327650,696978.951864,,0.000000,,,,,-0.980000,,,,-0.876333,-0.980000,,"",,,,,"D1 PROFILE",,,
"64403200000484","Nodes","484",21.000000,33.358423,"DDS demands","Known Flow",288483.726655,696934.016852,,0.000000,,,,,-1.970000,,,,-1.761609,-1.970000,,"",,,,,"D1 PROFILE",,,
"64403200005289","Nodes","5289",21.000000,30.616941,"Default Known Flow Node","Known Flow",288374.691625,696842.187827,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64403200005288","Nodes","5288",21.000000,30.616941,"Default Known Flow Node","Known Flow",288373.517625,696839.639826,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64403200005290","Nodes","5290",21.000000,30.573720,"Default Known Flow Node","Known Flow",288400.458632,696855.867830,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64403200000573","Nodes","573",21.000000,24.163096,"DDS demands","Known Flow",287995.243522,696804.385816,,0.000000,,,,,-5.110000,,,,-4.569453,-5.110000,,"",,,,,"D1 PROFILE",,,
"64403200005263","Nodes","5263",21.000000,29.777667,"Default Known Flow Node","Known Flow",288495.286658,696892.641840,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64403200005264","Nodes","5264",21.000000,29.777667,"DDS demands","Known Flow",288502.476224,696893.353644,,0.000000,,,,,-1.609999,,,,-1.439690,-1.609999,,"",,,,,"D1 PROFILE",,,
"64403200005208","Nodes","5208",21.000000,27.973191,"Default Known Flow Node","Known Flow",288611.979690,696786.898812,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64403200005209","Nodes","5209",21.000000,30.899184,"Default Known Flow Node","Known Flow",288612.376690,696910.589845,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64403200005203","Nodes","5203",21.000000,30.899184,"Default Known Flow Node","Known Flow",288608.504797,696907.705850,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64403200005211","Nodes","5211",21.000000,30.993661,"Default Known Flow Node","Known Flow",288614.395690,696948.915856,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64403200005207","Nodes","5207",21.000000,30.993661,"Default Known Flow Node","Known Flow",288610.361310,696953.440502,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64403200005217","Nodes","5217",21.000000,30.658756,"Default Known Flow Node","Known Flow",288639.576382,696951.637934,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64403200005233","Nodes","5233",21.000000,30.254423,"Default Known Flow Node","Known Flow",288674.816707,696912.658846,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64403200005235","Nodes","5235",21.000000,29.775113,"Default Known Flow Node","Known Flow",288686.278710,696951.523856,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64403200000483","Nodes","483",21.000000,33.595298,"Default Known Flow Node","Known Flow",288501.831660,696979.677864,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64403200000125","Nodes","125",21.000000,32.141332,"DDS demands","Known Flow",288526.960666,696924.777849,,0.000000,,,,,-13.979999,,,,-12.501165,-13.979999,,"",,,,,"D1 PROFILE",,,
"64403200000214","Nodes","214",21.000000,26.268124,"DDS demands","Known Flow",288532.150668,696757.554804,,0.000000,,,,,-4.689999,,,,-4.193881,-4.689999,,"",,,,,"D1 PROFILE",,,
"64403200000432","Nodes","432",21.000000,26.152539,"DDS demands","Known Flow",288530.984668,696583.762756,,0.000000,,,,,-2.329999,,,,-2.083527,-2.329999,,"",,,,,"D1 PROFILE",,,
"64403200000129","Nodes","129",21.000000,27.742831,"DDS demands","Known Flow",288595.554685,696771.622807,,0.000000,,,,,-6.809999,,,,-6.089623,-6.809999,,"",,,,,"D1 PROFILE",,,
"64403200005191","Nodes","5191",21.000000,27.742831,"Default Known Flow Node","Known Flow",288593.935685,696771.114807,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64403200000128","Nodes","128",21.000000,28.247348,"DDS demands","Known Flow",288594.605685,696830.058823,,0.000000,-3.099999,,,,-20.309998,,,,-20.933639,-23.409999,,"","C1 PROFILE",,,,"D1 PROFILE",,,
"64403200005194","Nodes","5194",21.000000,28.243664,"Default Known Flow Node","Known Flow",288596.356794,696830.401373,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64403200005192","Nodes","5192",21.000000,28.218398,"Default Known Flow Node","Known Flow",288595.549495,696825.540130,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64403200000224","Nodes","224",21.000000,27.965830,"DDS demands","Known Flow",288729.550722,696847.951828,,0.000000,,,,,-6.010000,,,,-5.374249,-6.010000,,"",,,,,"D1 PROFILE",,,
"64403200005257","Nodes","5257",21.000000,27.926627,"Default Known Flow Node","Known Flow",288741.708725,696844.096827,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64403200000394","Nodes","394",21.000000,29.366428,"DDS demands","Known Flow",288719.761719,696926.669850,,0.000000,,,,,-0.869999,,,,-0.777969,-0.869999,,"",,,,,"D1 PROFILE",,,
"64403200005305","Nodes","5305",21.000000,29.065784,"DDS demands","Known Flow",288740.075724,696928.286850,,0.000000,,,,,-3.029999,,,,-2.709480,-3.029999,,"",,,,,"D1 PROFILE",,,
"64403200000393","Nodes","393",21.000000,30.610575,"DDS demands","Known Flow",288661.132703,696934.646852,,0.000000,,,,,-8.669999,,,,-7.752868,-8.669999,,"",,,,,"D1 PROFILE",,,
"64403200005232","Nodes","5232",21.000000,30.340850,"Default Known Flow Node","Known Flow",288674.696707,696934.784852,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64403200000498","Nodes","498",21.000000,29.783657,"DDS demands","Known Flow",288587.625683,696888.149839,,0.000000,,,,,-4.320000,,,,-3.863021,-4.320000,,"",,,,,"D1 PROFILE",,,
"64403200005190","Nodes","5190",21.000000,29.008595,"Default Known Flow Node","Known Flow",288589.971684,696860.437832,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64403200005265","Nodes","5265",21.000000,29.797165,"Default Known Flow Node","Known Flow",288503.884660,696878.423836,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64403200000126","Nodes","126",21.000000,31.195317,"DDS demands","Known Flow",288584.900682,696929.907850,,0.000000,,,,,-7.610000,,,,-6.804998,-7.610000,,"",,,,,"D1 PROFILE",,,
"64403200005212","Nodes","5212",21.000000,30.993661,"Default Known Flow Node","Known Flow",288615.413691,696933.791852,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64403200005186","Nodes","5186",21.000000,27.964487,"Default Known Flow Node","Known Flow",288582.516682,696791.843813,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64403200005185","Nodes","5185",21.000000,27.964487,"Default Known Flow Node","Known Flow",288580.791681,696801.825816,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64403200005188","Nodes","5188",21.000000,27.964487,"Default Known Flow Node","Known Flow",288583.162682,696786.988812,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64403200005193","Nodes","5193",21.000000,29.008595,"Default Known Flow Node","Known Flow",288596.011685,696861.696832,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64403200005195","Nodes","5195",21.000000,28.122018,"Default Known Flow Node","Known Flow",288597.278137,696817.263883,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64403200005187","Nodes","5187",21.000000,28.175044,"Default Known Flow Node","Known Flow",288582.589682,696823.365822,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64403200005196","Nodes","5196",21.000000,29.008595,"Default Known Flow Node","Known Flow",288597.158686,696855.557830,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64403200005197","Nodes","5197",21.000000,28.243664,"Default Known Flow Node","Known Flow",288597.846686,696830.692824,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64403200005218","Nodes","5218",21.000000,28.128562,"Default Known Flow Node","Known Flow",288644.798699,696833.627824,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64403200005198","Nodes","5198",21.000000,27.981252,"Default Known Flow Node","Known Flow",288601.573676,696795.234414,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64403200005189","Nodes","5189",21.000000,28.122018,"Default Known Flow Node","Known Flow",288584.185682,696814.882819,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64403200005199","Nodes","5199",21.000000,27.973191,"Default Known Flow Node","Known Flow",288601.817687,696793.972814,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64403200005200","Nodes","5200",21.000000,30.899184,"Default Known Flow Node","Known Flow",288606.499867,696906.212469,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64403200005201","Nodes","5201",21.000000,30.899184,"Default Known Flow Node","Known Flow",288606.564809,696892.611979,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64403200005202","Nodes","5202",21.000000,30.899184,"Default Known Flow Node","Known Flow",288606.887688,696888.169839,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64403200005204","Nodes","5204",21.000000,30.993661,"Default Known Flow Node","Known Flow",288608.122946,696955.950877,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64403200005205","Nodes","5205",21.000000,30.993661,"Default Known Flow Node","Known Flow",288608.335289,696968.328944,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64403200005206","Nodes","5206",21.000000,30.993661,"Default Known Flow Node","Known Flow",288608.938689,696973.638862,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64403200005210","Nodes","5210",21.000000,27.929828,"Default Known Flow Node","Known Flow",288613.542690,696774.727808,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64403200005213","Nodes","5213",21.000000,30.985549,"Default Known Flow Node","Known Flow",288616.663691,696933.813852,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64403200005224","Nodes","5224",21.000000,30.658756,"Default Known Flow Node","Known Flow",288653.709701,696934.465852,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64403200005215","Nodes","5215",21.000000,30.562540,"Default Known Flow Node","Known Flow",288639.598697,696911.211845,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64403200005216","Nodes","5216",21.000000,30.562540,"Default Known Flow Node","Known Flow",288641.282264,696911.272138,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64403200005223","Nodes","5223",21.000000,30.658756,"Default Known Flow Node","Known Flow",288652.773701,696952.024857,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64403200005228","Nodes","5228",21.000000,28.105787,"Default Known Flow Node","Known Flow",288660.988324,696836.243360,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64403200005219","Nodes","5219",21.000000,28.128562,"Default Known Flow Node","Known Flow",288645.742699,696826.819822,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64403200005221","Nodes","5221",21.000000,28.105787,"Default Known Flow Node","Known Flow",288647.891699,696849.200829,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64403200005222","Nodes","5222",21.000000,28.105787,"Default Known Flow Node","Known Flow",288650.984645,696849.692206,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"64403200005226","Nodes","5226",21.000000,30.648920,"Default Known Flow Node","Known Flow",288655.225701,696934.473852,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
