"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(CC)","NodeFlowByCategory(CT)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(DH)","NodeFlowByCategory(DM)","NodeFlowByCategory(I2)","NodeFlowByCategory(PL-AF)","NodeFlowByCategory(PL-PL)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(CC)","NodeFlowProfileNameByCategory(CT)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(DH)","NodeFlowProfileNameByCategory(DM)","NodeFlowProfileNameByCategory(I2)","NodeFlowProfileNameByCategory(PL-AF)","NodeFlowProfileNameByCategory(PL-PL)"
"64301500310054","Nodes","310054",21.000000,32.270973,"Default Known Flow Node","Known Flow",297164.722017,576341.559037,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,
"64301500001892","Nodes","1892",21.000000,35.749314,"DDS demands","Known Flow",297186.347023,576350.184040,,0.000000,-0.159999,,,-1.399999,,,-0.389999,,,,,,,-1.743724,-1.949999,,"","C1 PROFILE",,,"C4 PROFILE",,,"D1 PROFILE",,,,,,
"64301500001934","Nodes","1934",21.000000,35.844016,"Default Known Flow Node","Known Flow",297194.847025,576317.684031,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,
"64301500310049","Nodes","310049",21.000000,35.643069,"Default Known Flow Node","Known Flow",297149.222013,576294.559025,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,
"64301500001891","Nodes","1891",21.000000,35.570485,"Default Known Flow Node","Known Flow",297232.222035,576395.934052,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,
"64301500001894","Nodes","1894",21.000000,35.925406,"DDS demands","Known Flow",297200.722027,576298.684026,,0.000000,-8.560000,,,-9.119999,,,-5.249999,,,,,,,-20.504417,-22.930000,,"","C1 PROFILE",,,"C4 PROFILE",,,"D1 PROFILE",,,,,,
"64301500310069","Nodes","310069",21.000000,35.925406,"Default Known Flow Node","Known Flow",297197.722026,576297.559025,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,
"64301500002027","Nodes","2027",21.000000,36.260350,"DDS demands","Known Flow",297223.097033,576235.309008,,0.000000,,,,,,,-2.460000,,,,,,,-2.199776,-2.460000,,"",,,,,,,"D1 PROFILE",,,,,,
"64301500310058","Nodes","310058",21.000000,37.581170,"DDS demands","Known Flow",297168.597018,576204.934000,,0.000000,-41.500001,,,,,,,,,,,,,-37.110044,-41.500001,,"","C1 PROFILE",,,,,,,,,,,,
"64301500002028","Nodes","2028",21.000000,36.260350,"Default Known Flow Node","Known Flow",297201.728904,576231.060375,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,
"64301500310072","Nodes","310072",21.000000,36.260350,"Default Known Flow Node","Known Flow",297200.847027,576233.684008,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,
"64301500002030","Nodes","2030",21.000000,36.435740,"DDS demands","Known Flow",297238.847037,576170.433991,,0.000000,-21.219998,,,,,,,,,,,,,-18.975303,-21.219998,,"","C1 PROFILE",,,,,,,,,,,,
"64301500310075","Nodes","310075",21.000000,36.435740,"Default Known Flow Node","Known Flow",297225.722033,576163.183989,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,
"64301500002029","Nodes","2029",21.000000,36.627029,"DDS demands","Known Flow",297247.097039,576176.308992,,0.000000,-47.959997,-8.600000,,-3.859999,,,-6.110000,,,,,,,-59.492317,-66.529996,,"","C1 PROFILE","C2 PROFILE",,"C4 PROFILE",,,"D1 PROFILE",,,,,,
"64301500001895","Nodes","1895",21.000000,37.138957,"DDS demands","Known Flow",297270.847046,576116.308976,,0.000000,-7.360000,,-0.180000,,,,-1.840000,,,,,,,-8.387763,-9.380000,,"","C1 PROFILE",,"C3  PROFILE",,,,"D1 PROFILE",,,,,,
"64301500001437","Nodes","1437",21.000000,36.441345,"DDS demands","Known Flow",297353.722068,576166.308990,,0.000000,-24.999999,,,,,,-6.370000,,,,,,,-28.051614,-31.369998,,"","C1 PROFILE",,,,,,"D1 PROFILE",,,,,,
"64301500000440","Nodes","440",21.000000,39.008799,"DDS demands","Known Flow",297251.229299,576068.060000,,0.000000,-17.280001,,,-1.389999,,,-4.739999,,,,,,,-20.933641,-23.410001,,"","C1 PROFILE",,,"C4 PROFILE",,,"D1 PROFILE",,,,,,
"64301500310079","Nodes","310079",21.000000,39.021353,"Default Known Flow Node","Known Flow",297252.972041,576068.308963,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,
"64301500000441","Nodes","441",21.000000,39.552280,"DDS demands","Known Flow",297266.222044,576019.683950,,0.000000,-4.800000,,,-0.199999,,,-1.720000,,,,,,,-6.009144,-6.720000,,"","C1 PROFILE",,,"C4 PROFILE",,,"D1 PROFILE",,,,,,
"64301500000444","Nodes","444",21.000000,39.817251,"DDS demands","Known Flow",297283.847049,576022.058950,,0.000000,-0.289999,,,,,,-0.669999,,,,,,,-0.858449,-0.959999,,"","C1 PROFILE",,,,,,"D1 PROFILE",,,,,,
"64301500310091","Nodes","310091",21.000000,40.921006,"DDS demands","Known Flow",297322.847060,576048.933958,,0.000000,,,,,,,-0.199999,,,,,,,-0.178843,-0.199999,,"",,,,,,,"D1 PROFILE",,,,,,
"64301500310092","Nodes","310092",21.000000,41.134495,"Default Known Flow Node","Known Flow",297325.972061,576052.933959,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,
"64301500001441","Nodes","1441",21.000000,40.640588,"DDS demands","Known Flow",297366.347072,576099.558972,,0.000000,-11.419999,,,-5.509999,,,-2.949999,,,,,,,-17.777052,-19.879999,,"","C1 PROFILE",,,"C4 PROFILE",,,"D1 PROFILE",,,,,,
"64301500310101","Nodes","310101",21.000000,40.623434,"DDS demands","Known Flow",297399.097081,576110.683975,,0.000000,,,,-5.119999,,,,,,,,,,-4.578395,-5.119999,,"",,,,"C4 PROFILE",,,,,,,,,
"64301500001435","Nodes","1435",21.000000,36.070491,"DDS demands","Known Flow",297339.597064,576209.559001,,0.000000,-0.950000,,,,,,-0.959999,,,,,,,-1.707956,-1.909999,,"","C1 PROFILE",,,,,,"D1 PROFILE",,,,,,
"64301500001436","Nodes","1436",21.000000,35.543522,"DDS demands","Known Flow",297361.222070,576223.559005,,0.000000,-72.309997,-15.999999,,,,,-1.090000,,,,,,,-79.943078,-89.399998,,"","C1 PROFILE","C2 PROFILE",,,,,"D1 PROFILE",,,,,,
"64301500001434","Nodes","1434",21.000000,35.356572,"Default Known Flow Node","Known Flow",297301.222054,576265.684017,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,
"64301500000469","Nodes","469",21.000000,42.797336,"DDS demands","Known Flow",297438.248084,576060.070931,,0.000000,-4.019999,,,,,,-6.370000,,,,,,,-9.290924,-10.389999,,"","C1 PROFILE",,,,,,"D1 PROFILE",,,,,,
"64301500001835","Nodes","1835",21.000000,42.537906,"DDS demands","Known Flow",297492.597106,576040.558955,,0.000000,-6.500000,,,,,,,,,,,,,-5.812416,-6.500000,,"","C1 PROFILE",,,,,,,,,,,,
"64301500000478","Nodes","478",21.000000,41.743924,"DDS demands","Known Flow",297469.222100,576141.183983,,0.000000,-3.660000,,,-12.520000,,,-0.649999,,,,,,,-15.049687,-16.830000,,"","C1 PROFILE",,,"C4 PROFILE",,,"D1 PROFILE",,,,,,
"64301500001431","Nodes","1431",21.000000,33.966915,"DDS demands","Known Flow",297289.222051,576288.809023,,0.000000,,,,,,,-10.189999,,,,,,,-9.112080,-10.189999,,"",,,,,,,"D1 PROFILE",,,,,,
"64301500001432","Nodes","1432",21.000000,33.930547,"DDS demands","Known Flow",297286.097050,576297.684025,,0.000000,-1.970000,,,,,,-0.829999,,,,-11.570000,,,-12.849911,-14.370000,,"","C1 PROFILE",,,,,,"D1 PROFILE",,,,"I2 PROFILE",,
"64301500310084","Nodes","310084",21.000000,33.925537,"Default Known Flow Node","Known Flow",297277.597048,576294.684025,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,
"64301500310086","Nodes","310086",21.000000,33.930415,"DDS demands","Known Flow",297282.722049,576308.184028,,0.000000,,,,,,,-1.019999,,,,,,,-0.912102,-1.019999,,"",,,,,,,"D1 PROFILE",,,,,,
"64301500001152","Nodes","1152",21.000000,33.210346,"DDS demands","Known Flow",297456.222096,576316.059030,,0.000000,-67.849998,,,,,,-8.310000,,,,,,,-68.103634,-76.159996,,"","C1 PROFILE",,,,,,"D1 PROFILE",,,,,,
"64301500310100","Nodes","310100",21.000000,30.538661,"DDS demands","Known Flow",297395.222080,576376.809047,,0.000000,-5.389999,,,,,,-3.869999,,,,,,,-8.280457,-9.259999,,"","C1 PROFILE",,,,,,"D1 PROFILE",,,,,,
"64301500395502","Nodes","395502",21.000000,34.067532,"Default Known Flow Node","Known Flow",297498.472108,576387.809050,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,
"64301500000465","Nodes","465",21.000000,30.524271,"DDS demands","Known Flow",297389.347078,576382.184048,,0.000000,-4.539999,,-1.779999,,,,-26.910000,,,,,,,-29.714860,-33.229999,,"","C1 PROFILE",,"C3  PROFILE",,,,"D1 PROFILE",,,,,,
"64301500001430","Nodes","1430",21.000000,26.793932,"DDS demands","Known Flow",297333.847063,576434.184063,,0.000000,-6.000000,,,,,,-24.809998,,,,-6.000000,,,-32.916160,-36.809998,,"","C1 PROFILE",,,,,,"D1 PROFILE",,,,"I2 PROFILE",,
"64301500310078","Nodes","310078",21.000000,35.527626,"Default Known Flow Node","Known Flow",297249.597040,576371.309045,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,
"64301500310088","Nodes","310088",21.000000,35.254515,"Default Known Flow Node","Known Flow",297288.097050,576477.309074,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,
"64301500310023","Nodes","310023",21.000000,34.713375,"Default Known Flow Node","Known Flow",297003.346973,576248.434012,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,
"64301500310035","Nodes","310035",21.000000,35.133717,"Default Known Flow Node","Known Flow",297076.971993,576271.309018,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,
"64301500310034","Nodes","310034",21.000000,32.466618,"DDS demands","Known Flow",297073.620943,576383.400865,,0.000000,,,,,,,-3.079999,,,,,,,-2.754191,-3.079999,,"",,,,,,,"D1 PROFILE",,,,,,
"64301500310030","Nodes","310030",21.000000,35.000599,"Default Known Flow Node","Known Flow",297044.580206,576226.047261,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,
"64301500001422","Nodes","1422",21.000000,34.913948,"DDS demands","Known Flow",297046.846985,576222.809005,,0.000000,-2.640000,,,,,,-2.019999,,,,,,,-4.167055,-4.660000,,"","C1 PROFILE",,,,,,"D1 PROFILE",,,,,,
"64301500310026","Nodes","310026",21.000000,34.787069,"DDS demands","Known Flow",297027.846980,576212.059002,,0.000000,,,,-9.750000,,,,,,,,,,-8.718624,-9.750000,,"",,,,"C4 PROFILE",,,,,,,,,
"64301500310031","Nodes","310031",21.000000,32.466618,"Default Known Flow Node","Known Flow",297052.221986,576411.684056,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,
"64301500310032","Nodes","310032",21.000000,32.466618,"Default Known Flow Node","Known Flow",297054.971987,576414.059057,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,
"64301500310028","Nodes","310028",21.000000,32.380541,"Default Known Flow Node","Known Flow",297033.596981,576429.434061,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,
"64301500310044","Nodes","310044",21.000000,35.638117,"Default Known Flow Node","Known Flow",297137.972010,576296.934025,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,
"64301500310042","Nodes","310042",21.000000,35.547619,"DDS demands","Known Flow",297124.847006,576315.309030,,0.000000,,,,,,,-2.039999,,,,,,,-1.824204,-2.039999,,"",,,,,,,"D1 PROFILE",,,,,,
"64301500310043","Nodes","310043",21.000000,35.637011,"Default Known Flow Node","Known Flow",297128.597007,576307.184028,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,
"64301500310046","Nodes","310046",21.000000,35.640759,"Default Known Flow Node","Known Flow",297144.472011,576293.434024,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,
"64301500310048","Nodes","310048",21.000000,35.640759,"Default Known Flow Node","Known Flow",297146.222012,576292.934024,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,
"64301500310047","Nodes","310047",21.000000,35.641733,"Default Known Flow Node","Known Flow",297145.597012,576296.059025,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,
"64301500310045","Nodes","310045",21.000000,35.641733,"Default Known Flow Node","Known Flow",297143.347011,576296.309025,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,
"64301500001893","Nodes","1893",21.000000,35.583718,"DDS demands","Known Flow",297151.097013,576269.059018,,0.000000,-5.339999,,,,,,-2.499999,,,,,,,-7.010667,-7.839999,,"","C1 PROFILE",,,,,,"D1 PROFILE",,,,,,
"64301500310050","Nodes","310050",21.000000,37.782084,"Default Known Flow Node","Known Flow",297151.597013,576072.058964,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,
"64301500310052","Nodes","310052",21.000000,37.899742,"Default Known Flow Node","Known Flow",297158.097015,576059.558961,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,
"64301500310051","Nodes","310051",21.000000,37.782084,"Default Known Flow Node","Known Flow",297156.597015,576075.183965,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,
"64301500310064","Nodes","310064",21.000000,38.283447,"Default Known Flow Node","Known Flow",297179.847021,576085.933968,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,
"64301500310055","Nodes","310055",21.000000,37.581170,"Default Known Flow Node","Known Flow",297166.347017,576229.309007,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,
"64301500310053","Nodes","310053",21.000000,37.581170,"Default Known Flow Node","Known Flow",297163.972017,576250.184012,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,
"64301500310057","Nodes","310057",21.000000,37.581170,"Default Known Flow Node","Known Flow",297167.847018,576219.184004,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,
"64301500310062","Nodes","310062",21.000000,37.581170,"Default Known Flow Node","Known Flow",297178.347021,576221.684005,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,
"64301500310065","Nodes","310065",21.000000,37.872282,"Default Known Flow Node","Known Flow",297186.226720,576178.437103,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,
"64301500310059","Nodes","310059",21.000000,37.581170,"Default Known Flow Node","Known Flow",297174.461209,576209.198866,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,
"64301500310060","Nodes","310060",21.000000,37.581170,"Default Known Flow Node","Known Flow",297176.847020,576210.934002,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,
"64301500310077","Nodes","310077",21.000000,38.956442,"Default Known Flow Node","Known Flow",297249.597040,576074.433965,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,
"64301500310066","Nodes","310066",21.000000,37.872282,"Default Known Flow Node","Known Flow",297194.097025,576184.933995,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,
"64301500310068","Nodes","310068",21.000000,35.925406,"Default Known Flow Node","Known Flow",297196.722026,576299.684026,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,
"64301500001750","Nodes","1750",21.000000,35.882592,"Default Known Flow Node","Known Flow",297160.847016,576264.434016,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,
"64301500310070","Nodes","310070",21.000000,35.925406,"Default Known Flow Node","Known Flow",297197.722026,576300.559026,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,
"64301500310067","Nodes","310067",21.000000,35.925406,"Default Known Flow Node","Known Flow",297195.972025,576297.309025,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,
"64301500002305","Nodes","2305",21.000000,38.265525,"Default Known Flow Node","Known Flow",297224.347033,576022.558951,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,
"64301500310076","Nodes","310076",21.000000,38.956442,"Default Known Flow Node","Known Flow",297243.722038,576071.808964,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,
"64301500002646","Nodes","2646",21.000000,36.861666,"Default Known Flow Node","Known Flow",297257.972042,576153.558986,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,
"64301500310083","Nodes","310083",21.000000,39.552243,"Default Known Flow Node","Known Flow",297269.472045,576014.183948,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,
"64301500001433","Nodes","1433",21.000000,33.912541,"DDS demands","Known Flow",297262.972044,576288.809023,,0.000000,,,,,,,-7.210000,,,,,,,-6.447311,-7.210000,,"",,,,,,,"D1 PROFILE",,,,,,
"64301500000462","Nodes",,21.000000,35.245975,"DDS demands","Known Flow",297289.722051,576479.559075,,0.000000,,-123.929996,,,,,-3.920000,,,,-3.670000,,,-117.607536,-131.519995,,"",,"C2 PROFILE",,,,,"D1 PROFILE",,,,"I2 PROFILE",,
"64301500310099","Nodes","310099",21.000000,40.725422,"Default Known Flow Node","Known Flow",297372.472073,576079.558966,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,
"64301500001153","Nodes","1153",21.000000,29.938284,"DDS demands","Known Flow",297439.222092,576448.559066,,0.000000,-8.489999,,-3.609999,,,,-0.820000,,,,,,,-11.553295,-12.919999,,"","C1 PROFILE",,"C3  PROFILE",,,,"D1 PROFILE",,,,,,
"64301501085392","Nodes","1085392",21.000000,36.861666,"Default Known Flow Node","Known Flow",297271.847046,576164.058989,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,
"64301501085393","Nodes","1085393",21.000000,36.861666,"Default Known Flow Node","Known Flow",297310.722057,576184.308995,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,
"64301500002647","Nodes","2647",21.000000,36.861666,"Default Known Flow Node","Known Flow",297323.222060,576190.808996,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,
"64301501085394","Nodes","1085394",21.000000,36.861666,"Default Known Flow Node","Known Flow",297312.097057,576181.433994,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,
"64301500002026","Nodes","2026",21.000000,32.259748,"DDS demands","Known Flow",297001.596972,576411.059056,,0.000000,-7.750000,,,,,,-5.700000,,,,-3.619999,,,-15.264300,-17.069999,,"","C1 PROFILE",,,,,,"D1 PROFILE",,,,"I2 PROFILE",,
"64301500000477","Nodes","477",21.000000,40.513301,"Default Known Flow Node","Known Flow",297503.222109,576163.808989,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,
"64301500000479","Nodes","479",21.000000,34.175495,"DDS demands","Known Flow",297501.972109,576397.934053,,0.000000,,,-0.389999,,,,-7.360000,,,,,,,-6.930188,-7.750000,,"",,,"C3  PROFILE",,,,"D1 PROFILE",,,,,,
"64301500310153","Nodes","310153",21.000000,39.290499,"Default Known Flow Node","Known Flow",297675.840599,576139.097911,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,
"64301500002292","Nodes","2292",21.000000,34.530576,"DDS demands","Known Flow",297935.222227,576010.433947,,0.000000,,,,,,,-7.459999,,,,,,,-6.670865,-7.459999,,"",,,,,,,"D1 PROFILE",,,,,,
"64301500310178","Nodes","310178",21.000000,32.711137,"DDS demands","Known Flow",297935.597227,576267.184017,,0.000000,,,,-4.980000,,,,,,,,,,-4.453205,-4.980000,,"",,,,"C4 PROFILE",,,,,,,,,
"64301500001794","Nodes","1794",21.000000,32.501766,"DDS demands","Known Flow",297950.097231,576267.434017,,0.000000,,,,,,,-14.420000,,,,,,,-12.894622,-14.420000,,"",,,,,,,"D1 PROFILE",,,,,,
"64301500001795","Nodes","1795",21.000000,32.495566,"DDS demands","Known Flow",297951.078231,576271.881018,,0.000000,,,,,,,-6.550000,,,,,,,-5.857127,-6.550000,,"",,,,,,,"D1 PROFILE",,,,,,
"64301500001953","Nodes","1953",21.000000,42.281229,"DDS demands","Known Flow",297554.135180,576024.269168,,0.000000,-1.370000,,,,,,-6.179999,,,,,,,-6.751345,-7.550000,,"","C1 PROFILE",,,,,,"D1 PROFILE",,,,,,
"64301500310127","Nodes","310127",21.000000,42.281233,"Default Known Flow Node","Known Flow",297556.347123,576022.933951,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,
"64301500310114","Nodes","310114",21.000000,40.204576,"Default Known Flow Node","Known Flow",297511.710793,576170.697938,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,
"64301500001962","Nodes","1962",21.000000,38.364463,"Default Known Flow Node","Known Flow",297578.972130,576226.684006,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,
"64301500002187","Nodes","2187",21.000000,38.353700,"Default Known Flow Node","Known Flow",297581.248342,576225.224896,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,
"64301500310138","Nodes","310138",21.000000,38.278889,"Default Known Flow Node","Known Flow",297581.737763,576230.046148,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,
"64301500310149","Nodes","310149",21.000000,37.308770,"Default Known Flow Node","Known Flow",297627.377393,576257.965327,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,
"64301500310147","Nodes","310147",21.000000,37.149581,"Default Known Flow Node","Known Flow",297609.972138,576345.184038,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,
"64301500001443","Nodes","1443",21.000000,37.115434,"DDS demands","Known Flow",297569.972127,576370.809045,,0.000000,,,,,,,-6.309999,,,,,,,-5.642515,-6.309999,,"",,,,,,,"D1 PROFILE",,,,,,
"64301500310130","Nodes","310130",21.000000,37.115434,"Default Known Flow Node","Known Flow",297561.972125,576353.184041,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,
"64301500001442","Nodes","1442",21.000000,37.102238,"DDS demands","Known Flow",297575.347129,576410.684056,,0.000000,,,,,,,-2.109999,,,,,,,-1.886799,-2.109999,,"",,,,,,,"D1 PROFILE",,,,,,
"64301500000486","Nodes","486",21.000000,36.778250,"DDS demands","Known Flow",297675.722156,576376.684047,,0.000000,,,-4.999999,,,,-13.369999,,,,,,,-16.426781,-18.369999,,"",,,"C3  PROFILE",,,,"D1 PROFILE",,,,,,
"64301500310143","Nodes","310143",21.000000,37.102238,"Default Known Flow Node","Known Flow",297593.847134,576416.309058,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,
"64301500002293","Nodes","2293",21.000000,33.579014,"DDS demands","Known Flow",297935.222227,576033.933954,,0.000000,-99.999997,,,,,,,,,,,,,-89.421791,-99.999997,,"","C1 PROFILE",,,,,,,,,,,,
"64301500310160","Nodes","310160",21.000000,35.913094,"Default Known Flow Node","Known Flow",297721.347168,576419.684059,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,
"64301500002021","Nodes","2021",21.000000,34.456883,"DDS demands","Known Flow",297781.597185,576462.309070,,0.000000,,,,,,,-1.150000,,,,,,,-1.028350,-1.150000,,"",,,,,,,"D1 PROFILE",,,,,,
"64301500002022","Nodes","2022",21.000000,33.904352,"Default Known Flow Node","Known Flow",297812.597193,576475.684074,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,
"64301500000490","Nodes","490",21.000000,32.356366,"DDS demands","Known Flow",297885.347213,576499.059080,,0.000000,-0.910000,,,,,,-2.209999,,,,,,,-2.789959,-3.120000,,"","C1 PROFILE",,,,,,"D1 PROFILE",,,,,,
"64301500310137","Nodes","310137",21.000000,38.367578,"Default Known Flow Node","Known Flow",297577.763158,576224.906106,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,
"64301500310117","Nodes","310117",21.000000,40.204576,"Default Known Flow Node","Known Flow",297519.347113,576170.058991,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,
"64301500310125","Nodes","310125",21.000000,42.365845,"Default Known Flow Node","Known Flow",297555.472123,576029.433952,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,
"64301500310142","Nodes","310142",21.000000,41.124599,"Default Known Flow Node","Known Flow",297593.597134,576010.683947,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,
"64301500310139","Nodes","310139",21.000000,38.243962,"Default Known Flow Node","Known Flow",297582.866370,576231.418181,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,
"64301500310134","Nodes","310134",21.000000,38.278889,"Default Known Flow Node","Known Flow",297571.597128,576238.059009,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,
"64301500310146","Nodes","310146",21.000000,38.201304,"Default Known Flow Node","Known Flow",297605.972137,576209.934002,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,
"64301500001837","Nodes",,21.000000,41.033995,"DDS demands","Known Flow",297596.472134,576009.683947,,0.000000,,-23.029999,,,,,-4.630000,,,,,,,-24.734067,-27.659999,,"",,"C2 PROFILE",,,,,"D1 PROFILE",,,,,,
"64301500310141","Nodes","310141",21.000000,41.124599,"Default Known Flow Node","Known Flow",297589.347132,576003.433945,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,
"64301500310148","Nodes","310148",21.000000,37.149581,"Default Known Flow Node","Known Flow",297613.347139,576349.809040,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,
