"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(CC)","NodeFlowByCategory(CT)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(DH)","NodeFlowByCategory(DM)","NodeFlowByCategory(I2)","NodeFlowByCategory(IH)","NodeFlowByCategory(PL-AF)","NodeFlowByCategory(PL-CC)","NodeFlowByCategory(PL-DC)","NodeFlowByCategory(PL-PL)","NodeThermalFlow","NodeResultFlow","NodeFlowByCategory(TT)","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(CC)","NodeFlowProfileNameByCategory(CT)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(DH)","NodeFlowProfileNameByCategory(DM)","NodeFlowProfileNameByCategory(I2)","NodeFlowProfileNameByCategory(IH)","NodeFlowProfileNameByCategory(PL-AF)","NodeFlowProfileNameByCategory(PL-CC)","NodeFlowProfileNameByCategory(PL-DC)","NodeFlowProfileNameByCategory(PL-PL)","NodeFlowProfileNameByCategory(TT)"
"64400800032379","Nodes","-5280",21.000000,42.026134,"Default Known Flow Node","Known Flow",263890.712963,652262.704696,,0.000000,,,,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,,,,
"64400800032380","Nodes","-5278",21.000000,42.026134,"Default Known Flow Node","Known Flow",263884.712961,652261.829696,,0.000000,,,,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,,,,
"64400800002462","Nodes","2462",21.000000,41.926361,"DDS demands","Known Flow",263888.087962,652265.329697,,0.000000,,,,,,,,,,,-25.780001,,,,,,-23.052939,-25.780001,,,"",,,,,,,,,,,"I2 PROFILE",,,,,,
"64400800002460","Nodes","2460",21.000000,42.515796,"Default Known Flow Node","Known Flow",263908.712968,652282.829702,,0.000000,,,,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,,,,
"64400800032376","Nodes","-5294",21.000000,42.515796,"Default Known Flow Node","Known Flow",263911.587968,652285.454702,,0.000000,,,,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,,,,
"64400800001852","Nodes","1852",21.000000,38.193866,"DDS demands","Known Flow",263941.337977,652472.329753,,0.000000,-5.949999,,,,,,-1.279999,,,,-10.589999,,,,,,-15.934963,-17.819999,,,"","C1 PROFILE",,,,,,"D1 PROFILE",,,,"I2 PROFILE",,,,,,
"64400800032371","Nodes","-5337",21.000000,37.970612,"Default Known Flow Node","Known Flow",263957.841018,652476.325989,,0.000000,,,,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,,,,
"64400800032370","Nodes","-5339",21.000000,37.970612,"Default Known Flow Node","Known Flow",263968.219813,652484.697834,,0.000000,,,,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,,,,
"64400800032369","Nodes","-5340",21.000000,37.970612,"Default Known Flow Node","Known Flow",263948.587979,652487.204757,,0.000000,,,,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,,,,
"64400800002520","Nodes","2520",21.000000,37.970612,"Default Known Flow Node","Known Flow",263970.087984,652486.204757,,0.000000,,,,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,,,,
"64400800002519","Nodes","2519",21.000000,36.622373,"Default Known Flow Node","Known Flow",263994.212991,652437.079744,,0.000000,,,,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,,,,
"64400800032373","Nodes","-5331",21.000000,36.622373,"Default Known Flow Node","Known Flow",263989.337990,652436.829744,,0.000000,,,,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,,,,
"64400800002441","Nodes","2441",21.000000,37.564169,"DDS demands","Known Flow",263766.962929,652492.454759,,0.000000,-20.629999,,,,,,,,,,,,,,,,-18.447715,-20.629999,,,"","C1 PROFILE",,,,,,,,,,,,,,,,
"64400800032847","Nodes","-4205",21.000000,37.714465,"Default Known Flow Node","Known Flow",263798.212938,652450.954747,,0.000000,,,,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,,,,
"64400800032846","Nodes","-4227",21.000000,37.850402,"Default Known Flow Node","Known Flow",263839.962949,652487.704757,,0.000000,,,,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,,,,
"64400800032368","Nodes","-5343",21.000000,37.999429,"Default Known Flow Node","Known Flow",263864.587956,652491.829759,,0.000000,,,,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,,,,
"64400800003386","Nodes","3386",21.000000,38.013915,"Default Known Flow Node","Known Flow",263865.862704,652488.774151,,0.000000,,,,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,,,,
"64400800034221","Nodes","-1463514",21.000000,38.013915,"Default Known Flow Node","Known Flow",263861.212955,652486.704757,,0.000000,,,,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,,,,
"64400800033984","Nodes","-1464048",21.000000,37.714465,"Default Known Flow Node","Known Flow",263796.962937,652454.079748,,0.000000,,,,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,,,,
"64400800033784","Nodes","-1464542",21.000000,37.850402,"Default Known Flow Node","Known Flow",263841.087949,652485.079757,,0.000000,,,,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,,,,
"64400800033171","Nodes","-327448",21.000000,37.999429,"Default Known Flow Node","Known Flow",263867.587956,652492.954759,,0.000000,,,,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,,,,
"64400800002456","Nodes","2456",21.000000,42.965908,"DDS demands","Known Flow",264012.087996,652329.954714,,0.000000,,,,,,,-5.680000,,,,-6.000000,,,,,,-10.444465,-11.679999,,,"",,,,,,,"D1 PROFILE",,,,"I2 PROFILE",,,,,,
"64400800002444","Nodes","2444",21.000000,42.339988,"Default Known Flow Node","Known Flow",264053.338007,652341.329718,,0.000000,,,,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,,,,
"64400800001045","Nodes","1045",21.000000,40.158857,"Default Known Flow Node","Known Flow",264022.962999,652442.079745,,0.000000,,,,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,,,,
"64400800032375","Nodes","-5307",21.000000,42.880465,"Default Known Flow Node","Known Flow",264026.338000,652333.704715,,0.000000,,,,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,,,,
"64400800034616","Nodes","-1462535",21.000000,42.965908,"Default Known Flow Node","Known Flow",263995.962991,652326.454714,,0.000000,,,,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,,,,
"64400800002874","Nodes","Carron Place DG, Clocked, Site ID 5413",21.000000,43.000001,"Default Known Pressure Node","Known Pressure",264029.213000,652322.829713,,3429.600032,,,,,,,,,,,,,,,,,853.026943,953.936384,,,"",,,,,,,,,,,,,,,,,
"64400800001785","Nodes","1785",21.000000,35.185597,"DDS demands","Known Flow",260224.461965,652973.829890,,0.000000,,,,,,,-15.510000,,,,,,,,,,-13.869319,-15.510000,,,"",,,,,,,"D1 PROFILE",,,,,,,,,,
"64400800032640","Nodes","-479",21.000000,35.370939,"DDS demands","Known Flow",260197.836958,652951.579884,,0.000000,,,,,,,-13.060000,,,,,,,,,,-11.678486,-13.060000,,,"",,,,,,,"D1 PROFILE",,,,,,,,,,
"64400800003563","Nodes","Rydal Place RRI",21.000000,49.999998,"Default Known Pressure Node","Known Pressure",260709.212097,652680.579810,,499.999994,,,,,,,,,,,,,,,,,32.379630,36.210001,,,"",,,,,,,,,,,,,,,,,
"64400800003564","Nodes","3564",21.000000,46.980070,"Default Known Flow Node","Known Flow",260765.712112,652655.454803,,0.000000,,,,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,,,,
"64400800034432","Nodes","-1462964",21.000000,40.932184,"Default Known Flow Node","Known Flow",260880.337144,652813.579846,,0.000000,,,,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,,,,
"64400800034724","Nodes","-1170",21.000000,40.624979,"Default Known Flow Node","Known Flow",260866.587140,652826.329850,,0.000000,,,,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,,,,
"64400800034431","Nodes","-1462966",21.000000,41.050828,"Default Known Flow Node","Known Flow",260905.587151,652828.329850,,0.000000,,,,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,,,,
"64400800034725","Nodes","-1169",21.000000,41.138597,"Default Known Flow Node","Known Flow",260901.337149,652824.704849,,0.000000,,,,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,,,,
"64400800003565","Nodes","3565",21.000000,43.627150,"DDS demands","Known Flow",260739.962105,652700.704815,,0.000000,,,,,,,-14.600000,,,,,,,,,,-13.055581,-14.600000,,,"",,,,,,,"D1 PROFILE",,,,,,,,,,
"64400800003567","Nodes","3567",21.000000,42.814383,"DDS demands","Known Flow",260691.587092,652754.954830,,0.000000,,,,,,,-11.470000,,,,,,,,,,-10.256680,-11.470000,,,"",,,,,,,"D1 PROFILE",,,,,,,,,,
"64400800003566","Nodes","3566",21.000000,42.877745,"DDS demands","Known Flow",260730.212103,652803.579843,,0.000000,,,,,,,-10.140000,,,,,,,,,,-9.067369,-10.140000,,,"",,,,,,,"D1 PROFILE",,,,,,,,,,
"64400800002080","Nodes","2080",21.000000,41.384244,"DDS demands","Known Flow",260916.712154,652869.079861,,0.000000,,,,,,,-23.870000,,,,,,,,,,-21.344981,-23.870000,,,"",,,,,,,"D1 PROFILE",,,,,,,,,,
"64400800002082","Nodes","2082",21.000000,39.019307,"DDS demands","Known Flow",260980.712171,652925.829877,,0.000000,,,,,,,-25.660000,,,,,,,,,,-22.945630,-25.660000,,,"",,,,,,,"D1 PROFILE",,,,,,,,,,
"64400800034723","Nodes","-1172",21.000000,41.050828,"Default Known Flow Node","Known Flow",260885.837145,652842.579854,,0.000000,,,,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,,,,
"64400800034342","Nodes","-1463203",21.000000,38.843272,"Default Known Flow Node","Known Flow",260967.212167,652950.079883,,0.000000,,,,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,,,,
"64400800002079","Nodes","2079",21.000000,49.990518,"DDS demands","Known Flow",260965.587167,652823.454849,,0.000000,,,,,,,-6.040000,,,,,,,,,,-5.401076,-6.040000,,,"",,,,,,,"D1 PROFILE",,,,,,,,,,
"64400800002084","Nodes","2084",21.000000,49.985652,"Default Known Flow Node","Known Flow",260971.837169,652815.079846,,0.000000,,,,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,,,,
"64400800002471","Nodes","2471",21.000000,49.737432,"Default Known Flow Node","Known Flow",260993.462174,652831.829851,,0.000000,,,,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,,,,
"64400800034726","Nodes","-1166",21.000000,49.990916,"Default Known Flow Node","Known Flow",260967.291631,652821.170866,,0.000000,,,,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,,,,
"64400800003204","Nodes","3204",21.000000,45.494780,"Default Known Flow Node","Known Flow",260994.212175,652688.829812,,0.000000,,,,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,,,,
"64400800002169","Nodes","2169",21.000000,45.006741,"DDS demands","Known Flow",260942.087160,652683.954811,,0.000000,,,,,,,-13.879999,,,,,,,,,,-12.411744,-13.879999,,,"",,,,,,,"D1 PROFILE",,,,,,,,,,
"64400800003205","Nodes","3205",21.000000,45.004506,"DDS demands","Known Flow",260940.962160,652676.329809,,0.000000,,,,,,,-12.510000,,,,,,,,,,-11.186666,-12.510000,,,"",,,,,,,"D1 PROFILE",,,,,,,,,,
"64400800002167","Nodes","2167",21.000000,48.726948,"Default Known Flow Node","Known Flow",260967.212167,652732.329824,,0.000000,,,,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,,,,
"64400800002168","Nodes","2168",21.000000,48.726948,"Default Known Flow Node","Known Flow",260984.462172,652787.704839,,0.000000,,,,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,,,,
"64400800034727","Nodes","-1134",21.000000,49.003656,"Default Known Flow Node","Known Flow",260944.087161,652737.954825,,0.000000,,,,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,,,,
"64400800032378","Nodes","-529",21.000000,49.840184,"Default Known Flow Node","Known Flow",260696.337094,652986.454893,,0.000000,,,,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,,,,
"64400800032543","Nodes","-4904664",21.000000,49.966119,"Default Known Flow Node","Known Flow",260684.837090,652984.579893,,0.000000,,,,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,,,,
"64400800002081","Nodes","2081",21.000000,40.477108,"DDS demands","Known Flow",260840.462133,652791.204840,,0.000000,,,,,,,-12.960000,,,,,,,,,,-11.589064,-12.960000,,,"",,,,,,,"D1 PROFILE",,,,,,,,,,
"64400800034433","Nodes","-1462962",21.000000,41.138597,"Default Known Flow Node","Known Flow",260899.087149,652822.579849,,0.000000,,,,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,,,,
"64400800004509","Nodes","Newlandsmuir DG, Constant, Site ID 5428",21.000000,49.999998,"Default Known Pressure Node","Known Pressure",260971.212168,652824.079849,,2514.899876,,,,,,,,,,,,,,,,,215.121999,240.570001,,,"",,,,,,,,,,,,,,,,,
"64400800002083","Nodes","2083",21.000000,39.107359,"Default Known Flow Node","Known Flow",261000.462176,652875.704863,,0.000000,,,,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,,,,
"64400800002472","Nodes","2472",21.000000,49.666599,"DDS demands","Known Flow",261016.837181,652812.329846,,0.000000,,,,,,,-37.450000,,,,,,,,,,-33.488461,-37.450000,,,"",,,,,,,"D1 PROFILE",,,,,,,,,,
"64400800002171","Nodes","2171",21.000000,47.146410,"DDS demands","Known Flow",261071.837196,652694.704814,,0.000000,,,,,,,-34.389998,,,,,,,,,,-30.752153,-34.389998,,,"",,,,,,,"D1 PROFILE",,,,,,,,,,
"64400800002170","Nodes","2170",21.000000,47.177730,"DDS demands","Known Flow",261056.462192,652696.829814,,0.000000,,,,,,,-25.319999,,,,,,,,,,-22.641597,-25.319999,,,"",,,,,,,"D1 PROFILE",,,,,,,,,,
"64400800034267","Nodes","-1463392",21.000000,43.673317,"Default Known Flow Node","Known Flow",261136.212213,652980.329891,,0.000000,,,,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,,,,
"64400800034722","Nodes","-1176",21.000000,43.673317,"Default Known Flow Node","Known Flow",261102.337204,652962.579887,,0.000000,,,,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,,,,
"64400800034485","Nodes","-1462847",21.000000,49.536814,"Default Known Flow Node","Known Flow",261219.837236,652910.454872,,0.000000,,,,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,,,,
"64400800002951","Nodes","2951",21.000000,45.256189,"DDS demands","Known Flow",261043.337188,652872.329862,,0.000000,,,,,,,-28.379999,,,,,,,,,,-25.377903,-28.379999,,,"",,,,,,,"D1 PROFILE",,,,,,,,,,
"64400800034449","Nodes","-1462922",21.000000,49.536814,"Default Known Flow Node","Known Flow",261192.212229,652966.079888,,0.000000,,,,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,,,,
"64400800034728","Nodes","-1124",21.000000,47.198536,"Default Known Flow Node","Known Flow",261053.337191,652698.454815,,0.000000,,,,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,,,,
"64400800034729","Nodes","-1119",21.000000,47.139091,"Default Known Flow Node","Known Flow",261029.962184,652688.704812,,0.000000,,,,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,,,,
"64400800003206","Nodes","3206",21.000000,46.919113,"DDS demands","Known Flow",260908.712151,652642.829800,,0.000000,,,,,,,-4.050000,,,,,,,,,,-3.621582,-4.050000,,,"",,,,,,,"D1 PROFILE",,,,,,,,,,
"64400800002954","Nodes","2954",21.000000,41.938628,"DDS demands","Known Flow",261002.837177,652975.954890,,0.000000,,,,,,,-16.059999,,,,,,,,,,-14.361139,-16.059999,,,"",,,,,,,"D1 PROFILE",,,,,,,,,,
"64400800003521","Nodes","3521",21.000000,34.889755,"Default Known Flow Node","Known Flow",261651.212353,652501.704761,,0.000000,,,,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,,,,
"64400800034740","Nodes","-1091",21.000000,34.423824,"Default Known Flow Node","Known Flow",261697.212366,652509.204763,,0.000000,,,,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,,,,
"64400800002734","Nodes","2734",21.000000,32.206709,"Default Known Flow Node","Known Flow",261620.212345,652684.579811,,0.000000,,,,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,,,,
"64400800002733","Nodes","2733",21.000000,32.474955,"DDS demands","Known Flow",261634.462349,652654.454803,,0.000000,,,,,,,-7.669999,,,,,,,,,,-6.858651,-7.669999,,,"",,,,,,,"D1 PROFILE",,,,,,,,,,
"64400800002730","Nodes","2730",21.000000,29.241247,"Default Known Flow Node","Known Flow",261721.962373,652692.704813,,0.000000,,,,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,,,,
"64400800002727","Nodes","2727",21.000000,29.241247,"DDS demands","Known Flow",261711.087370,652680.579810,,0.000000,,,,,,,-10.359999,,,,,,,,,,-9.264096,-10.359999,,,"",,,,,,,"D1 PROFILE",,,,,,,,,,
"64400800002720","Nodes","2720",21.000000,34.650737,"DDS demands","Known Flow",261661.212356,652505.454762,,0.000000,,,,,,,-6.569999,,,,,,,,,,-5.875011,-6.569999,,,"",,,,,,,"D1 PROFILE",,,,,,,,,,
"64400800003522","Nodes","3522",21.000000,34.873037,"DDS demands","Known Flow",261642.212351,652501.829761,,0.000000,-11.859999,,,,,,-4.819999,,,,,,,,,,-14.915554,-16.679998,,,"","C1 PROFILE",,,,,,"D1 PROFILE",,,,,,,,,,
"64400800034406","Nodes","-1463045",21.000000,21.507447,"Default Known Flow Node","Known Flow",261997.837448,652956.829885,,0.000000,,,,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,,,,
"64400800000970","Nodes","970",21.000000,21.507447,"DDS demands","Known Flow",261998.837448,652955.829885,,0.000000,,,,,,,-2.959999,,,,,,,,,,-2.646885,-2.959999,,,"",,,,,,,"D1 PROFILE",,,,,,,,,,
"64400800034731","Nodes","-1107",21.000000,32.424421,"Default Known Flow Node","Known Flow",261648.587353,652663.579805,,0.000000,,,,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,,,,
"64400800002732","Nodes","2732",21.000000,33.288449,"DDS demands","Known Flow",261613.212343,652590.579785,,0.000000,,,,,,,-17.150000,,,,,,,,,,-15.335837,-17.150000,,,"",,,,,,,"D1 PROFILE",,,,,,,,,,
"64400800034730","Nodes","-1112",21.000000,29.602530,"Default Known Flow Node","Known Flow",261708.837369,652672.454808,,0.000000,,,,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,,,,
"64400800002723","Nodes","2723",21.000000,31.503450,"DDS demands","Known Flow",261694.462365,652619.454793,,0.000000,,,,,,,-5.760000,,,,,,,,,,-5.150695,-5.760000,,,"",,,,,,,"D1 PROFILE",,,,,,,,,,
"64400800002724","Nodes","2724",21.000000,31.324171,"Default Known Flow Node","Known Flow",261658.587355,652638.079798,,0.000000,,,,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,,,,
"64400800002722","Nodes","2722",21.000000,33.145741,"DDS demands","Known Flow",261684.712363,652583.704784,,0.000000,,,,,,,-5.260000,,,,,,,,,,-4.703586,-5.260000,,,"",,,,,,,"D1 PROFILE",,,,,,,,,,
"64400800002725","Nodes","2725",21.000000,33.082735,"DDS demands","Known Flow",261713.587370,652576.204781,,0.000000,,,,,,,-5.789999,,,,,,,,,,-5.177521,-5.789999,,,"",,,,,,,"D1 PROFILE",,,,,,,,,,
"64400800034420","Nodes","-1462994",21.000000,33.172176,"Default Known Flow Node","Known Flow",261715.837371,652559.079777,,0.000000,,,,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,,,,
"64400800002726","Nodes","2726, P00108154, Maple Terrace, 50.8scm/h",26.000000,39.157776,"CSEP DDS Matched","Known Flow",261824.743528,652603.251125,,0.000000,,,,,,,,-50.800000,,,,,,,,,-45.426269,-50.800000,,,"",,,,,,,,"DC PROFILE",,,,,,,,,
"64400800034741","Nodes","-1090",21.000000,34.596248,"Default Known Flow Node","Known Flow",261655.087354,652507.079763,,0.000000,,,,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,,,,
"64400800002736","Nodes","2736",21.000000,33.458091,"DDS demands","Known Flow",261608.712342,652573.329781,,0.000000,,,,,,,-2.700000,,,,,,,,,,-2.414388,-2.700000,,,"",,,,,,,"D1 PROFILE",,,,,,,,,,
"64400800002731","Nodes","2731",21.000000,33.907021,"Default Known Flow Node","Known Flow",261641.712351,652554.329776,,0.000000,,,,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,,,,
"64400800003462","Nodes","3462",21.000000,20.623493,"DDS demands","Known Flow",261964.837439,652860.079859,,0.000000,,,,,,,-29.129998,,,,,,,,,,-26.048566,-29.129998,,,"",,,,,,,"D1 PROFILE",,,,,,,,,,
"64400800033430","Nodes","-1862",21.000000,20.669157,"Default Known Flow Node","Known Flow",261983.080137,652854.033175,,0.000000,,,,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,,,,
"64400800033747","Nodes","-1464624",21.000000,34.309203,"Default Known Flow Node","Known Flow",261956.462436,652538.204771,,0.000000,,,,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,,,,
"64400800002735","Nodes","2735",21.000000,32.395718,"DDS demands","Known Flow",261661.462356,652660.329804,,0.000000,,,,,,,-5.870000,,,,,,,,,,-5.249059,-5.870000,,,"",,,,,,,"D1 PROFILE",,,,,,,,,,
"64400800034613","Nodes","-1462542",21.000000,32.424421,"Default Known Flow Node","Known Flow",261650.587353,652671.204807,,0.000000,,,,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,,,,
"64400800002721","Nodes","2721",21.000000,34.213049,"DDS demands","Known Flow",261703.587368,652525.204768,,0.000000,,,,,,,-8.810000,,,,,,,,,,-7.878060,-8.810000,,,"",,,,,,,"D1 PROFILE",,,,,,,,,,
"64400800034577","Nodes","-1462629",21.000000,34.423824,"Default Known Flow Node","Known Flow",261685.587363,652512.329764,,0.000000,,,,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,,,,
"64400800002728","Nodes","2728",21.000000,29.692430,"Default Known Flow Node","Known Flow",261731.087375,652662.954805,,0.000000,,,,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,,,,
"64400800033739","Nodes","-1464642",21.000000,20.669157,"Default Known Flow Node","Known Flow",261980.337443,652836.704852,,0.000000,,,,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,,,,
"64400800001133","Nodes","1133",21.000000,39.333938,"DDS demands","Known Flow",262226.212510,652572.829781,,0.000000,-2.920000,,,,,,-2.400000,,,,,,,,,,-4.757239,-5.320000,,,"","C1 PROFILE",,,,,,"D1 PROFILE",,,,,,,,,,
"64400800001120","Nodes","1120",21.000000,38.520295,"DDS demands","Known Flow",261995.337447,652765.079833,,0.000000,,,,,,,-4.480000,,,,,,,,,,-4.006096,-4.480000,,,"",,,,,,,"D1 PROFILE",,,,,,,,,,
"64400800001119","Nodes","1119",21.000000,38.665639,"DDS demands","Known Flow",262051.337462,652793.829841,,0.000000,,,,,,,-13.470000,,,,,,,,,,-12.045115,-13.470000,,,"",,,,,,,"D1 PROFILE",,,,,,,,,,
"64400800001121","Nodes","1121",21.000000,39.055956,"DDS demands","Known Flow",261987.212445,652759.329831,,0.000000,,,,,,,-11.770000,,,,,,,,,,-10.524945,-11.770000,,,"",,,,,,,"D1 PROFILE",,,,,,,,,,
"64400800001141","Nodes","1141",21.000000,39.366580,"DDS demands","Known Flow",262025.837455,652721.454821,,0.000000,,,,,,,-5.680000,,,,,,,,,,-5.079157,-5.680000,,,"",,,,,,,"D1 PROFILE",,,,,,,,,,
"64400800003461","Nodes","3461",21.000000,21.554251,"DDS demands","Known Flow",262027.462456,652964.954887,,0.000000,,,,,,,-9.739999,,,,,,,,,,-8.709681,-9.739999,,,"",,,,,,,"D1 PROFILE",,,,,,,,,,
"64400800001145","Nodes","1145",21.000000,39.510486,"DDS demands","Known Flow",261993.962447,652528.204768,,0.000000,,,,,,,-3.690000,,,,,,,,,,-3.299664,-3.690000,,,"",,,,,,,"D1 PROFILE",,,,,,,,,,
"64400800033457","Nodes","-1807",21.000000,39.594067,"Default Known Flow Node","Known Flow",262006.587450,652541.079772,,0.000000,,,,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,,,,
"64400800001147","Nodes","1147",21.000000,38.660819,"DDS demands","Known Flow",262038.212459,652513.204764,,0.000000,,,,,,,-11.629999,,,,,,,,,,-10.399753,-11.629999,,,"",,,,,,,"D1 PROFILE",,,,,,,,,,
"64400800004681","Nodes","4681",21.000000,20.669157,"Default Known Flow Node","Known Flow",262011.212451,652857.829858,,0.000000,,,,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,,,,
"64400800000971","Nodes","971",21.000000,21.499842,"DDS demands","Known Flow",262013.712452,652974.079890,,0.000000,,,,,,,-1.649999,,,,,,,,,,-1.475459,-1.649999,,,"",,,,,,,"D1 PROFILE",,,,,,,,,,
"64400800001827","Nodes","1827",21.000000,21.387194,"DDS demands","Known Flow",262323.587536,652972.954889,,0.000000,,,,,,,-4.139999,,,,,,,,,,-3.702062,-4.139999,,,"",,,,,,,"D1 PROFILE",,,,,,,,,,
"64400800001825","Nodes","1825",21.000000,21.374214,"DDS demands","Known Flow",262365.337548,652991.454894,,0.000000,,,,,,,-17.540001,,,,,,,,,,-15.684583,-17.540001,,,"",,,,,,,"D1 PROFILE",,,,,,,,,,
"64400800001115","Nodes","1115",21.000000,39.181730,"DDS demands","Known Flow",262303.962531,652892.579868,,0.000000,,,,,,,-4.810000,,,,,,,,,,-4.301188,-4.810000,,,"",,,,,,,"D1 PROFILE",,,,,,,,,,
"64400800033445","Nodes","-1827",21.000000,39.590672,"Default Known Flow Node","Known Flow",262046.962461,652632.329797,,0.000000,,,,,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,,,,,
