"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(DH)","NodeFlowByCategory(DM)","NodeFlowByCategory(I2)","NodeFlowByCategory(PL-AF)","NodeFlowByCategory(PL-DC)","NodeFlowByCategory(PL-PL)","NodeThermalFlow","NodeResultFlow","NodeFlowByCategory(TT)","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(DH)","NodeFlowProfileNameByCategory(DM)","NodeFlowProfileNameByCategory(I2)","NodeFlowProfileNameByCategory(PL-AF)","NodeFlowProfileNameByCategory(PL-DC)","NodeFlowProfileNameByCategory(PL-PL)","NodeFlowProfileNameByCategory(TT)"
"64400500000216","Nodes","216",21.000000,30.404023,"DDS demands","Known Flow",290805.500000,679266.250000,,0.000000,,,,,-2.660000,,,,,,,,-2.378619,-2.660000,,,"",,,,,"D1 PROFILE",,,,,,,,
"64400500000199","Nodes","199",21.000000,30.163449,"Default Known Flow Node","Known Flow",290955.750000,679083.500000,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,
"64400500000200","Nodes","200",21.000000,30.033010,"Default Known Flow Node","Known Flow",290895.500000,679075.500000,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,
"64400500000198","Nodes","198",21.000000,30.163449,"Default Known Flow Node","Known Flow",290974.375000,679094.500000,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,
"64400500000201","Nodes","201",21.000000,29.865148,"DDS demands","Known Flow",290962.000000,679176.875000,,0.000000,,,,,-6.360000,,,,,,,,-5.687226,-6.360000,,,"",,,,,"D1 PROFILE",,,,,,,,
"644005-1462526","Nodes","-1462526",21.000000,30.111980,"Default Known Flow Node","Known Flow",290869.375000,679049.250000,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,
"64400500000204","Nodes","204",21.000000,30.198921,"DDS demands","Known Flow",290900.375000,679002.750000,,0.000000,,,,,-7.020000,,,,,,,,-6.277409,-7.020000,,,"",,,,,"D1 PROFILE",,,,,,,,
"644005-454","Nodes","-454",21.000000,30.380797,"Default Known Flow Node","Known Flow",290796.125000,679083.000000,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,
"644005-1463156","Nodes","-1463156",21.000000,30.380797,"Default Known Flow Node","Known Flow",290796.250000,679084.750000,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,
"644005-1462469","Nodes","-1462469",21.000000,30.329376,"Default Known Flow Node","Known Flow",290865.125000,678971.875000,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,
"644005-495","Nodes","-495",21.000000,30.457754,"Default Known Flow Node","Known Flow",290933.500000,679447.125000,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,
"644005-490","Nodes","-490",21.000000,30.568577,"Default Known Flow Node","Known Flow",290945.375000,679435.875000,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,
"644005-494","Nodes","-494",21.000000,30.568577,"Default Known Flow Node","Known Flow",290946.500000,679442.500000,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,
"644005-489","Nodes","-489",21.000000,30.692023,"Default Known Flow Node","Known Flow",290961.000000,679433.125000,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,
"644005-493","Nodes","-493",21.000000,30.692023,"Default Known Flow Node","Known Flow",290962.250000,679441.250000,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,
"644005-488","Nodes","-488",21.000000,30.841292,"Default Known Flow Node","Known Flow",290985.375000,679428.750000,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,
"644005-483","Nodes","-483",21.000000,31.014949,"Default Known Flow Node","Known Flow",290981.375000,679413.375000,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,
"644005-1462745","Nodes","-1462745",21.000000,31.032908,"Default Known Flow Node","Known Flow",290990.875000,679314.000000,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,
"64400500000202","Nodes","202",21.000000,30.158041,"DDS demands","Known Flow",291044.750000,679002.750000,,0.000000,,,,,-27.339999,,,,,,,,-24.447917,-27.339999,,,"",,,,,"D1 PROFILE",,,,,,,,
"644005-465","Nodes","-465",21.000000,30.561198,"Default Known Flow Node","Known Flow",291094.000000,679231.750000,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,
"64400500000090","Nodes","90",21.000000,31.741521,"DDS demands","Known Flow",291025.500000,679482.375000,,0.000000,,,,,-14.120000,,,,,,,,-12.626357,-14.120000,,,"",,,,,"D1 PROFILE",,,,,,,,
"64400500000035","Nodes","35",21.000000,31.801373,"DDS demands","Known Flow",291025.875000,679486.875000,,0.000000,,,,0.000000,-8.649999,,,,,,,,-7.734984,-8.649999,,,"",,,,"","D1 PROFILE",,,,,,,,
"64400500000197","Nodes","197",21.000000,30.414498,"Default Known Flow Node","Known Flow",291025.375000,679209.625000,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,
"644005-1462637","Nodes","-1462637",21.000000,30.197088,"Default Known Flow Node","Known Flow",290969.375000,679210.000000,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,,"",,,,,,,,,,,,,
"64400500000193","Nodes","193",21.000000,30.400299,"DDS demands","Known Flow",291122.750000,679194.250000,,0.000000,,,,,-16.580000,,,,,,,,-14.826132,-16.580000,,,"",,,,,"D1 PROFILE",,,,,,,,
"64400500000194","Nodes","194",21.000000,30.299146,"DDS demands","Known Flow",291088.750000,679155.875000,,0.000000,,,,,-11.449999,,,,,,,,-10.238795,-11.449999,,,"",,,,,"D1 PROFILE",,,,,,,,
"64400500000192","Nodes","192",21.000000,30.445462,"DDS demands","Known Flow",291167.000000,679284.125000,,0.000000,,,,,-3.650000,,,,,,,,-3.263895,-3.650000,,,"",,,,,"D1 PROFILE",,,,,,,,
