"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(CC)","NodeFlowByCategory(CT)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(I2)","NodeFlowByCategory(PL-AF)","NodeFlowByCategory(PL-CC)","NodeFlowByCategory(PL-DC)","NodeThermalFlow","NodeResultFlow","NodeFlowByCategory(TT)","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(CC)","NodeFlowProfileNameByCategory(CT)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(I2)","NodeFlowProfileNameByCategory(PL-AF)","NodeFlowProfileNameByCategory(PL-CC)","NodeFlowProfileNameByCategory(PL-DC)","NodeFlowProfileNameByCategory(TT)"
"82011600007123","Nodes","7123","21.000000","35.851109","Default Known Flow Node","Known Flow","449547.400715","105557.686522","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"82011600000512","Nodes","512","21.000000","35.673587","DDS demands","Known Flow","449523.712701","105507.047443","","0.000000","","","","","","","-6.340000","","","","","","-5.669341","-6.340000","","","","","","","","","","D1 PROFILE","","","","","",""
"82011600001092","Nodes","1092","21.000000","33.470730","DDS demands","Known Flow","449644.513508","105609.930947","","0.000000","","","","","","","-3.499999","","","","","","-3.129762","-3.499999","","","","","","","","","","D1 PROFILE","","","","","",""
"82011600001131","Nodes","1131","21.000000","32.905106","DDS demands","Known Flow","449734.513533","105569.930937","","0.000000","","","","","","","-14.199999","","","","","","-12.697893","-14.199999","","","","","","","","","","D1 PROFILE","","","","","",""
"82011600000711","Nodes","711","21.000000","33.621298","Default Known Flow Node","Known Flow","449764.263541","105516.930922","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"82011600000528","Nodes","528","21.000000","35.971676","DDS demands","Known Flow","449889.117077","105669.095515","","0.000000","","","","","","","-1.720000","","","","","","-1.538054","-1.720000","","","","","","","","","","D1 PROFILE","","","","","",""
"82011600005898","Nodes","5898","21.000000","33.851807","Default Known Flow Node","Known Flow","449865.138568","105529.305926","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"82011600000297","Nodes","297","21.000000","35.722137","DDS demands","Known Flow","449838.603655","105605.032584","","0.000000","","","","","","","-0.899999","","","","","","-0.804796","-0.899999","","","","","","","","","","D1 PROFILE","","","","","",""
"82011600005820","Nodes","5820","21.000000","35.971109","Default Known Flow Node","Known Flow","449890.392020","105669.182720","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"82011600002192","Nodes","2192","21.000000","37.989660","DDS demands","Known Flow","449664.388514","105947.556039","","0.000000","","","","","","","-2.079999","","","","","","-1.859973","-2.079999","","","","","","","","","","D1 PROFILE","","","","","",""
"82011600002193","Nodes","2193","21.000000","37.722187","DDS demands","Known Flow","449631.388505","105939.556037","","0.000000","","","","","","","-8.600000","","","","","","-7.690274","-8.600000","","","","","","","","","","D1 PROFILE","","","","","",""
"82011600002194","Nodes","2194","21.000000","37.984782","DDS demands","Known Flow","449672.263516","105933.181035","","0.000000","","","","","","","-2.069999","","","","","","-1.851031","-2.069999","","","","","","","","","","D1 PROFILE","","","","","",""
"82011600005549","Nodes","5549","21.000000","35.684341","Default Known Flow Node","Known Flow","449768.263542","105757.555988","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"82011600002306","Nodes","2306","21.000000","35.684341","Default Known Flow Node","Known Flow","449766.013541","105813.806003","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"82011600002304","Nodes","2304","21.000000","35.684341","DDS demands","Known Flow","449769.888542","105757.680988","","0.000000","","","","","","","-28.320000","","","","","","-25.324251","-28.320000","","","","","","","","","","D1 PROFILE","","","","","",""
"82011600002305","Nodes","2305","21.000000","35.684341","Default Known Flow Node","Known Flow","449759.388540","105747.930985","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"82011600002303","Nodes","2303","21.000000","35.964784","Default Known Flow Node","Known Flow","449824.870351","105796.046449","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"82011600005819","Nodes","5819","21.000000","35.931180","Default Known Flow Node","Known Flow","449852.638565","105756.930987","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"82011600000680","Nodes","680","21.000000","35.766085","DDS demands","Known Flow","449889.263575","105685.180968","","0.000000","","","","","","","-2.259999","","","","","","-2.020932","-2.259999","","","","","","","","","","D1 PROFILE","","","","","",""
"82011600001199","Nodes","1199","21.000000","35.415438","DDS demands","Known Flow","449872.513570","105896.806026","","0.000000","","","","","","","-0.899999","","","","","","-0.804796","-0.899999","","","","","","","","","","D1 PROFILE","","","","","",""
"82011600001202","Nodes","1202","21.000000","35.119079","DDS demands","Known Flow","449883.013573","105982.556049","","0.000000","","","","","","","-7.530000","","","","","","-6.733460","-7.530000","","","","","","","","","","D1 PROFILE","","","","","",""
"82011600001200","Nodes","ELMDALE CLOSE, id: 1120","21.000000","35.372641","Default Known Flow Node","Known Flow","449880.013572","105867.056017","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"82011600001201","Nodes","1201","21.000000","35.303916","DDS demands","Known Flow","449904.388579","105920.431032","","0.000000","","","","","","","-4.039999","","","","","","-3.612640","-4.039999","","","","","","","","","","D1 PROFILE","","","","","",""
"82011600001204","Nodes","1204","21.000000","35.109565","DDS demands","Known Flow","449877.388572","105990.306051","","0.000000","","","","","","","-5.359999","","","","","","-4.793007","-5.359999","","","","","","","","","","D1 PROFILE","","","","","",""
"82011600000293","Nodes","293","21.000000","35.869022","DDS demands","Known Flow","449942.888590","105565.805935","","0.000000","","","","","","","-6.190000","","","","","","-5.535208","-6.190000","","","","","","","","","","D1 PROFILE","","","","","",""
"82011600001089","Nodes","1089","21.000000","34.837345","DDS demands","Known Flow","449907.013580","105808.181001","","0.000000","","","","","","","-7.080000","","","","","","-6.331062","-7.080000","","","","","","","","","","D1 PROFILE","","","","","",""
"82011600005823","Nodes","5823","21.000000","35.870790","Default Known Flow Node","Known Flow","449927.263585","105627.930952","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"82011600005821","Nodes","5821","21.000000","35.871439","Default Known Flow Node","Known Flow","449908.013580","105653.930959","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"82011600005824","Nodes","5824","21.000000","35.870790","Default Known Flow Node","Known Flow","449935.513588","105610.680948","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"82011600000651","Nodes","651","21.000000","35.857853","DDS demands","Known Flow","449963.302109","105660.424880","","0.000000","","","","","","","-4.920000","","","","","","-4.399552","-4.920000","","","","","","","","","","D1 PROFILE","","","","","",""
"82011600000681","Nodes","681","21.000000","34.988077","Default Known Flow Node","Known Flow","449952.763592","105748.930985","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"82011600002556","Nodes","2556","21.000000","35.869022","Default Known Flow Node","Known Flow","449959.888594","105532.930927","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"82011600005826","Nodes","5826","21.000000","34.988077","Default Known Flow Node","Known Flow","449961.825726","105753.910108","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"82011600008001","Nodes","Logger 1079, LARCHDALE CLOSE","21.000000","34.781882","Val Log Post","Known Flow","449929.138586","105723.180978","","0.000000","","","","","","","-6.619999","","","","","","-5.919722","-6.619999","","","","","","","","","","D1 PROFILE","","","","","",""
"82011600005829","Nodes","5829","21.000000","35.777818","DDS demands","Known Flow","449978.013599","105665.805963","","0.000000","","","","","","","-5.739999","","","","","","-5.132810","-5.739999","","","","","","","","","","D1 PROFILE","","","","","",""
"82011600005832","Nodes","5832","21.000000","35.826250","Default Known Flow Node","Known Flow","449918.263583","105514.430921","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"82011600001891","Nodes","1891","21.000000","43.375614","DDS demands","Known Flow","449335.263424","106042.556065","","0.000000","","","","","","","-4.709999","","","","","","-4.211766","-4.709999","","","","","","","","","","D1 PROFILE","","","","","",""
"82011600002700","Nodes","2700","21.000000","43.100735","DDS demands","Known Flow","449338.888425","106001.431054","","0.000000","","-6.000000","","","","","","","","","","","-5.365307","-6.000000","","","","","C2 PROFILE","","","","","","","","","","",""
"82011600001670","Nodes","1670","21.000000","39.242877","DDS demands","Known Flow","448973.888326","106196.681107","","0.000000","","","","","","","-1.299999","","","","","","-1.162483","-1.299999","","","","","","","","","","D1 PROFILE","","","","","",""
"82011600000280","Nodes","280","21.000000","39.419277","DDS demands","Known Flow","449000.513333","106189.056105","","0.000000","","","","","","","-10.180000","","","","","","-9.103139","-10.180000","","","","","","","","","","D1 PROFILE","","","","","",""
"82011600005834","Nodes","5834","21.000000","39.419277","Default Known Flow Node","Known Flow","448985.388329","106197.556107","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"82011600000274","Nodes","274","21.000000","41.739662","Default Known Flow Node","Known Flow","448996.138332","106241.056119","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"82011600000273","Nodes","273","21.000000","41.739662","DDS demands","Known Flow","449014.888337","106267.806126","","0.000000","","","","","","","-5.570000","","","","","","-4.980793","-5.570000","","","","","","","","","","D1 PROFILE","","","","","",""
"82011600005863","Nodes","5863","21.000000","40.138547","Default Known Flow Node","Known Flow","449083.888356","106139.681092","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"82011600000269","Nodes","269","21.000000","38.504149","DDS demands","Known Flow","449002.513334","106328.556143","","0.000000","","","","","","","-15.359999","","","","","","-13.735186","-15.359999","","","","","","","","","","D1 PROFILE","","","","","",""
"82011600001890","Nodes","1890","21.000000","41.693034","Default Known Flow Node","Known Flow","449012.138336","106312.181139","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"82011600005860","Nodes","5860","21.000000","41.804528","Default Known Flow Node","Known Flow","449047.772781","106248.702392","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"82011600005861","Nodes","5861","21.000000","41.792610","Default Known Flow Node","Known Flow","449067.738128","106237.391226","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"82011600000504","Nodes","504","21.000000","40.356278","DDS demands","Known Flow","449140.888371","106075.681074","","0.000000","","","","","","","-3.329999","","","","","","-2.977745","-3.329999","","","","","","","","","","D1 PROFILE","","","","","",""
"82011600000503","Nodes","503","21.000000","40.356956","DDS demands","Known Flow","449167.388378","106077.556075","","0.000000","","","","","","","-7.750000","","","","","","-6.930188","-7.750000","","","","","","","","","","D1 PROFILE","","","","","",""
"82011600000275","Nodes","275","21.000000","41.741569","DDS demands","Known Flow","449141.888372","106244.181120","","0.000000","","","","","","","-17.399999","","","","","","-15.559390","-17.399999","","","","","","","","","","D1 PROFILE","","","","","",""
"82011600007109","Nodes","7109","21.000000","41.766744","Default Known Flow Node","Known Flow","449114.043421","106222.645268","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"82011600001668","Nodes","1668","21.000000","40.398027","DDS demands","Known Flow","449142.513372","106137.681091","","0.000000","-15.930000","","","","","","-11.790000","","","","","","-24.787720","-27.720000","","","","C1 PROFILE","","","","","","D1 PROFILE","","","","","",""
"82011600000500","Nodes","500","21.000000","40.379341","DDS demands","Known Flow","449146.263373","106127.306088","","0.000000","","","","","","","-11.750000","","","","","","-10.507060","-11.750000","","","","","","","","","","D1 PROFILE","","","","","",""
"82011600000654","Nodes","654","21.000000","43.226160","DDS demands","Known Flow","449368.659525","106256.481594","","0.000000","-10.830000","","","","","","-11.090000","","-3.390000","","","","-22.632656","-25.310001","","","","C1 PROFILE","","","","","","D1 PROFILE","","I2 PROFILE","","","",""
"82011600000943","Nodes","943","21.000000","43.158529","DDS demands","Known Flow","449392.888440","106391.306160","","0.000000","","","","","","","-4.689999","","","","","","-4.193881","-4.689999","","","","","","","","","","D1 PROFILE","","","","","",""
"82011600007115","Nodes","7115","21.000000","43.165622","Default Known Flow Node","Known Flow","449393.138440","106371.431155","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"82011600005875","Nodes","5875","21.000000","43.164015","Default Known Flow Node","Known Flow","449395.138440","106379.931157","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"82011600005736","Nodes","5736","21.000000","43.366749","Default Known Flow Node","Known Flow","449338.757458","106042.166378","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"82011600001892","Nodes","1892","21.000000","43.087745","DDS demands","Known Flow","449401.013442","106086.181077","","0.000000","","","","","","","-6.560000","","","","","","-5.866069","-6.560000","","","","","","","","","","D1 PROFILE","","","","","",""
"82011600002697","Nodes","2697","21.000000","43.530254","Default Known Flow Node","Known Flow","449337.013425","106072.556073","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"82011600001135","Nodes","1135,","21.000000","43.849446","DDS demands","Known Flow","449341.513426","106134.431090","","0.000000","","","","","","","-5.610000","","","","","","-5.016562","-5.610000","","","","","","","","","","D1 PROFILE","","","","","",""
"82011600005577","Nodes","5577","21.000000","43.870158","Default Known Flow Node","Known Flow","449342.077446","106138.171437","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"82011600001889","Nodes","1889","21.000000","41.665800","DDS demands","Known Flow","449023.513339","106326.181142","","0.000000","","","","","","","-4.119999","","","","","","-3.684177","-4.119999","","","","","","","","","","D1 PROFILE","","","","","",""
"82011600005864","Nodes","5864","21.000000","41.925942","Default Known Flow Node","Known Flow","449105.390804","106334.786448","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"82011600000279","Nodes","279","21.000000","40.139583","DDS demands","Known Flow","449087.888357","106139.431092","","0.000000","","","","","","","-6.740000","","","","","","-6.027028","-6.740000","","","","","","","","","","D1 PROFILE","","","","","",""
"82011600005868","Nodes","5868","21.000000","42.015551","Default Known Flow Node","Known Flow","449147.888373","106340.056146","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"82011600000501","Nodes","501","21.000000","40.375227","DDS demands","Known Flow","449149.263374","106119.556086","","0.000000","","","","","","","-1.450000","","","","","","-1.296616","-1.450000","","","","","","","","","","D1 PROFILE","","","","","",""
"82011600000505","Nodes","505","21.000000","40.375190","DDS demands","Known Flow","449130.763369","106112.181084","","0.000000","","","","","","","-1.109999","","","","","","-0.992581","-1.109999","","","","","","","","","","D1 PROFILE","","","","","",""
"82011600005870","Nodes","5870","21.000000","40.397008","Default Known Flow Node","Known Flow","449194.388386","106084.931077","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"82011600000502","Nodes","502","21.000000","40.396732","DDS demands","Known Flow","449197.605566","106085.109809","","0.000000","","","","","","","-7.690000","","","","","","-6.876535","-7.690000","","","","","","","","","","D1 PROFILE","","","","","",""
"82011600005869","Nodes","5869","21.000000","40.397008","Default Known Flow Node","Known Flow","449176.013381","106130.181089","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"82011600005871","Nodes","5871","21.000000","40.396732","Default Known Flow Node","Known Flow","449198.888387","106085.181077","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"82011600005872","Nodes","5872","21.000000","43.823050","Default Known Flow Node","Known Flow","449338.525999","106134.545991","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"82011600007114","Nodes","7114","21.000000","42.839003","Default Known Flow Node","Known Flow","449378.388436","106369.306154","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"82011600002698","Nodes","2698","21.000000","43.530254","Default Known Flow Node","Known Flow","449345.013427","106098.056080","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"82011600005838","Nodes","5838","21.000000","43.870158","Default Known Flow Node","Known Flow","449337.491538","106137.048197","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"82011600000282","Nodes","282","21.000000","44.094904","DDS demands","Known Flow","449351.744549","106184.028376","","0.000000","","","","","","","-4.679999","","","","","","-4.184939","-4.679999","","","","","","","","","","D1 PROFILE","","","","","",""
"82011600001205","Nodes","1205","21.000000","35.036722","DDS demands","Known Flow","449783.138546","106033.556063","","0.000000","","","","","","","-4.639999","","","","","","-4.149170","-4.639999","","","","","","","","","","D1 PROFILE","","","","","",""
"82011600001905","Nodes","1905","21.000000","38.291736","DDS demands","Known Flow","449625.263503","106003.931055","","0.000000","","","","","","","-1.179999","","","","","","-1.055177","-1.179999","","","","","","","","","","D1 PROFILE","","","","","",""
"82011600001203","Nodes","1203","21.000000","34.963374","DDS demands","Known Flow","449898.138577","106001.556054","","0.000000","","","","","","","-8.760000","","","","","","-7.833349","-8.760000","","","","","","","","","","D1 PROFILE","","","","","",""
"82011600001903","Nodes","P00094165, WARSASH ROAD,SOUTHAMPTON, 37.75","21.000000","38.850929","DDS demands","Known Flow","449713.388527","106010.556056","","0.000000","","","","","","","-2.490000","-37.749999","","","","","-35.983328","-40.240000","","","","","","","","","","D1 PROFILE","DC PROFILE","","","","",""
"82011600005816","Nodes","5816","21.000000","38.840466","Default Known Flow Node","Known Flow","449714.888527","106008.056056","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"82011600001672","Nodes","1672","21.000000","39.110145","DDS demands","Known Flow","449901.513578","106062.681071","","0.000000","","","","","","","-0.589999","","","","","","-0.527588","-0.589999","","","","","","","","","","D1 PROFILE","","","","","",""
"82011600005848","Nodes","5848","21.000000","39.110145","Default Known Flow Node","Known Flow","449898.513577","106060.806070","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"82011600001673","Nodes","1673","21.000000","39.083482","DDS demands","Known Flow","449910.138581","106041.931065","","0.000000","","","","","","","-4.030000","","","","","","-3.603698","-4.030000","","","","","","","","","","D1 PROFILE","","","","","",""
"82011600002522","Nodes","2522","21.000000","42.431101","DDS demands","Known Flow","449303.763416","106715.806248","","0.000000","","","","","","","-5.599999","","","","","","-5.007620","-5.599999","","","","","","","","","","D1 PROFILE","","","","","",""
"82011600000498","Nodes","498","21.000000","43.212508","DDS demands","Known Flow","449475.388462","106597.931216","","0.000000","","-2.039999","","","","","-16.760000","","","","","","-16.811296","-18.799999","","","","","C2 PROFILE","","","","","D1 PROFILE","","","","","",""
"82011600000264","Nodes","264","21.000000","43.352366","DDS demands","Known Flow","449566.513487","106759.431260","","0.000000","","","","","","","-11.140000","","","","","","-9.961587","-11.140000","","","","","","","","","","D1 PROFILE","","","","","",""
"82011600005846","Nodes","5846","21.000000","43.090983","Default Known Flow Node","Known Flow","449772.138543","106577.681211","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"82011600001583","Nodes","1583","21.000000","43.048683","Default Known Flow Node","Known Flow","449778.138545","106575.806210","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"82011600002519","Nodes","2519","21.000000","43.269451","Default Known Flow Node","Known Flow","449587.263493","106784.806267","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"82011600005845","Nodes","5845","21.000000","43.166653","Default Known Flow Node","Known Flow","449718.138528","106631.181225","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"82011600005847","Nodes","5847","21.000000","43.048683","Default Known Flow Node","Known Flow","449791.263548","106573.931210","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"82011600001582","Nodes","1582","21.000000","43.048683","DDS demands","Known Flow","449794.263549","106609.306219","","0.000000","","","","","","","","","-0.560000","","","","-0.500762","-0.560000","","","","","","","","","","","","I2 PROFILE","","","",""
"82011600000265","Nodes","265","21.000000","43.090613","DDS demands","Known Flow","449825.513558","106709.681247","","0.000000","","","","","","","-8.169999","","","","","","-7.305760","-8.169999","","","","","","","","","","D1 PROFILE","","","","","",""
"82011600001584","Nodes","1584","21.000000","42.913494","DDS demands","Known Flow","449985.013601","106620.181222","","0.000000","","","","","","","-15.689999","","-6.000000","","","","-19.395586","-21.689998","","","","","","","","","","D1 PROFILE","","I2 PROFILE","","","",""
"82011600005849","Nodes","5849","21.000000","42.913494","Default Known Flow Node","Known Flow","449984.013601","106618.306222","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"82011600000593","Nodes","593","21.000000","43.033404","DDS demands","Known Flow","449735.763533","107101.681353","","0.000000","","","","","","","-9.829999","","","","","","-8.790161","-9.829999","","","","","","","","","","D1 PROFILE","","","","","",""
"82011600007127","Nodes","7127","21.000000","41.239532","Default Known Flow Node","Known Flow","449749.162399","107439.116064","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"82011600000137","Nodes","137","21.000000","40.267190","DDS demands","Known Flow","449754.368538","107351.189421","","0.000000","","","","","","","-6.030000","","","","","","-5.392134","-6.030000","","","","","","","","","","D1 PROFILE","","","","","",""
"82011600007128","Nodes","7128","21.000000","41.003917","Default Known Flow Node","Known Flow","449752.641120","107332.891493","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"82011600005907","Nodes","5907","21.000000","41.324589","Default Known Flow Node","Known Flow","449819.577202","107395.544404","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"82011600005903","Nodes","5903","21.000000","43.286834","Default Known Flow Node","Known Flow","449775.388544","107112.181356","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"82011600005905","Nodes","5905","21.000000","43.371480","Default Known Flow Node","Known Flow","449792.513549","107130.931361","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"82011600000592","Nodes","5904","21.000000","43.285536","DDS demands","Known Flow","449777.548348","107105.018733","","0.000000","","","","","","","-6.900000","","","","","","-6.170103","-6.900000","","","","","","","","","","D1 PROFILE","","","","","",""
"82011600005908","Nodes","5908","21.000000","43.371480","Default Known Flow Node","Known Flow","449823.388557","107155.806368","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"82011600005911","Nodes","5911","21.000000","42.000177","Default Known Flow Node","Known Flow","449839.675413","107307.793249","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"82011600000255","Nodes","255","21.000000","43.031176","DDS demands","Known Flow","449901.209126","107276.046784","","0.000000","","-4.570000","","","","","-14.649999","","","","","","-17.186869","-19.219999","","","","","C2 PROFILE","","","","","D1 PROFILE","","","","","",""
"82011600000141","Nodes","141","21.000000","39.492736","DDS demands","Known Flow","449864.013568","107436.431444","","0.000000","","","","","","","-6.659999","","","","","","-5.955491","-6.659999","","","","","","","","","","D1 PROFILE","","","","","",""
"82011600000131","Nodes","131","21.000000","39.518516","DDS demands","Known Flow","449890.013575","107483.306457","","0.000000","","","","","","","-2.390000","","","","","","-2.137181","-2.390000","","","","","","","","","","D1 PROFILE","","","","","",""
"82011600000132","Nodes","132","21.000000","39.547682","DDS demands","Known Flow","449867.263569","107496.556461","","0.000000","","","","","","","-2.900000","","","","","","-2.593232","-2.900000","","","","","","","","","","D1 PROFILE","","","","","",""
"82011600005912","Nodes","5912","21.000000","39.447062","Default Known Flow Node","Known Flow","449881.763573","107425.681442","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"82011600000142","Nodes","142","21.000000","39.376312","DDS demands","Known Flow","449903.638579","107424.681441","","0.000000","","","","","","","-3.549999","","","","","","-3.174473","-3.549999","","","","","","","","","","D1 PROFILE","","","","","",""
"82011600001573","Nodes","1573","21.000000","43.308660","Default Known Flow Node","Known Flow","449896.263577","107193.556378","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"82011600000258","Nodes","258","21.000000","43.566837","Default Known Flow Node","Known Flow","449880.368371","107184.284175","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"82011600001575","Nodes","1575","21.000000","37.424455","DDS demands","Known Flow","449599.888496","107225.306387","","0.000000","","","","","","","-6.719999","","","","","","-6.009144","-6.719999","","","","","","","","","","D1 PROFILE","","","","","",""
"82011600001576","Nodes","P00006196, SMITH BUILDING YARD, BROOK AVENUE, 13.66","25.000000","36.474165","CSEP DDS Matched","Known Flow","449476.480723","107164.677640","","0.000000","-0.579999","","","","","","-8.709999","0.000000","","","","","-8.307284","-9.289999","","","","C1 PROFILE","","","","","","D1 PROFILE","DC PROFILE","","","","",""
"82011600007129","Nodes","7129","21.000000","43.285548","DDS demands","Known Flow","449760.968175","107079.838000","","0.000000","","-15.999999","","","","","-12.329999","","","","","","-25.333192","-28.329999","","","","","C2 PROFILE","","","","","D1 PROFILE","","","","","",""
"82011600000591","Nodes","","21.000000","43.318630","DDS demands","Known Flow","449796.144643","107126.260968","","0.000000","","","","","","","-4.650000","","","","","","-4.158113","-4.650000","","","","","","","","","","D1 PROFILE","","","","","",""
"82011600005906","Nodes","5906","21.000000","41.324589","Default Known Flow Node","Known Flow","449816.787201","107379.779767","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"82011600005909","Nodes","5909","21.000000","41.324589","Default Known Flow Node","Known Flow","449824.404819","107377.343127","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"82011600005910","Nodes","5910","21.000000","41.324589","Default Known Flow Node","Known Flow","449828.643558","107395.778433","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"82011600000133","Nodes","133","21.000000","39.502957","DDS demands","Known Flow","449852.138565","107470.431454","","0.000000","","","","","","","-0.990000","","","","","","-0.885275","-0.990000","","","","","","","","","","D1 PROFILE","","","","","",""
"82011600000256","Nodes","256","21.000000","43.460744","DDS demands","Known Flow","449882.552639","107205.539708","","0.000000","-6.000000","","","","","","-2.599999","","","","","","-7.690274","-8.599999","","","","C1 PROFILE","","","","","","D1 PROFILE","","","","","",""
"82011600002493","Nodes","2493","21.000000","43.466843","Default Known Flow Node","Known Flow","449889.192802","107206.275093","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
