"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(CC)","NodeFlowByCategory(CT)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(I2)","NodeFlowByCategory(PL-AF)","NodeFlowByCategory(PL-DC)","NodeFlowByCategory(PL-PL)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(CC)","NodeFlowProfileNameByCategory(CT)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(I2)","NodeFlowProfileNameByCategory(PL-AF)","NodeFlowProfileNameByCategory(PL-DC)","NodeFlowProfileNameByCategory(PL-PL)"
"82004100000665","Nodes","665",21.000000,45.023040,"Default Known Flow Node","Known Flow",388599.728102,105470.182780,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"82004100000102","Nodes","102",21.000000,44.899888,"DDS demands","Known Flow",388552.193857,106745.356521,,0.000000,,,,,,,-6.139999,,,,,,-5.490497,-6.139999,,"",,,,,,,"D1 PROFILE",,,,,
"82004100001930","Nodes","-221730",21.000000,43.529498,"DDS demands","Known Flow",388419.910848,106826.315278,,0.000000,,-14.060000,,,,,,,,,,,-12.572704,-14.060000,,"",,"C2 PROFILE",,,,,,,,,,
"82004100000356","Nodes","356",21.000000,32.226501,"DDS demands","Known Flow",388294.845814,106997.763325,,0.000000,,,,,,,-1.019999,,,,,,-0.912102,-1.019999,,"",,,,,,,"D1 PROFILE",,,,,
"82004100000355","Nodes","355",21.000000,31.768591,"DDS demands","Known Flow",388276.096664,107026.635740,,0.000000,,,,,,,-1.990000,,,,,,-1.779493,-1.990000,,"",,,,,,,"D1 PROFILE",,,,,
"82004100001002","Nodes","P10124263, SHAFTESBURY LANE, 54.56SCMH & CT16-65.45SCMH",25.000000,30.715016,"CSEP DDS Matched","Known Flow",388984.859256,107901.512926,,0.000000,,,,,-11.170000,-10.889999,,-43.389998,,,,,-58.526561,-65.449997,,"",,,,,"CC PROFILE","CT PROFILE",,"DC PROFILE",,,,
"82004100000522","Nodes","522",21.000000,31.992307,"DDS demands","Known Flow",388609.198090,106288.533914,,0.000000,-12.329999,,,-6.260000,,,-3.430000,,,,,,-19.690677,-22.020000,,"","C1 PROFILE",,,"C4 PROFILE",,,"D1 PROFILE",,,,,
"82004100001954","Nodes","-254008",21.000000,31.978174,"Default Known Flow Node","Known Flow",388545.773302,106282.027092,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"82004100000179","Nodes","179",21.000000,48.909928,"DDS demands","Known Flow",388770.421944,106479.689184,,0.000000,,,,-4.539999,,,-7.420000,,,,,,-10.694846,-11.960000,,"",,,,"C4 PROFILE",,,"D1 PROFILE",,,,,
"82004100000367","Nodes","367",21.000000,48.648270,"DDS demands","Known Flow",388766.236965,106600.705464,,0.000000,,-3.859999,,,,,-4.980000,,,,,,-7.904886,-8.840000,,"",,"C2 PROFILE",,,,,"D1 PROFILE",,,,,
