"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)"
"82124700009116","Nodes","116",21.000000,28.464435,"Default Known Flow Node","Known Flow",396010.248914,82406.174634,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"82124700000071","Nodes","71",21.000000,29.946214,"Default Known Flow Node","Known Flow",395888.125687,82480.050084,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"82124700000017","Nodes","17",21.000000,22.941429,"DDS demands","Known Flow",395952.818702,81805.453834,,0.000000,,,,,-17.229999,,-15.407373,-17.229999,,"",,,,,"D1 PROFILE",
"82124700000051","Nodes","51",21.000000,23.925687,"DDS demands","Known Flow",396017.748916,81929.424504,,0.000000,,,,,-19.059998,,-17.043792,-19.059998,,"",,,,,"D1 PROFILE",
"82124700000064","Nodes","64",21.000000,26.581312,"DDS demands","Known Flow",396251.873980,81782.674464,,0.000000,-1.949999,,,-6.679999,-8.800000,,-15.586218,-17.430000,,"","C1 PROFILE",,,"C4 PROFILE","D1 PROFILE",
"82124700000047","Nodes","47",21.000000,26.619995,"DDS demands","Known Flow",396215.248970,81764.174459,,0.000000,,,,,-1.209999,,-1.082003,-1.209999,,"",,,,,"D1 PROFILE",
"82124700009107","Nodes","107",21.000000,26.463638,"DDS demands","Known Flow",396236.998976,81818.424474,,0.000000,,,,,-2.240000,,-2.003048,-2.240000,,"",,,,,"D1 PROFILE",
"82124700000102","Nodes","102",21.000000,24.050010,"DDS demands","Known Flow",396038.623922,82005.549525,,0.000000,,,,,-5.899999,,-5.275885,-5.899999,,"",,,,,"D1 PROFILE",
"82124700000101","Nodes","101",21.000000,23.918645,"Default Known Flow Node","Known Flow",396019.623916,81996.424522,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"82124700009117","Nodes","117",21.000000,23.831096,"Default Known Flow Node","Known Flow",396019.748916,82090.674548,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"82124700000006","Nodes","Castle View Cafe / A351 DG",21.000000,30.000000,"Default Known Pressure Node","Known Pressure",395887.873881,82485.799655,,209.999994,,,,,,,103.443985,115.680966,,"",,,,,,
"82124700000075","Nodes","75",21.000000,26.809567,"DDS demands","Known Flow",396265.748983,81735.299451,,0.000000,,,,,-8.270000,,-7.395182,-8.270000,,"",,,,,"D1 PROFILE",
"82124700000018","Nodes","18",21.000000,27.966646,"DDS demands","Known Flow",396387.999017,81440.924371,,0.000000,,,,,-1.150000,,-1.028350,-1.150000,,"",,,,,"D1 PROFILE",
"82124700000046","Nodes","46",21.000000,27.831147,"DDS demands","Known Flow",396414.625281,81429.717901,,0.000000,,,,,-4.940000,,-4.417436,-4.940000,,"",,,,,"D1 PROFILE",
"82124700000057","Nodes","57",21.000000,30.013443,"DDS demands","Known Flow",396380.624015,81301.299333,,0.000000,,,-2.559999,,-2.009999,,-4.086575,-4.569999,,"",,,"C3  PROFILE",,"D1 PROFILE",
"82124700000028","Nodes","28",21.000000,29.951153,"DDS demands","Known Flow",396354.960452,81294.559407,,0.000000,,,,,-1.779999,,-1.591707,-1.779999,,"",,,,,"D1 PROFILE",
"82124700000030","Nodes","30",21.000000,29.897281,"DDS demands","Known Flow",396331.124001,81288.299329,,0.000000,,,,,-2.049999,,-1.833146,-2.049999,,"",,,,,"D1 PROFILE",
"82124700000042","Nodes","42",21.000000,22.470352,"DDS demands","Known Flow",395906.873886,81669.924433,,0.000000,,,,,-6.820000,,-6.098566,-6.820000,,"",,,,,"D1 PROFILE",
"82124700000055","Nodes","55",21.000000,24.869080,"DDS demands","Known Flow",396064.002466,81892.533997,,0.000000,,,,,-1.749999,,-1.564881,-1.749999,,"",,,,,"D1 PROFILE",
"82124700000045","Nodes","45",21.000000,24.869045,"Default Known Flow Node","Known Flow",396049.126742,81889.138451,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"82124700000012","Nodes","12",21.000000,24.631124,"DDS demands","Known Flow",396039.495384,81886.939989,,0.000000,,,,,-2.190000,,-1.958337,-2.190000,,"",,,,,"D1 PROFILE",
"82124700000059","Nodes","59",21.000000,28.728473,"DDS demands","Known Flow",396301.748993,81398.049359,,0.000000,,,,,-4.249999,,-3.800425,-4.249999,,"",,,,,"D1 PROFILE",
"82124700000058","Nodes","58",21.000000,28.742080,"DDS demands","Known Flow",396346.101384,81410.417071,,0.000000,,,,,-4.719999,,-4.220708,-4.719999,,"",,,,,"D1 PROFILE",
"82124700000060","Nodes","60",21.000000,28.299830,"DDS demands","Known Flow",396333.124002,81450.674374,,0.000000,,,,,-3.089999,,-2.763133,-3.089999,,"",,,,,"D1 PROFILE",
"82124700009111","Nodes","111",21.000000,28.234990,"Default Known Flow Node","Known Flow",396346.874005,81451.924374,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"82124700009113","Nodes","113",21.000000,32.802674,"Default Known Flow Node","Known Flow",396439.499031,81121.299284,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
