"NAME","TYPE","FlowCategoryTotalVolumetricFlow","FlowCategoryTotalThermalFlow","FlowCategoryMultiplier","FlowCategoryType","CategoryActive"
"Base Volumetric","Flow Categories",0.000000,0.000000,1.000000,"Volumetric",-1.000000
"Base Thermal","Flow Categories",,,1.000000,"Thermal",-1.000000
"D1","Flow Categories",-245.114000,0.000000,1.000000,"Volumetric",-1.000000
"DC","Flow Categories",-59.849998,0.000000,1.000000,"Volumetric",-1.000000
"C2","Flow Categories",-71.809998,0.000000,1.000000,"Volumetric",-1.000000
"C3","Flow Categories",-7.999999,0.000000,1.000000,"Volumetric",-1.000000
"C4","Flow Categories",-4.949999,0.000000,1.000000,"Volumetric",-1.000000
"PL-DC","Flow Categories",-32.310000,0.000000,1.000000,"Volumetric",-1.000000
"Base Diversified Volumetric","Flow Categories",,,1.000000,"Diversified Volumetric",-1.000000
"Base Diversified Thermal","Flow Categories",,,1.000000,"Diversified Thermal",-1.000000
