"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(DH)","NodeFlowByCategory(DM)","NodeFlowByCategory(I2)","NodeFlowByCategory(PL-AF)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(DH)","NodeFlowProfileNameByCategory(DM)","NodeFlowProfileNameByCategory(I2)","NodeFlowProfileNameByCategory(PL-AF)"
"82010600000272","Nodes","272",21.000000,33.505709,"DDS demands","Known Flow",454762.448901,101967.496956,,0.000000,,,,,-17.780000,,,,,,-15.899194,-17.780000,,"",,,,,"D1 PROFILE",,,,,
"82010600000273","Nodes","273",21.000000,33.552170,"DDS demands","Known Flow",454781.341906,101977.236959,,0.000000,,,,,-3.469999,,,,,,-3.102936,-3.469999,,"",,,,,"D1 PROFILE",,,,,
"82010600000473","Nodes","473",21.000000,32.287754,"DDS demands","Known Flow",455577.140123,103417.805351,,0.000000,,,,,-1.620000,,,,,,-1.448633,-1.620000,,"",,,,,"D1 PROFILE",,,,,
"82010600001001","Nodes","1001",21.000000,32.731024,"Default Known Flow Node","Known Flow",455566.806416,103402.587866,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"82010600000739","Nodes","739",21.000000,34.094604,"DDS demands","Known Flow",455537.515112,103350.305333,,0.000000,,,,,-7.010000,,,,,,-6.268467,-7.010000,,"",,,,,"D1 PROFILE",,,,,
"82010600001000","Nodes","1000",21.000000,27.680779,"Default Known Flow Node","Known Flow",454832.971920,102263.419037,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"82010600008838","Nodes","-8007",21.000000,27.665503,"Default Known Flow Node","Known Flow",454834.904476,102261.868205,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"82010600008501","Nodes","8501",21.000000,34.084336,"Default Known Flow Node","Known Flow",455211.750833,103874.116221,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"82010600000433","Nodes","433",21.000000,36.432801,"DDS demands","Known Flow",455213.279024,103806.717457,,0.000000,,,,,-8.709999,,,,,,-7.788637,-8.709999,,"",,,,,"D1 PROFILE",,,,,
"82010600000188","Nodes","188",21.000000,35.847624,"DDS demands","Known Flow",455674.015149,102895.680209,,0.000000,,,,,-17.629998,,,,,,-15.765060,-17.629998,,"",,,,,"D1 PROFILE",,,,,
"82010600008518","Nodes","-1000",21.000000,35.136327,"Default Known Flow Node","Known Flow",455733.774193,102841.125856,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"82010600008502","Nodes","8502",21.000000,34.965363,"Default Known Flow Node","Known Flow",455749.066040,102828.987862,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
