"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(CC)","NodeFlowByCategory(CT)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(I2)","NodeFlowByCategory(PL-AF)","NodeFlowByCategory(PL-DC)","NodeFlowByCategory(PL-PL)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(CC)","NodeFlowProfileNameByCategory(CT)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(I2)","NodeFlowProfileNameByCategory(PL-AF)","NodeFlowProfileNameByCategory(PL-DC)","NodeFlowProfileNameByCategory(PL-PL)"
"82001800015720","Nodes","15720",21.000000,49.940434,"Default Known Flow Node","Known Flow",461462.391724,99373.054250,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"82001800009006","Nodes","9006",21.000000,49.971708,"Default Known Flow Node","Known Flow",461459.312738,99373.451539,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"82001800000006","Nodes","6",21.000000,49.736758,"Default Known Flow Node","Known Flow",461470.141726,99386.179254,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"82001800000392","Nodes","392",21.000000,34.840526,"DDS demands","Known Flow",460277.891402,100350.304516,,0.000000,,,,,,,-9.500000,,,,,,-8.495070,-9.500000,,"",,,,,,,"D1 PROFILE",,,,,
"82001800008007","Nodes","Group Profile 1,Reference Point,1170, Norman Road",21.000000,34.952661,"Referencing Low Point","Known Flow",460254.482836,100353.205406,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"82001800002132","Nodes","2132",21.000000,35.188379,"DDS demands","Known Flow",460205.266382,100359.304519,,0.000000,-2.240000,,,,,,-15.710000,,,,,,-16.051212,-17.950000,,"","C1 PROFILE",,,,,,"D1 PROFILE",,,,,
"82001800001518","Nodes","1518",21.000000,39.503273,"DDS demands","Known Flow",461161.891642,100703.679612,,0.000000,,,,,,,-21.139998,,,,,,-18.903766,-21.139998,,"",,,,,,,"D1 PROFILE",,,,,
"82001800008003","Nodes","Group Profile 1,Reference Point, 1159, Parham Road",21.000000,39.430456,"Referencing Low Point","Known Flow",461156.355404,100687.165302,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"82001800001517","Nodes","1517",21.000000,39.371364,"DDS demands","Known Flow",461165.641643,100655.929599,,0.000000,,,,,,,-24.110001,,,,,,-21.559593,-24.110001,,"",,,,,,,"D1 PROFILE",,,,,
"82001800001809","Nodes","1809",21.000000,43.486602,"DDS demands","Known Flow",461046.391611,98489.554010,,0.000000,,,,,,,-2.170000,,,,,,-1.940452,-2.170000,,"",,,,,,,"D1 PROFILE",,,,,
"82001800008011","Nodes","Logger 1183, Clayhill Road",21.000000,43.250559,"Val Log Cath","Known Flow",461063.422455,98483.508060,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"82001800001811","Nodes","1811",21.000000,43.024634,"DDS demands","Known Flow",461080.016620,98478.804007,,0.000000,,,,,,,-3.160000,,,,,,-2.825728,-3.160000,,"",,,,,,,"D1 PROFILE",,,,,
"82001800000890","Nodes","890",21.000000,44.339643,"DDS demands","Known Flow",459848.530162,100936.258132,,0.000000,,,,,,,-9.939999,,,,,,-8.888526,-9.939999,,"",,,,,,,"D1 PROFILE",,,,,
"82001800008010","Nodes","Logger 1182, Brockhurst Road",21.000000,43.948459,"Val Log Cath","Known Flow",459907.666996,100870.133571,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"82001800002071","Nodes","2071",21.000000,43.866193,"DDS demands","Known Flow",459921.810252,100857.673099,,0.000000,,,,,,,-8.359999,,,,,,-7.475661,-8.359999,,"",,,,,,,"D1 PROFILE",,,,,
"82001800002383","Nodes","2383",21.000000,44.124267,"DDS demands","Known Flow",461423.391713,100247.304488,,0.000000,,,,,,,-3.619999,,,,,,-3.237068,-3.619999,,"",,,,,,,"D1 PROFILE",,,,,
"82001800008009","Nodes","Logger 1181, Forton Road",21.000000,44.086068,"Val Log Cath","Known Flow",461410.114578,100224.470134,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"82001800002384","Nodes","2384",21.000000,44.078215,"DDS demands","Known Flow",461411.266710,100229.554483,,0.000000,,,,,,,-4.510000,,,,,,-4.032922,-4.510000,,"",,,,,,,"D1 PROFILE",,,,,
"82001800015442","Nodes","15442",21.000000,35.354259,"Default Known Flow Node","Known Flow",460323.391414,102020.054971,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"82001800008005","Nodes","Group Profile 1,Reference Point,1161, Stanley Close",21.000000,35.356182,"Referencing Low Point","Known Flow",460318.548228,102017.853522,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"82001800001881","Nodes","1881",21.000000,35.359564,"Default Known Flow Node","Known Flow",460314.266412,102010.054968,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"82001800001709","Nodes","1709",21.000000,36.625172,"DDS demands","Known Flow",458890.516024,99526.554292,,0.000000,,,,,,,-3.700000,,,,,,-3.308606,-3.700000,,"",,,,,,,"D1 PROFILE",,,,,
