"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(PL-DC)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(PL-DC)"
"82061700000038","Nodes","38",21.000000,35.159912,"DDS demands","Known Flow",375694.812500,93920.101562,,0.000000,,,,-1.491999,,,-1.334173,-1.491999,,"",,,,"D1 PROFILE",,
"82061700000040","Nodes","40",21.000000,35.072049,"DDS demands","Known Flow",375775.406250,93909.796875,,0.000000,,,,-4.933000,,,-4.411177,-4.933000,,"",,,,"D1 PROFILE",,
"82061700000009","Nodes","9, P08116903, HOME FARM BUILDINGS, 14.03",22.999998,34.378016,"CSEP Unmatched","Known Flow",375765.280443,94563.643755,,0.000000,,,,,,-14.029999,-12.545876,-14.029999,,"",,,,,,"DC PROFILE"
"82061700000010","Nodes","10",21.000000,35.124849,"DDS demands","Known Flow",375739.000000,94469.882812,,0.000000,,,,-4.071000,,,-3.640361,-4.071000,,"",,,,"D1 PROFILE",,
"82061700000018","Nodes","18",21.000000,35.721282,"DDS demands","Known Flow",375780.906250,94432.296875,,0.000000,-17.750000,,,-6.679000,,,-21.844849,-24.429000,,"","C2 PROFILE",,,"D1 PROFILE",,
"82061700000019","Nodes","19",21.000000,35.767092,"DDS demands","Known Flow",375699.906250,94462.500000,,0.000000,,,,-5.785999,,,-5.173944,-5.785999,,"",,,,"D1 PROFILE",,
"82061700000102","Nodes","102",21.000000,37.201756,"Default Known Flow Node","Known Flow",375978.281250,94357.500000,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"82061700000103","Nodes","103",21.000000,37.201756,"Default Known Flow Node","Known Flow",375978.718750,94360.531250,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"82061700000101","Nodes","101, P08120109, 10 Plots, Old Garage, The Moor, -18.28 SCMHS",22.999998,34.228301,"CSEP Unmatched","Known Flow",375633.375000,94615.250000,,0.000000,,,,,,-18.280001,-16.346304,-18.280001,,"",,,,,,"DC PROFILE"
"82061700000100","Nodes","100",21.000000,37.244845,"Default Known Flow Node","Known Flow",375927.906250,94256.000000,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"82061700000023","Nodes","23",21.000000,38.812159,"DDS demands","Known Flow",375862.593750,94209.898437,,0.000000,,,,-1.919000,,,-1.716004,-1.919000,,"",,,,"D1 PROFILE",,
"82061700000022","Nodes","22",21.000000,35.226483,"DDS demands","Known Flow",375902.812500,94373.398437,,0.000000,,-7.999999,,-17.083999,,,-22.430561,-25.083998,,"",,"C3  PROFILE",,"D1 PROFILE",,
"82061700000052","Nodes","52",21.000000,47.989358,"Default Known Flow Node","Known Flow",375533.593750,94396.398437,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"82061700000011","Nodes","11, ""18476"", ""THOMSON CLOSE"", 37.60",45.000000,49.919278,"CSEP DDS Matched","Known Flow",375391.687500,94439.898437,,0.000000,,,,-1.024999,-37.569999,,-34.512337,-38.594997,,"",,,,"D1 PROFILE","DC PROFILE",
"82061700000001","Nodes","1, ""THREE LANES END, PUDDLETOWN BP20D""",21.000000,49.999998,"Default Known Pressure Node","Known Pressure",375387.000000,94441.750000,,1699.999960,,,,,,,377.390324,422.034009,,"",,,,,,
"82061700000045","Nodes","45",21.000000,30.414124,"DDS demands","Known Flow",375841.906250,93905.000000,,0.000000,,,,-28.514000,,,-25.497729,-28.514000,,"",,,,"D1 PROFILE",,
"82061700000044","Nodes","44",21.000000,32.982816,"Default Known Flow Node","Known Flow",375869.906250,93971.398437,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"82061700000037","Nodes","37",21.000000,36.194252,"DDS demands","Known Flow",375661.500000,93983.796875,,0.000000,,,,-4.374999,,,-3.912203,-4.374999,,"",,,,"D1 PROFILE",,
"82061700000039","Nodes","39",21.000000,34.118191,"DDS demands","Known Flow",375572.093750,93926.296875,,0.000000,,,,-13.643000,,,-12.199815,-13.643000,,"",,,,"D1 PROFILE",,
