"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C4)","NodeFlowByCategory(D1)","NodeFlowByCategory(PL-AF)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(PL-AF)"
"82922900000028","Nodes",,21.000000,27.013321,"DDS demands","Known Flow",425721.601220,149069.419146,,0.000000,-15.999999,,,,-14.307486,-15.999999,,"","C1 PROFILE",,,
"82922900000020","Nodes","20",21.000000,25.063868,"DDS demands","Known Flow",425937.000000,148739.296875,,0.000000,,,-6.119999,,-5.472613,-6.119999,,"",,,"D1 PROFILE",
"82922900000037","Nodes","37",21.000000,28.134090,"DDS demands","Known Flow",425540.906250,148978.000000,,0.000000,,-29.959998,,,-26.790766,-29.959998,,"",,"C4 PROFILE",,
"82922900000103","Nodes","-107576",21.000000,34.578235,"Default Known Flow Node","Known Flow",425007.500000,149187.625000,,0.000000,,,,,0.000000,0.000000,,"",,,,
"82922900000104","Nodes","-107577",21.000000,34.578235,"Default Known Flow Node","Known Flow",425011.125000,149184.875000,,0.000000,,,,,0.000000,0.000000,,"",,,,
"82922900000106","Nodes","-107580",21.000000,34.698351,"Default Known Flow Node","Known Flow",425077.250000,149139.000000,,0.000000,,,,,0.000000,0.000000,,"",,,,
"82922900000082","Nodes","82",21.000000,34.698351,"DDS demands","Known Flow",425082.000000,149135.593750,,0.000000,,,-2.549999,,-2.280255,-2.549999,,"",,,"D1 PROFILE",
"82922900000109","Nodes","-107596",21.000000,29.466749,"Default Known Flow Node","Known Flow",425374.125000,149130.750000,,0.000000,,,,,0.000000,0.000000,,"",,,,
"82922900000108","Nodes","-107588",21.000000,29.466749,"Default Known Flow Node","Known Flow",425268.750000,149233.250000,,0.000000,,,,,0.000000,0.000000,,"",,,,
"82922900000042","Nodes",,21.000000,25.301896,"DDS demands","Known Flow",425496.575356,149279.373039,,0.000000,-42.340002,,,,-37.861189,-42.340002,,"","C1 PROFILE",,,
"82922900000043","Nodes","43",21.000000,29.499084,"Default Known Flow Node","Known Flow",425291.812500,149088.093750,,0.000000,,,,,0.000000,0.000000,,"",,,,
"82922900000105","Nodes","-107578",21.000000,34.578235,"Default Known Flow Node","Known Flow",425013.500000,149183.500000,,0.000000,,,,,0.000000,0.000000,,"",,,,
"82922900000083","Nodes","83",21.000000,34.578235,"DDS demands","Known Flow",425017.093750,149194.093750,,0.000000,,,-3.839999,,-3.433796,-3.839999,,"",,,"D1 PROFILE",
"82922900000084","Nodes","84",21.000000,34.546530,"DDS demands","Known Flow",424994.312500,149209.500000,,0.000000,,,-4.050000,,-3.621582,-4.050000,,"",,,"D1 PROFILE",
"82922900000107","Nodes","-107583",21.000000,34.698351,"Default Known Flow Node","Known Flow",425085.000000,149133.750000,,0.000000,,,,,0.000000,0.000000,,"",,,,
"82922900000044","Nodes","44",21.000000,29.467209,"Default Known Flow Node","Known Flow",425375.000000,149123.593750,,0.000000,,,,,0.000000,0.000000,,"",,,,
"82922900000045","Nodes","45",21.000000,28.723229,"DDS demands","Known Flow",425361.312500,149178.593750,,0.000000,-15.999999,,,,-14.307486,-15.999999,,"","C1 PROFILE",,,
"82922900000112","Nodes","-175317",21.000000,28.134090,"Default Known Flow Node","Known Flow",425542.875000,149008.500000,,0.000000,,,,,0.000000,0.000000,,"",,,,
"82922900000116","Nodes",,21.000000,22.866322,"DDS demands","Known Flow",425755.210884,149008.605502,,0.000000,-15.999999,,,,-14.307486,-15.999999,,"","C1 PROFILE",,,
"82922900000063","Nodes","63",21.000000,21.711398,"DDS demands","Known Flow",425725.812500,149341.406250,,0.000000,,,-3.289999,,-2.941976,-3.289999,,"",,,"D1 PROFILE",
"82922900000061","Nodes","61",21.000000,21.679851,"DDS demands","Known Flow",425757.406250,149316.906250,,0.000000,,,-3.069999,,-2.745248,-3.069999,,"",,,"D1 PROFILE",
"82922900000059","Nodes","59",21.000000,21.683399,"DDS demands","Known Flow",425785.406250,149295.093750,,0.000000,,,-3.199999,,-2.861497,-3.199999,,"",,,"D1 PROFILE",
"82922900000057","Nodes","57",21.000000,21.661703,"DDS demands","Known Flow",425814.906250,149272.296875,,0.000000,,,-3.749999,,-3.353317,-3.749999,,"",,,"D1 PROFILE",
"82922900000029","Nodes","29",21.000000,21.834862,"DDS demands","Known Flow",425841.406250,149197.296875,,0.000000,,,-1.479999,,-1.323442,-1.479999,,"",,,"D1 PROFILE",
"82922900000055","Nodes","55",21.000000,21.656781,"DDS demands","Known Flow",425831.093750,149258.500000,,0.000000,,,-1.150000,,-1.028350,-1.150000,,"",,,"D1 PROFILE",
"82922900000075","Nodes","75",21.000000,24.746100,"DDS demands","Known Flow",425921.812500,149230.500000,,0.000000,,,-1.129999,,-1.010466,-1.129999,,"",,,"D1 PROFILE",
"82922900000071","Nodes","71",21.000000,22.996183,"DDS demands","Known Flow",425954.406250,149289.296875,,0.000000,,,-4.159999,,-3.719946,-4.159999,,"",,,"D1 PROFILE",
"82922900000073","Nodes","73",21.000000,24.025503,"DDS demands","Known Flow",425981.312500,149217.593750,,0.000000,,,-5.559999,,-4.971851,-5.559999,,"",,,"D1 PROFILE",
"82922900000114","Nodes","-175324",21.000000,27.782972,"Default Known Flow Node","Known Flow",425585.106516,149098.151834,,0.000000,,,,,0.000000,0.000000,,"",,,,
"82922900000002","Nodes","2, ""SITE B, CACHY BARRACKS SS67C""",21.000000,37.499998,"Default Known Pressure Node","Known Pressure",425771.625000,149170.250000,,499.999994,,,,,42.868805,47.940000,,"",,,,
"82922900000054","Nodes","S14133376",21.000000,37.212490,"Point Loads","Known Flow",425768.000000,149170.000000,,0.000000,,,,-31.940000,-28.561321,-31.940000,,"",,,,"PL-AF PROFILE"
"82922900000064","Nodes","64",21.000000,21.842718,"DDS demands","Known Flow",425705.406250,149317.000000,,0.000000,,,-1.150000,,-1.028350,-1.150000,,"",,,"D1 PROFILE",
"82922900000062","Nodes","62",21.000000,21.676345,"DDS demands","Known Flow",425745.093750,149302.296875,,0.000000,,,-1.609999,,-1.439690,-1.609999,,"",,,"D1 PROFILE",
"82922900000060","Nodes","60",21.000000,21.635568,"DDS demands","Known Flow",425772.593750,149279.796875,,0.000000,,,-1.469999,,-1.314500,-1.469999,,"",,,"D1 PROFILE",
"82922900000066","Nodes","66",21.000000,21.987838,"DDS demands","Known Flow",425786.593750,149333.796875,,0.000000,,,-2.099999,,-1.877857,-2.099999,,"",,,"D1 PROFILE",
"82922900000058","Nodes","58",21.000000,21.661703,"Default Known Flow Node","Known Flow",425802.000000,149254.906250,,0.000000,,,,,0.000000,0.000000,,"",,,,
"82922900000056","Nodes","56",21.000000,21.639092,"DDS demands","Known Flow",425852.906250,149278.593750,,0.000000,,,-2.819999,,-2.521694,-2.819999,,"",,,"D1 PROFILE",
"82922900000068","Nodes","68",21.000000,22.219934,"DDS demands","Known Flow",425813.000000,149313.406250,,0.000000,,,-1.970000,,-1.761609,-1.970000,,"",,,"D1 PROFILE",
"82922900000078","Nodes","78",21.000000,24.997720,"DDS demands","Known Flow",425877.093750,149240.296875,,0.000000,,,-1.320000,,-1.180367,-1.320000,,"",,,"D1 PROFILE",
"82922900000070","Nodes","70",21.000000,22.712631,"DDS demands","Known Flow",425920.500000,149257.906250,,0.000000,,,-1.630000,,-1.457575,-1.630000,,"",,,"D1 PROFILE",
"82922900000076","Nodes","76",21.000000,24.824057,"DDS demands","Known Flow",425919.000000,149217.796875,,0.000000,,,-3.479999,,-3.111878,-3.479999,,"",,,"D1 PROFILE",
"82922900000072","Nodes","72",21.000000,22.988235,"DDS demands","Known Flow",425953.500000,149250.796875,,0.000000,,,-1.640000,,-1.466517,-1.640000,,"",,,"D1 PROFILE",
"82922900000074","Nodes","74",21.000000,24.022764,"DDS demands","Known Flow",425977.093750,149199.093750,,0.000000,,,-1.429999,,-1.278731,-1.429999,,"",,,"D1 PROFILE",
"82922900000115","Nodes","-175325",21.000000,27.782972,"Default Known Flow Node","Known Flow",425590.875000,149024.125000,,0.000000,,,,,0.000000,0.000000,,"",,,,
"82922900000046","Nodes","46",21.000000,36.402929,"DDS demands","Known Flow",425777.500000,149113.796875,,0.000000,-15.999999,,,,-14.307486,-15.999999,,"","C1 PROFILE",,,
"82922900008000","Nodes","8000",21.000000,26.926873,"Default Known Flow Node","Known Flow",425827.187500,148978.750000,,0.000000,,,,,0.000000,0.000000,,"",,,,
"82922900000117","Nodes",,21.000000,28.087281,"Default Known Flow Node","Known Flow",425469.696134,149000.896436,,0.000000,,,,,0.000000,0.000000,,"",,,,
"82922900000118","Nodes",,21.000000,28.131757,"DDS demands","Known Flow",425519.005600,149014.646751,,0.000000,,-43.980000,,,-39.327705,-43.980000,,"",,"C4 PROFILE",,
"82922900000119","Nodes",,21.000000,31.648030,"DDS demands","Known Flow",425565.353082,149325.296170,,0.000000,-99.999997,,,,-89.421791,-99.999997,,"","C1 PROFILE",,,
"82922900000120","Nodes","120",21.000000,29.466737,"DDS demands","Known Flow",425435.532600,149165.330131,,0.000000,-15.999999,,,,-14.307486,-15.999999,,"","C1 PROFILE",,,
"82922900000094","Nodes",,21.000000,27.560916,"Default Known Flow Node","Known Flow",425649.889296,148972.631140,,0.000000,,,,,0.000000,0.000000,,"",,,,
"82922900000096","Nodes",,21.000000,28.460663,"DDS demands","Known Flow",425524.190018,148976.293715,,0.000000,,-29.959998,,,-26.790766,-29.959998,,"",,"C4 PROFILE",,
"82922900000004","Nodes",,21.000000,27.685264,"Default Known Flow Node","Known Flow",425618.065316,148966.154079,,0.000000,,,,,0.000000,0.000000,,"",,,,
"82922900000051","Nodes",,21.000000,26.199097,"Default Known Flow Node","Known Flow",425614.623149,149001.360040,,0.000000,,,,,0.000000,0.000000,,"",,,,
"82922900000050","Nodes","50",21.000000,25.529052,"DDS demands","Known Flow",425626.224547,149049.580471,,0.000000,-15.999999,,,,-14.307486,-15.999999,,"","C1 PROFILE",,,
"82922900000052","Nodes","52",21.000000,26.126057,"DDS demands","Known Flow",425620.678265,149002.437070,,0.000000,-15.999999,,,,-14.307486,-15.999999,,"","C1 PROFILE",,,
"82922900000095","Nodes","95",21.000000,27.185607,"DDS demands","Known Flow",425666.897285,148990.728252,,0.000000,-15.999999,,,,-14.307486,-15.999999,,"","C1 PROFILE",,,
"82922900000097","Nodes",,21.000000,27.909436,"Default Known Flow Node","Known Flow",425540.873424,149016.919030,,0.000000,,,,,0.000000,0.000000,,"",,,,
"82922900000099","Nodes",,21.000000,28.131757,"Default Known Flow Node","Known Flow",425517.266668,149029.060868,,0.000000,,,,,0.000000,0.000000,,"",,,,
"82922900000098","Nodes",,21.000000,30.500000,"Default Known Pressure Node","Known Pressure",425774.422217,149162.025811,,499.999994,,,,,71.537428,79.999995,,"",,,,
"829229-000001","Nodes",,21.000000,30.110669,"Default Known Flow Node","Known Flow",425701.291585,149156.566040,,0.000000,,,,,0.000000,0.000000,,"",,,,
"829229-000003","Nodes",,21.000000,30.043334,"Default Known Flow Node","Known Flow",425681.476674,149153.568020,,0.000000,,,,,0.000000,0.000000,,"",,,,
"829229-000004","Nodes",,21.000000,29.583386,"Default Known Flow Node","Known Flow",425683.525143,149122.494318,,0.000000,,,,,0.000000,0.000000,,"",,,,
"829229-000005","Nodes",,21.000000,29.583386,"Default Known Flow Node","Known Flow",425676.244640,149119.086423,,0.000000,,,,,0.000000,0.000000,,"",,,,
"829229-000006","Nodes",,21.000000,28.799643,"Default Known Flow Node","Known Flow",425687.552655,149074.473982,,0.000000,,,,,0.000000,0.000000,,"",,,,
"829229-000007","Nodes",,21.000000,28.844012,"Default Known Flow Node","Known Flow",425666.640573,149073.544556,,0.000000,,,,,0.000000,0.000000,,"",,,,
"829229-000008","Nodes",,21.000000,28.799643,"Default Known Flow Node","Known Flow",425666.485669,149076.487738,,0.000000,,,,,0.000000,0.000000,,"",,,,
"829229-000009","Nodes",,21.000000,28.844012,"Default Known Flow Node","Known Flow",425620.098501,149079.666512,,0.000000,,,,,0.000000,0.000000,,"",,,,
"829229-0000010","Nodes",,21.000000,27.798007,"Default Known Flow Node","Known Flow",425690.687389,149067.619368,,0.000000,,,,,0.000000,0.000000,,"",,,,
"829229-0000011","Nodes",,21.000000,27.208325,"Default Known Flow Node","Known Flow",425705.509089,149069.630885,,0.000000,,,,,0.000000,0.000000,,"",,,,
"829229-0000013","Nodes",,21.000000,26.993925,"Default Known Flow Node","Known Flow",425702.428293,149087.438098,,0.000000,,,,,0.000000,0.000000,,"",,,,
"829229-0000015","Nodes",,21.000000,26.993925,"Default Known Flow Node","Known Flow",425699.399363,149100.479834,,0.000000,,,,,0.000000,0.000000,,"",,,,
"829229-0000016","Nodes",,21.000000,27.661599,"Default Known Flow Node","Known Flow",425689.339936,149064.431635,,0.000000,,,,,0.000000,0.000000,,"",,,,
"829229-0000017","Nodes",,21.000000,27.661599,"Default Known Flow Node","Known Flow",425684.656990,149062.739612,,0.000000,,,,,0.000000,0.000000,,"",,,,
"829229-0000018","Nodes",,21.000000,26.136214,"Default Known Flow Node","Known Flow",425696.423012,149026.445381,,0.000000,,,,,0.000000,0.000000,,"",,,,
"829229-0000020","Nodes",,21.000000,26.136214,"Default Known Flow Node","Known Flow",425690.625431,149024.637075,,0.000000,,,,,0.000000,0.000000,,"",,,,
"829229-0000021","Nodes",,21.000000,23.213494,"Default Known Flow Node","Known Flow",425730.397995,149003.816105,,0.000000,,,,,0.000000,0.000000,,"",,,,
"829229-0000024","Nodes",,21.000000,30.087602,"Default Known Flow Node","Known Flow",425639.353659,149148.234347,,0.000000,,,,,0.000000,0.000000,,"",,,,
"829229-0000025","Nodes",,21.000000,30.087602,"Default Known Flow Node","Known Flow",425604.574074,149144.245863,,0.000000,,,,,0.000000,0.000000,,"",,,,
"829229-0000026","Nodes",,21.000000,30.087602,"Default Known Flow Node","Known Flow",425590.534608,149142.490929,,0.000000,,,,,0.000000,0.000000,,"",,,,
"829229-0000027","Nodes",,21.000000,30.087602,"Default Known Flow Node","Known Flow",425641.450175,149142.425064,,0.000000,,,,,0.000000,0.000000,,"",,,,
"829229-0000028","Nodes",,21.000000,30.087602,"Default Known Flow Node","Known Flow",425603.425548,149133.570173,,0.000000,,,,,0.000000,0.000000,,"",,,,
"829229-0000029","Nodes",,21.000000,30.087602,"Default Known Flow Node","Known Flow",425592.588915,149125.599426,,0.000000,,,,,0.000000,0.000000,,"",,,,
"829229-0000030","Nodes",,21.000000,30.131877,"Default Known Flow Node","Known Flow",425585.587195,149120.580542,,0.000000,,,,,0.000000,0.000000,,"",,,,
"829229-0000031","Nodes",,21.000000,30.176158,"Default Known Flow Node","Known Flow",425577.481281,149072.533684,,0.000000,,,,,0.000000,0.000000,,"",,,,
"829229-0000032","Nodes",,21.000000,30.131877,"Default Known Flow Node","Known Flow",425541.530645,149139.808292,,0.000000,,,,,0.000000,0.000000,,"",,,,
"829229-0000033","Nodes",,21.000000,30.131877,"Default Known Flow Node","Known Flow",425536.538955,149128.485837,,0.000000,,,,,0.000000,0.000000,,"",,,,
"829229-0000034","Nodes",,21.000000,30.353335,"Default Known Flow Node","Known Flow",425500.549415,149118.548918,,0.000000,,,,,0.000000,0.000000,,"",,,,
"82922900000124","Nodes",,21.000000,37.499998,"Default Known Pressure Node","Known Pressure",425593.315004,149394.360334,,499.999994,,,,,127.282977,142.339994,,"",,,,
"829229-0000035","Nodes",,21.000000,33.312075,"Default Known Flow Node","Known Flow",425543.491501,149353.387057,,0.000000,,,,,0.000000,0.000000,,"",,,,
"829229-0000040","Nodes",,21.000000,29.466749,"Default Known Flow Node","Known Flow",425374.818374,149125.058108,,0.000000,,,,,0.000000,0.000000,,"",,,,
"829229-0000041","Nodes","42",21.000000,29.499084,"Default Known Flow Node","Known Flow",425378.812500,149092.500000,,0.000000,,,,,0.000000,0.000000,,"",,,,
"829229-0000042","Nodes","93",21.000000,25.862266,"Default Known Flow Node","Known Flow",425836.312500,149200.921875,,0.000000,,,,,0.000000,0.000000,,"",,,,
"829229-0000044","Nodes","6",21.000000,26.858056,"Default Known Flow Node","Known Flow",425825.812500,148959.796875,,0.000000,,,,,0.000000,0.000000,,"",,,,
"829229-0000043","Nodes","89",21.000000,26.711442,"Default Known Flow Node","Known Flow",425846.593750,149101.062500,,0.000000,,,,,0.000000,0.000000,,"",,,,
"829229-0000045","Nodes","-175326",21.000000,27.782972,"Default Known Flow Node","Known Flow",425599.125000,149022.625000,,0.000000,,,,,0.000000,0.000000,,"",,,,
"829229-0000046","Nodes","28",21.000000,26.926785,"Default Known Flow Node","Known Flow",425827.312500,148979.796875,,0.000000,,,,,0.000000,0.000000,,"",,,,
