"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(CC)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(DH)","NodeFlowByCategory(DM)","NodeFlowByCategory(I2)","NodeFlowByCategory(PL-AF)","NodeFlowByCategory(PL-DC)","NodeFlowByCategory(PL-PL)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(CC)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(DH)","NodeFlowProfileNameByCategory(DM)","NodeFlowProfileNameByCategory(I2)","NodeFlowProfileNameByCategory(PL-AF)","NodeFlowProfileNameByCategory(PL-DC)","NodeFlowProfileNameByCategory(PL-PL)"
"82002900003050","Nodes","3050","21.000000","51.782425","DDS demands","Known Flow","415105.922884","132363.270230","","0.000000","","","","","","-7.730000","","","","","","","","-6.912304","-7.730000","","","","","","","","D1 PROFILE","","","","","","",""
"82002900003039","Nodes","3039","21.000000","51.486817","DDS demands","Known Flow","415269.535157","132417.407340","","0.000000","","","","","","-2.430000","","","","","","","","-2.172949","-2.430000","","","","","","","","D1 PROFILE","","","","","","",""
"82002900000009","Nodes","The Avenue (Fugglestone) Wilton DG,  BT30D","21.000000","46.999998","Default Known Pressure Node","Known Pressure","410194.877774","131441.312976","","3349.000011","","","","","","","","","","","","","","2000.258157","2236.879940","","","","","","","","","","","","","","",""
"82002900000004","Nodes","Group Pofile 1, Britford Lane/ Main Road DG, Site ID 3371","21.000000","46.999998","Default Known Pressure Node","Known Pressure","414537.378955","128826.687265","","10109.999686","","","","","","","","","","","","","","3729.054991","4170.185835","","","","","","","","","","","","","","",""
"82002900000001","Nodes","Group Pofile 1, LEAD, Salisbury H/S Gas Lane DG, Site ID 3370","21.000000","46.999998","Default Known Pressure Node","Known Pressure","413905.878783","130630.937756","","36459.999798","","","","","","","","","","","","","","9016.026382","10082.582734","","","","","","","","","","","","","","",""
"82002900000008","Nodes","Group Pofile 1, Netheravon Road DG, Site ID 3373","21.000000","49.999998","Default Known Pressure Node","Known Pressure","414931.379062","130989.312853","","7150.000080","","","","","","","","","","","","","","1800.525830","2013.520212","","","","","","","","","","","","","","",""
"82002900000010","Nodes","Group Pofile 1, Gainsborough Close, Bemerton Heath DG, Site ID 3375","21.000000","46.999998","Default Known Pressure Node","Known Pressure","412343.378358","131505.812994","","5459.999904","","","","","","","","","","","","","","1263.241782","1412.677906","","","","","","","","","","","","","","",""
"82002900000132","Nodes","","21.000000","53.460705","DDS demands","Known Flow","415229.431245","132352.733722","","0.000000","","","","","","-2.959999","","","","","","","","-2.646885","-2.959999","","","","","","","","D1 PROFILE","","","","","","",""
"82002900002364","Nodes","2364","21.000000","34.140806","DDS demands","Known Flow","419375.246272","126324.877584","","0.000000","","","","","","-7.840000","","","","","","","","-7.010668","-7.840000","","","","","","","","D1 PROFILE","","","","","","",""
"82002900001297","Nodes","1297","21.000000","40.116651","DDS demands","Known Flow","413190.378589","130311.937669","","0.000000","","","","","","-2.369999","","","","","","","","-2.119296","-2.369999","","","","","","","","D1 PROFILE","","","","","","",""
"82002900000076","Nodes","","21.000000","38.937242","Default Known Flow Node","Known Flow","413168.253583","130229.937647","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"82002900001116","Nodes","1116","21.000000","38.834190","Default Known Flow Node","Known Flow","413165.253582","130222.562645","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"82002900001218","Nodes","1218","21.000000","30.951787","Default Known Flow Node Sub","Known Flow","412967.878528","130248.562652","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"82002900000993","Nodes","993","21.000000","30.592454","DDS demands","Known Flow","412979.253531","130245.562651","","0.000000","-5.749999","","","","","","","","","0.000000","","","","-5.141752","-5.749999","","","C1 PROFILE","","","","","","","","","I2 PROFILE","","",""
"82002900000292","Nodes","292","21.000000","29.177927","DDS demands","Known Flow","414120.878842","132397.563237","","0.000000","","","","","","-8.989999","","","","","","","","-8.039018","-8.989999","","","","","","","","D1 PROFILE","","","","","","",""
"82002900000070","Nodes","","21.000000","29.321644","DDS demands","Known Flow","414112.003840","132544.688277","","0.000000","","","","","","-1.029999","","","","-3.530000","","","","-4.077633","-4.559999","","","","","","","","D1 PROFILE","","","","I2 PROFILE","","",""
"82002900000293","Nodes","293","21.000000","29.140036","DDS demands","Known Flow","414202.503864","132595.313290","","0.000000","","","","","","-6.630000","","","-306.399995","","","","","-5.928664","-6.630000","","","","","","","","D1 PROFILE","","","DM PROFILE","","","",""
"82002900001109","Nodes","1109","21.000000","34.013133","DDS demands","Known Flow","414300.628891","131047.312869","","0.000000","","","-2.580000","","","-2.460000","","","","","","","","-4.506858","-5.039999","","","","","C3 PROFILE","","","D1 PROFILE","","","","","","",""
"82002900001169","Nodes","1169","21.000000","32.815922","DDS demands","Known Flow","414280.378885","131060.812873","","0.000000","","","","","","-4.940000","","","","","","","","-4.417436","-4.940000","","","","","","","","D1 PROFILE","","","","","","",""
"82002900002921","Nodes","2921","21.000000","67.213640","Default Known Flow Node","Known Flow","415586.137241","132189.688180","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"82002900002920","Nodes","2920","21.000000","67.172753","Default Known Flow Node","Known Flow","415498.560217","132152.805170","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"82002900000994","Nodes","","21.000000","67.531472","Default Known Flow Node","Known Flow","415510.863220","132212.471186","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"82002900002918","Nodes","2918","21.000000","67.054146","DDS demands","Known Flow","415486.468214","132135.994165","","0.000000","","","","","","-2.990000","","","","","","","","-2.673711","-2.990000","","","","","","","","D1 PROFILE","","","","","","",""
"82002900002919","Nodes","2919","21.000000","67.054146","Default Known Flow Node","Known Flow","415469.758209","132146.831168","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
