"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(D1)","NodeFlowByCategory(I2)","NodeFlowByCategory(PL-DC)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(I2)","NodeFlowProfileNameByCategory(PL-DC)"
"82420900000037","Nodes","37,",21.000000,28.730595,"Default Known Flow Node","Known Flow",394686.498554,99631.054321,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"82420900000035","Nodes","35,",21.000000,28.441070,"DDS demands","Known Flow",394652.623544,99636.679322,,0.000000,,,,,-11.159999,,,-9.979471,-11.159999,,"",,,,,"D1 PROFILE",,
"82420901462507","Nodes","1462507,",21.000000,24.014871,"DDS demands","Known Flow",394748.123570,99925.804401,,0.000000,,,,,-2.119999,,,-1.895741,-2.119999,,"",,,,,"D1 PROFILE",,
"82420900000015","Nodes","15,",21.000000,25.170274,"DDS demands","Known Flow",394792.998583,99682.679335,,0.000000,,,,,-5.339999,,,-4.775123,-5.339999,,"",,,,,"D1 PROFILE",,
"82420910000049","Nodes","049, P14134340, High Street, SCH 26.95",24.000000,25.146477,"CSEP Unmatched","Known Flow",394919.875769,99727.593369,,0.000000,,,,,,,-26.950001,-24.099173,-26.950001,,"",,,,,,,"DC PROFILE"
"82420900000056","Nodes","56,",21.000000,32.126116,"DDS demands","Known Flow",394881.248607,99572.804305,,0.000000,-6.639999,,,-2.019999,-5.689999,,,-12.832026,-14.349999,,"","C1 PROFILE",,,"C4 PROFILE","D1 PROFILE",,
"82420900000057","Nodes","57,",21.000000,27.853606,"DDS demands","Known Flow",394898.623611,99635.429322,,0.000000,,-15.240000,,,-5.559999,,,-18.599732,-20.800000,,"",,"C2 PROFILE",,,"D1 PROFILE",,
"82420900000008","Nodes","8,",21.000000,26.618319,"DDS demands","Known Flow",394911.873615,99651.304326,,0.000000,,,,,-9.999999,,,-8.942178,-9.999999,,"",,,,,"D1 PROFILE",,
"82420900000009","Nodes","9,",21.000000,23.577304,"DDS demands","Known Flow",394952.898524,99863.550883,,0.000000,,,,,-4.360000,,,-3.898790,-4.360000,,"",,,,,"D1 PROFILE",,
"82420900000068","Nodes","68,",21.000000,30.879244,"DDS demands","Known Flow",394744.248569,99625.554319,,0.000000,,,,,-2.499999,,,-2.235544,-2.499999,,"",,,,,"D1 PROFILE",,
"82420900000060","Nodes","60,",21.000000,30.894486,"DDS demands","Known Flow",394733.248566,99612.929316,,0.000000,,,,,-3.229999,,,-2.888323,-3.229999,,"",,,,,"D1 PROFILE",,
"82420900000047","Nodes","47,",21.000000,22.005004,"Default Known Flow Node","Known Flow",394522.373509,99872.554386,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"82420901462470","Nodes","1462470,",21.000000,22.005004,"Default Known Flow Node","Known Flow",394521.123509,99871.679386,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"82420901462516","Nodes","1462516,",21.000000,21.961058,"Default Known Flow Node","Known Flow",394556.998518,99830.679375,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"82420900000064","Nodes","64,",21.000000,29.510695,"DDS demands","Known Flow",394569.600275,99556.147530,,0.000000,,,,,-7.050000,,,-6.304236,-7.050000,,"",,,,,"D1 PROFILE",,
"82420900000040","Nodes","40,",21.000000,29.343505,"DDS demands","Known Flow",394618.373535,99599.429312,,0.000000,,,,,-2.750000,,,-2.459099,-2.750000,,"",,,,,"D1 PROFILE",,
"82420900000041","Nodes","41,",21.000000,29.343505,"Default Known Flow Node","Known Flow",394601.123530,99582.054307,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"82420900000042","Nodes","42,",21.000000,29.343505,"Default Known Flow Node","Known Flow",394633.498539,99615.804316,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"82420900000051","Nodes","51,",21.000000,29.684361,"DDS demands","Known Flow",394647.873543,99533.429294,,0.000000,,,,,-2.700000,,,-2.414388,-2.700000,,"",,,,,"D1 PROFILE",,
"82420900000038","Nodes","38,",21.000000,29.361585,"DDS demands","Known Flow",394644.498542,99577.179306,,0.000000,,,,,-10.869999,,,-9.720147,-10.869999,,"",,,,,"D1 PROFILE",,
"82420900000044","Nodes","44,",21.000000,30.194314,"DDS demands","Known Flow",394683.873553,99563.679302,,0.000000,,,,,-2.170000,,,-1.940452,-2.170000,,"",,,,,"D1 PROFILE",,
"82420910000047","Nodes","10000047,",21.000000,25.252053,"Default Known Flow Node","Known Flow",394740.248568,99670.179331,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"82420901462480","Nodes","1462480,",21.000000,25.252053,"Default Known Flow Node","Known Flow",394739.248568,99668.929331,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"82420900000012","Nodes","12,",21.000000,23.919434,"DDS demands","Known Flow",394812.023588,99888.879391,,0.000000,,,,,-10.029999,,,-8.969005,-10.029999,,"",,,,,"D1 PROFILE",,
"82420900000029","Nodes","29,",21.000000,23.550393,"DDS demands","Known Flow",394831.123593,99920.304399,,0.000000,,,,,-3.790000,,,-3.389085,-3.790000,,"",,,,,"D1 PROFILE",,
"82420900000030","Nodes","30,",21.000000,23.630041,"DDS demands","Known Flow",394795.123583,99977.929415,,0.000000,,,,,-1.179999,,,-1.055177,-1.179999,,"",,,,,"D1 PROFILE",,
"82420900000055","Nodes","55,",21.000000,32.933674,"Default Known Flow Node","Known Flow",394847.998598,99500.679285,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"82420900000058","Nodes","58,",21.000000,31.364789,"Default Known Flow Node","Known Flow",394749.873571,99559.554301,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"82420900000028","Nodes","28,",21.000000,23.190622,"DDS demands","Known Flow",394826.498592,99987.179417,,0.000000,,,,,-1.440000,,,-1.287673,-1.440000,,"",,,,,"D1 PROFILE",,
"82420904904542","Nodes","4904542,",21.000000,27.810099,"Default Known Flow Node","Known Flow",394972.839984,99604.193228,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"82420910000055","Nodes","10000055,",21.000000,23.367154,"DDS demands","Known Flow",394954.873627,99886.304390,,0.000000,,,,,-8.989999,,,-8.039018,-8.989999,,"",,,,,"D1 PROFILE",,
"82420904904544","Nodes","4904544,",21.000000,23.396722,"DDS demands","Known Flow",394997.988566,99845.623982,,0.000000,,,,,-2.929999,,,-2.620058,-2.929999,,"",,,,,"D1 PROFILE",,
"82420910000054","Nodes","10000054,",21.000000,23.367154,"Default Known Flow Node","Known Flow",394989.373636,99880.179388,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"82420910000040","Nodes","10000040,",21.000000,27.810099,"Default Known Flow Node","Known Flow",394971.373631,99609.179315,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"82420900000031","Nodes","31,",21.000000,23.377533,"DDS demands","Known Flow",394986.248635,99843.179378,,0.000000,,,,,-4.039999,,,-3.612640,-4.039999,,"",,,,,"D1 PROFILE",,
"82420900000066","Nodes","66,",21.000000,29.510695,"Default Known Flow Node","Known Flow",394551.248517,99571.179304,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"82420900000067","Nodes","67,",21.000000,30.893231,"DDS demands","Known Flow",394726.873565,99600.054312,,0.000000,,,,,-1.120000,,,-1.001524,-1.120000,,"",,,,,"D1 PROFILE",,
"82420900000069","Nodes","69,",21.000000,30.876702,"DDS demands","Known Flow",394766.498575,99617.429317,,0.000000,,,,,-1.109999,,,-0.992581,-1.109999,,"",,,,,"D1 PROFILE",,
"82420900000059","Nodes","59,",21.000000,31.048915,"DDS demands","Known Flow",394763.248575,99583.429308,,0.000000,,,,,-2.609999,,,-2.333908,-2.609999,,"",,,,,"D1 PROFILE",,
"82420900000061","Nodes","61,",21.000000,31.002228,"DDS demands","Known Flow",394807.623587,99642.429324,,0.000000,,,,,-2.840000,,,-2.539578,-2.840000,,"",,,,,"D1 PROFILE",,
"82420900000062","Nodes","62,",21.000000,31.030754,"DDS demands","Known Flow",394800.748585,99563.179302,,0.000000,,,,,-2.470000,,,-2.208718,-2.470000,,"",,,,,"D1 PROFILE",,
"82420900000046","Nodes","46,",21.000000,25.208131,"Default Known Flow Node","Known Flow",394791.623582,99668.054331,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"82420901462477","Nodes","1462477,",21.000000,21.825116,"Default Known Flow Node","Known Flow",394998.498639,100220.429481,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"82420900000019","Nodes","19,",21.000000,21.743841,"DDS demands","Known Flow",394997.998638,100233.804485,,0.000000,,,,,-15.010000,,,-13.422211,-15.010000,,"",,,,,"D1 PROFILE",,
"82420900000018","Nodes","18,",21.000000,21.794878,"DDS demands","Known Flow",394853.248599,100145.804461,,0.000000,,,,,-9.239999,,,-8.262573,-9.239999,,"",,,,,"D1 PROFILE",,
"82420900000023","Nodes","23,",21.000000,22.648425,"DDS demands","Known Flow",394849.998598,100023.054427,,0.000000,,,,,-5.980000,,,-5.347423,-5.980000,,"",,,,,"D1 PROFILE",,
"82420900000024","Nodes","24,",21.000000,22.382854,"DDS demands","Known Flow",394869.248603,100065.054439,,0.000000,,,,,-8.260000,,,-7.386240,-8.260000,,"",,,,,"D1 PROFILE",,
"82420901462487","Nodes","1462487,",21.000000,22.382854,"Default Known Flow Node","Known Flow",394899.873612,100058.804437,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"82420910000069","Nodes","10000069,",21.000000,21.642924,"DDS demands","Known Flow",394960.446294,100272.637678,,0.000000,,,,,-11.470000,,,-10.256680,-11.470000,,"",,,,,"D1 PROFILE",,
"82420900000020","Nodes","20,",21.000000,21.603531,"DDS demands","Known Flow",395056.873654,100296.554502,,0.000000,-3.089999,,,-10.110000,-3.410000,,,-14.852959,-16.610000,,"","C1 PROFILE",,,"C4 PROFILE","D1 PROFILE",,
"82420900000025","Nodes","25,",21.000000,21.700454,"DDS demands","Known Flow",395033.623648,100265.054493,,0.000000,,,,,-2.609999,,,-2.333908,-2.609999,,"",,,,,"D1 PROFILE",,
"82420900000026","Nodes","26,",21.000000,21.634041,"DDS demands","Known Flow",395014.623643,100207.304477,,0.000000,,,,,-3.790000,,,-3.389085,-3.790000,,"",,,,,"D1 PROFILE",,
"82420900008000","Nodes","8000,",21.000000,21.515871,"DDS demands","Known Flow",395161.248683,100396.554529,,0.000000,-4.260000,,,,-6.429999,,,-9.559189,-10.689999,,"","C1 PROFILE",,,,"D1 PROFILE",,
"82420900008001","Nodes","8001,",21.000000,21.546079,"DDS demands","Known Flow",395091.973831,100346.602199,,0.000000,,,,,-11.319999,,,-10.122546,-11.319999,,"",,,,,"D1 PROFILE",,
"82420900000036","Nodes","36,",21.000000,21.452047,"DDS demands","Known Flow",395191.248691,100343.054514,,0.000000,,,,,-3.700000,,,-3.308606,-3.700000,,"",,,,,"D1 PROFILE",,
"82420900000071","Nodes","71,",21.000000,29.135146,"Default Known Flow Node","Known Flow",394662.498547,99403.804259,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"82420900000072","Nodes","72,",21.000000,33.917484,"DDS demands","Known Flow",394708.587852,99285.766325,,0.000000,,,,,-4.179999,,,-3.737830,-4.179999,,"",,,,,"D1 PROFILE",,
"82420900000081","Nodes","81,",21.000000,33.268953,"Default Known Flow Node","Known Flow",394998.748639,99446.929270,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"82420900000106","Nodes","106,",21.000000,29.493996,"Default Known Flow Node","Known Flow",394536.373513,99512.429288,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"82420900000145","Nodes","145,",21.000000,33.326375,"DDS demands","Known Flow",394918.935664,99459.146561,,0.000000,,,,,-1.779999,-8.090000,,-8.825930,-9.870000,,"",,,,,"D1 PROFILE","I2 PROFILE",
"82420900000132","Nodes","132,",21.000000,33.312375,"Default Known Flow Node","Known Flow",394958.373628,99481.304280,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"82420900000131","Nodes","131,",21.000000,33.312375,"Default Known Flow Node","Known Flow",394959.879628,99486.228281,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"82420900000133","Nodes","133,",21.000000,32.681569,"Default Known Flow Node","Known Flow",395010.831642,99450.864272,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"82420900000134","Nodes","134,",21.000000,32.279196,"DDS demands","Known Flow",395038.135649,99443.061269,,0.000000,,,,-16.319999,,,,-14.593634,-16.319999,,"",,,,"C4 PROFILE",,,
"82420900000136","Nodes","136,",21.000000,33.050415,"Default Known Flow Node","Known Flow",394983.434634,99470.176277,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"82420900000137","Nodes","137,",21.000000,33.050415,"Default Known Flow Node","Known Flow",394984.651635,99472.332277,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"82420900000148","Nodes","148,",21.000000,33.050415,"Default Known Flow Node","Known Flow",394982.484046,99468.494531,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"82420900000138","Nodes","138,",21.000000,32.980577,"Default Known Flow Node","Known Flow",394990.105636,99464.268275,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"82420900000140","Nodes","140,",21.000000,32.994697,"Default Known Flow Node","Known Flow",394989.540636,99466.852276,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"82420900000141","Nodes","141,",21.000000,32.994697,"Default Known Flow Node","Known Flow",394991.830637,99470.909277,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"82420900000142","Nodes","142,",21.000000,32.994697,"Default Known Flow Node","Known Flow",394988.564584,99465.122806,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"82420900000146","Nodes","146,",21.000000,33.326375,"Default Known Flow Node","Known Flow",394922.755618,99457.706273,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"82420900000147","Nodes","147,",21.000000,33.326375,"Default Known Flow Node","Known Flow",394932.157620,99447.892271,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"82420900000182","Nodes","182,",21.000000,25.779199,"DDS demands","Known Flow",394918.789321,99689.487323,,0.000000,,,,,-17.040000,,,-15.237473,-17.040000,,"",,,,,"D1 PROFILE",,
"82420900000170","Nodes","170,",21.000000,21.533974,"DDS demands","Known Flow",395045.373651,100021.804427,,0.000000,,,,,-5.379999,,,-4.810892,-5.379999,,"",,,,,"D1 PROFILE",,
"82420900000181","Nodes","181,",21.000000,25.779199,"Default Known Flow Node","Known Flow",394922.727618,99688.643336,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"82420900000139","Nodes","139,",21.000000,32.681569,"Default Known Flow Node","Known Flow",395014.073643,99456.714273,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"82420900000701","Nodes","701,",21.000000,33.266623,"DDS demands","Known Flow",395048.248652,99419.429263,,0.000000,,,,-13.350000,,,,-11.937809,-13.350000,,"",,,,"C4 PROFILE",,,
"82420910008001","Nodes","10008001,",21.000000,21.459568,"Default Known Flow Node","Known Flow",395189.820557,100350.758856,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"82420910000072","Nodes","10000072,",21.000000,29.135146,"Default Known Flow Node","Known Flow",394594.498529,99442.804269,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"82420911000069","Nodes","11000069,",21.000000,22.382854,"Default Known Flow Node","Known Flow",394883.498607,100071.554440,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"82420910000021","Nodes","10000049,",21.000000,25.208131,"Default Known Flow Node","Known Flow",394796.123583,99681.929334,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
