"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(CT)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(DH)","NodeFlowByCategory(I2)","NodeFlowByCategory(PL-AF)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(CT)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(DH)","NodeFlowProfileNameByCategory(I2)","NodeFlowProfileNameByCategory(PL-AF)"
"82015400000841","Nodes","841","21.000000","49.288636","Default Known Flow Node","Known Flow","409441.034569","104411.066621","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"82015400015681","Nodes","15681","21.000000","49.288636","Default Known Flow Node","Known Flow","409435.992567","104410.133621","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"82015400264966","Nodes","264966","21.000000","30.408751","Default Known Flow Node","Known Flow","408295.752257","108645.806774","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"82015400000167","Nodes","167","21.000000","30.385336","DDS demands","Known Flow","408299.141454","108651.269535","","0.000000","","","","","","-7.109999","","","","","-6.357889","-7.109999","","","","","","","","D1 PROFILE","","","",""
"82015406001136","Nodes","6001136","21.000000","30.372083","Default Known Flow Node","Known Flow","408334.691234","108729.596024","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"82015400000568","Nodes","568","21.000000","26.490599","DDS demands","Known Flow","410171.314075","107860.176793","","0.000000","","","","","","-12.520000","","","","","-11.195608","-12.520000","","","","","","","","D1 PROFILE","","","",""
"82015400001013","Nodes","1013","21.000000","26.269710","Default Known Flow Node","Known Flow","410146.600808","107820.139131","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"82015406001148","Nodes","6001148","21.000000","29.586519","Default Known Flow Node","Known Flow","408479.492307","109553.285020","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"82015400002001","Nodes","P00008963, Gorse Knoll Drive, 22.52 -IPL","28.000000","28.965403","CSEP DDS Matched","Known Flow","408508.248315","109465.878997","","0.000000","","","","","","-1.150000","-22.520000","","","","-21.166139","-23.670001","","","","","","","","D1 PROFILE","DC PROFILE","","",""
"82015400000748","Nodes","748","21.000000","28.717615","DDS demands","Known Flow","408546.502325","109325.806959","","0.000000","","","","","","-24.620000","","","","","-22.015644","-24.620000","","","","","","","","D1 PROFILE","","","",""
"82015400000569","Nodes","569","21.000000","25.923530","DDS demands","Known Flow","410134.252757","107739.681527","","0.000000","","","","","","-8.220000","","","","","-7.350471","-8.220000","","","","","","","","D1 PROFILE","","","",""
"82015400000821","Nodes","821","21.000000","48.333972","DDS demands","Known Flow","409718.214644","104811.867730","","0.000000","-15.999999","","","","","","","","","","-14.307486","-15.999999","","","C1 PROFILE","","","","","","","","",""
"82015400000822","Nodes","822","21.000000","48.283350","Default Known Flow Node","Known Flow","409717.600406","104787.787189","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"82015400000823","Nodes","823","21.000000","48.212735","DDS demands","Known Flow","409716.743644","104754.198715","","0.000000","","","","","","-2.990000","","","-2.910000","","-5.275885","-5.900000","","","","","","","","D1 PROFILE","","","I2 PROFILE",""
"82015400000031","Nodes","WOOLSBRIDGE INDUSTRIAL ESTATE DG","21.000000","49.999998","Default Known Pressure Node","Known Pressure","409624.413618","105036.309791","","5149.999957","","","","","","","","","","","305.160813","341.260003","","","","","","","","","","","",""
"82015400000809","Nodes","809","21.000000","49.983860","Default Known Flow Node","Known Flow","409624.839032","105030.335326","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"82015404904573","Nodes","4904573","21.000000","49.889335","Default Known Flow Node","Known Flow","409638.131651","105000.919391","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"82015400000969","Nodes","969","21.000000","44.207380","DDS demands","Known Flow","408093.760679","105725.191993","","0.000000","","","","","","-6.610000","","","","","-5.910780","-6.610000","","","","","","","","D1 PROFILE","","","",""
"82015400000487","Nodes","487","21.000000","43.849195","DDS demands","Known Flow","408092.963932","105745.167935","","0.000000","","","","","","-2.180000","","","","","-1.949395","-2.180000","","","","","","","","D1 PROFILE","","","",""
"82015400000582","Nodes","582","21.000000","44.916729","DDS demands","Known Flow","408095.214202","105688.667969","","0.000000","","","","","","-1.109999","","","","","-0.992581","-1.109999","","","","","","","","D1 PROFILE","","","",""
"82015400001076","Nodes","1076","21.000000","44.916729","Default Known Flow Node","Known Flow","408066.797195","105688.280969","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"82015400000008","Nodes","Church Road DG,- new source SEN22925, 10/11","21.000000","45.000001","Default Known Pressure Node","Known Pressure","408095.387202","105684.434968","","329.999984","","","","","","","","","","","133.900187","149.740004","","","","","","","","","","","",""
"82015400000209","Nodes","209","21.000000","40.240818","Default Known Flow Node","Known Flow","408207.828233","105820.200005","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"82015400000208","Nodes","208","21.000000","40.374804","DDS demands","Known Flow","408214.210235","105819.227004","","0.000000","","","","","","-9.020000","","","","","-8.065845","-9.020000","","","","","","","","D1 PROFILE","","","",""
"82015400000206","Nodes","206","21.000000","41.887792","DDS demands","Known Flow","408265.308504","105830.441749","","0.000000","","","","","","-1.230000","","","","","-1.099888","-1.230000","","","","","","","","D1 PROFILE","","","",""
"82015400000236","Nodes","236","21.000000","22.998875","DDS demands","Known Flow","408537.753821","106351.468301","","0.000000","","","","","","-1.850000","","","","","-1.654303","-1.850000","","","","","","","","D1 PROFILE","","","",""
"82015400000237","Nodes","237","21.000000","23.032489","DDS demands","Known Flow","408591.069337","106445.138175","","0.000000","","","","","","-6.659999","","","","","-5.955491","-6.659999","","","","","","","","D1 PROFILE","","","",""
"82015400000129","Nodes","129","21.000000","43.129124","DDS demands","Known Flow","408270.252250","109110.681900","","0.000000","","","","","","-5.249999","","","","","-4.694643","-5.249999","","","","","","","","D1 PROFILE","","","",""
"82015400000131","Nodes","131","21.000000","42.617377","DDS demands","Known Flow","408264.777487","109099.263109","","0.000000","","","","","","-5.130000","","","","","-4.587338","-5.130000","","","","","","","","D1 PROFILE","","","",""
"82015400000978","Nodes","978","21.000000","42.196670","DDS demands","Known Flow","407603.877069","109209.806927","","0.000000","","","","","","-4.559999","","","","","-4.077633","-4.559999","","","","","","","","D1 PROFILE","","","",""
"82015400000979","Nodes","979","21.000000","42.181669","Default Known Flow Node","Known Flow","407619.284761","109238.315822","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"82015400000980","Nodes","980","21.000000","42.176890","DDS demands","Known Flow","407624.377074","109247.306937","","0.000000","-3.479999","","","","","-2.309999","","","","","-5.177521","-5.789999","","","C1 PROFILE","","","","","D1 PROFILE","","","",""
"82015400000189","Nodes","189","21.000000","42.177991","DDS demands","Known Flow","407808.752124","109201.431925","","0.000000","","","","","","-8.319999","","","","","-7.439892","-8.319999","","","","","","","","D1 PROFILE","","","",""
"82015400000190","Nodes","190","21.000000","41.645314","DDS demands","Known Flow","407756.533408","109179.941621","","0.000000","","","","","","-10.010000","","","","","-8.951121","-10.010000","","","","","","","","D1 PROFILE","","","",""
"82015400000191","Nodes","191","21.000000","40.722936","DDS demands","Known Flow","407758.877111","109034.556879","","0.000000","","","","","","-13.890000","","","","","-12.420687","-13.890000","","","","","","","","D1 PROFILE","","","",""
"82015400000744","Nodes","744","21.000000","39.700608","DDS demands","Known Flow","407866.752140","108945.431855","","0.000000","","","","","","-6.719999","","","","","-6.009144","-6.719999","","","","","","","","D1 PROFILE","","","",""
"82015400000743","Nodes","743","21.000000","39.627905","Default Known Flow Node","Known Flow","407924.064375","108920.893261","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"82015400000378","Nodes","378","21.000000","39.622086","Default Known Flow Node","Known Flow","407928.752157","108919.181848","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"82015400000879","Nodes","879","21.000000","38.348341","DDS demands","Known Flow","407653.252082","108882.806838","","0.000000","","","","","","-34.839999","","","","","-31.154550","-34.839999","","","","","","","","D1 PROFILE","","","",""
"82015400008012","Nodes","Logger 0932, West Close","21.000000","38.422380","Val Log Post","Known Flow","407660.875566","108883.506954","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"82015400000877","Nodes","877","21.000000","38.515918","DDS demands","Known Flow","407669.627086","108886.681839","","0.000000","","","","","","-5.919999","","","","","-5.293770","-5.919999","","","","","","","","D1 PROFILE","","","",""
"82015400000928","Nodes","928","21.000000","34.916143","DDS demands","Known Flow","407614.752072","108515.556738","","0.000000","","","","","","-1.510000","","","","","-1.350269","-1.510000","","","","","","","","D1 PROFILE","","","",""
"82015400000455","Nodes","455","21.000000","34.991747","DDS demands","Known Flow","407786.310791","108491.787556","","0.000000","","","","","","-10.960000","","","","","-9.800629","-10.960000","","","","","","","","D1 PROFILE","","","",""
"82015400000454","Nodes","454","21.000000","37.244784","DDS demands","Known Flow","407912.627153","108758.181804","","0.000000","","","","","","-14.210000","","","","","-12.706836","-14.210000","","","","","","","","D1 PROFILE","","","",""
"82015406001137","Nodes","6001137","21.000000","36.156189","Default Known Flow Node","Known Flow","407933.750987","108892.025576","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"82015400000453","Nodes","453","21.000000","35.066221","Default Known Flow Node","Known Flow","408049.065911","108835.299237","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"82015400275681","Nodes","275681","21.000000","34.563272","Default Known Flow Node","Known Flow","408078.627198","108791.056813","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"82015400000561","Nodes","561","21.000000","34.561226","DDS demands","Known Flow","408052.469984","108858.266526","","0.000000","","","","","","-9.989999","","","","","-8.933236","-9.989999","","","","","","","","D1 PROFILE","","","",""
"82015400000168","Nodes","168","21.000000","34.433878","DDS demands","Known Flow","408072.627196","108772.181808","","0.000000","","","","","","-2.030000","","","","","-1.815262","-2.030000","","","","","","","","D1 PROFILE","","","",""
"82015400000891","Nodes","891","21.000000","33.697140","DDS demands","Known Flow","408078.877198","108705.431790","","0.000000","","","","","","-1.929999","","","","","-1.725840","-1.929999","","","","","","","","D1 PROFILE","","","",""
"82015400008010","Nodes","Logger 0827, Dewlands Way","21.000000","33.254044","Val Log Post","Known Flow","408091.374196","108685.465669","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"82015400001015","Nodes","1015","21.000000","31.939511","DDS demands","Known Flow","408140.749321","108639.847792","","0.000000","","","","","","-0.660000","","","","","-0.590183","-0.660000","","","","","","","","D1 PROFILE","","","",""
"82015400275689","Nodes","275689","21.000000","31.502990","Default Known Flow Node","Known Flow","408161.877220","108628.556769","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"82015406001128","Nodes","6001128","21.000000","21.584547","Default Known Flow Node","Known Flow","407991.902424","108436.196284","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"82015400008004","Nodes","Logger 0821, Haywards Lane","21.000000","21.597523","Val Log Post","Known Flow","407981.438400","108437.886607","","0.000000","","","","","","-18.639999","","","","","-16.668221","-18.639999","","","","","","","","D1 PROFILE","","","",""
"82015404904631","Nodes","4904631","21.000000","25.285869","Default Known Flow Node","Known Flow","408002.141465","108359.380905","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
