"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(DH)","NodeFlowByCategory(I2)","NodeFlowByCategory(PL-AF)","NodeFlowByCategory(PL-DC)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(DH)","NodeFlowProfileNameByCategory(I2)","NodeFlowProfileNameByCategory(PL-AF)","NodeFlowProfileNameByCategory(PL-DC)"
"82016500000151","Nodes","151",21.000000,37.559085,"DDS demands","Known Flow",416327.749442,143954.616381,,0.000000,,,,,-7.920000,,,,,,-7.082205,-7.920000,,"",,,,,"D1 PROFILE",,,,,
"82016500000153","Nodes","153",21.000000,36.743277,"DDS demands","Known Flow",416393.409460,143960.613383,,0.000000,,,,,-13.529999,,,,,,-12.098767,-13.529999,,"",,,,,"D1 PROFILE",,,,,
"82016500000148","Nodes","148",21.000000,41.087395,"DDS demands","Known Flow",416326.680358,144069.107834,,0.000000,,,,,-1.809999,,,,,,-1.618534,-1.809999,,"",,,,,"D1 PROFILE",,,,,
"82016500000146","Nodes","146",21.000000,42.580382,"DDS demands","Known Flow",416308.645095,144080.371466,,0.000000,,,,,-5.539999,,,,,,-4.953967,-5.539999,,"",,,,,"D1 PROFILE",,,,,
"82016500000149","Nodes","149",21.000000,39.752603,"DDS demands","Known Flow",416317.552440,144037.153404,,0.000000,,,,,-5.199999,,,,,,-4.649932,-5.199999,,"",,,,,"D1 PROFILE",,,,,
"82016500000087","Nodes","87",21.000000,34.720378,"DDS demands","Known Flow",415754.775287,144333.735485,,0.000000,,,,,-24.559999,,,,,,-21.961991,-24.559999,,"",,,,,"D1 PROFILE",,,,,
"82016500000110","Nodes","110",21.000000,28.113207,"Default Known Flow Node","Known Flow",415631.480220,144897.044821,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"82016500000112","Nodes","112",21.000000,24.315020,"DDS demands","Known Flow",415534.295135,144960.429615,,0.000000,,,-3.540000,,-8.180000,,,,,,-10.480234,-11.720000,,"",,,"C3  PROFILE",,"D1 PROFILE",,,,,
"82016500000113","Nodes","113",21.000000,22.254401,"DDS demands","Known Flow",415378.097502,145005.670622,,0.000000,,,,,-6.719999,,,,,,-6.009144,-6.719999,,"",,,,,"D1 PROFILE",,,,,
"82016500000119","Nodes","119",21.000000,36.988521,"DDS demands","Known Flow",415892.350281,144735.612868,,0.000000,,,,,-21.229999,,,,,,-18.984246,-21.229999,,"",,,,,"D1 PROFILE",,,,,
"82016500000076","Nodes","76",21.000000,38.527758,"DDS demands","Known Flow",415964.714700,144234.992515,,0.000000,,,,,-20.620000,,,,,,-18.438774,-20.620000,,"",,,,,"D1 PROFILE",,,,,
"82016500000060","Nodes","60",21.000000,38.329930,"Default Known Flow Node","Known Flow",415970.947495,144167.416719,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"82016500000109","Nodes","109",21.000000,28.758730,"DDS demands","Known Flow",415644.425253,144882.136370,,0.000000,-8.590000,,,,-9.549999,,,,,,-16.221112,-18.140000,,"","C1 PROFILE",,,,"D1 PROFILE",,,,,
"82016500000056","Nodes","56",21.000000,42.096416,"DDS demands","Known Flow",415356.266178,144172.003441,,0.000000,,,,,-36.619998,,,,,,-32.746258,-36.619998,,"",,,,,"D1 PROFILE",,,,,
"82016500000055","Nodes","55",21.000000,45.917308,"DDS demands","Known Flow",415228.994491,144080.373298,,0.000000,,,,-5.059999,-1.059999,,,,,,-5.472613,-6.119999,,"",,,,"C4 PROFILE","D1 PROFILE",,,,,
"82016500000003","Nodes","STONEHENGE ROUNDABOUT DG, NO Site ID",21.000000,45.999998,"Default Known Pressure Node","Known Pressure",415225.990290,144082.392848,,4239.999973,,,,,,,,,,,415.772365,464.956460,,"",,,,,,,,,,
"82016500000046","Nodes","46",21.000000,35.963375,"DDS demands","Known Flow",416284.307232,144451.008237,,0.000000,,,,,-2.660000,,,,,,-2.378619,-2.660000,,"",,,,,"D1 PROFILE",,,,,
"82016500000035","Nodes","35",21.000000,35.735440,"DDS demands","Known Flow",416252.483422,144449.364516,,0.000000,,,,,-3.010000,,,,,,-2.691595,-3.010000,,"",,,,,"D1 PROFILE",,,,,
"82016500000164","Nodes","164",21.000000,36.715517,"DDS demands","Known Flow",416396.716461,144214.883452,,0.000000,,,,,-13.659999,,,,,,-12.215016,-13.659999,,"",,,,,"D1 PROFILE",,,,,
"82016500000162","Nodes","162",21.000000,37.569557,"DDS demands","Known Flow",416413.163373,144146.018186,,0.000000,,,,,-9.920000,,,,,,-8.870642,-9.920000,,"",,,,,"D1 PROFILE",,,,,
"82016500000160","Nodes","160",21.000000,38.680524,"DDS demands","Known Flow",416397.580461,144092.491419,,0.000000,,,,,-4.849999,,,,,,-4.336956,-4.849999,,"",,,,,"D1 PROFILE",,,,,
"82016500000170","Nodes","170",21.000000,36.568291,"DDS demands","Known Flow",416388.521776,144272.890273,,0.000000,,,,,-3.920000,,,,,,-3.505334,-3.920000,,"",,,,,"D1 PROFILE",,,,,
"82016500000168","Nodes","168",21.000000,36.603124,"DDS demands","Known Flow",416397.656968,144233.069470,,0.000000,,,,,-13.040000,,,,,,-11.660601,-13.040000,,"",,,,,"D1 PROFILE",,,,,
"82016500000152","Nodes","152",21.000000,37.545890,"DDS demands","Known Flow",416334.680444,143924.271373,,0.000000,,,,,-2.209999,,,,,,-1.976221,-2.209999,,"",,,,,"D1 PROFILE",,,,,
"82016500000067","Nodes","67",21.000000,31.509461,"DDS demands","Known Flow",415307.380165,144488.877527,,0.000000,,,,,-0.779999,,,,,,-0.697489,-0.779999,,"",,,,,"D1 PROFILE",,,,,
"82016500000065","Nodes","65",21.000000,31.497646,"DDS demands","Known Flow",415330.584553,144487.941475,,0.000000,,,,,-11.470000,,,,,,-10.256680,-11.470000,,"",,,,,"D1 PROFILE",,,,,
"82016500000071","Nodes","71",21.000000,35.014617,"DDS demands","Known Flow",415413.998557,144460.910503,,0.000000,,,,,-7.929999,,,,,,-7.091147,-7.929999,,"",,,,,"D1 PROFILE",,,,,
"82016500000070","Nodes","70",21.000000,35.131034,"DDS demands","Known Flow",415428.116198,144491.991528,,0.000000,,,,,-9.300000,,,,,,-8.316226,-9.300000,,"",,,,,"D1 PROFILE",,,,,
"82016500000072","Nodes","72",21.000000,35.124105,"DDS demands","Known Flow",415415.723194,144499.233530,,0.000000,,,,,-1.529999,,,,,,-1.368153,-1.529999,,"",,,,,"D1 PROFILE",,,,,
"82016500000066","Nodes","66",21.000000,31.468665,"DDS demands","Known Flow",415352.035177,144498.244529,,0.000000,,,,,-3.910000,,,,,,-3.496392,-3.910000,,"",,,,,"D1 PROFILE",,,,,
"82016500000062","Nodes","62",21.000000,37.234526,"DDS demands","Known Flow",415440.520201,144366.320493,,0.000000,,,,,-7.109999,,,,,,-6.357889,-7.109999,,"",,,,,"D1 PROFILE",,,,,
"82016500000064","Nodes","64",21.000000,33.033447,"DDS demands","Known Flow",415365.055181,144315.076479,,0.000000,,,,,-8.310000,,,,,,-7.430950,-8.310000,,"",,,,,"D1 PROFILE",,,,,
"82016500000068","Nodes","68",21.000000,36.372403,"DDS demands","Known Flow",415506.745631,144487.416058,,0.000000,,,,,-12.819999,,,,,,-11.463872,-12.819999,,"",,,,,"D1 PROFILE",,,,,
"82016500000061","Nodes","61",21.000000,38.368544,"DDS demands","Known Flow",415506.864219,144322.018481,,0.000000,,,,,-16.500000,,,,,,-14.754595,-16.500000,,"",,,,,"D1 PROFILE",,,,,
"82016500000090","Nodes","90",21.000000,36.100298,"DDS demands","Known Flow",415819.740138,144452.077047,,0.000000,,,,,-11.060000,,,,,,-9.890050,-11.060000,,"",,,,,"D1 PROFILE",,,,,
"82016500003012","Nodes","3012",21.000000,28.940349,"Default Known Flow Node","Known Flow",415548.508230,144237.922458,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"82016500000059","Nodes","59",21.000000,28.940349,"DDS demands","Known Flow",415563.453300,144239.464041,,0.000000,,,,,-14.430000,,,,,,-12.903564,-14.430000,,"",,,,,"D1 PROFILE",,,,,
"82016500000107","Nodes","107",21.000000,35.148097,"DDS demands","Known Flow",415639.805255,144323.638482,,0.000000,,,,,-20.020000,,,,,,-17.902242,-20.020000,,"",,,,,"D1 PROFILE",,,,,
"82016500000108","Nodes","108",21.000000,31.385934,"DDS demands","Known Flow",415671.724264,144101.345421,,0.000000,,,,,-19.799999,,,,,,-17.705514,-19.799999,,"",,,,,"D1 PROFILE",,,,,
