"NAME","TYPE","FlowCategoryTotalVolumetricFlow","FlowCategoryTotalThermalFlow","FlowCategoryMultiplier","FlowCategoryType","CategoryActive"
"Base Volumetric","Flow Categories",0.000000,0.000000,1.000000,"Volumetric",-1.000000
"Base Thermal","Flow Categories",,,1.000000,"Thermal",-1.000000
"D1","Flow Categories",-1891.280004,0.000000,1.000000,"Volumetric",-1.000000
"C4","Flow Categories",-35.329999,0.000000,1.000000,"Volumetric",-1.000000
"C2","Flow Categories",-154.230002,0.000000,1.000000,"Volumetric",-1.000000
"I2","Flow Categories",-93.130003,0.000000,1.000000,"Volumetric",-1.000000
"C1","Flow Categories",-110.240001,0.000000,1.000000,"Volumetric",-1.000000
"DC","Flow Categories",-58.089999,0.000000,1.000000,"Volumetric",-1.000000
"DH","Flow Categories",0.000000,0.000000,1.000000,"Volumetric",0.000000
"DM","Flow Categories",,,1.000000,"Volumetric",-1.000000
"PL-DC","Flow Categories",-6.740000,0.000000,1.000000,"Volumetric",-1.000000
"Base Diversified Volumetric","Flow Categories",,,1.000000,"Diversified Volumetric",-1.000000
"Base Diversified Thermal","Flow Categories",,,1.000000,"Diversified Thermal",-1.000000
"PL-AF","Flow Categories",-11.910000,0.000000,1.000000,"Volumetric",-1.000000
