"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(CC)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(DH)","NodeFlowByCategory(I2)","NodeFlowByCategory(PL-AF)","NodeFlowByCategory(PL-DC)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(CC)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(DH)","NodeFlowProfileNameByCategory(I2)","NodeFlowProfileNameByCategory(PL-AF)","NodeFlowProfileNameByCategory(PL-DC)"
"82000400000230","Nodes","230",21.000000,37.061816,"DDS demands","Known Flow",434933.634505,144890.066636,,0.000000,,,,,,-6.769999,,,,,,-6.053854,-6.769999,,"",,,,,,"D1 PROFILE",,,,,
"82000400001004","Nodes","1004",21.000000,37.598632,"Default Known Flow Node","Known Flow",435787.884738,146559.942090,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"82000400001005","Nodes","1005",21.000000,37.514821,"DDS demands","Known Flow",435789.791038,146546.870100,,0.000000,,,,,,-2.890000,,,,,,-2.584289,-2.890000,,"",,,,,,"D1 PROFILE",,,,,
"82000400001006","Nodes","1006",21.000000,37.455992,"DDS demands","Known Flow",435799.509741,146557.067090,,0.000000,,,,,,-6.280000,,,,,,-5.615688,-6.280000,,"",,,,,,"D1 PROFILE",,,,,
"82000400001639","Nodes","1639",21.000000,60.121604,"DDS demands","Known Flow",432808.776722,143171.485581,,0.000000,,,,,,-8.209999,,,,,,-7.341529,-8.209999,,"",,,,,,"D1 PROFILE",,,,,
"82000400001622","Nodes","1622",21.000000,63.746818,"DDS demands","Known Flow",432847.535128,143603.514709,,0.000000,,,,,,-3.390000,,,,,,-3.031398,-3.390000,,"",,,,,,"D1 PROFILE",,,,,
"82000400001998","Nodes","1998",21.000000,65.122513,"DDS demands","Known Flow",432859.627690,143526.414849,,0.000000,,,,,,-5.630000,,,,,,-5.034446,-5.630000,,"",,,,,,"D1 PROFILE",,,,,
"82000400001621","Nodes","1621",21.000000,65.527514,"DDS demands","Known Flow",432860.724993,143509.263891,,0.000000,,,,-5.099999,,-23.489999,,,,,,-25.565688,-28.589999,,"",,,,"C4 PROFILE",,"D1 PROFILE",,,,,
"82000400001972","Nodes","1972",21.000000,36.383984,"Default Known Flow Node","Known Flow",434942.027255,144899.544657,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"82000400000233","Nodes","233",21.000000,35.866027,"Default Known Flow Node","Known Flow",434950.009510,144906.566640,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"82000400000238","Nodes","238",21.000000,33.259224,"DDS demands","Known Flow",434947.384509,144997.566665,,0.000000,,,,,,-2.859999,,,,,,-2.557463,-2.859999,,"",,,,,,"D1 PROFILE",,,,,
"82000400001973","Nodes","1973",21.000000,33.259224,"Default Known Flow Node","Known Flow",434958.475869,144971.124764,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"82000400002008","Nodes","2008",21.000000,33.259224,"Default Known Flow Node","Known Flow",434983.509519,144962.191656,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"82000400000244","Nodes","244",21.000000,33.420603,"DDS demands","Known Flow",434960.509513,145055.441681,,0.000000,,,,,,-6.650000,,,,,,-5.946549,-6.650000,,"",,,,,,"D1 PROFILE",,,,,
"82000400002068","Nodes","2068",21.000000,33.317658,"Default Known Flow Node","Known Flow",434963.670060,145019.132131,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"82000400000240","Nodes","240",21.000000,33.262363,"DDS demands","Known Flow",434945.509509,145001.691666,,0.000000,,,,,,-1.399999,,,,,,-1.251905,-1.399999,,"",,,,,,"D1 PROFILE",,,,,
"82000400000243","Nodes","243",21.000000,33.532187,"DDS demands","Known Flow",435014.884527,145008.691668,,0.000000,,,,,,-1.370000,,,,,,-1.225078,-1.370000,,"",,,,,,"D1 PROFILE",,,,,
"82000400000241","Nodes","241",21.000000,33.529271,"DDS demands","Known Flow",434999.609000,144994.648038,,0.000000,,,,,,-1.420000,,,,,,-1.269789,-1.420000,,"",,,,,,"D1 PROFILE",,,,,
"82000400002007","Nodes","2007",21.000000,33.529271,"Default Known Flow Node","Known Flow",435008.509526,144984.066661,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"82000400015799","Nodes","15799",21.000000,32.114064,"Default Known Flow Node","Known Flow",435264.385470,145012.560062,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"82000400001742","Nodes","1742",21.000000,32.386496,"DDS demands","Known Flow",435270.318971,144958.376028,,0.000000,,,,,,-16.270000,,,,,,-14.548925,-16.270000,,"",,,,,,"D1 PROFILE",,,,,
"82000400001741","Nodes","1741",21.000000,32.414067,"DDS demands","Known Flow",435266.759596,144962.066655,,0.000000,,,,,,-18.600000,,,,,,-16.632453,-18.600000,,"",,,,,,"D1 PROFILE",,,,,
"82000400015245","Nodes","15245",21.000000,31.274303,"Default Known Flow Node","Known Flow",434938.759507,147207.442266,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"82000400000429","Nodes","429",21.000000,31.317894,"DDS demands","Known Flow",434943.453223,147250.060165,,0.000000,,,,,,-7.770000,,,,,,-6.948073,-7.770000,,"",,,,,,"D1 PROFILE",,,,,
"82000400000428","Nodes","428",21.000000,31.151743,"DDS demands","Known Flow",435000.509524,147267.817283,,0.000000,,,,,,-5.369999,,,,,,-4.801949,-5.369999,,"",,,,,,"D1 PROFILE",,,,,
"82000400001150","Nodes","1150",21.000000,39.462925,"DDS demands","Known Flow",435136.509369,146947.942789,,0.000000,,,,,,-3.299999,,,,,,-2.950918,-3.299999,,"",,,,,,"D1 PROFILE",,,,,
"82000400001958","Nodes","1958",21.000000,30.746773,"DDS demands","Known Flow",435276.513900,145808.691282,,0.000000,,,,,,-11.719999,,,,,,-10.480234,-11.719999,,"",,,,,,"D1 PROFILE",,,,,
"82000400000745","Nodes","745",21.000000,30.734894,"DDS demands","Known Flow",435268.917913,145809.964636,,0.000000,,,,,,-6.869999,,,,,,-6.143277,-6.869999,,"",,,,,,"D1 PROFILE",,,,,
"82000400000759","Nodes","759",21.000000,30.519151,"DDS demands","Known Flow",435232.759587,145780.441878,,0.000000,,,,,,-5.689999,,,,,,-5.088099,-5.689999,,"",,,,,,"D1 PROFILE",,,,,
"82000400000870","Nodes","870",21.000000,30.696630,"DDS demands","Known Flow",435208.759580,145529.316810,,0.000000,,,,,,-7.280000,,,,,,-6.509906,-7.280000,,"",,,,,,"D1 PROFILE",,,,,
"82000400000871","Nodes","871",21.000000,30.641572,"DDS demands","Known Flow",435219.134583,145526.441809,,0.000000,,,,,,-5.810000,,,,,,-5.195405,-5.810000,,"",,,,,,"D1 PROFILE",,,,,
"82000400015323","Nodes","15323",21.000000,30.862773,"Default Known Flow Node","Known Flow",435395.884631,145302.441748,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"82000400000612","Nodes","612",21.000000,31.065472,"DDS demands","Known Flow",435429.606644,145117.810681,,0.000000,,,,,,-29.559999,,,,,,-26.433080,-29.559999,,"",,,,,,"D1 PROFILE",,,,,
"82000400000205","Nodes","205",21.000000,31.291058,"DDS demands","Known Flow",435456.509648,145070.941685,,0.000000,,,,-7.150000,,-11.750000,,,,,,-16.900717,-18.900000,,"",,,,"C4 PROFILE",,"D1 PROFILE",,,,,
"82000400001736","Nodes","1736",21.000000,30.670816,"DDS demands","Known Flow",435129.509559,145131.191702,,0.000000,,,,,,-20.959998,,,,,,-18.742805,-20.959998,,"",,,,,,"D1 PROFILE",,,,,
"82000400001738","Nodes","1738",21.000000,30.124952,"DDS demands","Known Flow",435162.551253,145110.004168,,0.000000,,,,,,-6.220000,,,,,,-5.562035,-6.220000,,"",,,,,,"D1 PROFILE",,,,,
"82000400001740","Nodes","1740",21.000000,29.673969,"DDS demands","Known Flow",435175.884571,145072.691686,,0.000000,,,,,,-8.970000,,,,,,-8.021135,-8.970000,,"",,,,,,"D1 PROFILE",,,,,
"82000400001688","Nodes","1688",21.000000,30.452489,"DDS demands","Known Flow",435104.231627,145446.578147,,0.000000,,,,,,-1.019999,,,,,,-0.912102,-1.019999,,"",,,,,,"D1 PROFILE",,,,,
"82000400001687","Nodes","1687",21.000000,30.527173,"DDS demands","Known Flow",435108.103626,145480.715913,,0.000000,,,,,,-1.290000,,,,,,-1.153541,-1.290000,,"",,,,,,"D1 PROFILE",,,,,
"82000400015229","Nodes","15229",21.000000,28.404639,"Default Known Flow Node","Known Flow",434995.012331,146167.565868,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"82000400000600","Nodes","600",21.000000,28.367876,"DDS demands","Known Flow",435050.697836,146151.406250,,0.000000,,,,,,-11.390000,,,,,,-10.185142,-11.390000,,"",,,,,,"D1 PROFILE",,,,,
"82000400015708","Nodes","15708",21.000000,28.316389,"Default Known Flow Node","Known Flow",435106.884552,146147.691978,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"82000400015473","Nodes","15473",21.000000,28.123838,"Default Known Flow Node","Known Flow",434696.884111,146144.935042,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"82000400001845","Nodes","1845",21.000000,28.123838,"Default Known Flow Node","Known Flow",434685.977948,146162.760327,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"82000400002006","Nodes","2006",21.000000,28.123838,"Default Known Flow Node","Known Flow",434661.884431,146164.191983,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"82000400000273","Nodes","273",21.000000,32.081101,"DDS demands","Known Flow",435372.136397,146137.234771,,0.000000,,,,,,-7.080000,,,,,,-6.331062,-7.080000,,"",,,,,,"D1 PROFILE",,,,,
"82000400000274","Nodes","274",21.000000,31.549451,"DDS demands","Known Flow",435487.759656,146081.441960,,0.000000,,,,,,-17.670000,,,,,,-15.800830,-17.670000,,"",,,,,,"D1 PROFILE",,,,,
"82000400000850","Nodes","850",21.000000,29.691789,"DDS demands","Known Flow",435362.384622,146262.567009,,0.000000,,-15.999999,,,,,,,,,,-14.307486,-15.999999,,"",,"C2 PROFILE",,,,,,,,,
"82000400000271","Nodes","271",21.000000,29.570064,"DDS demands","Known Flow",435402.701990,146234.128866,,0.000000,-5.290000,,,,,-9.310000,,,,,,-13.055582,-14.600000,,"","C1 PROFILE",,,,,"D1 PROFILE",,,,,
"82000400001889","Nodes","1889",21.000000,29.524643,"DDS demands","Known Flow",435421.005138,146221.435498,,0.000000,,,,,,-2.519999,,,,,,-2.253428,-2.519999,,"",,,,,,"D1 PROFILE",,,,,
"82000400001524","Nodes","1524",21.000000,62.502490,"DDS demands","Known Flow",435493.463658,143660.360301,,0.000000,-6.000000,,,,,-19.870001,,,,,,-23.133418,-25.870000,,"","C1 PROFILE",,,,,"D1 PROFILE",,,,,
"82000400001783","Nodes","1783",21.000000,60.509118,"DDS demands","Known Flow",435575.119940,143389.538806,,0.000000,,,,,,-2.900000,,,,,,-2.593232,-2.900000,,"",,,,,,"D1 PROFILE",,,,,
"82000400001784","Nodes","1784",21.000000,59.154172,"DDS demands","Known Flow",435651.548682,143150.187898,,0.000000,,,,,,-5.219999,,,,,,-4.667817,-5.219999,,"",,,,,,"D1 PROFILE",,,,,
"82000400000688","Nodes","688",21.000000,31.686216,"DDS demands","Known Flow",435824.134748,144295.816474,,0.000000,,,,,,-31.689999,,,,,,-28.337764,-31.689999,,"",,,,,,"D1 PROFILE",,,,,
"82000400000689","Nodes","689",21.000000,32.401321,"DDS demands","Known Flow",435955.148554,144459.986892,,0.000000,,,,,,-3.790000,,,,,,-3.389085,-3.790000,,"",,,,,,"D1 PROFILE",,,,,
"82000400000614","Nodes","614",21.000000,32.953957,"DDS demands","Known Flow",436071.384815,144606.191559,,0.000000,,,,,,-16.030001,,,,,,-14.334314,-16.030001,,"",,,,,,"D1 PROFILE",,,,,
"82000400000132","Nodes","132",21.000000,32.371002,"DDS demands","Known Flow",436255.634865,144462.191519,,0.000000,,,,,,-7.960000,,,,,,-7.117974,-7.960000,,"",,,,,,"D1 PROFILE",,,,,
"82000400002290","Nodes","2290",21.000000,32.334291,"Default Known Flow Node","Known Flow",436235.825007,144532.302036,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"82000400000147","Nodes","147",21.000000,32.465227,"DDS demands","Known Flow",436180.759845,144489.441527,,0.000000,,,,,,-12.479999,,,,,,-11.159838,-12.479999,,"",,,,,,"D1 PROFILE",,,,,
"82000400000449","Nodes","449",21.000000,28.428213,"DDS demands","Known Flow",435846.134754,145829.816892,,0.000000,,,,,,-11.060000,,,,,,-9.890050,-11.060000,,"",,,,,,"D1 PROFILE",,,,,
"82000400001900","Nodes","1900",21.000000,28.686855,"DDS demands","Known Flow",435865.447581,145820.044543,,0.000000,,,,,,-1.339999,,,,,,-1.198251,-1.339999,,"",,,,,,"D1 PROFILE",,,,,
"82000400000447","Nodes","447",21.000000,29.320653,"DDS demands","Known Flow",435934.634778,145871.066903,,0.000000,-6.000000,,,,,-39.060002,,,,,,-40.293460,-45.060003,,"","C1 PROFILE",,,,,"D1 PROFILE",,,,,
"82000400000200","Nodes","200",21.000000,31.125690,"DDS demands","Known Flow",435724.884721,145152.316707,,0.000000,,,,,,-3.150000,,,,,,-2.816786,-3.150000,,"",,,,,,"D1 PROFILE",,,,,
"82000400000199","Nodes","199",21.000000,31.034079,"Default Known Flow Node","Known Flow",435724.558222,145138.059611,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"82000400000198","Nodes","198",21.000000,30.581902,"DDS demands","Known Flow",435723.759720,145094.816692,,0.000000,,,,,,-16.059999,,,,,,-14.361139,-16.059999,,"",,,,,,"D1 PROFILE",,,,,
"82000400000187","Nodes","187",21.000000,31.271988,"DDS demands","Known Flow",435999.259795,145383.441770,,0.000000,,,,,,-2.470000,,,,,,-2.208718,-2.470000,,"",,,,,,"D1 PROFILE",,,,,
"82000400001086","Nodes","1086",21.000000,31.263814,"Default Known Flow Node","Known Flow",435992.472545,145375.321281,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"82000400000644","Nodes","644",21.000000,31.310065,"DDS demands","Known Flow",435943.009780,145350.691761,,0.000000,,,,,,-7.070000,,,,,,-6.322121,-7.070000,,"",,,,,,"D1 PROFILE",,,,,
"82000400000170","Nodes","170",21.000000,35.783136,"Default Known Flow Node","Known Flow",436211.259853,145327.566755,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"82000400015577","Nodes","15577",21.000000,35.437688,"Default Known Flow Node","Known Flow",436210.453024,145317.562074,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"82000400000188","Nodes","188",21.000000,35.240008,"Default Known Flow Node","Known Flow",436209.818978,145311.940316,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"82000400001092","Nodes","1092",21.000000,33.197438,"DDS demands","Known Flow",436159.009839,145279.066742,,0.000000,-29.549998,,,,,-4.150000,,,,,,-30.135141,-33.700000,,"","C1 PROFILE",,,,,"D1 PROFILE",,,,,
"82000400000943","Nodes","943",21.000000,39.877682,"Default Known Flow Node","Known Flow",436240.878747,145289.060290,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"82000400015022","Nodes","15022",21.000000,38.912034,"Default Known Flow Node","Known Flow",436273.255297,145299.982906,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"82000400000184","Nodes","184",21.000000,28.328506,"DDS demands","Known Flow",435754.384729,145621.941835,,0.000000,,,,,,-16.540001,,,,,,-14.790365,-16.540001,,"",,,,,,"D1 PROFILE",,,,,
"82000400000452","Nodes","452",21.000000,28.256027,"DDS demands","Known Flow",435674.728356,145599.838606,,0.000000,,,,,,-10.759999,,,,,,-9.621784,-10.759999,,"",,,,,,"D1 PROFILE",,,,,
"82000400000451","Nodes","451",21.000000,28.334919,"DDS demands","Known Flow",435611.759690,145616.941834,,0.000000,,,,,,-12.069999,,,,,,-10.793209,-12.069999,,"",,,,,,"D1 PROFILE",,,,,
"82000400000456","Nodes","456",21.000000,30.701580,"DDS demands","Known Flow",435545.509672,145546.566815,,0.000000,,,,,,-3.629999,,,,,,-3.246011,-3.629999,,"",,,,,,"D1 PROFILE",,,,,
"82000400000455","Nodes","455",21.000000,30.744825,"DDS demands","Known Flow",435531.097601,145500.328576,,0.000000,,,,,,-9.850000,,,,,,-8.808046,-9.850000,,"",,,,,,"D1 PROFILE",,,,,
