"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(CC)","NodeFlowByCategory(CT)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(I2)","NodeFlowByCategory(PL-AF)","NodeFlowByCategory(PL-CC)","NodeFlowByCategory(PL-DC)","NodeFlowByCategory(PL-PL)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(CC)","NodeFlowProfileNameByCategory(CT)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(I2)","NodeFlowProfileNameByCategory(PL-AF)","NodeFlowProfileNameByCategory(PL-CC)","NodeFlowProfileNameByCategory(PL-DC)","NodeFlowProfileNameByCategory(PL-PL)"
"82108000001481","Nodes","1481, ""RICHMOND PARK ROAD P07115074"" 25.29",24.000000,23.853335,"CSEP Unmatched","Known Flow",409771.012664,93026.879246,,0.000000,,,,,,,,,,,,-25.290001,,-22.614772,-25.290001,,"",,,,,,,,,,,,"DC PROFILE",
"82108000001471","Nodes","1471, ""CHESSEL AVENUE P07115659"" 7.85",22.999998,32.157431,"CSEP Unmatched","Known Flow",411880.000000,91902.000000,,0.000000,,,,,,,,,,,,-7.849999,,-7.019610,-7.849999,,"",,,,,,,,,,,,"DC PROFILE",
"82108000024284","Nodes","24284",21.000000,31.222424,"DDS demands","Known Flow",413058.750000,92810.132812,,0.000000,-16.020000,-12.740000,,-19.549998,,,-61.499998,,,,,,,-98.194061,-109.809999,,"","C1 PROFILE","C2 PROFILE",,"C4 PROFILE",,,"D1 PROFILE",,,,,,
"82108000001472","Nodes","1472, P08119686, 60A-60B NORTOFT ROAD, -13.94",22.999998,27.007292,"CSEP Unmatched","Known Flow",409777.278803,92765.103341,,0.000000,,,,,,,,,,,,-13.939999,,-12.465396,-13.939999,,"",,,,,,,,,,,,"DC PROFILE",
"82108000023738","Nodes","23738",21.000000,29.708726,"DDS demands","Known Flow",413400.312500,93027.796875,,0.000000,,,,,,,-13.663999,,,,,,,-12.218593,-13.663999,,"",,,,,,,"D1 PROFILE",,,,,,
"82108000023828","Nodes","23828",21.000000,30.015680,"DDS demands","Known Flow",413239.406250,92847.796875,,0.000000,,,,,,,-32.096999,,,,,,,-28.701711,-32.096999,,"",,,,,,,"D1 PROFILE",,,,,,
"821080-4905509","Nodes","-4905509",21.000000,29.923073,"Default Known Flow Node","Known Flow",413251.125000,92999.132812,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,
"821080-4906365","Nodes","-4906365",21.000000,31.841432,"Default Known Flow Node","Known Flow",412998.875000,92767.500000,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,
"82108000010242","Nodes","10242",21.000000,28.376776,"DDS demands","Known Flow",404696.500000,96497.382812,,0.000000,,,,,,,-0.690999,,,,,,,-0.617904,-0.690999,,"",,,,,,,"D1 PROFILE",,,,,,
"82108000001463","Nodes","1463, P08118990, UNITS 4(A-E) & 5(A-D) COMPTON BUSINESS PARK,-49.85",22.999998,28.387119,"CSEP Unmatched","Known Flow",404111.682443,94189.853054,,0.000000,,,,,,,,,,,-49.849999,,,-44.576759,-49.849999,,"",,,,,,,,,,,"CC PROFILE",,
"82108000008012","Nodes","8012, P08120143, FLATS1-10@14 RINGWOOD ROAD, -9.88",22.999998,33.166096,"CSEP Unmatched","Known Flow",402488.209882,91778.165899,,0.000000,,,,,,,,,,,,-9.880000,,-8.834873,-9.880000,,"",,,,,,,,,,,,"DC PROFILE",
"821080-2465","Nodes","-2465",21.000000,27.180002,"Default Known Flow Node","Known Flow",403804.000000,92751.500000,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,
"82108000001461","Nodes","1461, P08119914, 129(FLATS1-6) LONGFLEET ROAD, -6.28",22.999998,34.132640,"CSEP Unmatched","Known Flow",402165.669240,91533.108478,,0.000000,,,,,,,,,,,,-6.280000,,-5.615688,-6.280000,,"",,,,,,,,,,,,"DC PROFILE",
"82108000004557","Nodes","4557",21.000000,25.843676,"DDS demands","Known Flow",403765.406250,92572.000000,,0.000000,,,,,,,-20.944000,,,,,,,-18.728499,-20.944000,,"",,,,,,,"D1 PROFILE",,,,,,
"82108000024062","Nodes","24062",21.000000,37.804794,"DDS demands","Known Flow",411934.093750,92106.398437,,0.000000,,,,-7.150000,,,-2.246999,,,,,,,-8.402965,-9.397000,,"",,,,"C4 PROFILE",,,"D1 PROFILE",,,,,,
"82108000024197","Nodes","24197, P08119794, 17(FLATS1-6) WOODSIDE ROAD, -6.92",22.999998,29.294855,"CSEP Unmatched","Known Flow",412756.241312,91844.417309,,0.000000,,,,,,,,,,,,-6.919999,,-6.187987,-6.919999,,"",,,,,,,,,,,,"DC PROFILE",
"82108000024084","Nodes","24084",21.000000,37.492769,"DDS demands","Known Flow",411929.906250,92114.000000,,0.000000,,,,,,,-0.488000,,,,,,,-0.436378,-0.488000,,"",,,,,,,"D1 PROFILE",,,,,,
"82108000003516","Nodes","3516",21.000000,33.281903,"DDS demands","Known Flow",405330.500000,90401.500000,,0.000000,,,,,,,-12.871000,,,,,,,-11.509478,-12.871000,,"",,,,,,,"D1 PROFILE",,,,,,
"82108000003517","Nodes","3517",21.000000,33.282118,"DDS demands","Known Flow",405330.093750,90392.953125,,0.000000,,,,,,,-26.382999,,,,,,,-23.592149,-26.382999,,"",,,,,,,"D1 PROFILE",,,,,,
"82108000003518","Nodes","3518",21.000000,32.700074,"DDS demands","Known Flow",405328.093750,90350.898437,,0.000000,,,,,,,-19.968000,,,,,,,-17.855743,-19.968000,,"",,,,,,,"D1 PROFILE",,,,,,
"82108000011239","Nodes","11239",21.000000,29.877629,"DDS demands","Known Flow",408404.875000,95316.000000,,0.000000,-0.340000,,,,,,-22.957000,,,,,,,-20.832594,-23.297000,,"","C1 PROFILE",,,,,,"D1 PROFILE",,,,,,
"82108000017472","Nodes","17472, P08119845, ST BONIFACES CONVENT DOVESHILL CRESCENT, -43.94",24.000000,25.791037,"CSEP Unmatched","Known Flow",407832.854552,95371.941392,,0.000000,,,,,,,,,,,,-43.939996,,-39.291933,-43.939996,,"",,,,,,,,,,,,"DC PROFILE",
"82108000011238","Nodes","11238",21.000000,29.837480,"DDS demands","Known Flow",408312.500000,95572.046875,,0.000000,,,,,,,-27.948998,,,,,,,-24.992494,-27.948998,,"",,,,,,,"D1 PROFILE",,,,,,
"82108000003272","Nodes","3272",21.000000,29.846443,"DDS demands","Known Flow",403998.875000,92173.250000,,0.000000,-5.119999,,,,,,-2.124999,,-3.520000,,,,,-9.626256,-10.765000,,"","C1 PROFILE",,,,,,"D1 PROFILE",,"I2 PROFILE",,,,
"82108000001458","Nodes","1458",21.000000,29.749374,"DDS demands","Known Flow",404002.656250,92183.203125,,0.000000,,,,,,,-2.642999,,,,,,,-2.363418,-2.642999,,"",,,,,,,"D1 PROFILE",,,,,,
"82108000003304","Nodes","3304",21.000000,29.714669,"DDS demands","Known Flow",404004.906250,92189.500000,,0.000000,-4.400000,,,-7.219999,,,-8.418000,,,,,,,-17.918337,-20.037999,,"","C1 PROFILE",,,"C4 PROFILE",,,"D1 PROFILE",,,,,,
"82108000000276","Nodes","Albany Flats Manor Road DG",21.000000,45.000001,"Default Known Pressure Node","Known Pressure",410362.311610,91192.864948,,300.000000,,,,,,,,,,,,,,127.703254,142.809999,,"",,,,,,,,,,,,,
"821080-2305","Nodes","-2305",21.000000,32.179547,"Default Known Flow Node","Known Flow",404082.000000,92171.000000,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,
"821080-1468887","Nodes","-1468887",21.000000,25.789321,"Default Known Flow Node","Known Flow",403762.250000,92254.132812,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,
"82108000001456","Nodes","1456, P08120110, POLTS1-13 FOREST ROAD, -22.06",24.000000,29.794870,"CSEP Unmatched","Known Flow",406277.909559,90526.478288,,0.000000,,,,,,,,,,,,-22.059999,,-19.726446,-22.059999,,"",,,,,,,,,,,,"DC PROFILE",
"82108000001455","Nodes","1455",21.000000,44.182418,"DDS demands","Known Flow",410349.770189,91191.308714,,0.000000,,,-142.809999,,,,,,,,,,,-127.703254,-142.809999,,"",,,"C3  PROFILE",,,,,,,,,,
"82108000003296","Nodes","3296",21.000000,25.825839,"DDS demands","Known Flow",403770.406250,92240.101562,,0.000000,,,,-3.010000,,,-3.558000,,,,,,,-5.873223,-6.568000,,"",,,,"C4 PROFILE",,,"D1 PROFILE",,,,,,
"82108000004552","Nodes","4552, ""SOP10079"", ""FARCROFT ROAD,POOLE,DORSET"", 5.89",22.999998,25.760005,"CSEP DDS Matched","Known Flow",403771.500000,92253.898437,,0.000000,-5.810000,,,,,,-23.393998,-5.889999,,,,,,-31.381681,-35.093997,,"","C1 PROFILE",,,,,,"D1 PROFILE","DC PROFILE",,,,,
"82108000003297","Nodes","3297",21.000000,27.447487,"DDS demands","Known Flow",403857.000000,92213.796875,,0.000000,,,,,,,-1.707999,,,,,,,-1.527324,-1.707999,,"",,,,,,,"D1 PROFILE",,,,,,
"82108000000415","Nodes","415",21.000000,26.924650,"DDS demands","Known Flow",403861.312500,92229.601562,,0.000000,,,,,,,-1.667000,,,,,,,-1.490661,-1.667000,,"",,,,,,,"D1 PROFILE",,,,,,
"821080-8139","Nodes","-8139",21.000000,29.388344,"Default Known Flow Node","Known Flow",408873.000000,92888.882812,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,
"82108000013520","Nodes","13520",21.000000,29.874080,"DDS demands","Known Flow",408890.156250,92922.867187,,0.000000,,,,,,,-52.990000,,,,,,,-47.384605,-52.990000,,"",,,,,,,"D1 PROFILE",,,,,,
"821080-4905460","Nodes","-4905460",21.000000,30.889974,"Default Known Flow Node","Known Flow",408918.250000,92997.632812,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,
"821080-1467710","Nodes","-1467710",21.000000,38.853053,"Default Known Flow Node","Known Flow",405551.875000,93031.632812,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,
"82108000001423","Nodes","1423, Old Court Units, Commerce Centre Poole Road(REF:6111)",21.000000,29.851818,"Point Loads","Known Flow",405526.750000,92021.500000,,0.000000,,,,,,,,,,-80.029998,,,,-71.564257,-80.029998,,"",,,,,,,,,,"PL-AF PROFILE",,,
"821080-4905639","Nodes","-4905639",21.000000,38.735009,"Default Known Flow Node","Known Flow",405597.500000,92999.000000,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,
"82108000011522","Nodes","11522",21.000000,29.877057,"DDS demands","Known Flow",405324.000000,94635.500000,,0.000000,,,,,,,,,-6.269999,,,,,-5.606746,-6.269999,,"",,,,,,,,,"I2 PROFILE",,,,
"82108000011521","Nodes","11521, P09121234, 234(PLOTS1-9) COLUMBIA ROAD, -12.37SCMH",22.999998,31.468057,"CSEP Unmatched","Known Flow",407076.008554,94741.926457,,0.000000,,,,,,,,,,,,-12.369999,,-11.061474,-12.369999,,"",,,,,,,,,,,,"DC PROFILE",
"821080-3479","Nodes","-3479",21.000000,29.831948,"Default Known Flow Node","Known Flow",405324.375000,94607.250000,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,
"82108000015370","Nodes","15370",21.000000,25.019690,"DDS demands","Known Flow",407674.500000,90528.250000,,0.000000,,,,,,,-4.026000,,,,,,,-3.600121,-4.026000,,"",,,,,,,"D1 PROFILE",,,,,,
"82108000008098","Nodes","8098, P09121972, DEV@KIMBERLY ROAD, -8.86SCMH",22.999998,25.051813,"CSEP Unmatched","Known Flow",413496.026450,92361.396505,,0.000000,,,,,,,,,,,,-8.859999,,-7.922770,-8.859999,,"",,,,,,,,,,,,"DC PROFILE",
"82108000014341","Nodes","14341",21.000000,24.656474,"DDS demands","Known Flow",407611.125000,90485.750000,,0.000000,,,,,,,-11.631000,,,,,,,-10.400648,-11.631000,,"",,,,,,,"D1 PROFILE",,,,,,
"82108000002179","Nodes","2179",21.000000,29.706293,"DDS demands","Known Flow",401427.250000,92481.359375,,0.000000,-10.039999,,,,,,-21.117001,,,,,,,-27.861149,-31.157001,,"","C1 PROFILE",,,,,,"D1 PROFILE",,,,,,
"82108000008087","Nodes","P12128895, SHOTTSFORD ROAD CSEP, 5.72 SCMH",22.999998,29.540644,"CSEP Unmatched","Known Flow",401453.406250,92443.343750,,0.000000,,,,,,,,,,,,-5.719999,,-5.114926,-5.719999,,"",,,,,,,,,,,,"DC PROFILE",
"82108000002180","Nodes","2180",21.000000,29.495781,"DDS demands","Known Flow",401464.406250,92425.296875,,0.000000,,,,,,,-31.233000,,,,,,,-27.929108,-31.233000,,"",,,,,,,"D1 PROFILE",,,,,,
"82108000003179","Nodes","3179",21.000000,35.896068,"DDS demands","Known Flow",404233.406250,91700.898437,,0.000000,,,,,,,-14.446999,,,,,,,-12.918766,-14.446999,,"",,,,,,,"D1 PROFILE",,,,,,
"82108000008089","Nodes","P13132331, Plots 1-13 Parkside Road, -16.71scmh",24.000000,35.588349,"CSEP Unmatched","Known Flow",404236.011922,91621.543442,,0.000000,,,,,,,,,,,,-16.709999,,-14.942379,-16.709999,,"",,,,,,,,,,,,"DC PROFILE",
"82108000003172","Nodes","3172",21.000000,35.581001,"DDS demands","Known Flow",404160.812500,91626.898437,,0.000000,,,,,,,-24.787001,,,,,,,-22.164980,-24.787001,,"",,,,,,,"D1 PROFILE",,,,,,
"82108000003439","Nodes","3439",21.000000,27.139863,"DDS demands","Known Flow",403926.812500,91181.921875,,0.000000,,,,,,,-0.864000,,,,,,,-0.772604,-0.864000,,"",,,,,,,"D1 PROFILE",,,,,,
"82108000008091","Nodes","8091,",21.000000,44.864340,"DDS demands","Known Flow",407388.957212,93786.993072,,0.000000,,-65.459998,,,,,,,,,,,,-58.535504,-65.459998,,"",,"C2 PROFILE",,,,,,,,,,,
"821080-4905156","Nodes","-4905156",21.000000,27.925242,"Default Known Flow Node","Known Flow",403935.500000,91127.859375,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,
"82108000001039","Nodes","1039",21.000000,26.899727,"DDS demands","Known Flow",404166.312500,92967.398437,,0.000000,,,,,,,-9.872000,,,,,,,-8.827719,-9.872000,,"",,,,,,,"D1 PROFILE",,,,,,
"82108000008090","Nodes","8090, P10125100, PLOTS 1-6 FLAGHEAD ROAD, -7.29SCMH",22.999998,26.050488,"CSEP Unmatched","Known Flow",405426.016873,89095.451971,,0.000000,,,,,,,,,,,,-7.289999,,-6.518848,-7.289999,,"",,,,,,,,,,,,"DC PROFILE",
"82108000001731","Nodes","1731",21.000000,26.043168,"Default Known Flow Node","Known Flow",404123.500000,92766.101562,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,
"82108000015078","Nodes","P12129721, PLOTS 1-26 R/O 27-29 CARDIGAN ROAD, -27.05SCMH",24.000000,27.368979,"CSEP Unmatched","Known Flow",408853.869421,93507.458128,,0.000000,,,,,,,,,,,,-27.049998,,-24.188592,-27.049998,,"",,,,,,,,,,,,"DC PROFILE",
"82108000008092","Nodes","8092",21.000000,35.570530,"Default Known Flow Node","Known Flow",412114.312500,94769.828125,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,
"82108000015095","Nodes","15095",21.000000,35.530190,"Default Known Flow Node","Known Flow",412092.000000,94760.750000,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,
"821080-1467298","Nodes","-1467298",21.000000,33.290553,"Default Known Flow Node","Known Flow",405992.750000,91822.250000,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,
"82108000008093","Nodes","8093, P12130936, RINGWOOD ROAD, SCH 16.71",22.999998,30.591718,"CSEP Unmatched","Known Flow",403742.000000,93429.589623,,0.000000,,,,,,,,,,,,-16.709999,,-14.942379,-16.709999,,"",,,,,,,,,,,,"DC PROFILE",
"821080-4286","Nodes","-4286",21.000000,32.877327,"Default Known Flow Node","Known Flow",406088.562500,91786.968750,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,
"82108000012294","Nodes","12294",21.000000,26.246729,"DDS demands","Known Flow",408966.250000,94011.000000,,0.000000,,,,,,,-11.428001,,,,,,,-10.219123,-11.428001,,"",,,,,,,"D1 PROFILE",,,,,,
"82108000008094","Nodes","8094",21.000000,26.253368,"Default Known Flow Node","Known Flow",408944.718750,94017.171875,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,
"82108000012295","Nodes","12295",21.000000,26.329930,"DDS demands","Known Flow",408836.625000,94042.632812,,0.000000,-8.109999,,,,,,-44.359002,,-7.539999,,,,,-53.661122,-60.009000,,"","C1 PROFILE",,,,,,"D1 PROFILE",,"I2 PROFILE",,,,
"821080-8039","Nodes","-8039",21.000000,35.571064,"Default Known Flow Node","Known Flow",408993.250000,92435.250000,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,
"82108000008095","Nodes","8095",21.000000,35.662240,"Default Known Flow Node","Known Flow",408998.000000,92430.242187,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,
"82108000013649","Nodes","13649",21.000000,36.135982,"Default Known Flow Node","Known Flow",409025.375000,92407.250000,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,
"821080-4906262","Nodes","-4906262",21.000000,27.040565,"Default Known Flow Node","Known Flow",407517.500000,96008.132812,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,
"82108000008096","Nodes","P14135336, WESTERN AVENUE CSEP, 21.23 SCMH",24.000000,26.541969,"CSEP Unmatched","Known Flow",407599.077648,95992.179653,,0.000000,,,,,,,,,,,,-21.229999,,-18.984246,-21.229999,,"",,,,,,,,,,,,"DC PROFILE",
"82108000010814","Nodes","10814",21.000000,27.071404,"DDS demands","Known Flow",407472.875000,95901.500000,,0.000000,,,,,,,-8.906000,,,,,,,-7.963904,-8.906000,,"",,,,,,,"D1 PROFILE",,,,,,
"82108000011760","Nodes","11760",21.000000,30.193589,"DDS demands","Known Flow",405861.875000,94260.500000,,0.000000,,,,,,,-10.075000,,,,,,,-9.009245,-10.075000,,"",,,,,,,"D1 PROFILE",,,,,,
"82108000008097","Nodes","8097",21.000000,30.185343,"Default Known Flow Node","Known Flow",405853.562500,94250.851562,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,
"82108000011531","Nodes","11531",21.000000,30.178961,"DDS demands","Known Flow",405847.125000,94243.382812,,0.000000,,,,,,,-24.888999,,,,,,,-22.256188,-24.888999,,"",,,,,,,"D1 PROFILE",,,,,,
"82108000001545","Nodes","1545",21.000000,37.446392,"DDS demands","Known Flow",405660.000000,92717.296875,,0.000000,,,,,,,-17.660000,,,,,,,-15.791888,-17.660000,,"",,,,,,,"D1 PROFILE",,,,,,
"82108000008099","Nodes","8099",21.000000,37.826086,"Default Known Flow Node","Known Flow",405667.531250,92736.687500,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,
"82108000001547","Nodes","1547",21.000000,37.645868,"Default Known Flow Node","Known Flow",405676.375000,92760.859375,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,
"82108000014006","Nodes","14006",21.000000,33.634695,"DDS demands","Known Flow",405697.250000,90963.750000,,0.000000,,,,-7.909999,,,-12.037999,,,,,,,-17.837857,-19.947998,,"",,,,"C4 PROFILE",,,"D1 PROFILE",,,,,,
"82108000008080","Nodes","8080",21.000000,32.749268,"Default Known Flow Node","Known Flow",405762.062500,91104.226562,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,
"82108000014005","Nodes","14005",21.000000,32.719137,"DDS demands","Known Flow",405769.375000,91113.250000,,0.000000,,,-2.660000,,,,-8.102999,,,,,,,-9.624467,-10.762999,,"",,,"C3  PROFILE",,,,"D1 PROFILE",,,,,,
"821080-4906211","Nodes","-4906211",21.000000,35.825679,"Default Known Flow Node","Known Flow",406007.750000,95556.250000,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,
"82108000008081","Nodes","8081, P08119489, Seafield Road, SCH 9.14",22.999998,29.503407,"CSEP Unmatched","Known Flow",414273.215045,91461.921420,,0.000000,,,,,,,,,,,,-9.140000,,-8.173152,-9.140000,,"",,,,,,,,,,,,"PL-AF PROFILE",
