"NAME","TYPE","FlowCategoryTotalVolumetricFlow","FlowCategoryTotalThermalFlow","FlowCategoryMultiplier","FlowCategoryType","CategoryActive"
"Base Volumetric","Flow Categories",0.000000,0.000000,1.000000,"Volumetric",-1.000000
"Base Thermal","Flow Categories",,,1.000000,"Thermal",-1.000000
"D1","Flow Categories",-965.740001,0.000000,1.000000,"Volumetric",-1.000000
"C2","Flow Categories",-23.889999,0.000000,1.000000,"Volumetric",-1.000000
"C4","Flow Categories",-16.769999,0.000000,1.000000,"Volumetric",-1.000000
"C3","Flow Categories",-47.930000,0.000000,1.000000,"Volumetric",-1.000000
"DC","Flow Categories",-44.749993,0.000000,1.000000,"Volumetric",-1.000000
"I2","Flow Categories",-21.779999,0.000000,1.000000,"Volumetric",-1.000000
"PL-DC","Flow Categories",,,1.000000,"Volumetric",-1.000000
"Base Diversified Volumetric","Flow Categories",,,1.000000,"Diversified Volumetric",-1.000000
"Base Diversified Thermal","Flow Categories",,,1.000000,"Diversified Thermal",-1.000000
"PL-AF","Flow Categories",,,1.000000,"Volumetric",-1.000000
"CC","Flow Categories",-67.849998,0.000000,1.000000,"Volumetric",-1.000000
"C1","Flow Categories",-6.000000,0.000000,1.000000,"Volumetric",-1.000000
