"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(CT)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(I2)","NodeFlowByCategory(PL-AF)","NodeFlowByCategory(PL-DC)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(CT)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(I2)","NodeFlowProfileNameByCategory(PL-AF)","NodeFlowProfileNameByCategory(PL-DC)"
"82004000000431","Nodes","431",21.000000,44.953941,"DDS demands","Known Flow",472621.419069,98634.742771,,0.000000,-2.840000,,,,,,,,,,-2.539578,-2.840000,,"","C1 PROFILE",,,,,,,,,
"82004000000922","Nodes","922",21.000000,41.162247,"Default Known Flow Node","Known Flow",470930.353300,99726.781347,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"82004000000955","Nodes","955",21.000000,44.885077,"DDS demands","Known Flow",472747.604239,98579.250474,,0.000000,,,,,,-1.059999,,,,,-0.947870,-1.059999,,"",,,,,,"D1 PROFILE",,,,
"82004000000774","Nodes","774",21.000000,44.793967,"DDS demands","Known Flow",472880.189486,98536.610236,,0.000000,,,-1.469999,-2.200000,,-7.909999,,,,,-10.355043,-11.579999,,"",,,"C3  PROFILE","C4 PROFILE",,"D1 PROFILE",,,,
"82004000000131","Nodes","131",21.000000,32.806363,"DDS demands","Known Flow",471995.676590,98877.603116,,0.000000,,,-1.820000,,,-24.750000,,,,,-23.759370,-26.570000,,"",,,"C3  PROFILE",,,"D1 PROFILE",,,,
"82004000000537","Nodes","537",21.000000,34.334123,"Default Known Flow Node","Known Flow",471984.129206,98816.176210,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"82004000000132","Nodes","132",21.000000,34.631771,"DDS demands","Known Flow",471980.516015,98804.252263,,0.000000,,,-1.720000,,,-1.900000,,,,,-3.237068,-3.619999,,"",,,"C3  PROFILE",,,"D1 PROFILE",,,,
"82004000000330","Nodes","330",21.000000,28.976209,"DDS demands","Known Flow",471176.606367,99206.684205,,0.000000,,,,,,-17.120000,,,,,-15.309011,-17.120000,,"",,,,,,"D1 PROFILE",,,,
"82004000008511","Nodes","8511",21.000000,44.906327,"Default Known Flow Node","Known Flow",472709.443511,98594.593901,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"82004000008603","Nodes","8603",21.000000,44.935703,"Default Known Flow Node","Known Flow",472657.789770,98617.538045,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"82004000000771","Nodes","771",21.000000,44.910351,"DDS demands","Known Flow",472625.253762,98662.666057,,0.000000,,,,,,-3.440000,,,,,-3.076109,-3.440000,,"",,,,,,"D1 PROFILE",,,,
"82004000000466","Nodes","466",21.000000,32.994377,"DDS demands","Known Flow",472594.353705,99935.728379,,0.000000,,,,,,-1.869999,,,,,-1.672187,-1.869999,,"",,,,,,"D1 PROFILE",,,,
"82004000000527","Nodes","527",21.000000,27.432974,"DDS demands","Known Flow",472504.491544,99724.046420,,0.000000,,,,,,-7.610000,,,,,-6.804998,-7.610000,,"",,,,,,"D1 PROFILE",,,,
"82004000000526","Nodes","526",21.000000,27.421765,"DDS demands","Known Flow",472495.454678,99780.975384,,0.000000,,,,,,-6.869999,,,,,-6.143277,-6.869999,,"",,,,,,"D1 PROFILE",,,,
"82004000000286","Nodes","286",21.000000,41.738815,"DDS demands","Known Flow",472337.804683,99173.023196,,0.000000,-3.240000,,,,,-5.729999,,-19.650000,,,-25.592517,-28.619999,,"","C1 PROFILE",,,,,"D1 PROFILE",,"I2 PROFILE",,
"82004000008509","Nodes","8509",21.000000,36.089708,"Default Known Flow Node","Known Flow",471498.503127,98975.169003,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"82004000000105","Nodes","105",21.000000,37.074391,"DDS demands","Known Flow",471458.200444,99090.478173,,0.000000,,,,,,-9.439999,,,,,-8.441416,-9.439999,,"",,,,,,"D1 PROFILE",,,,
"82004000000332","Nodes","332",21.000000,36.314618,"Default Known Flow Node","Known Flow",471445.686441,99039.191160,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"82004000000104","Nodes","104",21.000000,34.489879,"DDS demands","Known Flow",471527.837396,98938.671605,,0.000000,-1.090000,,,,,-0.059999,,,,,-1.028350,-1.150000,,"","C1 PROFILE",,,,,"D1 PROFILE",,,,
"82004000008512","Nodes","8512",21.000000,34.534411,"Default Known Flow Node","Known Flow",471521.964843,98939.527842,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"82004000000942","Nodes","942",21.000000,34.211779,"DDS demands","Known Flow",471565.738379,98929.862936,,0.000000,,,,,,-2.609999,,,,,-2.333908,-2.609999,,"",,,,,,"D1 PROFILE",,,,
"82004000000953","Nodes","953",21.000000,35.979838,"Default Known Flow Node","Known Flow",472753.570860,99071.968253,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"82004000000215","Nodes","215",21.000000,35.953877,"DDS demands","Known Flow",472947.122121,99004.733232,,0.000000,,,,,,-7.920000,,,,,-7.082205,-7.920000,,"",,,,,,"D1 PROFILE",,,,
"82004000000213","Nodes","213",21.000000,34.500375,"DDS demands","Known Flow",473076.436884,99059.423165,,0.000000,,,,,,-3.029999,,,,,-2.709480,-3.029999,,"",,,,,,"D1 PROFILE",,,,
"82004000005000","Nodes","5000",21.000000,34.515613,"Default Known Flow Node","Known Flow",473096.046664,99056.103842,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"82004000000212","Nodes","212",21.000000,34.528994,"DDS demands","Known Flow",473113.624340,99057.396267,,0.000000,,,,,,-3.989999,,,,,-3.567929,-3.989999,,"",,,,,,"D1 PROFILE",,,,
"82004000000203","Nodes","203",21.000000,33.059711,"DDS demands","Known Flow",473287.305942,99019.012154,,0.000000,,,,,,-1.120000,,,,,-1.001524,-1.120000,,"",,,,,,"D1 PROFILE",,,,
"82004000000966","Nodes","966",21.000000,61.888939,"Default Known Flow Node","Known Flow",473190.625424,103867.268690,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"82004000000967","Nodes","967",21.000000,61.801253,"Default Known Flow Node","Known Flow",473188.703848,103896.449347,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"82004000000884","Nodes","884",21.000000,69.781566,"DDS demands","Known Flow",473070.256883,103732.469437,,0.000000,,,,,,-12.199999,,,,,-10.909458,-12.199999,,"",,,,,,"D1 PROFILE",,,,
"82004000000210","Nodes","210",21.000000,34.180751,"DDS demands","Known Flow",473188.198517,99035.704544,,0.000000,,,,,,-15.079999,,,,,-13.484805,-15.079999,,"",,,,,,"D1 PROFILE",,,,
"82004000000201","Nodes","201",21.000000,35.207320,"DDS demands","Known Flow",473197.811745,98953.225279,,0.000000,,,,,,-5.209999,,,,,-4.658875,-5.209999,,"",,,,,,"D1 PROFILE",,,,
"82004000000343","Nodes","343",21.000000,34.431172,"DDS demands","Known Flow",472557.532728,100362.598904,,0.000000,-0.850000,,,,,-12.229999,,,,,-11.696370,-13.080000,,"","C1 PROFILE",,,,,"D1 PROFILE",,,,
"82004000000189","Nodes","189",21.000000,30.797424,"DDS demands","Known Flow",472474.852399,100540.589892,,0.000000,,,,,,-8.669999,,,,,-7.752868,-8.669999,,"",,,,,,"D1 PROFILE",,,,
"82004000000822","Nodes","822",21.000000,36.809536,"Default Known Flow Node","Known Flow",471477.174310,100366.853397,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"82004000000223","Nodes","223",21.000000,44.294914,"DDS demands","Known Flow",473067.376882,98541.582024,,0.000000,,,,,,-2.400000,,,,,-2.146123,-2.400000,,"",,,,,,"D1 PROFILE",,,,
"82004000000583","Nodes","583",21.000000,28.106997,"DDS demands","Known Flow",470304.449656,99622.787038,,0.000000,,,,,,-9.090000,,,,,-8.128440,-9.090000,,"",,,,,,"D1 PROFILE",,,,
"82004000000584","Nodes","584",21.000000,30.382201,"DDS demands","Known Flow",470506.397924,99674.237106,,0.000000,,,,,,-17.120000,,,,,-15.309011,-17.120000,,"",,,,,,"D1 PROFILE",,,,
"82004000000027","Nodes","27",21.000000,33.405412,"DDS demands","Known Flow",470696.174237,99750.889353,,0.000000,,,,,,-16.190000,,,,,-14.477388,-16.190000,,"",,,,,,"D1 PROFILE",,,,
"82004000000731","Nodes","731",21.000000,44.255445,"DDS demands","Known Flow",471263.309391,99610.982315,,0.000000,-3.359999,,,-10.450000,,-13.439999,,,,,-24.367437,-27.250000,,"","C1 PROFILE",,,"C4 PROFILE",,"D1 PROFILE",,,,
"82004000000732","Nodes","732",21.000000,42.890550,"DDS demands","Known Flow",471113.006241,99641.010353,,0.000000,,,,-4.600000,,-22.209998,,,,,-23.973980,-26.809998,,"",,,,"C4 PROFILE",,"D1 PROFILE",,,,
"82004000000733","Nodes","733",21.000000,41.482385,"DDS demands","Known Flow",470944.604282,99720.585491,,0.000000,-8.300000,,,,,-2.079999,,,,,-9.281982,-10.380000,,"","C1 PROFILE",,,,,"D1 PROFILE",,,,
"82004000000515","Nodes","515",21.000000,42.742942,"Default Known Flow Node","Known Flow",471273.169346,99495.079119,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"82004000001014","Nodes","1014",21.000000,44.730741,"DDS demands","Known Flow",471274.227994,99657.217160,,0.000000,,,,,,-1.190000,,,,,-1.064119,-1.190000,,"",,,,,,"D1 PROFILE",,,,
"82004000000060","Nodes","60",21.000000,44.633820,"DDS demands","Known Flow",471280.853396,99734.803349,,0.000000,,,,,,-7.050000,,,,,-6.304236,-7.050000,,"",,,,,,"D1 PROFILE",,,,
"82004000000831","Nodes","831",21.000000,41.632438,"DDS demands","Known Flow",471438.352851,99946.708361,,0.000000,,,,,,-1.539999,,,,,-1.377095,-1.539999,,"",,,,,,"D1 PROFILE",,,,
"82004000000835","Nodes","835",21.000000,41.461792,"DDS demands","Known Flow",471419.937261,99897.181582,,0.000000,,,,,,-5.769999,,,,,-5.159637,-5.769999,,"",,,,,,"D1 PROFILE",,,,
"82004000000684","Nodes","684",21.000000,38.600038,"DDS demands","Known Flow",471356.532467,100116.313231,,0.000000,,,,,,-6.020000,,,,,-5.383191,-6.020000,,"",,,,,,"D1 PROFILE",,,,
"82004000000348","Nodes","348",21.000000,39.208237,"DDS demands","Known Flow",471377.897719,100073.842754,,0.000000,,,,,,-6.510000,,,,,-5.821358,-6.510000,,"",,,,,,"D1 PROFILE",,,,
"82004000008540","Nodes","8540",21.000000,29.157728,"Default Known Flow Node","Known Flow",471097.724459,99010.491652,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"82004000000096","Nodes","96",21.000000,29.300680,"DDS demands","Known Flow",471127.102108,99006.834470,,0.000000,,,,,,-12.780000,,,,,-11.428104,-12.780000,,"",,,,,,"D1 PROFILE",,,,
"82004000000882","Nodes","882",21.000000,29.697347,"Default Known Flow Node","Known Flow",471167.034489,98999.494821,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"82004000000739","Nodes","739",21.000000,37.045559,"Default Known Flow Node","Known Flow",471464.678154,99087.984181,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"82004000000073","Nodes","73",21.000000,37.726017,"DDS demands","Known Flow",471456.533818,99247.600965,,0.000000,,-6.000000,-7.600000,,,-11.400000,,,,,-22.355447,-24.999999,,"",,"C2 PROFILE","C3  PROFILE",,,"D1 PROFILE",,,,
"82004000000072","Nodes","72",21.000000,38.989969,"DDS demands","Known Flow",471450.013457,99414.391981,,0.000000,,,,,,-17.799998,,,,,-15.917077,-17.799998,,"",,,,,,"D1 PROFILE",,,,
"82004000008612","Nodes","8612",21.000000,31.404222,"Default Known Flow Node","Known Flow",472674.558120,99956.082605,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
