"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(CC)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(DH)","NodeFlowByCategory(I2)","NodeFlowByCategory(PL-AF)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(CC)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(DH)","NodeFlowProfileNameByCategory(I2)","NodeFlowProfileNameByCategory(PL-AF)"
"82010000000011","Nodes","11","21.000000","32.535526","DDS demands","Known Flow","380675.573276","132265.120382","","0.000000","","","","","","-5.160000","","","","","-4.614164","-5.160000","","","","","","","","D1 PROFILE","","","",""
"82010000000247","Nodes","247","21.000000","32.484360","DDS demands","Known Flow","380607.091238","132251.189594","","0.000000","","","","","","-6.079999","","","","","-5.436844","-6.079999","","","","","","","","D1 PROFILE","","","",""
"82010000000214","Nodes","214","21.000000","37.559953","DDS demands","Known Flow","381569.605190","131890.442876","","0.000000","-6.000000","","","","","-3.309999","","","","","-8.325168","-9.310000","","","C1 PROFILE","","","","","D1 PROFILE","","","",""
"82010000004017","Nodes","4017","21.000000","40.901489","Default Known Flow Node","Known Flow","381593.643331","132024.916152","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"82010000000035","Nodes","35","21.000000","38.310295","DDS demands","Known Flow","381656.082985","132128.202761","","0.000000","","","","","","-0.750000","","","","","-0.670663","-0.750000","","","","","","","","D1 PROFILE","","","",""
"82010000000212","Nodes","212","21.000000","38.182507","DDS demands","Known Flow","381666.828339","132103.544646","","0.000000","","","","","","-1.620000","","","","","-1.448633","-1.620000","","","","","","","","D1 PROFILE","","","",""
"82010000000061","Nodes","61","21.000000","31.460967","DDS demands","Known Flow","381275.258583","132650.378743","","0.000000","","","","","","-1.100000","","","","","-0.983639","-1.100000","","","","","","","","D1 PROFILE","","","",""
"82010000000063","Nodes","63","21.000000","31.455656","DDS demands","Known Flow","381264.639567","132662.553932","","0.000000","","","","","","-2.109999","","","","","-1.886799","-2.109999","","","","","","","","D1 PROFILE","","","",""
"82010000000062","Nodes","62","21.000000","31.455855","DDS demands","Known Flow","381265.182624","132646.276388","","0.000000","","","","","","-2.039999","","","","","-1.824204","-2.039999","","","","","","","","D1 PROFILE","","","",""
"82010000000177","Nodes","177","21.000000","22.835625","DDS demands","Known Flow","381406.813045","131442.353372","","0.000000","","","","","","-6.289999","","","","","-5.624630","-6.289999","","","","","","","","D1 PROFILE","","","",""
"82010000008000","Nodes","Logger 3329, Woodlands Road","21.000000","35.559907","DDS demands","Known Flow","381593.031516","131308.323050","","0.000000","","","","","","-2.119999","","","","","-1.895741","-2.119999","","","","","","","","D1 PROFILE","","","",""
"82010000000268","Nodes","268","21.000000","30.950835","DDS demands","Known Flow","382126.310135","131281.707933","","0.000000","","","","","","-4.699999","","","","","-4.202823","-4.699999","","","","","","","","D1 PROFILE","","","",""
"82010000000267","Nodes","267","21.000000","31.138656","DDS demands","Known Flow","382074.685121","131419.707970","","0.000000","","","","","","-7.430000","","","","","-6.644039","-7.430000","","","","","","","","D1 PROFILE","","","",""
"82010000004003","Nodes","4003","21.000000","34.107884","Default Known Flow Node","Known Flow","381800.865189","131711.059070","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"82010000000200","Nodes","200","21.000000","34.094988","DDS demands","Known Flow","381802.547098","131712.740978","","0.000000","","","","","","-6.760000","","","","","-6.044912","-6.760000","","","","","","","","D1 PROFILE","","","",""
"82010000004004","Nodes","4004","21.000000","34.107884","Default Known Flow Node","Known Flow","381802.458576","131709.288640","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"82010000000002","Nodes","PETTRIDGE ROAD DG, Site ID 3971","21.000000","45.999998","Default Known Pressure Node","Known Pressure","381586.067286","131990.639168","","7150.000080","","","","","","","","","","","1162.100523","1299.572032","","","","","","","","","","","",""
"82010000000226","Nodes","226","21.000000","45.435672","Default Known Flow Node","Known Flow","381590.040090","131988.237007","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"82010000000209","Nodes","209","21.000000","35.175680","DDS demands","Known Flow","381609.184995","131716.208051","","0.000000","","","","","","-4.010000","","","","","-3.585814","-4.010000","","","","","","","","D1 PROFILE","","","",""
"82010000000199","Nodes","199","21.000000","35.035535","DDS demands","Known Flow","381548.520261","131724.495759","","0.000000","","","","","","-5.630000","","","","","-5.034446","-5.630000","","","","","","","","D1 PROFILE","","","",""
"82010000000210","Nodes","210","21.000000","34.895702","DDS demands","Known Flow","381600.557789","131804.790225","","0.000000","","","","","","-7.760000","","","","","-6.939131","-7.760000","","","","","","","","D1 PROFILE","","","",""
"82010000004000","Nodes","4000","21.000000","35.687950","Default Known Flow Node","Known Flow","381649.917156","131525.745248","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"82010000000223","Nodes","223","21.000000","35.150250","DDS demands","Known Flow","381650.118357","131888.357817","","0.000000","","","","","","-0.999999","","","","","-0.894217","-0.999999","","","","","","","","D1 PROFILE","","","",""
"82010000004001","Nodes","4001","21.000000","35.227889","Default Known Flow Node","Known Flow","381670.801701","131965.479258","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"82010000000225","Nodes","225","21.000000","35.117945","DDS demands","Known Flow","381640.053310","131887.741589","","0.000000","","","","","","-7.479999","","","","","-6.688749","-7.479999","","","","","","","","D1 PROFILE","","","",""
"82010000000208","Nodes","208","21.000000","35.087365","DDS demands","Known Flow","381657.307677","131854.259900","","0.000000","","","","","","-0.129999","","","","","-0.116248","-0.129999","","","","","","","","D1 PROFILE","","","",""
"82010000000224","Nodes","224","21.000000","35.078718","DDS demands","Known Flow","381629.988262","131867.406085","","0.000000","","","","","","-1.909999","","","","","-1.707956","-1.909999","","","","","","","","D1 PROFILE","","","",""
"82010000000027","Nodes","27","21.000000","35.250952","DDS demands","Known Flow","381650.667246","131977.128960","","0.000000","","","","","","-7.809999","","","","","-6.983841","-7.809999","","","","","","","","D1 PROFILE","","","",""
"82010000004002","Nodes","4002","21.000000","35.227889","Default Known Flow Node","Known Flow","381686.681184","131968.467380","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"82010000000219","Nodes","219","21.000000","34.222285","DDS demands","Known Flow","381846.049554","131773.486124","","0.000000","","","","","","-5.639999","","","","","-5.043388","-5.639999","","","","","","","","D1 PROFILE","","","",""
"82010000000201","Nodes","201","21.000000","34.116029","DDS demands","Known Flow","381837.070483","131744.431676","","0.000000","","","","","","-16.479999","","","","","-14.736710","-16.479999","","","","","","","","D1 PROFILE","","","",""
"82010000000202","Nodes","202","21.000000","33.562091","DDS demands","Known Flow","381828.926505","131685.653399","","0.000000","","","","","","-10.909999","","","","","-9.755916","-10.909999","","","","","","","","D1 PROFILE","","","",""
"82010000000218","Nodes","218","21.000000","33.218828","DDS demands","Known Flow","381909.310076","131685.458043","","0.000000","","","","","","-6.749999","","","","","-6.035970","-6.749999","","","","","","","","D1 PROFILE","","","",""
"82010000000031","Nodes","31","21.000000","34.239512","DDS demands","Known Flow","381917.483528","131801.624823","","0.000000","","","","","","-3.549999","","","","","-3.174473","-3.549999","","","","","","","","D1 PROFILE","","","",""
"82010000000220","Nodes","220","21.000000","33.972980","DDS demands","Known Flow","381816.310051","131793.458072","","0.000000","","","","","","-8.939999","","","","","-7.994307","-8.939999","","","","","","","","D1 PROFILE","","","",""
"82010000000033","Nodes","33","21.000000","34.281884","DDS demands","Known Flow","381974.864196","131814.685348","","0.000000","","","","","","-2.079999","","","","","-1.859973","-2.079999","","","","","","","","D1 PROFILE","","","",""
"82010000000032","Nodes","32","21.000000","34.229577","DDS demands","Known Flow","381969.939736","131732.896486","","0.000000","","","","","","-6.809999","","","","","-6.089623","-6.809999","","","","","","","","D1 PROFILE","","","",""
"82010000000030","Nodes","30","21.000000","32.106077","DDS demands","Known Flow","381991.185099","131529.208000","","0.000000","","","","","","-3.039999","","","","","-2.718422","-3.039999","","","","","","","","D1 PROFILE","","","",""
"82010000000203","Nodes","203","21.000000","31.483338","DDS demands","Known Flow","381986.060097","131497.332991","","0.000000","","","","","","-11.220000","","","","","-10.033124","-11.220000","","","","","","","","D1 PROFILE","","","",""
"82010000000221","Nodes","221","21.000000","43.455776","Default Known Flow Node","Known Flow","381601.404158","131999.878247","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"82010000000249","Nodes","249","21.000000","29.149359","Default Known Flow Node","Known Flow","380303.559639","132302.708211","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"82010000000250","Nodes","250","21.000000","29.169656","DDS demands","Known Flow","380326.124388","132328.346730","","0.000000","-3.710000","","","","","-0.820000","","","-21.190000","","-22.999284","-25.720000","","","C1 PROFILE","","","","","D1 PROFILE","","","I2 PROFILE",""
"82010000004007","Nodes","4007","21.000000","29.169656","Default Known Flow Node","Known Flow","380308.856219","132329.551486","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"82010000000233","Nodes","233","21.000000","29.823193","DDS demands","Known Flow","380280.996238","132294.964950","","0.000000","","","","","","","","","-22.250000","","-19.896348","-22.250000","","","","","","","","","","","I2 PROFILE",""
"82010000004006","Nodes","4006","21.000000","29.169656","Default Known Flow Node","Known Flow","380308.543875","132339.942506","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"82010000004008","Nodes","4008","21.000000","28.992979","Default Known Flow Node","Known Flow","380333.202329","132328.547522","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"82010000004009","Nodes","4009","21.000000","28.992979","Default Known Flow Node","Known Flow","380333.263683","132338.514647","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"82010000004010","Nodes","4010","21.000000","28.992979","Default Known Flow Node","Known Flow","380334.658076","132328.547522","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"82010000004011","Nodes","4011","21.000000","28.992979","Default Known Flow Node","Known Flow","380341.295389","132343.779877","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"82010000004013","Nodes","4013","21.000000","32.241378","Default Known Flow Node","Known Flow","380418.438814","132257.768109","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"82010000000251","Nodes","251","21.000000","32.241378","Default Known Flow Node","Known Flow","380418.338418","132260.227819","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"82010000004012","Nodes","4012","21.000000","32.241378","Default Known Flow Node","Known Flow","380414.924943","132257.918704","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"82010000004038","Nodes","4038","21.000000","32.241378","Default Known Flow Node","Known Flow","380419.141588","132244.264803","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"82010000001001","Nodes","1001","21.000000","32.241378","Default Known Flow Node","Known Flow","380379.736029","132243.260840","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"82010000000189","Nodes","189","21.000000","32.044972","Default Known Flow Node","Known Flow","380771.829416","132393.899634","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"82010000000179","Nodes","179","21.000000","32.305144","DDS demands","Known Flow","380791.017342","132377.992915","","0.000000","","","","","","-0.519999","","","","","-0.464993","-0.519999","","","","","","","","D1 PROFILE","","","",""
"82010000000231","Nodes","231","21.000000","32.570345","DDS demands","Known Flow","380714.679849","132272.386636","","0.000000","","","","","","-1.080000","","","","","-0.965755","-1.080000","","","","","","","","D1 PROFILE","","","",""
"82010000004014","Nodes","4041","21.000000","33.496863","Default Known Flow Node","Known Flow","380907.110383","132304.782473","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"82010000000192","Nodes","192","21.000000","31.963961","DDS demands","Known Flow","380699.143556","132439.479874","","0.000000","","","","","","-3.960000","","","","","-3.541102","-3.960000","","","","","","","","D1 PROFILE","","","",""
"82010000004015","Nodes","4015","21.000000","32.018800","Default Known Flow Node","Known Flow","380714.614366","132460.657131","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"82010000000178","Nodes","178","21.000000","32.602880","DDS demands","Known Flow","380749.036435","132274.358031","","0.000000","","","","","","-10.159999","","","","","-9.085253","-10.159999","","","","","","","","D1 PROFILE","","","",""
"82010000000232","Nodes","232","21.000000","32.307131","Default Known Flow Node","Known Flow","380699.138181","132043.848621","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"82010000000193","Nodes","193","21.000000","31.276284","Default Known Flow Node","Known Flow","380752.023292","132391.165295","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"82010000000194","Nodes","194","21.000000","31.031276","DDS demands","Known Flow","380729.581806","132417.465962","","0.000000","","","","","","-7.139999","","","","","-6.384715","-7.139999","","","","","","","","D1 PROFILE","","","",""
"82010000000195","Nodes","195","21.000000","30.696996","DDS demands","Known Flow","380751.769672","132369.227179","","0.000000","","","-13.520000","","","","","","","","-12.089825","-13.520000","","","","","C3 PROFILE","","","","","","",""
"82010000000230","Nodes","230","21.000000","33.395225","DDS demands","Known Flow","380908.224565","132303.227710","","0.000000","","","","","","-5.709999","","","","","-5.105984","-5.709999","","","","","","","","D1 PROFILE","","","",""
"82010000000190","Nodes","190","21.000000","32.443005","DDS demands","Known Flow","380787.656879","132429.081461","","0.000000","","","","","","-3.579999","","","","","-3.201299","-3.579999","","","","","","","","D1 PROFILE","","","",""
"82010000000191","Nodes","191","21.000000","32.244858","DDS demands","Known Flow","380788.544548","132458.501362","","0.000000","","","","","","-3.010000","","","","","-2.691595","-3.010000","","","","","","","","D1 PROFILE","","","",""
"82010000000180","Nodes","180","21.000000","32.129989","Default Known Flow Node","Known Flow","380815.555061","132390.119114","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"82010000000182","Nodes","182","21.000000","32.270708","DDS demands","Known Flow","380841.424285","132454.823875","","0.000000","","","","","","-3.869999","","","","","-3.460623","-3.869999","","","","","","","","D1 PROFILE","","","",""
"82010000000181","Nodes","181","21.000000","32.124088","DDS demands","Known Flow","380842.559786","132393.458235","","0.000000","","","","","","-1.360000","","","","","-1.216136","-1.360000","","","","","","","","D1 PROFILE","","","",""
"82010000000183","Nodes","183","21.000000","32.143374","DDS demands","Known Flow","380878.701636","132444.287342","","0.000000","","","","","","-2.539999","","","","","-2.271313","-2.539999","","","","","","","","D1 PROFILE","","","",""
"82010000000184","Nodes","184","21.000000","31.110487","DDS demands","Known Flow","380910.739775","132428.978477","","0.000000","","","","","","-2.180000","","","","","-1.949395","-2.180000","","","","","","","","D1 PROFILE","","","",""
