"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(CC)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(DH)","NodeFlowByCategory(I2)","NodeFlowByCategory(PL-AF)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(CC)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(DH)","NodeFlowProfileNameByCategory(I2)","NodeFlowProfileNameByCategory(PL-AF)"
"82010000000004","Nodes","ROOK STREET RRI","21.000000","22.999999","Default Known Pressure Node","Known Pressure","381444.577807","131436.225118","","99.999997","","","","","","","","","","","7.511430","8.400000","","","","","","","","","","","",""
"82010000000176","Nodes","176","21.000000","22.992252","DDS demands","Known Flow","381445.283521","131437.745118","","0.000000","","","","","","-2.109999","","","","","-1.886799","-2.109999","","","","","","","","D1 PROFILE","","","",""
"82010000000256","Nodes","256","21.000000","33.232904","DDS demands","Known Flow","381231.559892","132343.208222","","0.000000","","-4.659999","","","","-3.960000","","","","","-3.541102","-3.960000","","","","C2 PROFILE","","","","D1 PROFILE","","","",""
"82010000001014","Nodes","1014","21.000000","30.817173","DDS demands","Known Flow","381253.643351","132280.363966","","0.000000","","","-17.040000","","","-6.740000","","","","","-21.264501","-23.779999","","","","","C3 PROFILE","","","D1 PROFILE","","","",""
"82010000000258","Nodes","258","21.000000","30.582981","DDS demands","Known Flow","381281.334434","132199.335911","","0.000000","","","","","","-4.940000","","","","","-4.417436","-4.940000","","","","","","","","D1 PROFILE","","","",""
"82010000000171","Nodes","171","21.000000","37.338145","Default Known Flow Node","Known Flow","381707.225946","132226.644610","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"82010000001013","Nodes","1013","21.000000","37.267695","DDS demands","Known Flow","381677.385347","132217.639459","","0.000000","","","","","","-5.989999","","","","","-5.356365","-5.989999","","","","","","","","D1 PROFILE","","","",""
"82010000001011","Nodes","1011","21.000000","34.266966","DDS demands","Known Flow","381470.086417","132523.700450","","0.000000","","","","","","-5.010000","","","","","-4.480031","-5.010000","","","","","","","","D1 PROFILE","","","",""
"82010000001012","Nodes","1012","21.000000","34.220512","DDS demands","Known Flow","381487.494076","132496.118452","","0.000000","","","","","","-0.730000","","","","","-0.652779","-0.730000","","","","","","","","D1 PROFILE","","","",""
"82010000004042","Nodes","4042","21.000000","34.172423","Default Known Flow Node","Known Flow","381440.342187","132521.372017","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"82010000004043","Nodes","4043","21.000000","34.307993","Default Known Flow Node","Known Flow","381495.334060","132523.487090","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"82010000001009","Nodes","1009","21.000000","31.367172","Default Known Flow Node","Known Flow","381385.435552","132622.623570","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"82010000001010","Nodes","1010","21.000000","31.367172","Default Known Flow Node","Known Flow","381430.077554","132644.302853","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"82010000004028","Nodes","4028","21.000000","31.518621","Default Known Flow Node","Known Flow","381434.560990","132525.179147","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"82010000000053","Nodes","53","21.000000","31.348443","DDS demands","Known Flow","381381.259043","132630.043015","","0.000000","","","","","","-16.729999","","","","","-14.960265","-16.729999","","","","","","","","D1 PROFILE","","","",""
"82010000004029","Nodes","4029","21.000000","33.487084","Default Known Flow Node","Known Flow","381535.014940","132587.152088","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"82010000000046","Nodes","46","21.000000","33.090079","DDS demands","Known Flow","381529.118289","132708.288625","","0.000000","","","","","","-8.290000","","","","","-7.413066","-8.290000","","","","","","","","D1 PROFILE","","","",""
"82010000000243","Nodes","243","21.000000","22.428181","DDS demands","Known Flow","381539.416963","132777.556316","","0.000000","","","","","","-4.570000","","","","","-4.086576","-4.570000","","","","","","","","D1 PROFILE","","","",""
"82010000001008","Nodes","1008","21.000000","22.428181","Default Known Flow Node","Known Flow","381535.932446","132807.499398","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"82010000001007","Nodes","1007","21.000000","33.150441","DDS demands","Known Flow","380833.558210","132288.623050","","0.000000","","","","","","-2.390000","","","","","-2.137181","-2.390000","","","","","","","","D1 PROFILE","","","",""
"82010000000254","Nodes","254","21.000000","32.931210","Default Known Flow Node","Known Flow","380852.941499","132221.174441","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"82010000000255","Nodes","255","21.000000","33.484002","Default Known Flow Node","Known Flow","380930.968520","132309.683090","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"82010000008001","Nodes","Logger 3240, Hazzards Hill","21.000000","32.890264","Val Log Cath","Known Flow","380773.036286","132277.426198","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"82010000001004","Nodes","1004","21.000000","32.868576","Default Known Flow Node","Known Flow","380766.805350","132276.559489","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"82010000000252","Nodes","252","21.000000","32.867084","DDS demands","Known Flow","380762.821759","132275.353929","","0.000000","","","","","","-5.030000","","","","","-4.497916","-5.030000","","","","","","","","D1 PROFILE","","","",""
"82010000004031","Nodes","4031","21.000000","35.572926","Default Known Flow Node","Known Flow","381649.244097","132358.011205","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"82010000001002","Nodes","1002","21.000000","35.571389","DDS demands","Known Flow","381724.538378","132352.530259","","0.000000","","","","","","-0.449999","","","","","-0.402398","-0.449999","","","","","","","","D1 PROFILE","","","",""
"82010000000241","Nodes","71305/01, CLEMENTS LANE,SHAFTESBURY RD,MERE, 124.97","24.000000","34.301999","CSEP DDS Matched","Known Flow","381740.160197","131755.211570","","0.000000","","","","","-69.870002","-1.120000","-55.099998","","","","-112.751937","-126.090002","","","","","","","CC PROFILE","D1 PROFILE","DC PROFILE","","",""
"82010000001003","Nodes","1003","21.000000","35.804103","Default Known Flow Node","Known Flow","381641.764124","131587.773774","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"82010000000237","Nodes","237","21.000000","35.068202","DDS demands","Known Flow","381663.470133","131686.281882","","0.000000","","","","-4.810000","","-1.339999","","","-39.999997","","-41.268154","-46.149998","","","","","","C4 PROFILE","","D1 PROFILE","","","I2 PROFILE",""
"82010000000029","Nodes","29","21.000000","34.284093","DDS demands","Known Flow","381774.201861","131729.516661","","0.000000","","","","","","-4.689999","","","","","-4.193881","-4.689999","","","","","","","","D1 PROFILE","","","",""
"82010000000028","Nodes","28","21.000000","35.026058","Default Known Flow Node","Known Flow","381666.127432","131817.568693","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"82010000008002","Nodes","Logger 3241, Castle Street","21.000000","35.687658","Val Log Cath","Known Flow","381619.126099","131527.482179","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"82010000000239","Nodes","239","21.000000","35.636218","DDS demands","Known Flow","381601.287463","131412.637457","","0.000000","","","","","","-2.799999","","","","","-2.503810","-2.799999","","","","","","","","D1 PROFILE","","","",""
"82010000000238","Nodes","238","21.000000","35.687950","DDS demands","Known Flow","381620.310371","131531.824508","","0.000000","","","","-4.600000","","","","","-16.059999","","-18.474541","-20.659999","","","","","","C4 PROFILE","","","","","I2 PROFILE",""
"82010000001005","Nodes","1005","21.000000","32.673255","Default Known Flow Node","Known Flow","380543.279783","132243.183288","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"82010000001006","Nodes","1006","21.000000","32.241378","DDS demands","Known Flow","380411.260476","132229.606939","","0.000000","","","","","","-2.769999","","","","","-2.476983","-2.769999","","","","","","","","D1 PROFILE","","","",""
"82010000000253","Nodes","253","21.000000","30.732981","Default Known Flow Node","Known Flow","380297.812623","132223.332168","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"82010000000010","Nodes","10","21.000000","32.241378","Default Known Flow Node","Known Flow","380419.994957","132230.259515","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"82010000008004","Nodes","8004","21.000000","33.655868","Default Known Flow Node","Known Flow","380954.613227","132322.143475","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"82010000000012","Nodes","12","21.000000","33.541652","DDS demands","Known Flow","380940.208252","132317.571696","","0.000000","","","","","","-7.420000","","","","","-6.635097","-7.420000","","","","","","","","D1 PROFILE","","","",""
"82010000000014","Nodes","14","21.000000","34.400179","DDS demands","Known Flow","381017.742883","132348.299630","","0.000000","","-2.099999","","-3.430000","","-24.169999","","","","","-24.680413","-27.599999","","","","C2 PROFILE","","C4 PROFILE","","D1 PROFILE","","","",""
"82010000004005","Nodes","4005","21.000000","30.298912","Default Known Flow Node","Known Flow","380282.100597","132246.222531","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"82010000001000","Nodes","30242, PROSPECT FARM PH 2, CASTLE STREET MERE, 12.00","22.999998","32.216891","CSEP DDS Matched","Known Flow","380487.429863","132250.739493","","0.000000","","","","","","","-12.000000","","","","-10.730614","-12.000000","","","","","","","","","DC PROFILE","","",""
"82010000000248","Nodes","248","21.000000","32.446549","Default Known Flow Node","Known Flow","380544.008041","132239.373119","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"82010000000269","Nodes","269","21.000000","25.166797","Default Known Flow Node","Known Flow","381668.565520","132655.410451","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"82010000000047","Nodes","47","21.000000","33.353354","DDS demands","Known Flow","381605.556236","132536.830974","","0.000000","","","","","","-9.289999","","","","","-8.307284","-9.289999","","","","","","","","D1 PROFILE","","","",""
"82010000000066","Nodes","6240/01, WHITE ROAD SITE, 56.49","25.000000","25.251445","CSEP DDS Matched","Known Flow","381664.089723","132646.718522","","0.000000","-6.000000","","","","","-21.019999","-56.490001","","","","-74.676137","-83.510002","","","C1 PROFILE","","","","","D1 PROFILE","DC PROFILE","","",""
"82010000009001","Nodes","S204030, BRAMLEY HILL, 121.00","22.999998","32.947928","CSEP DDS Matched","Known Flow","380696.536198","132383.876841","","0.000000","","","","","","","-121.000003","","","","-108.200366","-121.000003","","","","","","","","","DC PROFILE","","",""
"82010000000036","Nodes","36","21.000000","38.457796","DDS demands","Known Flow","381633.365612","132149.646263","","0.000000","","","","","","-4.039999","","","","","-3.612640","-4.039999","","","","","","","","D1 PROFILE","","","",""
"82010000000037","Nodes","37","21.000000","38.035067","DDS demands","Known Flow","381625.403916","132188.180872","","0.000000","","","","","","-4.980000","","","","","-4.453205","-4.980000","","","","","","","","D1 PROFILE","","","",""
"82010000004022","Nodes","4022","21.000000","37.476199","Default Known Flow Node","Known Flow","381601.943451","132242.001938","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"82010000000065","Nodes","65","21.000000","23.609766","DDS demands","Known Flow","381875.996828","132830.367429","","0.000000","","","","","","-4.679999","","","","","-4.184939","-4.679999","","","","","","","","D1 PROFILE","","","",""
"82010000000234","Nodes","234","21.000000","23.676890","DDS demands","Known Flow","381807.249689","132817.199826","","0.000000","","","","","","-3.880000","","","","","-3.469565","-3.880000","","","","","","","","D1 PROFILE","","","",""
"82010000000049","Nodes","49","21.000000","24.006554","DDS demands","Known Flow","381743.372804","132787.152242","","0.000000","","","","","","-6.800000","","","","","-6.080681","-6.800000","","","","","","","","D1 PROFILE","","","",""
