"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C4)","NodeFlowByCategory(CC)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(DM)","NodeFlowByCategory(I2)","NodeFlowByCategory(PL-AF)","NodeFlowByCategory(PL-DC)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(CC)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(DM)","NodeFlowProfileNameByCategory(I2)","NodeFlowProfileNameByCategory(PL-AF)","NodeFlowProfileNameByCategory(PL-DC)"
"82011800000173","Nodes","173",21.000000,34.206354,"DDS demands","Known Flow",439578.010769,119727.434789,,0.000000,,,,,-3.839999,,,,,,-3.433796,-3.839999,,"",,,,,"D1 PROFILE",,,,,
"82011800008055","Nodes","-53773",21.000000,34.176420,"Default Known Flow Node","Known Flow",439607.635777,119753.809796,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"82011800000101","Nodes","101",21.000000,33.998538,"DDS demands","Known Flow",439637.385785,119785.184805,,0.000000,-0.899999,,,,-6.390000,,,,,,-6.518848,-7.290000,,"","C1 PROFILE",,,,"D1 PROFILE",,,,,
"82011800000174","Nodes","174",21.000000,26.457806,"Default Known Flow Node","Known Flow",439609.135778,119632.434763,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"82011800000362","Nodes","362,",21.000000,27.652618,"Default Known Flow Node","Known Flow",439668.885794,119626.059761,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"82011800000380","Nodes","380",21.000000,32.651661,"Default Known Flow Node","Known Flow",439614.010779,119695.309780,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"82011800008056","Nodes","-53780",21.000000,28.019997,"DDS demands","Known Flow",439614.510779,119677.184775,,0.000000,,-38.620000,,,,,,,,,-34.534695,-38.620000,,"",,"C2 PROFILE",,,,,,,,
"82011800008061","Nodes","-56802",21.000000,32.564992,"Default Known Flow Node","Known Flow",439636.885785,119725.559788,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"82011800008057","Nodes","-53786",21.000000,27.932645,"Default Known Flow Node","Known Flow",439655.385790,119692.934780,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"82011800000103","Nodes","103",21.000000,27.787279,"DDS demands","Known Flow",439615.260779,119676.059775,,0.000000,,-4.360000,,,,,,,,,-3.898790,-4.360000,,"",,"C2 PROFILE",,,,,,,,
"82011800000364","Nodes","364",21.000000,24.881195,"DDS demands","Known Flow",439680.010797,119595.309753,,0.000000,,,,,-9.729999,,,,,,-8.700739,-9.729999,,"",,,,,"D1 PROFILE",,,,,
"82011800008062","Nodes","-56803",21.000000,32.564992,"Default Known Flow Node","Known Flow",439639.010786,119727.434789,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"82011800000023","Nodes","23",21.000000,25.676424,"DDS demands","Known Flow",438358.104437,120297.167944,,0.000000,,,,,-14.229999,,,,,,-12.724720,-14.229999,,"",,,,,"D1 PROFILE",,,,,
"82011800008096","Nodes","-79078",21.000000,25.681705,"Default Known Flow Node","Known Flow",438359.056395,120296.319134,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"82011800008072","Nodes","-59601",21.000000,25.776750,"Default Known Flow Node","Known Flow",438359.010437,120227.184925,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"82011800008097","Nodes","-79079",21.000000,25.790757,"Default Known Flow Node","Known Flow",438361.326598,120227.310525,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"82011800008083","Nodes","-60934",21.000000,26.882833,"Default Known Flow Node","Known Flow",438396.635448,120212.934921,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"82011800008084","Nodes","-60938",21.000000,26.882833,"Default Known Flow Node","Known Flow",438414.891453,120207.136919,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"82011800000022","Nodes","22",21.000000,26.022152,"DDS demands","Known Flow",438392.760447,120226.309925,,0.000000,,,,,-11.539999,,,,,,-10.319274,-11.539999,,"",,,,,"D1 PROFILE",,,,,
"82011800008073","Nodes","-59606",21.000000,25.503698,"Default Known Flow Node","Known Flow",438402.201449,120145.801903,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"82011800000027","Nodes","27",21.000000,24.677784,"DDS demands","Known Flow",438328.020429,120126.075897,,0.000000,,,,,-26.130000,,,,,,-23.365914,-26.130000,,"",,,,,"D1 PROFILE",,,,,
