"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C4)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(DH)","NodeFlowByCategory(I2)","NodeFlowByCategory(PL-AF)","NodeFlowByCategory(PL-DC)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(DH)","NodeFlowProfileNameByCategory(I2)","NodeFlowProfileNameByCategory(PL-AF)","NodeFlowProfileNameByCategory(PL-DC)"
"82007700006033","Nodes","6033",21.000000,35.647930,"Default Known Flow Node","Known Flow",472644.966767,109905.098116,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82007700006036","Nodes","6036",21.000000,34.328401,"Default Known Flow Node","Known Flow",472701.714782,109748.407074,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82007700006045","Nodes","6045",21.000000,36.848253,"Default Known Flow Node","Known Flow",472720.821788,110135.282179,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82007700006048","Nodes","6048",21.000000,37.879174,"Default Known Flow Node","Known Flow",472478.882722,110337.875234,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82007700006050","Nodes","6050",21.000000,49.999998,"Default Known Flow Node","Known Flow",472416.256705,110257.842212,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82007700006053","Nodes","6053",21.000000,36.469574,"Default Known Flow Node","Known Flow",472979.982858,110661.201322,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82007700006066","Nodes","6066",21.000000,39.395154,"Default Known Flow Node","Known Flow",472521.990734,110237.763207,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82007700006083","Nodes","6083",21.000000,39.942462,"Default Known Flow Node","Known Flow",472520.519733,110229.754205,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82007700006070","Nodes","6070",21.000000,35.700661,"Default Known Flow Node","Known Flow",472795.310808,110725.177339,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82007700006074","Nodes","6074",21.000000,35.545688,"Default Known Flow Node","Known Flow",472805.185811,110777.202354,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82007700006056","Nodes","6056",21.000000,33.985498,"Default Known Flow Node","Known Flow",472629.494763,110367.105242,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82007700006079","Nodes","6079",21.000000,34.760319,"Default Known Flow Node","Known Flow",472563.522745,110438.791261,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82007700006051","Nodes","6051",21.000000,45.118214,"Default Known Flow Node","Known Flow",472448.148713,110201.840197,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82007700006084","Nodes","6084",21.000000,36.710368,"Default Known Flow Node","Known Flow",472779.402804,110444.550263,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82007700006093","Nodes","6093",21.000000,34.760319,"Default Known Flow Node","Known Flow",472549.490741,110394.531249,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82007700006100","Nodes","6100",21.000000,35.099706,"Default Known Flow Node","Known Flow",472740.617793,110986.855411,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82007700006101","Nodes","6101",21.000000,34.921317,"Default Known Flow Node","Known Flow",472846.001822,111030.593422,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82007700006103","Nodes","6103",21.000000,35.037680,"Default Known Flow Node","Known Flow",472841.410820,111004.307415,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82007700006104","Nodes","6104",21.000000,35.049713,"Default Known Flow Node","Known Flow",472840.610820,111000.039414,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82007700006105","Nodes","6105",21.000000,35.098181,"Default Known Flow Node","Known Flow",472837.389819,110982.845409,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82007700006106","Nodes","6106",21.000000,35.404293,"DDS demands","Known Flow",472812.993813,110826.587367,,0.000000,,,,-12.879999,,,,,,-11.517526,-12.879999,,"",,,,"D1 PROFILE",,,,,
"82007700006109","Nodes","6109",21.000000,33.786744,"Default Known Flow Node","Known Flow",472873.486829,111227.879476,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82007700006102","Nodes","6102",21.000000,33.785457,"Default Known Flow Node","Known Flow",472880.758831,111243.996481,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82007700006110","Nodes","6110",21.000000,33.786744,"Default Known Flow Node","Known Flow",472832.155818,111244.774481,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82007700006111","Nodes","6111",21.000000,34.965281,"Default Known Flow Node","Known Flow",472847.007822,111001.248415,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82007700006112","Nodes","6112",21.000000,34.226810,"Default Known Flow Node","Known Flow",472911.870840,110992.269412,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82007700006228","Nodes","6228",21.000000,29.530978,"DDS demands","Known Flow",473059.813036,111273.057115,,0.000000,,,,-36.349997,,,-6.000000,,,-37.870124,-42.349998,,"",,,,"D1 PROFILE",,,"I2 PROFILE",,
"82007700006121","Nodes","6121",21.000000,39.480835,"Default Known Flow Node","Known Flow",473388.298969,110680.249327,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82007700006136","Nodes","6136",21.000000,38.550024,"Default Known Flow Node","Known Flow",473023.278606,110238.438937,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82007700006131","Nodes","6131",21.000000,37.959007,"Default Known Flow Node","Known Flow",472865.770827,110406.786253,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82007700006135","Nodes","6135",21.000000,36.524610,"Default Known Flow Node","Known Flow",472995.556862,110661.781322,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82007700006096","Nodes","6096",21.000000,38.635742,"Default Known Flow Node","Known Flow",473028.851871,110238.094207,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82007700006140","Nodes","6140",21.000000,41.303769,"DDS demands","Known Flow",473082.211886,110666.261323,,0.000000,,,,-12.789999,,,,,,-11.437046,-12.789999,,"",,,,"D1 PROFILE",,,,,
"82007700006216","Nodes","6216",21.000000,35.536700,"Default Known Flow Node","Known Flow",473123.499640,110769.006426,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82007700006149","Nodes","6149",21.000000,36.535159,"Default Known Flow Node","Known Flow",472993.561241,110658.870131,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82007700006247","Nodes","6003",21.000000,37.346710,"Default Known Flow Node","Known Flow",473464.738240,110582.463833,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82007700006146","Nodes","6146",21.000000,39.159826,"Default Known Flow Node","Known Flow",473030.878872,110323.544230,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82007700006118","Nodes","6118",21.000000,39.348802,"Default Known Flow Node","Known Flow",473385.663969,110692.530330,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82007700006148","Nodes","6148",21.000000,36.535159,"Default Known Flow Node","Known Flow",472993.043862,110651.028319,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82007700006151","Nodes","6151",21.000000,39.889111,"Default Known Flow Node","Known Flow",473377.080966,110683.690328,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82007700006153","Nodes","6153",21.000000,40.291839,"Default Known Flow Node","Known Flow",473257.320181,110704.327202,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82007700006152","Nodes","6152",21.000000,40.291839,"Default Known Flow Node","Known Flow",473254.000933,110721.802338,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82007700006116","Nodes","6116",21.000000,44.198581,"Default Known Flow Node","Known Flow",473080.279643,110595.923905,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82007700006158","Nodes","6158",21.000000,35.470992,"Default Known Flow Node","Known Flow",473127.721898,110771.852352,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82007700006159","Nodes","6159",21.000000,35.419848,"Default Known Flow Node","Known Flow",473128.165898,110773.889353,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82007700006160","Nodes","6160",21.000000,33.185037,"Default Known Flow Node","Known Flow",473005.728865,111011.532417,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82007700006161","Nodes","6161",21.000000,34.174172,"Default Known Flow Node","Known Flow",473102.188891,110882.434382,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82007700006141","Nodes","6141",21.000000,35.536125,"Default Known Flow Node","Known Flow",473124.614898,110769.456351,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82007700006163","Nodes","6163",21.000000,35.466804,"Default Known Flow Node","Known Flow",473129.153899,110771.352352,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82007700006168","Nodes","6168",21.000000,33.284888,"Default Known Flow Node","Known Flow",473298.024945,110830.927368,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82007700006173","Nodes","6173",21.000000,33.503903,"Default Known Flow Node","Known Flow",473049.291877,110980.003409,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82007700006177","Nodes","6177",21.000000,33.044325,"Default Known Flow Node","Known Flow",473042.799875,111025.998421,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82007700006178","Nodes","6178",21.000000,36.528904,"Default Known Flow Node","Known Flow",473355.768960,110752.686347,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82007700006182","Nodes","6182",21.000000,35.446782,"Default Known Flow Node","Known Flow",473228.972926,110808.149362,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82007700006183","Nodes","6183",21.000000,35.422223,"Default Known Flow Node","Known Flow",473264.333936,110781.401355,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82007700006184","Nodes","6184",21.000000,34.397643,"Default Known Flow Node","Known Flow",473099.102891,110866.066378,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82007700006185","Nodes","6185",21.000000,31.440687,"DDS demands","Known Flow",473131.877314,111068.720778,,0.000000,,,,-30.379998,,,-14.219999,,,-39.882118,-44.599999,,"",,,,"D1 PROFILE",,,"",,
"82007700006186","Nodes","6186",21.000000,34.397643,"Default Known Flow Node","Known Flow",473097.833890,110875.052380,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82007700006187","Nodes","6187",21.000000,33.951495,"Default Known Flow Node","Known Flow",473095.816890,110906.958389,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82007700006197","Nodes","6197",21.000000,28.578610,"Default Known Flow Node","Known Flow",473297.609945,111210.768472,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82007700006193","Nodes","6193",21.000000,33.276895,"Default Known Flow Node","Known Flow",473052.123878,110991.208412,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82007700006194","Nodes","6194",21.000000,32.887184,"DDS demands","Known Flow",473384.481968,111027.942422,,0.000000,,,,-8.579999,,,,,,-7.672389,-8.579999,,"",,,,"D1 PROFILE",,,,,
"82007700006198","Nodes","6198",21.000000,28.578610,"Default Known Flow Node","Known Flow",473299.895945,111201.431469,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82007700006201","Nodes","6201",21.000000,32.839311,"Default Known Flow Node","Known Flow",473393.301971,111024.994421,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82007700006202","Nodes","6202",21.000000,32.872690,"DDS demands","Known Flow",473429.166980,111115.693446,,0.000000,,,,-10.289999,,,,,,-9.201502,-10.289999,,"",,,,"D1 PROFILE",,,,,
"82007700006203","Nodes","6203",21.000000,29.531432,"DDS demands","Known Flow",473071.000883,111238.833479,,0.000000,,,,-10.609999,,,,,,-9.487651,-10.609999,,"",,,,"D1 PROFILE",,,,,
"82007700006205","Nodes","6205",21.000000,32.959215,"DDS demands","Known Flow",473440.090983,111138.823452,,0.000000,,,,-1.330000,,,,,,-1.189309,-1.330000,,"",,,,"D1 PROFILE",,,,,
"82007700006206","Nodes","6206",21.000000,32.957031,"Default Known Flow Node","Known Flow",473313.391949,111041.737426,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82007700006207","Nodes","6207",21.000000,32.957031,"Default Known Flow Node","Known Flow",473308.974948,111026.639421,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82007700006208","Nodes","6208",21.000000,32.679117,"Default Known Flow Node","Known Flow",472917.232841,111332.998505,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82007700006209","Nodes","6209",21.000000,31.505887,"Default Known Flow Node","Known Flow",473128.459899,111066.445432,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82007700006215","Nodes","6215",21.000000,35.422223,"Default Known Flow Node","Known Flow",473292.350943,110790.385357,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82007700006217","Nodes","6217",21.000000,35.456777,"Default Known Flow Node","Known Flow",473212.387570,110802.137262,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82007700006218","Nodes","6218",21.000000,35.456777,"Default Known Flow Node","Known Flow",473187.449915,110802.339360,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82007700006219","Nodes","6219",21.000000,28.490792,"Default Known Flow Node","Known Flow",473297.468945,111166.410459,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82007700006221","Nodes","6221",21.000000,32.380130,"DDS demands","Known Flow",472947.989849,111006.175416,,0.000000,,,,-4.739999,,,,,,-4.238592,-4.739999,,"",,,,"D1 PROFILE",,,,,
"82007700006222","Nodes","6222",21.000000,32.458720,"Default Known Flow Node","Known Flow",472926.616844,111356.491511,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82007700006226","Nodes","6226",21.000000,29.574622,"Default Known Flow Node","Known Flow",473068.036882,111277.165490,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82007700006227","Nodes","6227",21.000000,29.618272,"Default Known Flow Node","Known Flow",473099.079891,111276.919490,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82007700006229","Nodes","6229",21.000000,31.416740,"Default Known Flow Node","Known Flow",472962.687853,111445.946536,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82007700006232","Nodes","6232",21.000000,30.671510,"Default Known Flow Node","Known Flow",472988.109860,111495.155549,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82007700006235","Nodes","6235",21.000000,30.777755,"Default Known Flow Node","Known Flow",472981.038858,111505.521552,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82007700006241","Nodes","6241",21.000000,35.129254,"Default Known Flow Node","Known Flow",473520.516005,110458.594267,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82007700006244","Nodes","6244",21.000000,37.239959,"Default Known Flow Node","Known Flow",473845.317094,111418.226528,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82007700006245","Nodes","6245",21.000000,37.370932,"DDS demands","Known Flow",474155.263178,111751.303619,,0.000000,,,,-1.059999,,,,,,-0.947870,-1.059999,,"",,,,"D1 PROFILE",,,,,
"82007700006042","Nodes","6042",21.000000,22.969331,"Default Known Flow Node","Known Flow",472661.009771,109711.591064,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82007700006032","Nodes","6032",21.000000,36.311840,"Default Known Flow Node","Known Flow",472690.077779,109969.104134,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82007700006087","Nodes","6087",21.000000,37.603748,"DDS demands","Known Flow",472521.931734,110433.302260,,0.000000,,,,-6.419999,,,,,,-5.740878,-6.419999,,"",,,,"D1 PROFILE",,,,,
"82007700006082","Nodes","6082",21.000000,37.114600,"Default Known Flow Node","Known Flow",472786.984806,110170.900189,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82007700006058","Nodes","6058",21.000000,34.640936,"Default Known Flow Node","Known Flow",472670.578774,110235.696206,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82007700006015","Nodes","6015",21.000000,32.920386,"Default Known Flow Node","Known Flow",473036.891874,109512.237009,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82007700006157","Nodes","6157",21.000000,35.433011,"Default Known Flow Node","Known Flow",473251.906932,110804.626361,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82007700006204","Nodes","6204",21.000000,28.754975,"Default Known Flow Node","Known Flow",473311.411948,111296.433495,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82007700006175","Nodes","6175",21.000000,32.866026,"Default Known Flow Node","Known Flow",473311.128948,111011.380417,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82007700006017","Nodes","6017",21.000000,35.676443,"Default Known Flow Node","Known Flow",472609.298500,109947.690647,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82007700006011","Nodes","6011",21.000000,36.128486,"Default Known Flow Node","Known Flow",472651.327881,109922.802058,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82007700006020","Nodes","6020",21.000000,35.992606,"Default Known Flow Node","Known Flow",472569.663868,110175.073235,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82007700006047","Nodes","6047",21.000000,39.880744,"Default Known Flow Node","Known Flow",473378.140967,110682.440328,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82007700006046","Nodes","6046",21.000000,39.931781,"Default Known Flow Node","Known Flow",473373.769970,110683.932563,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82007700006054","Nodes","6054",21.000000,39.537749,"Default Known Flow Node","Known Flow",473383.956406,110681.185984,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82007700006062","Nodes","6062",21.000000,28.825537,"DDS demands","Known Flow",473194.899409,111269.249387,,0.000000,,,,-27.440001,,,,,,-24.537340,-27.440001,,"",,,,"D1 PROFILE",,,,,
"82007700006065","Nodes","6065",21.000000,37.312345,"DDS demands","Known Flow",473810.554366,111399.064383,,0.000000,,,,-11.609999,,,,,,-10.381868,-11.609999,,"",,,,"D1 PROFILE",,,,,
"82007700006063","Nodes","6063",21.000000,37.241340,"Default Known Flow Node","Known Flow",473830.977175,111428.777701,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82007700006061","Nodes","6061",21.000000,28.754975,"Default Known Flow Node","Known Flow",473309.576323,111295.871389,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82007700006060","Nodes","6060",21.000000,28.755029,"Default Known Flow Node","Known Flow",473309.278489,111295.780187,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82007700006075","Nodes","6075",21.000000,34.053528,"Default Known Flow Node","Known Flow",472554.765783,110118.741831,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82007700006076","Nodes","6076",21.000000,35.761967,"Default Known Flow Node","Known Flow",472644.198767,109911.703118,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82007700006078","Nodes","6078",21.000000,22.967551,"Default Known Flow Node","Known Flow",472667.356314,109699.480978,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82007700006088","Nodes","6088",21.000000,41.751247,"Default Known Flow Node","Known Flow",472484.510723,110222.914203,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82007700006089","Nodes","6089",21.000000,34.069260,"Default Known Flow Node","Known Flow",472412.242704,110393.064249,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82007700000005","Nodes","5",21.000000,34.275541,"Default Known Flow Node","Known Flow",472437.723768,110489.740517,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82007700000008","Nodes","8",21.000000,36.754353,"DDS demands","Known Flow",472793.753814,110399.656230,,0.000000,,,,-11.830000,,,,,,-10.578598,-11.830000,,"",,,,"D1 PROFILE",,,,,
"82007700000007","Nodes","7",21.000000,34.760319,"DDS demands","Known Flow",472565.058199,110446.618670,,0.000000,,,,-14.060000,,,,,,-12.572704,-14.060000,,"",,,,"D1 PROFILE",,,,,
"82007700000006","Nodes","6",21.000000,34.518264,"Default Known Flow Node","Known Flow",472455.030715,110482.003273,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82007700000014","Nodes","14",21.000000,45.029944,"Default Known Flow Node","Known Flow",473083.797224,110594.180034,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82007700000009","Nodes","9",21.000000,35.056584,"Default Known Flow Node","Known Flow",472835.670216,110966.823142,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82007700000011","Nodes","11",21.000000,35.839639,"Default Known Flow Node","Known Flow",472828.202025,110918.382313,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82007700000015","Nodes","15",21.000000,44.831307,"DDS demands","Known Flow",473083.292176,110594.179022,,0.000000,,,,-7.929999,,,,,,-7.091147,-7.929999,,"",,,,"D1 PROFILE",,,,,
"82007700000012","Nodes","12",21.000000,43.485977,"Default Known Flow Node","Known Flow",473102.031167,110623.732959,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82007700000024","Nodes","24",21.000000,32.783700,"Default Known Flow Node","Known Flow",473311.107086,111033.927405,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82007700000018","Nodes","18",21.000000,35.777563,"Default Known Flow Node","Known Flow",473246.724931,110803.217361,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82007700000019","Nodes","19",21.000000,34.397643,"Default Known Flow Node","Known Flow",473100.936555,110853.092943,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82007700000025","Nodes","P00094244, Uplands Road, Rowlands Castle, 3.97",22.999998,32.982410,"CSEP DDS Matched","Known Flow",473364.967963,111085.053437,,0.000000,,,,-1.559999,-3.970000,,,,,-4.945025,-5.530000,,"",,,,"D1 PROFILE","DC PROFILE",,,,
"82007700000023","Nodes","23",21.000000,32.969520,"DDS demands","Known Flow",473394.133317,111027.772815,,0.000000,,,,-4.190000,,,,,,-3.746773,-4.190000,,"",,,,"D1 PROFILE",,,,,
"82007700000020","Nodes","20",21.000000,33.055836,"Default Known Flow Node","Known Flow",473393.873076,111026.900206,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82007700000027","Nodes","27",21.000000,33.865410,"Default Known Flow Node","Known Flow",473084.699656,110939.099121,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82007700000026","Nodes","26",21.000000,33.460637,"Default Known Flow Node","Known Flow",473063.271858,110967.936273,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82007700000028","Nodes","28",21.000000,32.866026,"Default Known Flow Node","Known Flow",473317.802437,111009.629849,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82007700000029","Nodes","29",21.000000,32.177757,"Default Known Flow Node","Known Flow",473323.874230,111030.589089,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82007700000030","Nodes","30",21.000000,29.733361,"Default Known Flow Node","Known Flow",472980.680995,111498.764191,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82007700000031","Nodes","31",21.000000,34.251895,"Default Known Flow Node","Known Flow",473493.124002,110443.911944,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82007700000089","Nodes","89",21.000000,40.619756,"DDS demands","Known Flow",472997.126863,110480.896273,,0.000000,,,,-11.629999,,,,,,-10.399753,-11.629999,,"",,,,"D1 PROFILE",,,,,
"82007700000161","Nodes","161",21.000000,37.959007,"Default Known Flow Node","Known Flow",472863.592849,110389.291220,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82007700000160","Nodes","160",21.000000,38.147169,"Default Known Flow Node","Known Flow",472873.872829,110387.887248,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82007700000082","Nodes","82",21.000000,39.110655,"DDS demands","Known Flow",473417.112977,110680.453327,,0.000000,,,,-4.559999,,,,,,-4.077633,-4.559999,,"",,,,"D1 PROFILE",,,,,
"82007700000060","Nodes","60",21.000000,38.194059,"DDS demands","Known Flow",473554.816015,110736.092342,,0.000000,,,,-9.370000,,,,,,-8.378822,-9.370000,,"",,,,"D1 PROFILE",,,,,
"82007700001087","Nodes","1087",21.000000,36.543736,"Default Known Flow Node","Known Flow",472995.348862,110658.631321,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82007700000065","Nodes","65",21.000000,34.021328,"DDS demands","Known Flow",472864.231299,111158.775517,,0.000000,-6.040000,,,-7.960000,,,,,,-12.519051,-13.999999,,"","C1 PROFILE",,,"D1 PROFILE",,,,,
"82007700000107","Nodes","107",21.000000,33.805847,"DDS demands","Known Flow",472867.828263,111203.863413,,0.000000,,,,-22.340001,,,,,,-19.976828,-22.340001,,"",,,,"D1 PROFILE",,,,,
"82007700001137","Nodes","1137",21.000000,33.210038,"Default Known Flow Node","Known Flow",473308.285948,110839.670371,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82007700006000","Nodes","6000",21.000000,28.589022,"DDS demands","Known Flow",473305.223628,111212.750266,,0.000000,,,,-1.070000,,,,,,-0.956813,-1.070000,,"",,,,"D1 PROFILE",,,,,
"82007700000116","Nodes","116",21.000000,22.998001,"Default Known Flow Node","Known Flow",472642.269766,109688.269057,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82007700000123","Nodes","123",21.000000,22.815093,"DDS demands","Known Flow",472733.297791,109682.452056,,0.000000,,,,-2.990000,,,,,,-2.673711,-2.990000,,"",,,,"D1 PROFILE",,,,,
"82007700000177","Nodes","177",21.000000,33.918097,"DDS demands","Known Flow",472578.462749,110092.933167,,0.000000,,,,-7.840000,,,,,,-7.010668,-7.840000,,"",,,,"D1 PROFILE",,,,,
