"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(CT)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(I2)","NodeFlowByCategory(PL-AF)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(CT)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(I2)","NodeFlowProfileNameByCategory(PL-AF)"
"82006200000270","Nodes","270",21.000000,30.906735,"DDS demands","Known Flow",458350.559598,131482.507037,,0.000000,,,,,,-8.930000,,,,-7.985366,-8.930000,,"",,,,,,"D1 PROFILE",,,
"82006200000208","Nodes","208",21.000000,37.874711,"DDS demands","Known Flow",458539.262988,131481.883886,,0.000000,,,,,,-2.319999,,,,-2.074585,-2.319999,,"",,,,,,"D1 PROFILE",,,
"82006200000393","Nodes","393",21.000000,37.916891,"DDS demands","Known Flow",458542.887429,131487.811570,,0.000000,,,,,,-5.820000,,,,-5.204348,-5.820000,,"",,,,,,"D1 PROFILE",,,
"82006200000124","Nodes","124",21.000000,31.264303,"DDS demands","Known Flow",458504.404303,132597.415465,,0.000000,,-77.119998,,,,-8.979999,,,,-76.992162,-86.100001,,"",,"C2 PROFILE",,,,"D1 PROFILE",,,
"82006200000154","Nodes","154",21.000000,30.136319,"DDS demands","Known Flow",458757.401652,132040.686658,,0.000000,,,,,,-4.449999,,,,-3.979269,-4.449999,,"",,,,,,"D1 PROFILE",,,
"82006200000195","Nodes","195",21.000000,30.120839,"DDS demands","Known Flow",458712.753974,132116.119264,,0.000000,,,,,,-5.619999,,,,-5.025504,-5.619999,,"",,,,,,"D1 PROFILE",,,
"82006200000194","Nodes","194",21.000000,30.123553,"DDS demands","Known Flow",458705.200445,132068.973432,,0.000000,,,,,,-7.050000,,,,-6.304236,-7.050000,,"",,,,,,"D1 PROFILE",,,
"82006200000482","Nodes","482",21.000000,25.856467,"Default Known Flow Node","Known Flow",457803.331993,131763.478029,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82006200000481","Nodes","481",21.000000,25.953565,"DDS demands","Known Flow",457852.189079,131735.361550,,0.000000,,,,,,-2.730000,,,,-2.441214,-2.730000,,"",,,,,,"D1 PROFILE",,,
"82006200000451","Nodes","451",21.000000,25.964461,"DDS demands","Known Flow",457854.658474,131736.929871,,0.000000,,,,,,-3.510000,,,,-3.138704,-3.510000,,"",,,,,,"D1 PROFILE",,,
"82006200000452","Nodes","452",21.000000,25.696514,"DDS demands","Known Flow",457815.765610,131725.165999,,0.000000,,,,,,-9.029999,,,,-8.074787,-9.029999,,"",,,,,,"D1 PROFILE",,,
"82006200000239","Nodes","239",21.000000,31.846240,"DDS demands","Known Flow",458536.817037,132605.230042,,0.000000,,,,-3.359999,,-8.689999,,,,-10.775325,-12.050000,,"",,,,"C4 PROFILE",,"D1 PROFILE",,,
"82006200000247","Nodes","247",21.000000,22.564801,"DDS demands","Known Flow",458783.317913,132888.252227,,0.000000,,,,,,-6.560000,,,,-5.866069,-6.560000,,"",,,,,,"D1 PROFILE",,,
"82006200000036","Nodes","36",21.000000,30.466558,"DDS demands","Known Flow",457831.467797,131916.918703,,0.000000,,,,,,-3.260000,,-9.880000,,-11.750023,-13.139999,,"",,,,,,"D1 PROFILE",,"I2 PROFILE",
"82006200000038","Nodes","Logger 1121, New Farm / Perins Road",21.000000,28.247662,"Val Log Post","Known Flow",457883.788718,131805.990061,,0.000000,,,,,,-13.550000,,,,-12.116652,-13.550000,,"",,,,,,"D1 PROFILE",,,
"82006200000390","Nodes","390",21.000000,22.829623,"DDS demands","Known Flow",458284.044225,131823.732080,,0.000000,,,,,,-2.390000,,,,-2.137181,-2.390000,,"",,,,,,"D1 PROFILE",,,
"82006200008001","Nodes","8001",21.000000,22.841126,"Default Known Flow Node","Known Flow",458280.766983,131819.616994,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82006200000255","Nodes","255",21.000000,22.849939,"DDS demands","Known Flow",458275.564981,131811.763392,,0.000000,,,,,,-5.550000,,,,-4.962909,-5.550000,,"",,,,,,"D1 PROFILE",,,
"82006200000435","Nodes","P00107040, School Lane, 15.69",22.999998,30.089982,"CSEP DDS Matched","Known Flow",453535.091675,133045.250461,,0.000000,,,,,,,-15.689999,,,-14.030278,-15.689999,,"",,,,,,,"DC PROFILE",,
"82006200000471","Nodes","471",21.000000,31.651936,"Default Known Flow Node","Known Flow",453721.377880,133128.002770,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82006200000468","Nodes","468",21.000000,31.911895,"DDS demands","Known Flow",453723.964523,132914.454293,,0.000000,,,,,,-1.150000,,,,-1.028350,-1.150000,,"",,,,,,"D1 PROFILE",,,
"82006200000272","Nodes","272",21.000000,30.206374,"DDS demands","Known Flow",458476.754003,132850.556833,,0.000000,,,,,,-3.190000,,,,-2.852555,-3.190000,,"",,,,,,"D1 PROFILE",,,
"82006200000144","Nodes","144",21.000000,30.133237,"DDS demands","Known Flow",458472.328538,132848.220843,,0.000000,-22.759999,,,,,,,,,-20.352399,-22.759999,,"","C1 PROFILE",,,,,,,,
"82006200000513","Nodes","513",21.000000,30.133237,"Default Known Flow Node","Known Flow",458445.690207,132830.094330,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82006200000197","Nodes","197",21.000000,29.931452,"DDS demands","Known Flow",458749.605839,132181.033454,,0.000000,,,,,,-7.380000,,,,-6.599328,-7.380000,,"",,,,,,"D1 PROFILE",,,
"82006200000360","Nodes","360",21.000000,29.850961,"DDS demands","Known Flow",458809.095248,132176.714835,,0.000000,,,,,,-3.339999,,,,-2.986687,-3.339999,,"",,,,,,"D1 PROFILE",,,
"82006200000419","Nodes","419",21.000000,24.521523,"DDS demands","Known Flow",457984.843071,131576.418719,,0.000000,,,,,,-2.140000,,,,-1.913626,-2.140000,,"",,,,,,"D1 PROFILE",,,
"82006200000039","Nodes","39",21.000000,24.545139,"DDS demands","Known Flow",457996.522021,131575.396560,,0.000000,,,,,,-3.250000,,,,-2.906208,-3.250000,,"",,,,,,"D1 PROFILE",,,
"82006200000380","Nodes","380",21.000000,30.896038,"DDS demands","Known Flow",458657.811919,132770.442804,,0.000000,,,,,,-5.280000,,,,-4.721470,-5.280000,,"",,,,,,"D1 PROFILE",,,
"82006200000135","Nodes","135",21.000000,26.603578,"DDS demands","Known Flow",459259.223510,132631.431682,,0.000000,,,,,,-1.460000,,,,-1.305558,-1.460000,,"",,,,,,"D1 PROFILE",,,
"82006200000280","Nodes","280",21.000000,29.426091,"DDS demands","Known Flow",458705.007062,132647.723289,,0.000000,-3.640000,,,-5.960000,,-4.600000,,,,-12.697894,-14.200000,,"","C1 PROFILE",,,"C4 PROFILE",,"D1 PROFILE",,,
"82006200000283","Nodes","283",21.000000,24.993286,"DDS demands","Known Flow",458829.330166,132514.047468,,0.000000,-15.999999,-6.000000,,,,-3.989999,,,,-23.240723,-25.989999,,"","C1 PROFILE","C2 PROFILE",,,,"D1 PROFILE",,,
"82006200000429","Nodes","429",21.000000,32.285213,"Default Known Flow Node","Known Flow",453538.937764,132835.900916,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82006200000461","Nodes","461",21.000000,31.963703,"DDS demands","Known Flow",453751.322518,132929.013439,,0.000000,,,,,,-9.670000,,,,-8.647087,-9.670000,,"",,,,,,"D1 PROFILE",,,
"82006200000462","Nodes","462",21.000000,31.849152,"DDS demands","Known Flow",453971.106748,132981.589286,,0.000000,,,,,,-4.400000,,,,-3.934558,-4.400000,,"",,,,,,"D1 PROFILE",,,
"82006200000520","Nodes","520",21.000000,30.171907,"Default Known Flow Node","Known Flow",458683.451758,132341.684664,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"82006200000082","Nodes","82",21.000000,30.499760,"DDS demands","Known Flow",458546.717119,132141.190963,,0.000000,,,,,,-3.559999,,,,-3.183415,-3.559999,,"",,,,,,"D1 PROFILE",,,
"82006200000180","Nodes","180",21.000000,27.380612,"DDS demands","Known Flow",458934.497711,131866.817029,,0.000000,,,,,,-10.869999,,,,-9.720147,-10.869999,,"",,,,,,"D1 PROFILE",,,
"82006200000344","Nodes","344",21.000000,26.958455,"DDS demands","Known Flow",458977.246245,132271.712732,,0.000000,,,,,,-2.059999,,,,-1.842088,-2.059999,,"",,,,,,"D1 PROFILE",,,
"82006200000440","Nodes","440",21.000000,26.841482,"DDS demands","Known Flow",458998.919628,132342.968211,,0.000000,,,,,,-0.790000,,,,-0.706432,-0.790000,,"",,,,,,"D1 PROFILE",,,
"82006200000405","Nodes","405",21.000000,27.084548,"DDS demands","Known Flow",458919.694032,131472.242985,,0.000000,,,,,,-6.959999,,,,-6.223756,-6.959999,,"",,,,,,"D1 PROFILE",,,
"82006200000088","Nodes","88",21.000000,26.899620,"DDS demands","Known Flow",458932.093340,131469.843531,,0.000000,,,,,,-4.949999,,,,-4.426378,-4.949999,,"",,,,,,"D1 PROFILE",,,
"82006200000160","Nodes","160",21.000000,30.713329,"DDS demands","Known Flow",457865.835382,131935.255498,,0.000000,,,,,,-7.250000,,,,-6.483080,-7.250000,,"",,,,,,"D1 PROFILE",,,
"82006200000049","Nodes","49",21.000000,28.496211,"DDS demands","Known Flow",457970.006134,131862.830672,,0.000000,,,,,,-8.739999,,,,-7.815464,-8.739999,,"",,,,,,"D1 PROFILE",,,
"82006200000050","Nodes","50",21.000000,28.446285,"DDS demands","Known Flow",457981.630060,131817.895140,,0.000000,,,,,,-6.900000,,,,-6.170103,-6.900000,,"",,,,,,"D1 PROFILE",,,
"82006200000161","Nodes","161",21.000000,30.917395,"DDS demands","Known Flow",457973.580806,131985.939596,,0.000000,,,,,,-8.979999,,,,-8.030076,-8.979999,,"",,,,,,"D1 PROFILE",,,
