"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C4)","NodeFlowByCategory(D1)","NodeFlowByCategory(I2)","NodeFlowByCategory(PL-DC)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(I2)","NodeFlowProfileNameByCategory(PL-DC)"
"82013700010013","Nodes","-1462489",21.000000,30.553487,"Default Known Flow Node","Known Flow",401664.000452,97764.928813,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"82013700000381","Nodes","381",21.000000,30.596993,"DDS demands","Known Flow",401662.125452,97716.178800,,0.000000,,,,-4.070000,,,-3.639466,-4.070000,,"",,,,"D1 PROFILE",,
"82013700000088","Nodes","88",21.000000,34.507818,"Default Known Flow Node","Known Flow",401702.250463,97602.303769,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"82013700010031","Nodes","-1462573",21.000000,34.497038,"Default Known Flow Node","Known Flow",401698.625462,97602.303769,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"82013700001009","Nodes","1009",21.000000,22.613187,"DDS demands","Known Flow",402764.375752,98029.803885,,0.000000,,,,-16.370001,,,-14.638348,-16.370001,,"",,,,"D1 PROFILE",,
"82013700008000","Nodes","LOGGER ID : 3220",21.000000,22.613187,"Val Log Cath","Known Flow",402768.750753,98028.303884,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"82013700000267","Nodes","267",21.000000,30.566621,"DDS demands","Known Flow",402801.000762,98306.053960,,0.000000,-1.840000,,,-3.819999,,,-5.061273,-5.659999,,"","C1 PROFILE",,,"D1 PROFILE",,
"82013700008002","Nodes","LOGGER ID : 3248",21.000000,28.084037,"Val Log Cath","Known Flow",402750.160501,98267.198809,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"82013700000268","Nodes","268",21.000000,27.943367,"DDS demands","Known Flow",402747.125747,98265.303949,,0.000000,,,,-0.759999,,,-0.679605,-0.759999,,"",,,,"D1 PROFILE",,
"82013700000033","Nodes","33",21.000000,34.308545,"DDS demands","Known Flow",402252.125612,98193.553929,,0.000000,,,,-1.890000,,,-1.690071,-1.890000,,"",,,,"D1 PROFILE",,
"82013700000032","Nodes","32",21.000000,34.270690,"DDS demands","Known Flow",402300.036417,98195.164617,,0.000000,,,,-6.979999,,,-6.241640,-6.979999,,"",,,,"D1 PROFILE",,
"82013700000031","Nodes","31",21.000000,34.246969,"DDS demands","Known Flow",402248.000611,98183.053927,,0.000000,,,,-3.629999,,,-3.246011,-3.629999,,"",,,,"D1 PROFILE",,
"82013700000354","Nodes","354",21.000000,25.266954,"DDS demands","Known Flow",401685.986943,98898.434330,,0.000000,,,,-12.850000,,,-11.490700,-12.850000,,"",,,,"D1 PROFILE",,
"82013700000065","Nodes","65",21.000000,23.157310,"DDS demands","Known Flow",401604.750436,98887.804118,,0.000000,,,,-30.859999,,,-27.595563,-30.859999,,"",,,,"D1 PROFILE",,
"82013700010068","Nodes","-221",21.000000,30.753755,"Default Known Flow Node","Known Flow",401685.625458,98986.679145,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"82013700000355","Nodes",,21.000000,31.874966,"DDS demands","Known Flow",401702.272463,98725.058074,,0.000000,,,,-11.340000,,,-10.140432,-11.340000,,"",,,,"D1 PROFILE",,
"82013700010052","Nodes","-17231",21.000000,32.996362,"Default Known Flow Node","Known Flow",401832.250498,97678.053789,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"82013700000093","Nodes","93",21.000000,32.996393,"DDS demands","Known Flow",401832.977498,97676.649789,,0.000000,,,,-6.179999,,,-5.526266,-6.179999,,"",,,,"D1 PROFILE",,
"82013700000090","Nodes","90",21.000000,32.987725,"DDS demands","Known Flow",401887.250513,97574.428761,,0.000000,,,,-2.440000,,,-2.181891,-2.440000,,"",,,,"D1 PROFILE",,
"82013700000302","Nodes","302",21.000000,32.901062,"DDS demands","Known Flow",401894.125515,97598.178767,,0.000000,,,,-3.739999,,,-3.344374,-3.739999,,"",,,,"D1 PROFILE",,
"82013700000164","Nodes","164",21.000000,30.169186,"DDS demands","Known Flow",401644.750447,97679.928790,,0.000000,,,,-14.689999,,,-13.136060,-14.689999,,"",,,,"D1 PROFILE",,
"82013700000165","Nodes","165",21.000000,29.762213,"DDS demands","Known Flow",401479.875402,97650.178782,,0.000000,,,,-23.200001,,,-20.745856,-23.200001,,"",,,,"D1 PROFILE",,
"82013700000380","Nodes","380",21.000000,30.178428,"DDS demands","Known Flow",401645.750447,97698.178795,,0.000000,,,,-3.810000,,,-3.406970,-3.810000,,"",,,,"D1 PROFILE",,
"82013700000379","Nodes","379",21.000000,30.597654,"DDS demands","Known Flow",401661.625452,97698.303795,,0.000000,,,,-1.120000,,,-1.001524,-1.120000,,"",,,,"D1 PROFILE",,
"82013700010075","Nodes","-25",21.000000,33.357848,"Default Known Flow Node","Known Flow",401743.875474,97660.928784,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"82013700000097","Nodes","97",21.000000,33.268224,"DDS demands","Known Flow",401733.000471,97725.053802,,0.000000,,,,-5.489999,,,-4.909256,-5.489999,,"",,,,"D1 PROFILE",,
"82013700000383","Nodes","P08117703, CSEP, 43 GRAVEL HILL,  6.28 SCMH",22.999998,29.981788,"CSEP DDS Matched","Known Flow",401648.782409,97782.648282,,0.000000,,,,,,-9.689999,-8.664970,-9.689999,,"",,,,,,"DC PROFILE"
"82013700000384","Nodes","384",21.000000,31.286197,"DDS demands","Known Flow",401740.375473,97753.928810,,0.000000,,,,-3.849999,,,-3.442738,-3.849999,,"",,,,"D1 PROFILE",,
"82013700000298","Nodes","298",21.000000,33.606713,"DDS demands","Known Flow",401750.375476,97600.053768,,0.000000,,,,-2.519999,,,-2.253428,-2.519999,,"",,,,"D1 PROFILE",,
"82013700000385","Nodes","385",21.000000,32.967615,"Default Known Flow Node","Known Flow",401822.246621,97586.663327,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"82013700000382","Nodes","382",21.000000,31.337667,"DDS demands","Known Flow",401750.985476,97774.627815,,0.000000,,,,-11.069999,,,-9.898992,-11.069999,,"",,,,"D1 PROFILE",,
"82013700000095","Nodes","95",21.000000,31.337667,"Default Known Flow Node","Known Flow",401754.750477,97759.553811,,0.000000,,,,0.000000,,,0.000000,0.000000,,"",,,,"D1 PROFILE",,
"82013700000084","Nodes","84",21.000000,32.370201,"DDS demands","Known Flow",401755.750477,97871.928842,,0.000000,,,,-12.819999,,,-11.463872,-12.819999,,"",,,,"D1 PROFILE",,
