"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C4)","NodeFlowByCategory(D1)","NodeFlowByCategory(I2)","NodeFlowByCategory(PL-DC)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(I2)","NodeFlowProfileNameByCategory(PL-DC)"
"82013700010051","Nodes","-17213",21.000000,32.370201,"Default Known Flow Node","Known Flow",401735.250472,97866.553840,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"82013700000299","Nodes","299",21.000000,33.132548,"DDS demands","Known Flow",401812.867286,97669.109845,,0.000000,,,,-6.469999,,,-5.785589,-6.469999,,"",,,,"D1 PROFILE",,
"82013700000300","Nodes","300",21.000000,33.087798,"DDS demands","Known Flow",401827.125497,97638.678778,,0.000000,,,,-5.369999,,,-4.801949,-5.369999,,"",,,,"D1 PROFILE",,
"82013700000386","Nodes","386",21.000000,32.700144,"DDS demands","Known Flow",401822.625495,97526.428748,,0.000000,,,,,-9.580000,,-8.566607,-9.580000,,"",,,,,"I2 PROFILE",
"82013700000094","Nodes","94",21.000000,32.982971,"DDS demands","Known Flow",401829.000497,97753.303810,,0.000000,,,,-9.939999,,,-8.888526,-9.939999,,"",,,,"D1 PROFILE",,
"82013700010022","Nodes","-1462518",21.000000,32.982971,"Default Known Flow Node","Known Flow",401846.500502,97759.178811,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"82013700010054","Nodes","-17241",21.000000,32.869675,"Default Known Flow Node","Known Flow",401891.000514,97689.553792,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"82013700000086","Nodes","86",21.000000,32.691569,"DDS demands","Known Flow",401869.750508,97823.428829,,0.000000,,,,-22.689999,,,-20.289805,-22.689999,,"",,,,"D1 PROFILE",,
"82013700000087","Nodes","87",21.000000,32.861680,"DDS demands","Known Flow",401895.125515,97690.428793,,0.000000,,,,-12.590000,,,-11.258204,-12.590000,,"",,,,"D1 PROFILE",,
"82013700000153","Nodes","153",21.000000,32.831602,"DDS demands","Known Flow",401892.651813,97713.681597,,0.000000,,,,-5.249999,,,-4.694643,-5.249999,,"",,,,"D1 PROFILE",,
"82013700000313","Nodes","313",21.000000,32.830992,"DDS demands","Known Flow",401903.500517,97714.428799,,0.000000,,,,-2.559999,,,-2.289197,-2.559999,,"",,,,"D1 PROFILE",,
"82013700000303","Nodes","303",21.000000,32.900886,"DDS demands","Known Flow",401905.250518,97596.803767,,0.000000,,,,-4.940000,,,-4.417436,-4.940000,,"",,,,"D1 PROFILE",,
"82013700000154","Nodes","154",21.000000,32.766960,"DDS demands","Known Flow",401972.500536,97707.303797,,0.000000,,,,-15.510000,,,-13.869319,-15.510000,,"",,,,"D1 PROFILE",,
"82013700000304","Nodes","304",21.000000,32.745734,"DDS demands","Known Flow",401961.875533,97586.053764,,0.000000,,,,-4.169999,,,-3.728888,-4.169999,,"",,,,"D1 PROFILE",,
"82013700000120","Nodes","120",21.000000,32.534768,"DDS demands","Known Flow",401926.375524,97901.178850,,0.000000,,,,-3.559999,,,-3.183415,-3.559999,,"",,,,"D1 PROFILE",,
"82013700000121","Nodes","121",21.000000,32.528275,"DDS demands","Known Flow",401936.625526,97901.428850,,0.000000,,,,-9.980000,,,-8.924294,-9.980000,,"",,,,"D1 PROFILE",,
"82013700000305","Nodes","305",21.000000,32.534412,"DDS demands","Known Flow",401950.500530,97844.303834,,0.000000,,,,-3.160000,,,-2.825728,-3.160000,,"",,,,"D1 PROFILE",,
"82013700000122","Nodes","122",21.000000,32.542482,"DDS demands","Known Flow",401957.139441,97818.556502,,0.000000,,,,-12.760000,,,-11.410220,-12.760000,,"",,,,"D1 PROFILE",,
"82013700000307","Nodes","307",21.000000,32.542214,"DDS demands","Known Flow",401958.125532,97813.428826,,0.000000,,,,-0.899999,,,-0.804796,-0.899999,,"",,,,"D1 PROFILE",,
"82013700000123","Nodes","123",21.000000,32.540213,"DDS demands","Known Flow",401977.500538,97752.803809,,0.000000,,,,-2.640000,,,-2.360735,-2.640000,,"",,,,"D1 PROFILE",,
"82013700010034","Nodes","-1462598",21.000000,32.766960,"Default Known Flow Node","Known Flow",401969.000535,97694.678794,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"82013700010055","Nodes","-17259",21.000000,32.766960,"Default Known Flow Node","Known Flow",401981.375539,97653.053782,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"82013700010045","Nodes","-1462708",21.000000,32.766960,"Default Known Flow Node","Known Flow",401969.250535,97697.178794,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"82013700010057","Nodes","-17261",21.000000,32.723630,"Default Known Flow Node","Known Flow",402013.501701,97696.303176,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"82013700000312","Nodes","312",21.000000,32.423840,"DDS demands","Known Flow",402045.500556,97736.803805,,0.000000,,,,-0.739999,,,-0.661721,-0.739999,,"",,,,"D1 PROFILE",,
"82013700000310","Nodes","310",21.000000,32.425500,"DDS demands","Known Flow",402058.250560,97759.553811,,0.000000,,,,-0.920000,,,-0.822680,-0.920000,,"",,,,"D1 PROFILE",,
"82013700010018","Nodes","-1462497",21.000000,30.196026,"Default Known Flow Node","Known Flow",402070.250563,97665.178786,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"82013700000159","Nodes","159",21.000000,30.109013,"DDS demands","Known Flow",402078.375565,97677.303789,,0.000000,,,,-10.899999,,,-9.746974,-10.899999,,"",,,,"D1 PROFILE",,
"82013700010016","Nodes","-1462494",21.000000,28.569368,"Default Known Flow Node","Known Flow",402122.000577,97713.178799,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"82013700010103","Nodes","-37",21.000000,28.525757,"Default Known Flow Node","Known Flow",402133.750580,97732.928804,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"82013700000161","Nodes","161",21.000000,28.453286,"DDS demands","Known Flow",402162.000588,97781.178817,,0.000000,,,,-21.660000,,,-19.368760,-21.660000,,"",,,,"D1 PROFILE",,
"82013700010088","Nodes","-26365",21.000000,28.385533,"Default Known Flow Node","Known Flow",402253.375613,97542.803752,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"82013700010132","Nodes","-5",21.000000,28.385533,"Default Known Flow Node","Known Flow",402275.875619,97547.678754,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"82013700010142","Nodes","-6",21.000000,28.385533,"Default Known Flow Node","Known Flow",402269.375617,97548.678754,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"82013700000331","Nodes","331",21.000000,25.383379,"DDS demands","Known Flow",402274.875619,97945.553862,,0.000000,,,,-9.200000,,,-8.226804,-9.200000,,"",,,,"D1 PROFILE",,
"82013700010087","Nodes","-26360",21.000000,26.100561,"Default Known Flow Node","Known Flow",402229.500606,97899.803849,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"82013700000370","Nodes","370",21.000000,25.588129,"DDS demands","Known Flow",402299.375625,97912.428853,,0.000000,,,,-1.940000,,,-1.734782,-1.940000,,"",,,,"D1 PROFILE",,
"82013700000323","Nodes","323",21.000000,25.563718,"DDS demands","Known Flow",402338.000636,97896.928849,,0.000000,,,,-12.159999,,,-10.873689,-12.159999,,"",,,,"D1 PROFILE",,
"82013700010027","Nodes","-1462563",21.000000,32.723630,"Default Known Flow Node","Known Flow",402024.000550,97690.678793,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"82013700000311","Nodes","311",21.000000,32.405400,"DDS demands","Known Flow",402065.250561,97771.178814,,0.000000,,,,-3.569999,,,-3.192357,-3.569999,,"",,,,"D1 PROFILE",,
"82013700010060","Nodes","-18",21.000000,30.489704,"DDS demands","Known Flow",402062.875561,97609.678771,,0.000000,,,,-3.989999,,,-3.567929,-3.989999,,"",,,,"D1 PROFILE",,
"82013700000157","Nodes","157",21.000000,31.138210,"DDS demands","Known Flow",402027.500551,97542.928752,,0.000000,,,,-8.699999,,,-7.779695,-8.699999,,"",,,,"D1 PROFILE",,
"82013700010081","Nodes","-26330",21.000000,29.556895,"DDS demands","Known Flow",402013.625547,97633.803777,,0.000000,,,,-14.990000,,,-13.404326,-14.990000,,"",,,,"D1 PROFILE",,
"82013700000308","Nodes","308",21.000000,32.446833,"DDS demands","Known Flow",402064.488577,97755.311079,,0.000000,,,,-1.460000,,,-1.305558,-1.460000,,"",,,,"D1 PROFILE",,
"82013700000309","Nodes","309",21.000000,32.445427,"DDS demands","Known Flow",402050.500557,97730.928804,,0.000000,,,,-0.600000,,,-0.536530,-0.600000,,"",,,,"D1 PROFILE",,
"82013700000126","Nodes","126",21.000000,32.461264,"DDS demands","Known Flow",402066.000562,97757.803811,,0.000000,,,,-3.299999,,,-2.950918,-3.299999,,"",,,,"D1 PROFILE",,
"82013700010083","Nodes","-26343",21.000000,30.109013,"Default Known Flow Node","Known Flow",402084.750567,97688.303792,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"82013700000124","Nodes","124",21.000000,32.397717,"DDS demands","Known Flow",402094.510502,97807.173088,,0.000000,,,,-6.380000,,,-5.705110,-6.380000,,"",,,,"D1 PROFILE",,
"82013700000158","Nodes","158",21.000000,30.170363,"DDS demands","Known Flow",402094.875570,97594.303766,,0.000000,,,,-13.749999,,,-12.295496,-13.749999,,"",,,,"D1 PROFILE",,
"82013700000306","Nodes","306",21.000000,32.380333,"DDS demands","Known Flow",402120.500577,97852.178837,,0.000000,,,,-8.699999,,,-7.779695,-8.699999,,"",,,,"D1 PROFILE",,
"82013700010085","Nodes","-26348",21.000000,30.009686,"Default Known Flow Node","Known Flow",402121.000577,97582.053763,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"82013700010084","Nodes","-26346",21.000000,30.096730,"Default Known Flow Node","Known Flow",402116.000575,97531.303749,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"82013700000160","Nodes","160",21.000000,28.461583,"DDS demands","Known Flow",402251.525731,97684.407226,,0.000000,,,,-8.369999,,,-7.484603,-8.369999,,"",,,,"D1 PROFILE",,
"82013700000125","Nodes","125",21.000000,32.300535,"DDS demands","Known Flow",402169.375590,97935.803859,,0.000000,,,,-19.610001,,,-17.535615,-19.610001,,"",,,,"D1 PROFILE",,
"82013700010044","Nodes","-1462702",21.000000,32.300535,"Default Known Flow Node","Known Flow",402192.625596,97923.928856,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"82013700010086","Nodes","-26355",21.000000,29.649154,"Default Known Flow Node","Known Flow",402174.625591,97563.803758,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"82013700010012","Nodes","-1462483",21.000000,29.518575,"Default Known Flow Node","Known Flow",402182.250593,97530.678749,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"82013700000328","Nodes","328",21.000000,26.177493,"DDS demands","Known Flow",402257.000614,97846.803835,,0.000000,-3.499999,,,-16.350000,,,-17.750225,-19.850001,,"","C1 PROFILE",,,"D1 PROFILE",,
"82013700000329","Nodes","329",21.000000,26.126324,"DDS demands","Known Flow",402237.375608,97812.053826,,0.000000,,,,-5.379999,,,-4.810892,-5.379999,,"",,,,"D1 PROFILE",,
"82013700000330","Nodes","330",21.000000,25.980296,"DDS demands","Known Flow",402203.125599,97783.553818,,0.000000,,,,-5.050000,,,-4.515800,-5.050000,,"",,,,"D1 PROFILE",,
"82013700000335","Nodes","335",21.000000,28.491522,"DDS demands","Known Flow",402246.500611,97678.553789,,0.000000,,,,-24.799999,,,-22.176603,-24.799999,,"",,,,"D1 PROFILE",,
"82013700000163","Nodes","163",21.000000,28.341953,"DDS demands","Known Flow",402305.625627,97616.678772,,0.000000,,,,-23.020001,,,-20.584897,-23.020001,,"",,,,"D1 PROFILE",,
"82013700000327","Nodes","327",21.000000,26.831350,"DDS demands","Known Flow",402306.000627,97829.553830,,0.000000,,,,-7.179999,,,-6.420484,-7.179999,,"",,,,"D1 PROFILE",,
"82013700010089","Nodes","-26368",21.000000,28.385533,"Default Known Flow Node","Known Flow",402261.250615,97572.803761,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"82013700010090","Nodes","-26374",21.000000,28.385533,"Default Known Flow Node","Known Flow",402287.625622,97567.053759,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"82013700000162","Nodes","162",21.000000,28.375117,"Default Known Flow Node","Known Flow",402274.125618,97702.553796,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"82013700000334","Nodes","334",21.000000,28.338491,"DDS demands","Known Flow",402277.625619,97710.803798,,0.000000,,,,-9.750000,,,-8.718624,-9.750000,,"",,,,"D1 PROFILE",,
"82013700010152","Nodes","-9",21.000000,28.341953,"Default Known Flow Node","Known Flow",402318.759937,97579.669254,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"82013700000332","Nodes","332",21.000000,27.922408,"DDS demands","Known Flow",402294.875624,97805.303824,,0.000000,,,,-9.850000,,,-8.808046,-9.850000,,"",,,,"D1 PROFILE",,
"82013700000333","Nodes","333",21.000000,25.872935,"DDS demands","Known Flow",402347.500638,97715.053799,,0.000000,,,,-11.920000,,,-10.659077,-11.920000,,"",,,,"D1 PROFILE",,
"82013700010091","Nodes","-26382",21.000000,28.254807,"Default Known Flow Node","Known Flow",402335.500635,97596.053767,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"82013700010093","Nodes","-26389",21.000000,28.298377,"Default Known Flow Node","Known Flow",402441.875664,97713.053799,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"82013700000324","Nodes","324",21.000000,25.894154,"DDS demands","Known Flow",402325.125632,97869.428841,,0.000000,,,,-9.180000,,,-8.208920,-9.180000,,"",,,,"D1 PROFILE",,
"82013700000325","Nodes","325",21.000000,25.218383,"DDS demands","Known Flow",402414.250656,97813.678826,,0.000000,,,,-14.420000,,,-12.894622,-14.420000,,"",,,,"D1 PROFILE",,
"82013700010092","Nodes","-26387",21.000000,25.210679,"Default Known Flow Node","Known Flow",402420.125658,97823.053829,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"82013700000326","Nodes","326",21.000000,25.092716,"DDS demands","Known Flow",402440.625664,97798.553822,,0.000000,,,,-5.059999,,,-4.524742,-5.059999,,"",,,,"D1 PROFILE",,
"82013700000368","Nodes","368",21.000000,24.788630,"DDS demands","Known Flow",402462.500670,97858.928838,,0.000000,,,,-7.250000,,,-6.483080,-7.250000,,"",,,,"D1 PROFILE",,
"82013700000321","Nodes","321",21.000000,23.968725,"DDS demands","Known Flow",402548.251693,97946.801862,,0.000000,,,,-6.249999,,,-5.588861,-6.249999,,"",,,,"D1 PROFILE",,
"82013700000319","Nodes","319",21.000000,23.825409,"DDS demands","Known Flow",402554.249695,97963.178867,,0.000000,,,,-4.349999,,,-3.889847,-4.349999,,"",,,,"D1 PROFILE",,
"82013700000320","Nodes","320",21.000000,23.512151,"DDS demands","Known Flow",402613.368711,97926.569857,,0.000000,,,,-4.940000,,,-4.417436,-4.940000,,"",,,,"D1 PROFILE",,
"82013700000316","Nodes","316",21.000000,22.893223,"DDS demands","Known Flow",402663.126724,97978.302871,,0.000000,,,,-10.759999,,,-9.621784,-10.759999,,"",,,,"D1 PROFILE",,
"82013700000318","Nodes","318",21.000000,22.798686,"DDS demands","Known Flow",402683.000730,97950.673863,,0.000000,,,,-5.349999,-6.000000,,-10.149372,-11.350000,,"",,,,"D1 PROFILE","I2 PROFILE",
"82013700000377","Nodes","377",21.000000,29.104869,"Default Known Flow Node","Known Flow",401357.314042,98305.969537,,0.000000,0.000000,,,,,,0.000000,0.000000,,"","C1 PROFILE",,,,,
"82013700010009","Nodes","-136",21.000000,29.191959,"Default Known Flow Node","Known Flow",401349.161267,98257.893620,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"82013700000376","Nodes","376",21.000000,29.279072,"DDS demands","Known Flow",401398.761380,98157.058919,,0.000000,,,,-14.069999,,,-12.581645,-14.069999,,"",,,,"D1 PROFILE",,
"82013700000378","Nodes",,21.000000,29.135300,"DDS demands","Known Flow",401254.057341,98122.855910,,0.000000,-10.970000,,,-4.169999,,,-13.538459,-15.139999,,"","C1 PROFILE",,,"D1 PROFILE",,
"82013700000168","Nodes","168",21.000000,29.568293,"DDS demands","Known Flow",401600.272793,98009.632444,,0.000000,,,,-20.649998,,,-18.465599,-20.649998,,"",,,,"D1 PROFILE",,
"82013700010050","Nodes","-17194",21.000000,29.570888,"Default Known Flow Node","Known Flow",401601.875435,98006.303878,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"82013700010097","Nodes","-29455",21.000000,29.431834,"Default Known Flow Node","Known Flow",401535.875417,98158.803920,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"82013700010096","Nodes","-29454",21.000000,29.431834,"Default Known Flow Node","Known Flow",401530.625416,98158.303920,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"82013700000169","Nodes","169",21.000000,29.471670,"DDS demands","Known Flow",401561.500424,98157.928920,,0.000000,,,-6.429999,-7.010000,,,-12.018288,-13.439999,,"",,,"C4 PROFILE","D1 PROFILE",,
"82013700010098","Nodes","-29461",21.000000,29.471933,"Default Known Flow Node","Known Flow",401562.410429,98152.810141,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"82013700010043","Nodes","-1462688",21.000000,31.851137,"Default Known Flow Node","Known Flow",401689.250459,98081.928899,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"82013700000295","Nodes","295",21.000000,31.851137,"DDS demands","Known Flow",401713.875466,98086.178900,,0.000000,,,,-10.029999,,,-8.969005,-10.029999,,"",,,,"D1 PROFILE",,
"82013700000008","Nodes","8, ""CHRISTOPHERS/MERLEY LANE RRI""",21.000000,22.999999,"Default Known Pressure Node","Known Pressure",401698.750462,98155.553919,,999998.967025,,,,,,,14.861901,16.619999,,"",,,,,,
"82013700000204","Nodes","204",21.000000,22.954721,"DDS demands","Known Flow",401699.375462,98152.553918,,0.000000,,,,-3.619999,,,-3.237068,-3.619999,,"",,,,"D1 PROFILE",,
"82013700000206","Nodes","206",21.000000,22.931021,"Default Known Flow Node","Known Flow",401700.250462,98148.053917,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"82013700000205","Nodes","205",21.000000,22.491909,"Default Known Flow Node","Known Flow",401704.375463,98150.928918,,0.000000,,,,-3.999999,,,-3.576871,-3.999999,,"",,,,"D1 PROFILE",,
"82013700000207","Nodes","207",21.000000,22.903557,"Default Known Flow Node","Known Flow",401672.750455,98136.178914,,0.000000,,,,-3.999999,,,-3.576871,-3.999999,,"",,,,"D1 PROFILE",,
"82013700010025","Nodes","-1462549",21.000000,31.851137,"Default Known Flow Node","Known Flow",401732.250471,98089.428901,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"82013700010100","Nodes","-29497",21.000000,31.949134,"Default Known Flow Node","Known Flow",401743.750474,98020.053882,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"82013700010099","Nodes","-29496",21.000000,31.949134,"Default Known Flow Node","Known Flow",401735.125472,98017.553882,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"82013700000022","Nodes","22",21.000000,32.965135,"DDS demands","Known Flow",401848.625503,98104.303905,,0.000000,,,,-4.389999,,,-3.925616,-4.389999,,"",,,,"D1 PROFILE",,
"82013700000020","Nodes","20",21.000000,32.981099,"DDS demands","Known Flow",401856.250505,98107.178906,,0.000000,,,,-3.599999,,,-3.219184,-3.599999,,"",,,,"D1 PROFILE",,
"82013700000024","Nodes","24",21.000000,33.075272,"DDS demands","Known Flow",401953.000531,98142.928916,,0.000000,,,,-3.599999,,,-3.219184,-3.599999,,"",,,,"D1 PROFILE",,
"82013700000021","Nodes","21",21.000000,32.783468,"DDS demands","Known Flow",401933.750526,98044.803889,,0.000000,,,,-4.110000,,,-3.675235,-4.110000,,"",,,,"D1 PROFILE",,
"82013700000026","Nodes","26",21.000000,33.097246,"DDS demands","Known Flow",401961.632281,98146.160895,,0.000000,,,,-3.619999,,,-3.237068,-3.619999,,"",,,,"D1 PROFILE",,
"82013700000025","Nodes","25",21.000000,33.042897,"DDS demands","Known Flow",401980.625538,98073.678897,,0.000000,,,,-3.819999,,,-3.415912,-3.819999,,"",,,,"D1 PROFILE",,
