"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(D1)","NodeFlowByCategory(PL-AF)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(PL-AF)"
"82018500000039","Nodes","39",21.000000,29.935603,"DDS demands","Known Flow",425132.406250,117120.898437,,0.000000,,,,,-2.880000,,-2.575347,-2.880000,,"",,,,,"D1 PROFILE",
"82018500000037","Nodes","37",21.000000,29.925762,"DDS demands","Known Flow",425228.406250,117162.601562,,0.000000,,,,,-7.280000,,-6.509906,-7.280000,,"",,,,,"D1 PROFILE",
"82018500000046","Nodes","46",21.000000,24.161150,"DDS demands","Known Flow",425172.312500,117901.000000,,0.000000,,,,,-1.890000,,-1.690071,-1.890000,,"",,,,,"D1 PROFILE",
"82018500000030","Nodes","30",21.000000,22.961506,"DDS demands","Known Flow",425163.906250,118024.898437,,0.000000,,,,,-12.979999,,-11.606948,-12.979999,,"",,,,,"D1 PROFILE",
"82018500000017","Nodes","17",21.000000,47.656436,"DDS demands","Known Flow",425876.500000,117920.898437,,0.000000,,,,,-6.419999,,-5.740878,-6.419999,,"",,,,,"D1 PROFILE",
"82018500000018","Nodes","18",21.000000,47.341222,"DDS demands","Known Flow",425832.406250,118025.796875,,0.000000,,,,,-7.430000,,-6.644039,-7.430000,,"",,,,,"D1 PROFILE",
"82018500000043","Nodes","43",21.000000,48.605839,"DDS demands","Known Flow",425967.906250,117984.796875,,0.000000,,,,,-3.020000,,-2.700538,-3.020000,,"",,,,,"D1 PROFILE",
"82018500000042","Nodes","42",21.000000,49.363833,"DDS demands","Known Flow",425947.312500,118075.000000,,0.000000,-2.150000,,,,-24.319998,,-23.669947,-26.469998,,"","C1 PROFILE",,,,"D1 PROFILE",
"82018500000044","Nodes","44",21.000000,48.076695,"DDS demands","Known Flow",426061.546910,117740.522247,,0.000000,,,-3.180000,,-2.529999,,-5.105984,-5.709999,,"",,,"C3  PROFILE",,"D1 PROFILE",
"82018500000045","Nodes","45",21.000000,59.973523,"DDS demands","Known Flow",425676.593750,118933.898437,,0.000000,,,,,-2.869999,,-2.566405,-2.869999,,"",,,,,"D1 PROFILE",
"82018500000011","Nodes","11",21.000000,57.517538,"DDS demands","Known Flow",425711.406250,118797.101562,,0.000000,,,,,-7.580000,,-6.778171,-7.580000,,"",,,,,"D1 PROFILE",
"82018500000041","Nodes","41",21.000000,53.432534,"DDS demands","Known Flow",425832.906250,118446.398437,,0.000000,,,,,-20.309998,,-18.161563,-20.309998,,"",,,,,"D1 PROFILE",
"82018500000029","Nodes","29",21.000000,24.322255,"DDS demands","Known Flow",425167.093750,117844.500000,,0.000000,,,,,-11.029999,,-9.863223,-11.029999,,"",,,,,"D1 PROFILE",
"82018500000028","Nodes","28",21.000000,25.034082,"DDS demands","Known Flow",425156.312500,117724.796875,,0.000000,,,,,-9.630000,,-8.611318,-9.630000,,"",,,,,"D1 PROFILE",
"82018500000027","Nodes","27",21.000000,27.516520,"DDS demands","Known Flow",425145.093750,117496.898437,,0.000000,,,,,-21.550000,,-19.270395,-21.550000,,"",,,,,"D1 PROFILE",
"82018500000031","Nodes","31",21.000000,27.010327,"DDS demands","Known Flow",424942.406250,117535.203125,,0.000000,,,,,-1.820000,,-1.627476,-1.820000,,"",,,,,"D1 PROFILE",
"82018500000032","Nodes","32",21.000000,27.085763,"DDS demands","Known Flow",424736.906250,117592.796875,,0.000000,,,,,-0.910000,,-0.813738,-0.910000,,"",,,,,"D1 PROFILE",
"82018500000035","Nodes","35, Plots 1 & 2, Rose Corner(REF:4591)",21.000000,25.274637,"DDS demands","Known Flow",425133.406250,117391.101562,,0.000000,,,,,-14.009999,-6.560000,-18.394061,-20.569998,,"",,,,,"D1 PROFILE","PL-AF PROFILE"
