"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(D1)","NodeFlowByCategory(PL-DC)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(PL-DC)"
"82019900000012","Nodes","12",21.000000,38.129925,"DDS demands","Known Flow",341917.565974,92922.577850,,0.000000,,,,-13.820000,,-12.358091,-13.820000,,"",,,,"D1 PROFILE",
"82019900000033","Nodes","33",21.000000,38.510555,"DDS demands","Known Flow",341756.308569,92985.103970,,0.000000,,,,-4.340000,,-3.880905,-4.340000,,"",,,,"D1 PROFILE",
"82019900000028","Nodes","28",21.000000,40.570387,"DDS demands","Known Flow",342112.566971,92860.882373,,0.000000,,,,-1.999999,,-1.788435,-1.999999,,"",,,,"D1 PROFILE",
"82019900001001","Nodes","1001",21.000000,34.222690,"DDS demands","Known Flow",342323.707927,92810.893135,,0.000000,,,,-7.289999,,-6.518848,-7.289999,,"",,,,"D1 PROFILE",
"82019900071001","Nodes","71001",21.000000,34.252618,"Default Known Flow Node","Known Flow",342327.027784,92820.153790,,0.000000,,,,,,0.000000,0.000000,,"",,,,,
"82019900000014","Nodes","14",21.000000,33.460779,"DDS demands","Known Flow",342425.303658,92804.383176,,0.000000,,,-6.639999,-10.450000,,-15.282183,-17.089999,,"",,,"C4 PROFILE","D1 PROFILE",
"82019900000031","Nodes","31",21.000000,34.276583,"DDS demands","Known Flow",342325.455220,92821.027437,,0.000000,,,,-7.620000,,-6.813940,-7.620000,,"",,,,"D1 PROFILE",
"82019900001000","Nodes","1000",21.000000,37.346028,"Default Known Flow Node","Known Flow",342200.543625,92849.977742,,0.000000,,,,,,0.000000,0.000000,,"",,,,,
"82019900000035","Nodes","35",21.000000,36.289989,"DDS demands","Known Flow",342243.082603,92843.086692,,0.000000,,-4.019999,,-6.749999,,-9.630726,-10.769999,,"",,"C3  PROFILE",,"D1 PROFILE",
"82019900000013","Nodes","13",21.000000,38.190475,"DDS demands","Known Flow",342170.594065,92853.820827,,0.000000,,,,-9.999999,,-8.942178,-9.999999,,"",,,,"D1 PROFILE",
