"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(I2)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(I2)"
"82013200000163","Nodes","163","21.000000","26.586463","DDS demands","Known Flow","433310.256074","112990.172640","","0.000000","-4.050000","","","","-4.150000","","","-7.332587","-8.200000","","","C1 PROFILE","","","","D1 PROFILE","",""
"82013200000232","Nodes","232","21.000000","24.685603","DDS demands","Known Flow","433394.047061","112968.504468","","0.000000","","","","","-8.529999","","","-7.627678","-8.529999","","","","","","","D1 PROFILE","",""
"82013200000109","Nodes","109","21.000000","36.256286","DDS demands","Known Flow","432517.230199","111961.114383","","0.000000","","","","","-11.449999","","","-10.238795","-11.449999","","","","","","","D1 PROFILE","",""
"82013200000112","Nodes","112","21.000000","35.666896","DDS demands","Known Flow","432543.745080","112005.967995","","0.000000","","","","","-5.260000","","","-4.703586","-5.260000","","","","","","","D1 PROFILE","",""
"82013200000228","Nodes","228","21.000000","36.906247","DDS demands","Known Flow","432482.917860","111907.939736","","0.000000","","","","-5.729999","-12.539999","","","-16.337360","-18.270000","","","","","","C4 PROFILE","D1 PROFILE","",""
"82013200001046","Nodes","1046","21.000000","36.107539","Default Known Flow Node","Known Flow","432598.106277","111907.139753","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"82013200001000","Nodes","1000","21.000000","36.163668","Default Known Flow Node","Known Flow","432528.983597","111950.308840","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"82013200000089","Nodes","89","21.000000","23.197454","DDS demands","Known Flow","431339.533528","111967.562677","","0.000000","","","0.000000","","-8.220000","","","-7.350471","-8.220000","","","","","C3 PROFILE","","D1 PROFILE","",""
"82013200000090","Nodes","90","21.000000","23.225774","DDS demands","Known Flow","431222.658496","112021.312692","","0.000000","","","","","-8.250000","","","-7.377297","-8.250000","","","","","","","D1 PROFILE","",""
"82013200001025","Nodes","1025","21.000000","22.939384","Default Known Flow Node","Known Flow","431472.866575","112114.391090","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
