"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(CC)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(DH)","NodeFlowByCategory(I2)","NodeFlowByCategory(PL-AF)","NodeFlowByCategory(PL-DC)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(CC)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(DH)","NodeFlowProfileNameByCategory(I2)","NodeFlowProfileNameByCategory(PL-AF)","NodeFlowProfileNameByCategory(PL-DC)"
"82012800008003","Nodes","8003",21.000000,33.737371,"Default Known Flow Node","Known Flow",348304.750484,101395.185944,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"82012800000027","Nodes","27",21.000000,35.418956,"DDS demands","Known Flow",348258.883882,101374.620764,,0.000000,,,,,,-4.839999,,,,,,-4.328014,-4.839999,,"",,,,,,"D1 PROFILE",,,,,
"82012800008006","Nodes","8006",21.000000,41.275557,"Default Known Flow Node","Known Flow",347201.394632,101562.475846,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"82012800001000","Nodes","1000",21.000000,40.702227,"Default Known Flow Node","Known Flow",347182.258264,101570.236065,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"82012800000133","Nodes","133",21.000000,40.161528,"DDS demands","Known Flow",347159.223621,101580.340851,,0.000000,,,,,,-18.780000,,,,,,-16.793412,-18.780000,,"",,,,,,"D1 PROFILE",,,,,
"82012800000171","Nodes","171",21.000000,29.752804,"DDS demands","Known Flow",348603.563542,101266.164444,,0.000000,,,,,,-6.510000,,,,,,-5.821358,-6.510000,,"",,,,,,"D1 PROFILE",,,,,
"82012800000227","Nodes","227",21.000000,39.348880,"DDS demands","Known Flow",348156.137205,101331.413409,,0.000000,,,,,,-2.700000,,,-138.520006,,,-126.281458,-141.220006,,"",,,,,,"D1 PROFILE",,,"I2 PROFILE",,
"82012800000026","Nodes","26",21.000000,38.246267,"DDS demands","Known Flow",348184.461815,101342.385713,,0.000000,,,,,,-9.060000,,,,,,-8.101614,-9.060000,,"",,,,,,"D1 PROFILE",,,,,
"82012800000234","Nodes","234",21.000000,26.685677,"DDS demands","Known Flow",347989.490762,102064.320579,,0.000000,,,,,,-3.069999,,,,,,-2.745248,-3.069999,,"",,,,,,"D1 PROFILE",,,,,
"82012800000210","Nodes","210",21.000000,42.554044,"Default Known Flow Node","Known Flow",347642.436462,101423.093282,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"82012800000158","Nodes","158",21.000000,42.305471,"DDS demands","Known Flow",347646.210755,101378.479386,,0.000000,,,,,,-14.020000,,,,,,-12.536936,-14.020000,,"",,,,,,"D1 PROFILE",,,,,
"82012800000160","Nodes","160",21.000000,42.235004,"DDS demands","Known Flow",347665.432625,101344.754402,,0.000000,,,,,,-1.500000,,,,,,-1.341326,-1.500000,,"",,,,,,"D1 PROFILE",,,,,
"82012800000102","Nodes","102",21.000000,25.727126,"Default Known Flow Node","Known Flow",348054.895865,102074.147985,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"82012800000111","Nodes","111",21.000000,25.514173,"DDS demands","Known Flow",348074.723343,102100.297458,,0.000000,,,,,,-6.409999,,,,,,-5.731936,-6.409999,,"",,,,,,"D1 PROFILE",,,,,
"82012800008019","Nodes","8019",21.000000,43.235842,"Default Known Flow Node","Known Flow",347459.144703,101334.295784,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"82012800000140","Nodes","140",21.000000,43.391740,"DDS demands","Known Flow",347441.402698,101274.527768,,0.000000,,,,,,-3.540000,,,,,,-3.165531,-3.540000,,"",,,,,,"D1 PROFILE",,,,,
"82012800000094","Nodes","94",21.000000,43.512521,"DDS demands","Known Flow",347214.803695,101448.950294,,0.000000,,,,,,-3.390000,,,,,,-3.031398,-3.390000,,"",,,,,,"D1 PROFILE",,,,,
"82012800000095","Nodes","95",21.000000,43.361958,"DDS demands","Known Flow",347135.151614,101474.648822,,0.000000,,,,,,-3.999999,,,,,,-3.576871,-3.999999,,"",,,,,,"D1 PROFILE",,,,,
"82012800000093","Nodes","93",21.000000,43.475670,"DDS demands","Known Flow",347226.513091,101443.571656,,0.000000,,,,,,-2.069999,,,,,,-1.851031,-2.069999,,"",,,,,,"D1 PROFILE",,,,,
"82012800000076","Nodes","76",21.000000,43.625153,"DDS demands","Known Flow",347306.901463,101350.254172,,0.000000,,,,,,-4.110000,,,,,,-3.675235,-4.110000,,"",,,,,,"D1 PROFILE",,,,,
"82012800008015","Nodes","8015",21.000000,43.492667,"Default Known Flow Node","Known Flow",347369.472678,101337.326785,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"82012800008016","Nodes","8016",21.000000,43.749020,"Default Known Flow Node","Known Flow",347371.167679,101297.517774,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"82012800000079","Nodes","79",21.000000,43.374393,"DDS demands","Known Flow",347417.651619,101346.736968,,0.000000,,,,,,-2.140000,,,,,,-1.913626,-2.140000,,"",,,,,,"D1 PROFILE",,,,,
"82012800000139","Nodes","139",21.000000,43.254512,"DDS demands","Known Flow",347455.087701,101335.702784,,0.000000,,,,,,-10.169999,,,,,,-9.094195,-10.169999,,"",,,,,,"D1 PROFILE",,,,,
"82012800000134","Nodes","134",21.000000,43.847387,"DDS demands","Known Flow",347431.220695,101442.406813,,0.000000,,,,,,-11.969999,,,,,,-10.703788,-11.969999,,"",,,,,,"D1 PROFILE",,,,,
"82012800000238","Nodes","238",21.000000,44.038553,"DDS demands","Known Flow",347400.034686,101444.223814,,0.000000,,-17.059999,,,,-1.129999,,,,,,-16.265822,-18.189998,,"",,"C2 PROFILE",,,,"D1 PROFILE",,,,,
"82012800000060","Nodes","60",21.000000,43.426133,"DDS demands","Known Flow",347498.596713,101436.549812,,0.000000,,,,,,-4.159999,,,,,,-3.719946,-4.159999,,"",,,,,,"D1 PROFILE",,,,,
"82012800000061","Nodes","61",21.000000,44.353796,"DDS demands","Known Flow",347357.972675,101447.649815,,0.000000,,,,,,-1.529999,,,-5.150000,,,-5.973376,-6.680000,,"",,,,,,"D1 PROFILE",,,"I2 PROFILE",,
"82012800000141","Nodes","141",21.000000,43.534129,"DDS demands","Known Flow",347510.477409,101265.392290,,0.000000,,,,,,-5.480000,,,,,,-4.900314,-5.480000,,"",,,,,,"D1 PROFILE",,,,,
"82012800000044","Nodes","44",21.000000,41.761648,"DDS demands","Known Flow",347930.179169,101457.726390,,0.000000,,,,,,-4.199999,,,,,,-3.755715,-4.199999,,"",,,,,,"D1 PROFILE",,,,,
"82012800000137","Nodes","137",21.000000,43.289769,"DDS demands","Known Flow",347523.837567,101434.314104,,0.000000,,,,,,-4.210000,,,,,,-3.764657,-4.210000,,"",,,,,,"D1 PROFILE",,,,,
"82012800000057","Nodes","57",21.000000,42.753335,"DDS demands","Known Flow",347615.704326,101427.161303,,0.000000,,,,-2.720000,,-6.530000,,,,,,-8.271515,-9.250000,,"",,,,"C4 PROFILE",,"D1 PROFILE",,,,,
"82012800000058","Nodes","58",21.000000,42.861010,"DDS demands","Known Flow",347619.719138,101496.672291,,0.000000,,,,,,-6.789999,,,,,,-6.071739,-6.789999,,"",,,,,,"D1 PROFILE",,,,,
"82012800000161","Nodes","161",21.000000,42.189852,"DDS demands","Known Flow",347650.280013,101342.190387,,0.000000,,,,,,-4.579999,,,,,,-4.095518,-4.579999,,"",,,,,,"D1 PROFILE",,,,,
"82012800000164","Nodes","164",21.000000,42.218220,"DDS demands","Known Flow",347699.664434,101333.243085,,0.000000,,,,,,-2.400000,,,,,,-2.146123,-2.400000,,"",,,,,,"D1 PROFILE",,,,,
"82012800000045","Nodes","45",21.000000,42.116237,"DDS demands","Known Flow",347738.445779,101435.759812,,0.000000,-2.190000,,,-1.710000,,-12.539999,,,,,,-14.700942,-16.439999,,"","C1 PROFILE",,,"C4 PROFILE",,"D1 PROFILE",,,,,
"82012800000151","Nodes","151",21.000000,42.007160,"DDS demands","Known Flow",347872.106067,101284.935539,,0.000000,,,,,,-12.300000,,,,,,-10.998880,-12.300000,,"",,,,,,"D1 PROFILE",,,,,
"82012800000037","Nodes","37",21.000000,42.485841,"DDS demands","Known Flow",347948.845836,101252.461762,,0.000000,,,,,,-6.639999,,,,,,-5.937606,-6.639999,,"",,,,,,"D1 PROFILE",,,,,
"82012800000036","Nodes","36",21.000000,44.980259,"Default Known Flow Node","Known Flow",347901.245355,101018.501560,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"82012800000042","Nodes","42",21.000000,41.895177,"DDS demands","Known Flow",347953.864241,101374.571530,,0.000000,-2.990000,,,-1.429999,,-10.729999,,,,,,-13.547401,-15.149999,,"","C1 PROFILE",,,"C4 PROFILE",,"D1 PROFILE",,,,,
"82012800008032","Nodes","8032",21.000000,41.764521,"Default Known Flow Node","Known Flow",347929.800499,101453.957182,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"82012800000179","Nodes","179",21.000000,41.850506,"DDS demands","Known Flow",347969.490352,101429.011761,,0.000000,,,,,,-1.350000,,,,,,-1.207194,-1.350000,,"",,,,,,"D1 PROFILE",,,,,
"82012800000212","Nodes","212",21.000000,42.041175,"DDS demands","Known Flow",347736.270778,101448.923815,,0.000000,,,,,,-2.499999,,,,,,-2.235544,-2.499999,,"",,,,,,"D1 PROFILE",,,,,
"82012800008031","Nodes","8031",21.000000,41.764521,"Default Known Flow Node","Known Flow",347929.764603,101444.661544,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"82012800000240","Nodes","240",21.000000,41.721584,"Default Known Flow Node","Known Flow",347959.134999,101317.351525,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"82012800000168","Nodes","168",21.000000,37.327986,"DDS demands","Known Flow",348113.863176,101147.213799,,0.000000,-1.529999,,,,,-6.900000,,,,,,-7.538257,-8.430000,,"","C1 PROFILE",,,,,"D1 PROFILE",,,,,
"82012800008025","Nodes","8025",21.000000,34.773589,"Default Known Flow Node","Known Flow",348056.006246,101048.361806,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"82012800000169","Nodes","169",21.000000,33.080019,"DDS demands","Known Flow",348005.263007,101027.022930,,0.000000,,,,,,-1.479999,,,,,,-1.323442,-1.479999,,"",,,,,,"D1 PROFILE",,,,,
"82012800000023","Nodes","23",21.000000,41.278146,"DDS demands","Known Flow",348025.713702,101323.494361,,0.000000,-0.119999,,,-3.170000,,-18.629998,,,,,,-19.601256,-21.919998,,"","C1 PROFILE",,,"C4 PROFILE",,"D1 PROFILE",,,,,
"82012800000024","Nodes","24",21.000000,40.521463,"DDS demands","Known Flow",348055.262313,101303.522507,,0.000000,-10.729999,,,-5.219999,,-6.860000,,,,,,-20.397110,-22.809998,,"","C1 PROFILE",,,"C4 PROFILE",,"D1 PROFILE",,,,,
"82012800000226","Nodes","226",21.000000,40.461652,"DDS demands","Known Flow",348065.037867,101299.092774,,0.000000,,,,,,-0.620000,,,,,,-0.554415,-0.620000,,"",,,,,,"D1 PROFILE",,,,,
"82012800000013","Nodes","13",21.000000,33.529709,"DDS demands","Known Flow",348218.442360,101134.073899,,0.000000,,,,,,-22.460000,,,,,,-20.084133,-22.460000,,"",,,,,,"D1 PROFILE",,,,,
"82012800000028","Nodes","28",21.000000,35.308268,"DDS demands","Known Flow",348319.947686,101348.752607,,0.000000,,,,,,-4.760000,,,,,,-4.256477,-4.760000,,"",,,,,,"D1 PROFILE",,,,,
"82012800000147","Nodes","147",21.000000,31.398526,"Default Known Flow Node","Known Flow",348514.702999,101246.639914,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"82012800000105","Nodes","105",21.000000,28.222721,"DDS demands","Known Flow",348666.371389,101404.331111,,0.000000,,,,,,-3.170000,,,,,,-2.834670,-3.170000,,"",,,,,,"D1 PROFILE",,,,,
"82012800000113","Nodes","113",21.000000,27.857516,"Default Known Flow Node","Known Flow",348744.751351,101418.230819,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"82012800000107","Nodes","107",21.000000,27.787684,"DDS demands","Known Flow",348750.543658,101420.320331,,0.000000,,,,,,-0.839999,,,,,,-0.751143,-0.839999,,"",,,,,,"D1 PROFILE",,,,,
"82012800000109","Nodes","109",21.000000,27.696553,"DDS demands","Known Flow",348757.776887,101421.809510,,0.000000,,,,,,-1.049999,,,,,,-0.938928,-1.049999,,"",,,,,,"D1 PROFILE",,,,,
"82012800000104","Nodes","104",21.000000,28.926894,"DDS demands","Known Flow",348598.286414,101454.307289,,0.000000,,,,,,-18.079999,,,,,,-16.167459,-18.079999,,"",,,,,,"D1 PROFILE",,,,,
"82012800000110","Nodes","110",21.000000,27.653707,"DDS demands","Known Flow",348765.719263,101423.634538,,0.000000,,,,,,-1.770000,,,,,,-1.582765,-1.770000,,"",,,,,,"D1 PROFILE",,,,,
"82012800000143","Nodes","143",21.000000,24.543577,"DDS demands","Known Flow",348828.323692,101440.835879,,0.000000,,,,,,-8.159999,,,,,,-7.296817,-8.159999,,"",,,,,,"D1 PROFILE",,,,,
"82012800000063","Nodes","63",21.000000,44.264014,"DDS demands","Known Flow",347274.158652,101485.398825,,0.000000,-4.289999,,,,,-2.869999,,,,,,-6.402599,-7.159999,,"","C1 PROFILE",,,,,"D1 PROFILE",,,,,
"82012800000131","Nodes","131",21.000000,44.042338,"DDS demands","Known Flow",347279.486654,101515.279833,,0.000000,,,,,,-2.990000,,,,,,-2.673711,-2.990000,,"",,,,,,"D1 PROFILE",,,,,
"82012800008017","Nodes","8017",21.000000,43.897557,"Default Known Flow Node","Known Flow",347437.317697,101503.024830,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"82012800008010","Nodes","8010",21.000000,43.964745,"Default Known Flow Node","Known Flow",347289.688656,101553.374844,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"82012800000130","Nodes","130",21.000000,43.850075,"DDS demands","Known Flow",347320.098665,101545.933842,,0.000000,,,,,,-5.719999,,,,,,-5.114926,-5.719999,,"",,,,,,"D1 PROFILE",,,,,
"82012800000120","Nodes","120",21.000000,44.055066,"DDS demands","Known Flow",347214.240636,101686.539880,,0.000000,,,,,,-1.009999,,,,,,-0.903160,-1.009999,,"",,,,,,"D1 PROFILE",,,,,
"82012800000122","Nodes","122",21.000000,44.036897,"DDS demands","Known Flow",347200.368632,101712.585887,,0.000000,,,,,,-2.529999,,,,,,-2.262371,-2.529999,,"",,,,,,"D1 PROFILE",,,,,
"82012800000119","Nodes","119",21.000000,44.065903,"DDS demands","Known Flow",347215.525387,101680.604919,,0.000000,,,,,,-2.759999,,,,,,-2.468041,-2.759999,,"",,,,,,"D1 PROFILE",,,,,
"82012800008004","Nodes","8004",21.000000,43.953875,"Default Known Flow Node","Known Flow",347160.321842,101641.539147,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"82012800000068","Nodes","68",21.000000,44.088736,"DDS demands","Known Flow",347190.498629,101638.668867,,0.000000,,,,,,-0.790000,,,,,,-0.706432,-0.790000,,"",,,,,,"D1 PROFILE",,,,,
"82012800008007","Nodes","8007",21.000000,42.722628,"Default Known Flow Node","Known Flow",347241.119643,101530.332837,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"82012800000123","Nodes","123",21.000000,44.070846,"DDS demands","Known Flow",347251.602646,101682.607879,,0.000000,,,,,,-4.940000,,,,,,-4.417436,-4.940000,,"",,,,,,"D1 PROFILE",,,,,
"82012800000127","Nodes","127",21.000000,44.044615,"DDS demands","Known Flow",347278.504435,101648.397297,,0.000000,,,,,,-1.919999,,,,,,-1.716898,-1.919999,,"",,,,,,"D1 PROFILE",,,,,
"82012800000125","Nodes","125",21.000000,44.042655,"DDS demands","Known Flow",347278.379300,101652.864364,,0.000000,,,,,,-0.910000,,,,,,-0.813738,-0.910000,,"",,,,,,"D1 PROFILE",,,,,
"82012800000128","Nodes","128",21.000000,44.087852,"Default Known Flow Node","Known Flow",347327.784667,101657.411872,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"82012800008009","Nodes","8009",21.000000,44.025361,"Default Known Flow Node","Known Flow",347280.123654,101517.826834,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"82012800000129","Nodes","129",21.000000,43.968361,"DDS demands","Known Flow",347289.151656,101551.678843,,0.000000,,,,,,-5.099999,,,,,,-4.560511,-5.099999,,"",,,,,,"D1 PROFILE",,,,,
"82012800008011","Nodes","8011",21.000000,44.003741,"Default Known Flow Node","Known Flow",347297.545659,101586.374853,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"82012800000064","Nodes","64",21.000000,43.952926,"DDS demands","Known Flow",347303.435660,101616.924861,,0.000000,,,,,,-5.519999,,,,,,-4.936082,-5.519999,,"",,,,,,"D1 PROFILE",,,,,
"82012800008013","Nodes","8013",21.000000,43.952926,"Default Known Flow Node","Known Flow",347300.462149,101617.554888,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"82012800008012","Nodes","8012",21.000000,43.952926,"Default Known Flow Node","Known Flow",347298.411659,101617.972861,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"82012800008014","Nodes","8014",21.000000,44.123708,"Default Known Flow Node","Known Flow",347347.850672,101628.969864,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"82012800000195","Nodes","195",21.000000,36.926121,"DDS demands","Known Flow",347375.217680,101674.734877,,0.000000,,,,,,-2.570000,,,,,,-2.298140,-2.570000,,"",,,,,,"D1 PROFILE",,,,,
"82012800000196","Nodes","196",21.000000,36.700406,"DDS demands","Known Flow",347425.598769,101760.482604,,0.000000,,,,,,-0.959999,,,,,,-0.858449,-0.959999,,"",,,,,,"D1 PROFILE",,,,,
"82012800000198","Nodes","198",21.000000,36.605458,"DDS demands","Known Flow",347398.299686,101766.499902,,0.000000,,,,,,-4.030000,,,,,,-3.603698,-4.030000,,"",,,,,,"D1 PROFILE",,,,,
"82012800008018","Nodes","8018",21.000000,43.848682,"Default Known Flow Node","Known Flow",347451.440700,101521.977835,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"82012800000187","Nodes","187",21.000000,39.909363,"Default Known Flow Node","Known Flow",347559.183793,101690.363001,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"82012800000098","Nodes","98",21.000000,41.376567,"Default Known Flow Node","Known Flow",347634.554794,101851.653757,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"82012800000049","Nodes","49",21.000000,41.376567,"Default Known Flow Node","Known Flow",347642.591160,101821.007710,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"82012800000088","Nodes","88",21.000000,41.837166,"DDS demands","Known Flow",347786.714541,101547.196642,,0.000000,,,,,,-2.959999,,,,,,-2.646885,-2.959999,,"",,,,,,"D1 PROFILE",,,,,
"82012800000082","Nodes","82",21.000000,41.383409,"DDS demands","Known Flow",347715.407287,101831.345949,,0.000000,,,,,,-7.940000,,,,,,-7.100090,-7.940000,,"",,,,,,"D1 PROFILE",,,,,
"82012800008020","Nodes","8020",21.000000,39.750749,"Default Known Flow Node","Known Flow",347505.544147,101674.875381,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"82012800000191","Nodes","191",21.000000,38.215869,"DDS demands","Known Flow",347463.389104,101696.745995,,0.000000,,,,,,-7.949999,,,,,,-7.109032,-7.949999,,"",,,,,,"D1 PROFILE",,,,,
"82012800000189","Nodes","189",21.000000,39.812619,"DDS demands","Known Flow",347507.283937,101674.515423,,0.000000,,,,,,-6.210000,,,,,,-5.553093,-6.210000,,"",,,,,,"D1 PROFILE",,,,,
"82012800000193","Nodes","193",21.000000,39.747182,"DDS demands","Known Flow",347497.895713,101640.098867,,0.000000,,,,,,-3.010000,,,,,,-2.691595,-3.010000,,"",,,,,,"D1 PROFILE",,,,,
"82012800000186","Nodes","186",21.000000,39.989624,"DDS demands","Known Flow",347532.952898,101671.627898,,0.000000,,,,,,-7.450000,,,,,,-6.661923,-7.450000,,"",,,,,,"D1 PROFILE",,,,,
"82012800000214","Nodes","214",21.000000,41.289501,"DDS demands","Known Flow",347543.986726,101790.306908,,0.000000,,,,,,-6.530000,,,,,,-5.839243,-6.530000,,"",,,,,,"D1 PROFILE",,,,,
"82012800000215","Nodes","215",21.000000,41.133205,"DDS demands","Known Flow",347555.702886,101743.686056,,0.000000,,,,,,-6.269999,,,,,,-5.606746,-6.269999,,"",,,,,,"D1 PROFILE",,,,,
"82012800000048","Nodes","48",21.000000,41.376567,"Default Known Flow Node","Known Flow",347651.315555,101785.984914,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"82012800000199","Nodes","199",21.000000,41.386487,"DDS demands","Known Flow",347643.006750,101647.379804,,0.000000,,,,,,-2.900000,,,,,,-2.593232,-2.900000,,"",,,,,,"D1 PROFILE",,,,,
"82012800000180","Nodes","180",21.000000,41.630248,"DDS demands","Known Flow",347670.671760,101539.596840,,0.000000,,,,,,-5.150000,,,,,,-4.605222,-5.150000,,"",,,,,,"D1 PROFILE",,,,,
"82012800000213","Nodes","213",21.000000,41.373382,"DDS demands","Known Flow",347644.583717,101784.698856,,0.000000,,,,,,-2.289999,,,,,,-2.047759,-2.289999,,"",,,,,,"D1 PROFILE",,,,,
"82012800000081","Nodes","81",21.000000,41.377533,"DDS demands","Known Flow",347653.366210,101776.807279,,0.000000,,,,,,-3.700000,,,,,,-3.308606,-3.700000,,"",,,,,,"D1 PROFILE",,,,,
"82012800000046","Nodes","46",21.000000,41.357507,"Default Known Flow Node","Known Flow",347651.881121,101703.798251,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"82012800000047","Nodes","47",21.000000,41.388378,"DDS demands","Known Flow",347701.485768,101674.102877,,0.000000,,,,,,-8.479999,,,,,,-7.582967,-8.479999,,"",,,,,,"D1 PROFILE",,,,,
"82012800008022","Nodes","8022",21.000000,40.939926,"Default Known Flow Node","Known Flow",347661.877758,101600.763857,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"82012800008021","Nodes","8021",21.000000,40.939926,"Default Known Flow Node","Known Flow",347660.378757,101600.006856,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"82012800000182","Nodes","182",21.000000,40.769280,"DDS demands","Known Flow",347664.611758,101568.954848,,0.000000,,,,,,-3.940000,,,,,,-3.523218,-3.940000,,"",,,,,,"D1 PROFILE",,,,,
"82012800000091","Nodes","91",21.000000,41.730600,"DDS demands","Known Flow",347709.417771,101502.460830,,0.000000,,,,,,-16.350000,,,-4.969999,,,-19.064726,-21.320000,,"",,,,,,"D1 PROFILE",,,"I2 PROFILE",,
"82012800000181","Nodes","181",21.000000,40.975861,"DDS demands","Known Flow",347725.792186,101579.574820,,0.000000,,,,,,-4.239999,,,,,,-3.791483,-4.239999,,"",,,,,,"D1 PROFILE",,,,,
"82012800008030","Nodes","8030",21.000000,41.802136,"Default Known Flow Node","Known Flow",347758.020728,101533.220866,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"82012800000084","Nodes","84",21.000000,41.371726,"DDS demands","Known Flow",347759.454784,101764.008901,,0.000000,,,,,,-6.890000,,,,,,-6.161161,-6.890000,,"",,,,,,"D1 PROFILE",,,,,
