"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(CC)","NodeFlowByCategory(CT)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(I2)","NodeFlowByCategory(PL-AF)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(CC)","NodeFlowProfileNameByCategory(CT)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(I2)","NodeFlowProfileNameByCategory(PL-AF)"
"82005700000310","Nodes","310",21.000000,66.968699,"DDS demands","Known Flow",465831.243913,111320.756501,,0.000000,,,,,,,-3.029999,,,,-2.709480,-3.029999,,"",,,,,,,"D1 PROFILE",,,
"82005700000270","Nodes","270",21.000000,67.877208,"DDS demands","Known Flow",465862.323873,111355.818675,,0.000000,,,,,,,-5.110000,,,,-4.569453,-5.110000,,"",,,,,,,"D1 PROFILE",,,
"82005700000271","Nodes","271",21.000000,67.485510,"DDS demands","Known Flow",465892.469930,111337.291506,,0.000000,,,,,,,-1.510000,,,,-1.350269,-1.510000,,"",,,,,,,"D1 PROFILE",,,
"82005700000296","Nodes","296",21.000000,66.898051,"DDS demands","Known Flow",465919.495937,111374.576516,,0.000000,,,,,,,-6.959999,,,,-6.223756,-6.959999,,"",,,,,,,"D1 PROFILE",,,
"82005700000305","Nodes","305",21.000000,67.210019,"DDS demands","Known Flow",465913.769935,111276.741489,,0.000000,,,,,,,-6.010000,,,,-5.374249,-6.010000,,"",,,,,,,"D1 PROFILE",,,
"82005700000306","Nodes","306",21.000000,67.105676,"DDS demands","Known Flow",465868.061923,111280.753491,,0.000000,,,,,,,-1.209999,,,,-1.082003,-1.209999,,"",,,,,,,"D1 PROFILE",,,
"82005700004107","Nodes","4107",21.000000,67.143250,"Default Known Flow Node","Known Flow",465963.428949,111230.297477,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"82005700000169","Nodes","169",21.000000,42.261638,"DDS demands","Known Flow",465948.365945,111053.397429,,0.000000,-3.819999,,,,,,-12.570000,,,,-14.656231,-16.389999,,"","C1 PROFILE",,,,,,"D1 PROFILE",,,
"82005700000403","Nodes","403",21.000000,69.543776,"DDS demands","Known Flow",465613.911854,111101.682442,,0.000000,,,,,,,-2.380000,,,,-2.128238,-2.380000,,"",,,,,,,"D1 PROFILE",,,
"82005700000297","Nodes","297",21.000000,66.558632,"DDS demands","Known Flow",465905.380933,111446.969536,,0.000000,,,,,,,-4.590000,,,,-4.104460,-4.590000,,"",,,,,,,"D1 PROFILE",,,
"82005700004145","Nodes","4145",21.000000,67.143250,"Default Known Flow Node","Known Flow",465962.547949,111227.141476,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"82005700004102","Nodes","4102",21.000000,68.288977,"Default Known Flow Node","Known Flow",465501.101104,111457.947078,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"82005700000350","Nodes","350",21.000000,69.715196,"DDS demands","Known Flow",465528.135830,111416.845528,,0.000000,,,,,,,-2.039999,,,,-1.824204,-2.039999,,"",,,,,,,"D1 PROFILE",,,
"82005700000346","Nodes","346",21.000000,69.902955,"DDS demands","Known Flow",465599.107850,111386.430519,,0.000000,,,,,,,-2.339999,,,,-2.092469,-2.339999,,"",,,,,,,"D1 PROFILE",,,
