"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C4)","NodeFlowByCategory(D1)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(D1)"
"82722900000045","Nodes","45",21.000000,27.398558,"DDS demands","Known Flow",418207.629954,143412.816234,,0.000000,-39.999997,,,,-35.768714,-39.999997,,"","C1 PROFILE",,,
"82722900000044","Nodes","44",21.000000,27.991254,"Default Known Flow Node","Known Flow",418281.004974,143564.066275,,0.000000,,,,,0.000000,0.000000,,"",,,,
"82722900000047","Nodes","47",21.000000,24.406070,"DDS demands","Known Flow",418270.379971,143938.441377,,0.000000,-48.000001,,,,-42.922459,-48.000001,,"","C1 PROFILE",,,
"82722900000048","Nodes","48",21.000000,23.648141,"DDS demands","Known Flow",418295.754978,143912.941370,,0.000000,-54.900003,,,,-49.092567,-54.900003,,"","C1 PROFILE",,,
"82722900000046","Nodes","46",21.000000,28.551503,"DDS demands","Known Flow",418298.004979,143989.566391,,0.000000,-31.999999,,-45.899999,,-69.659574,-77.900003,,"","C1 PROFILE",,"C4 PROFILE",
"82722900000015","Nodes","15",21.000000,28.412001,"DDS demands","Known Flow",418211.004955,144031.941402,,0.000000,-37.840000,,,,-33.837207,-37.840000,,"","C1 PROFILE",,,
"82722900000020","Nodes","20",21.000000,28.998044,"DDS demands","Known Flow",418412.833103,143945.884420,,0.000000,,,,-3.010000,-2.691595,-3.010000,,"",,,,"D1 PROFILE"
"82722900000018","Nodes","18",21.000000,27.496650,"DDS demands","Known Flow",418418.380011,144023.316400,,0.000000,,,,-5.179999,-4.632048,-5.179999,,"",,,,"D1 PROFILE"
"82722900000027","Nodes",,0.000000,27.038691,"DDS demands","Known Flow",418625.269313,143956.435909,,0.000000,-15.999999,,,,-14.307486,-15.999999,,"","C1 PROFILE",,,
"82722900000024","Nodes",,0.000000,27.656228,"DDS demands","Known Flow",418490.610846,143977.353263,,0.000000,-40.410001,,,,-36.135346,-40.410001,,"","C1 PROFILE",,,
"82722900000026","Nodes","26",21.000000,28.401197,"DDS demands","Known Flow",418464.630024,143924.816373,,0.000000,-39.999997,,,,-35.768714,-39.999997,,"","C1 PROFILE",,,
"82722900000028","Nodes","28",21.000000,27.420127,"DDS demands","Known Flow",418500.505034,143998.566393,,0.000000,-287.450004,,,,-257.042944,-287.450004,,"","C1 PROFILE",,,
"82722900078420","Nodes","-78420",21.000000,29.579387,"Default Known Flow Node","Known Flow",418425.630013,143927.941374,,0.000000,,,,,0.000000,0.000000,,"",,,,
"82722900000021","Nodes","21",21.000000,29.041496,"DDS demands","Known Flow",418447.630019,143928.066374,,0.000000,,,,-2.619999,-2.342850,-2.619999,,"",,,,"D1 PROFILE"
"82722900000002","Nodes","2, HORN ROAD DG",21.000000,30.000000,"Default Known Pressure Node","Known Pressure",418426.115059,143922.417072,,7150.000080,,,,,1239.922495,1386.599971,,"",,,,
"82722900000022","Nodes","22",21.000000,30.000000,"Default Known Flow Node","Known Flow",418426.755014,143922.191373,,0.000000,,,,,0.000000,0.000000,,"",,,,
"82722900201147","Nodes","-201147",21.000000,29.612858,"Default Known Flow Node","Known Flow",418425.048809,143926.695936,,0.000000,,,,,0.000000,0.000000,,"",,,,
"82722900000025","Nodes","25",21.000000,29.644830,"Default Known Flow Node","Known Flow",418418.630011,143926.066374,,0.000000,,,,,0.000000,0.000000,,"",,,,
"82722900000049","Nodes","49",21.000000,21.501589,"DDS demands","Known Flow",418241.629963,143871.316359,,0.000000,-152.809991,-31.199999,,-0.730000,-165.197804,-184.739988,,"","C1 PROFILE","C2 PROFILE",,"D1 PROFILE"
