"NAME","TYPE","FlowCategoryTotalVolumetricFlow","FlowCategoryTotalThermalFlow","FlowCategoryMultiplier","FlowCategoryType","CategoryActive"
"Base Volumetric","Flow Categories","0.000000","0.000000","1.000000","Volumetric","-1.000000"
"Base Thermal","Flow Categories","","","1.000000","Thermal","-1.000000"
"D1","Flow Categories","-591.459999","0.000000","1.000000","Volumetric","-1.000000"
"C4","Flow Categories","-16.089999","0.000000","1.000000","Volumetric","-1.000000"
"C1","Flow Categories","-19.450000","0.000000","1.000000","Volumetric","-1.000000"
"C3","Flow Categories","-4.259999","0.000000","1.000000","Volumetric","-1.000000"
"C2","Flow Categories","-45.950000","0.000000","1.000000","Volumetric","-1.000000"
"Base Diversified Volumetric","Flow Categories","","","1.000000","Diversified Volumetric","-1.000000"
"Base Diversified Thermal","Flow Categories","","","1.000000","Diversified Thermal","-1.000000"
"DC","Flow Categories","-8.770000","0.000000","1.000000","Volumetric","-1.000000"
"PL-DC","Flow Categories","-11.910000","0.000000","1.000000","Volumetric","-1.000000"
