"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C4)","NodeFlowByCategory(D1)","NodeFlowByCategory(I2)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(I2)"
"82321300000110","Nodes","110","21.000000","23.983008","DDS demands","Known Flow","454970.389958","79404.673817","","0.000000","","","","-23.530000","","-21.040948","-23.530000","","","","","","D1 PROFILE",""
"82321300000111","Nodes","111","21.000000","23.638363","DDS demands","Known Flow","454938.889949","79317.298793","","0.000000","","","","-1.770000","","-1.582765","-1.770000","","","","","","D1 PROFILE",""
"82321300000015","Nodes","15","21.000000","22.202663","DDS demands","Known Flow","454921.889944","79504.048844","","0.000000","","","","-28.379999","","-25.377903","-28.379999","","","","","","D1 PROFILE",""
"82321300000014","Nodes","14","21.000000","24.921580","DDS demands","Known Flow","454981.639961","79703.173898","","0.000000","","","","-21.810000","","-19.502891","-21.810000","","","","","","D1 PROFILE",""
"82321300001000","Nodes","-1000","21.000000","22.350709","Default Known Flow Node","Known Flow","454871.389931","79343.173800","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"82321300000084","Nodes","84","21.000000","37.344692","DDS demands","Known Flow","454921.889944","79979.048973","","0.000000","","","","-1.970000","","-1.761609","-1.970000","","","","","","D1 PROFILE",""
"82321300000088","Nodes","88","21.000000","37.158646","DDS demands","Known Flow","454873.889931","79984.173975","","0.000000","","","","-1.949999","","-1.743724","-1.949999","","","","","","D1 PROFILE",""
"82321300000089","Nodes","89","21.000000","37.337159","DDS demands","Known Flow","454915.264943","79947.048964","","0.000000","","","","-3.440000","","-3.076109","-3.440000","","","","","","D1 PROFILE",""
"82321300000083","Nodes","83","21.000000","37.127804","DDS demands","Known Flow","454859.389927","79945.798964","","0.000000","","","","-4.550000","","-4.068691","-4.550000","","","","","","D1 PROFILE",""
"82321300000078","Nodes","78","21.000000","37.778197","DDS demands","Known Flow","454926.264946","79911.548955","","0.000000","","","","-0.449999","","-0.402398","-0.449999","","","","","","D1 PROFILE",""
"82321301462543","Nodes","-1462543","21.000000","38.166870","Default Known Flow Node","Known Flow","454997.889965","79931.173960","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"82321300000079","Nodes","79","21.000000","37.454846","DDS demands","Known Flow","454881.889933","79885.173948","","0.000000","","","","-7.060000","","-6.313178","-7.060000","","","","","","D1 PROFILE",""
"82321300000081","Nodes","81","21.000000","37.325278","Default Known Flow Node","Known Flow","454863.514928","79904.548953","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"82321300000080","Nodes","80","21.000000","37.498046","Default Known Flow Node","Known Flow","454875.139932","79861.298941","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"82321300000093","Nodes","93","21.000000","31.475281","DDS demands","Known Flow","455174.015013","80247.174046","","0.000000","","","","-1.249999","","-1.117772","-1.249999","","","","","","D1 PROFILE",""
"82321300000094","Nodes","94","21.000000","31.405155","DDS demands","Known Flow","455159.140009","80284.299056","","0.000000","","","","-2.840000","","-2.539578","-2.840000","","","","","","D1 PROFILE",""
"82321300000037","Nodes","37","21.000000","37.982004","DDS demands","Known Flow","454926.764946","80044.923991","","0.000000","","","","-13.369999","","-11.955693","-13.369999","","","","","","D1 PROFILE",""
"82321300000039","Nodes","39","21.000000","37.672798","DDS demands","Known Flow","454851.639925","80111.299009","","0.000000","","","","-4.519999","","-4.041864","-4.519999","","","","","","D1 PROFILE",""
"82321300000116","Nodes","116","21.000000","22.294588","DDS demands","Known Flow","454868.764930","79351.048802","","0.000000","","","","-12.850000","","-11.490700","-12.850000","","","","","","D1 PROFILE",""
"82321300000023","Nodes","23","21.000000","32.829935","DDS demands","Known Flow","455178.240749","80006.314422","","0.000000","","-6.000000","","-7.760000","","-12.304439","-13.760000","","","","C2 PROFILE","","D1 PROFILE",""
"82321300000024","Nodes","24","21.000000","32.613300","DDS demands","Known Flow","455231.890029","80049.798992","","0.000000","","","","-8.649999","","-7.734984","-8.649999","","","","","","D1 PROFILE",""
"82321300000072","Nodes","72","21.000000","32.599266","DDS demands","Known Flow","455315.765052","79840.798936","","0.000000","","","","-0.860000","","-0.769027","-0.860000","","","","","","D1 PROFILE",""
"82321300000113","Nodes","113","21.000000","32.584523","DDS demands","Known Flow","455324.981963","79853.137321","","0.000000","","","","-2.409999","","-2.155065","-2.409999","","","","","","D1 PROFILE",""
"82321310000042","Nodes","-42","21.000000","32.800231","Default Known Flow Node","Known Flow","455321.015053","79882.048947","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"82321300000012","Nodes","12","21.000000","21.674473","DDS demands","Known Flow","455178.015014","79453.673830","","0.000000","","","","-9.890000","","-8.843815","-9.890000","","","","","","D1 PROFILE",""
"82321300000031","Nodes","31","21.000000","22.218076","DDS demands","Known Flow","455131.406131","79391.821903","","0.000000","","","","-11.589999","","-10.363985","-11.589999","","","","","","D1 PROFILE",""
"82321300000011","Nodes","11","21.000000","22.778413","DDS demands","Known Flow","455076.264986","79435.423825","","0.000000","","","","-12.539999","","-11.213492","-12.539999","","","","","","D1 PROFILE",""
"82321300000035","Nodes","35","21.000000","38.749816","DDS demands","Known Flow","454999.389965","80032.423988","","0.000000","","","","-14.720000","","-13.162887","-14.720000","","","","","","D1 PROFILE",""
"82321300000036","Nodes","36","21.000000","38.200593","DDS demands","Known Flow","454952.340577","80025.701427","","0.000000","","","","-4.070000","","-3.639466","-4.070000","","","","","","D1 PROFILE",""
"82321300000032","Nodes","32","21.000000","23.972953","DDS demands","Known Flow","455129.890001","79485.673839","","0.000000","","","","-3.729999","","-3.335432","-3.729999","","","","","","D1 PROFILE",""
"82321300000010","Nodes","10","21.000000","25.181121","DDS demands","Known Flow","455172.265012","79482.173838","","0.000000","","","","-4.999999","","-4.471089","-4.999999","","","","","","D1 PROFILE",""
"82321300000075","Nodes","75","21.000000","21.989778","DDS demands","Known Flow","454839.389922","79602.923871","","0.000000","","","","-4.389999","","-3.925616","-4.389999","","","","","","D1 PROFILE",""
"82321300000017","Nodes","17","21.000000","21.969219","DDS demands","Known Flow","454846.889924","79577.798864","","0.000000","","","","-2.970000","","-2.655827","-2.970000","","","","","","D1 PROFILE",""
"82321300000074","Nodes","74","21.000000","22.065135","DDS demands","Known Flow","454866.514929","79647.048883","","0.000000","","","","-9.229999","","-8.253630","-9.229999","","","","","","D1 PROFILE",""
"82321300000104","Nodes","104","21.000000","22.573698","DDS demands","Known Flow","454891.629637","79668.563776","","0.000000","","","","-7.269999","","-6.500963","-7.269999","","","","","","D1 PROFILE",""
"82321300000105","Nodes","105","21.000000","22.385141","DDS demands","Known Flow","454908.514941","79758.173913","","0.000000","-0.990000","","","-0.249999","","-1.108830","-1.240000","","","C1 PROFILE","","","D1 PROFILE",""
"82321301462526","Nodes","-1462526","21.000000","22.202663","Default Known Flow Node","Known Flow","454915.764943","79478.423837","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"82321300000101","Nodes","101","21.000000","24.788679","DDS demands","Known Flow","454967.014957","79698.548897","","0.000000","","","","-1.070000","","-0.956813","-1.070000","","","","","","D1 PROFILE",""
"82321300000102","Nodes","102","21.000000","24.413208","DDS demands","Known Flow","454959.010858","79695.936448","","0.000000","","","","-9.310000","","-8.325168","-9.310000","","","","","","D1 PROFILE",""
"82321300000020","Nodes","20","21.000000","37.399522","DDS demands","Known Flow","454990.764289","79864.549760","","0.000000","","","","-7.139999","","-6.384715","-7.139999","","","","","","D1 PROFILE",""
"82321301462509","Nodes","-1462509","21.000000","37.399522","Default Known Flow Node","Known Flow","454988.639963","79862.798941","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"82321300000106","Nodes","106","21.000000","37.356491","DDS demands","Known Flow","454988.639963","79836.173934","","0.000000","","","","-4.019999","","-3.594755","-4.019999","","","","","","D1 PROFILE",""
"82321300000103","Nodes","103","21.000000","24.413208","Default Known Flow Node","Known Flow","454958.514954","79717.173902","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"82321300000033","Nodes","33","21.000000","23.681832","DDS demands","Known Flow","455117.764998","79533.673852","","0.000000","","","","-2.529999","","-2.262371","-2.529999","","","","","","D1 PROFILE",""
"82321300000008","Nodes","8","21.000000","25.637081","DDS demands","Known Flow","455154.140008","79587.548867","","0.000000","","-9.069999","-4.630000","-11.379999","","-22.426985","-25.079999","","","","C2 PROFILE","C4 PROFILE","D1 PROFILE",""
"82321300000109","Nodes","109","21.000000","25.955515","DDS demands","Known Flow","455119.514998","79648.423883","","0.000000","","","","-13.000000","","-11.624833","-13.000000","","","","","","D1 PROFILE",""
"82321301462495","Nodes","-1462495","21.000000","32.793042","Default Known Flow Node","Known Flow","455170.015012","79956.298967","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"82321300000052","Nodes","-52","21.000000","32.793042","Default Known Flow Node","Known Flow","455153.840731","79964.188517","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"82321301462524","Nodes","-1462524","21.000000","38.287750","Default Known Flow Node","Known Flow","455037.889976","79942.798963","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"82321300000082","Nodes","82","21.000000","38.378637","DDS demands","Known Flow","455028.389973","79955.798967","","0.000000","","","","-17.440000","","-15.595160","-17.440000","","","","","","D1 PROFILE",""
"82321300000019","Nodes","19","21.000000","37.588309","DDS demands","Known Flow","455044.639978","79909.048954","","0.000000","","","","-1.259999","","-1.126714","-1.259999","","","","","","D1 PROFILE",""
